DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,G_1_1_1,G_1_1_2,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NEE_1_1_1
1,0.25,460.30475,20.229825,5.641558,14.5075,15.56,8.94974264999998,43.8195125,11.509275,4.9897485,1.07982775,0.008768,2.0407415,1.68365725,1.434628925,101.1935,99.8375,19.9535,11.8869,22.33425,16.025,15.635,16.1075,15.9175,15.6875,0.0932749999999518,0.09035,0.044275,2.101275,3.09275,415.1725,421.2225,5.641558
1,0.75,461.207125,21.093915,5.2938675,14.3125,14.75,27.9709143999999,43.5331201,9.37497749999996,4.873162325,1.11872585,0.005279475,1.9143306,1.6074425,1.41028,101.199375,99.87,20.109,8.88762249999998,22.73565,16.075,15.6125,16.1625,15.94,15.675,-1.10830000000005,0.08805,0.044275,2.101275,4.2469,415.205,421.0675,5.2938675
1,1.25,461.601775,21.1724375,6.13791635,14.3925,15.695,18.68221955,47.59655675,6.7598025,4.97644,1.1309025,0.0147182249999999,2.0754225,1.5557675,1.38102475,101.192825,99.9025,20.112,8.92486749999998,22.6896,16.105,15.6025,16.195,15.96,15.6475,-0.24647500000005,0.092675,0.044275,2.101275,2.993875,412.1925,418.2375,6.13791635
1,1.75,462.952675,20.6955275,6.665545,14.655,13.795,6.07569919999999,44.7472535,8.4522925,5.3813775,1.01614385,0.00440862499999999,2.081945,1.5394425,1.33935175,101.185,99.935,19.591,8.76069999999998,22.56435,16.1125,15.6025,16.205,15.98,15.6175,4.00124999999999,0.082675,0.044275,2.101275,3.537,404.515,415.7525,6.665545
1,2.25,462.979225,20.6229475,5.756255725,15.0475,13.89,14.8997878999999,37.8512338,13.2287525,4.8754025,1.018477825,0.0221673,1.8899975,1.5169575,1.22214445,101.177275,99.9675,19.746,8.39525749999999,22.3292,16.09,15.6125,16.1825,15.9825,15.5825,2.31939999999999,0.086675,0.044275,2.101275,4.35125,407.395,416.2775,5.756255725
1,2.75,464.905475,20.7094925,7.56159084999999,13.485,13.58,14.0159999999999,33.392175575,16.8128,4.4757425,0.965604125,0.012238875,1.82486,1.488155,1.21327835,101.14655,100,19.609,7.95722749999999,22.36705,16.0325,15.615,16.1325,15.975,15.5525,5.20842499999996,0.088375,0.044275,2.122178125,2.7578,410.165,418.8275,7.56159084999999
1,3.25,464.041625,20.85099,6.3142,12.36,12.885,23.8468816,39.9025973999999,15.90008,4.7201725,1.060552575,0.0227553749999999,2.086695,1.5058863,1.38430515,101.134175,100,18.862,9.422595,22.42345,15.945,15.6175,16.0525,15.955,15.545,3.20924999999994,0.087675,0.044275,2.14308125,2.6595,406.5275,415.915,6.3142
1,3.75,463.295575,20.93236,7.97848079999999,13.0025,14.085,9.78866999999999,69.65180775,10.99497,5.19511,1.0249235,0.0154239249999999,2.1877895,1.682622875,1.3066348,101.1311,100,18.842,9.27610749999999,22.46925,15.855,15.625,15.96,15.92,15.545,-0.161650000000013,0.08705,0.044275,2.163984375,2.382625,409.8375,416.625,7.97848079999999
1,4.25,463.817225,21.1344425,7.95081904999999,12.6025,14.625,10.656280775,44.880079,12.735295,4.8430325,1.00766045,0.0242432,1.964025375,1.53376795,1.31690125,101.12625,100,18.895,8.0876,22.54095,15.7575,15.6225,15.8625,15.87,15.545,2.27769999999999,0.09235,0.044275,2.1848875,2.32655,408.855,417.09,7.95081904999999
1,4.75,464.59205,21.283585,5.31005,12.4444999999999,13.643,10.05746055,48.0769707,18.7809875,5.087945,1.0974129,0.00834624999999999,2.0709725,1.7840671,1.31062,101.14785,100,18.637,8.65978999999999,22.56605,15.76375,15.62,15.8565,15.8105,15.53825,1.07807499999999,0.08935,0.044275,2.205790625,2.2,399.5475,416.945,5.31005
