DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_5_1,CH4_1_6_1
1,0.25,1.29181529077043,-1.30921932828056,0.148855524484838,0.278049603120922,-0.432524965525223,0.176212374700473,-6.82886007231879,-3.17681678066719,0.161831494320278,-29.7472091558036,-8.14484506570516,0.355301087119905,415.520691451243,1.1275,0.87,0.5925,0.595,0.32,-1.5597,-2.499,-1.71135,-1.9025,-1.03455,-1.8574,-2.1716,94.8068875,57.8175,0.862975,-0.4975,-0.155,-0.01,-0.505,-0.135,0.4,-4.46,1.225,-0.4775,241.275,308.95,284.55,312.25,0.09,-0.16,-0.23,-0.2775,0,-0.08,0.105,-0.13,-0.1675,-0.365,2.8875,3.11925,5.47225,3.993,6.64375,3.11225,4.08725,5.7505,4.27375,4.71975,6.2365,6.9205,0.632,3.70825,4.33125,5.891,3.3165,3.9535,5.5765,6.26075,6.971,7.637,-13.694,-10.399,-8.9405,-82.665,4.02572454937802,3.24122760384847,3.2316334271288,3.25653393505703,3.46038041983605,3.79314548899375,3.94320438954295,401.992916054213,418.402859326568,401.184581333199,417.691994777666,403.428766067004,419.109591617756,404.944970666419,419.964670134269,406.160585575881,421.52250384312,407.659116819736,424.142462207092,2009.68610005796,1991.00091298824,1987.11820833533,1989.64180187216,2013.84262536291,2016.44441558898
1,0.75,1.20032280436841,-1.28139541124386,0.118814694930143,0.198386094974416,-0.305707949450495,0.59149406712148,-2.57192134681676,-3.50621159873425,0.152918541922662,-19.0336906907992,-6.70243547195182,0.362308666737738,415.446434152022,1.0725,0.8025,0.5525,0.545,0.3025,-1.657775,-2.353,-1.8348,-1.8283,-1.1856,-2.1141,-2.3909,94.8019725,57.9675,0.796,-0.6225,-0.345,-0.2075,-0.5175,0.02,0.4,-4.6275,1.1,-0.5475,242.375,308.875,287.1,312.575,0.09,-0.16,-0.23,-0.27,0,-0.08,0.0975,-0.1375,-0.16,-0.3675,2.85925,3.0945,5.44925,3.98925,6.6445,3.116,4.056,5.75475,4.23925,4.70375,6.22075,6.92125,0.61075,3.68425,4.28825,5.88675,3.264,3.9335,5.54475,6.25025,6.95725,7.6345,-13.73975,-10.93375,-9.16425,-83.1025,3.90623594260757,3.25356546797911,3.24597603857157,3.27839921052684,3.4090229280625,3.63525369354079,3.77913701217731,400.981462678588,417.471542598887,401.202133935649,416.4951231253,401.460280277088,420.290161421914,401.30268047955,419.671258947138,402.598294157291,421.077874933845,406.378244499129,422.838610929293,2004.62733855277,2009.86359548879,2019.39713898698,2001.64273231481,1993.44646542921,1962.20906911263
1,1.25,1.22376259846641,-1.30892334565897,0.108871603296593,0.23281181223095,-0.683064232163449,-0.0123146545199181,-14.9742537966356,-3.71171896863243,0.149097444768854,-25.55955706664,-7.56219453414324,0.340812928608629,415.143052580095,1.0225,0.86,0.5425,0.51,0.3025,-1.71545,-2.5195,-1.850375,-1.8821,-1.2165,-2.22705,-2.5655,94.78551,59.2575,0.800175,-0.825,-0.375,-0.36,-0.64,-0.0575,0.4,-4.7,1.1,-0.5025,247.6,308.825,287.75,311.925,0.09,-0.16,-0.23,-0.27,0,-0.08,0.11,-0.13,-0.16,-0.37,2.81225,3.04,5.4285,3.98475,6.6455,3.09625,4.029,5.75875,4.1705,4.6845,6.18325,6.92075,0.5895,3.6975,4.253,5.88175,3.222,3.914,5.52,6.23925,6.9435,7.63025,-14.053,-11.11,-9.48275,-81.7075,3.87670763878529,3.23519718781817,3.27180374919186,3.37793160619717,3.57488437323663,3.65348681490151,3.93146794262485,401.100292317351,418.243185211189,401.072290281693,418.152020615645,401.214769882833,418.46862293948,403.00926859157,420.356783324197,404.330352824046,422.646475101052,407.499480374907,423.323436820925,2007.1838592002,1999.69721977205,1993.08418015008,2000.11020900642,2012.51675729286,2012.24819511896
1,1.75,1.19482465385545,-1.50378686740611,0.125405084751277,0.313730947435121,-0.329299147823325,0.244955927686672,-12.6491008603106,-2.69808530327872,0.163877414050809,-34.9410241589211,-7.87364794118795,0.355186580735934,415.043580088834,0.9825,0.77,0.5025,0.5075,0.3,-1.806075,-2.581,-1.872025,-1.8964,-1.26625,-2.30205,-2.6086,94.7743975,57.415,0.8004,-0.83,-0.52,-0.3775,-0.66,-0.045,0.425,-4.17,1.2,-0.5275,244.875,308.175,293.175,311.9,0.09,-0.16,-0.23,-0.2775,0,-0.08,0.105,-0.13,-0.16,-0.3775,2.75475,2.99775,5.40675,3.98125,6.6465,3.06625,4.00525,5.76275,4.08275,4.64975,6.174,6.91975,0.56775,3.671,4.21975,5.8755,3.2565,3.8485,5.49475,6.2285,6.92975,7.62675,-15.502,-11.1865,-10.436,-81.105,3.91907010162168,3.21709505413904,3.23987045842087,3.26831684683965,3.31849641522824,3.58359352358097,3.92331072079245,400.792244775481,417.727602597294,400.730382217779,416.531061189134,400.830775303404,420.186370921155,401.502201211991,420.133646439471,401.99277374436,421.565959456457,406.619707076842,421.588956681909,2003.97381127713,2013.25857423643,2028.66548871735,2004.21939711204,1990.20122814894,1962.03187741206
1,2.25,1.03754065430473,-1.35706012517463,0.118022133858664,0.453011528100344,-0.253811707338013,0.76336500575725,-4.74855319849623,-2.89438211712044,0.161629936604711,-34.4456301320498,-8.83352287882325,0.384054279007542,415.814880997023,0.8625,0.635,0.4525,0.46,0.28,-1.962375,-2.409,-1.88395,-1.9799,-1.3024,-2.350525,-2.4492,94.77561,59.4425,0.75895,-1.0425,-0.59,-0.3675,-0.715,-0.3225,0.4,-4.405,1.2,-0.5725,247,307.7,291.475,311.525,0.09,-0.16,-0.23,-0.28,0,-0.08,0.1025,-0.14,-0.1675,-0.38,2.756,2.95475,5.38725,3.97975,6.6465,3.01625,3.99825,5.75725,4.0375,4.6185,6.177,6.9185,0.55225,3.6865,4.2045,5.867,3.19225,3.829,5.46925,6.2175,6.915,7.624,-14.162,-11.0105,-9.716,-82.235,3.83892219504655,3.30703271609563,3.28098410999388,3.40484749770349,3.53533727770788,3.657840341175,3.93614378454215,401.306106206486,418.391186295418,401.820884534614,418.247905724006,401.449234347803,419.383059457013,402.082891104137,419.58974607426,405.787625925897,420.659087444512,408.663914650675,421.07534205983,2008.75024205926,2000.86656902786,1992.51899831271,1994.84598853609,2009.17127733289,2016.89173374111
1,2.75,1.04112294459753,-1.63776484000833,0.12814389505311,0.515772515993347,-0.402582095396344,-0.228609568979161,-0.845227171491777,-2.38587742060133,0.16316243138964,-35.7774293301724,-8.69736118593199,0.364957597162115,415.379795315847,0.8925,0.6775,0.4925,0.5275,0.3,-1.935425,-2.64,-1.83195,-1.8523,-1.3818,-2.409025,-2.6856,94.7756925,58.4825,0.75565,-1.2125,-0.7625,-0.58,-0.7875,-0.42,0.4,-4.28,1.1,-0.6475,244.45,306.8,293.775,311.325,0.09,-0.16,-0.23,-0.2775,0,-0.08,0.1025,-0.14,-0.16,-0.3775,2.7,2.95,5.36675,3.98675,6.64725,2.972,4.0535,5.75,3.9815,4.59625,6.1805,6.9165,0.53,3.6945,4.20325,5.85025,3.1085,3.7875,5.44325,6.21275,6.90125,7.61975,-14.396,-11.047,-9.81325,-78.8825,3.75098104766741,3.37820556602722,3.31458642200482,3.31555673471988,3.49267308550509,3.61021538503291,3.91127297568261,401.495968159694,418.736912987751,401.52092273696,417.219753127142,401.910479840608,420.039457230208,403.207528468002,420.329854435302,403.836526232277,423.585821301269,408.220211038858,424.430152647401,2002.94110679067,2009.55106257609,2028.11346419464,2005.04571712686,1991.06066211657,1964.42510535706
1,3.25,1.01620812881317,-1.65765409349086,0.117686952486413,0.654193380502482,-0.788314213883401,0.537757994911313,-0.165646947596705,-5.09962949069564,0.140390528304313,-46.0694017737584,-8.73229837604459,0.365605771198818,415.299497489869,0.9025,0.7,0.5025,0.4875,0.2825,-1.887275,-2.819,-1.981675,-2.188,-1.449,-2.412825,-2.6864,94.7912575,60.23,0.8375,-1.3175,-0.79,-0.54,-0.6825,-0.4975,0.3,-4.295,1.025,-0.6725,244.15,307.4,291.075,311,0.09,-0.16,-0.23,-0.28,0,-0.08,0.105,-0.13,-0.16,-0.38,2.63125,3.032,5.34625,3.993,6.64725,2.93025,4.03375,5.7455,3.92,4.5805,6.17875,6.91325,0.5025,3.638,4.18125,5.832,3.04375,3.7495,5.42725,6.20725,6.88675,7.6155,-15.42525,-11.162,-9.99375,-79.195,3.71530155358001,3.25666290610058,3.29562997053235,3.3205760771845,3.42191153084703,3.65235908695777,3.96576959837076,399.895886171598,418.598830044598,401.087924533108,418.102205614367,401.300032817009,419.256603987861,401.715732164544,420.111389957647,403.670664058733,422.685396210304,407.246276105233,421.592739061224,2009.04008076312,2010.26876089467,1990.20818868299,2001.0273879777,2007.806431084,2017.65807474631
1,3.75,1.147379470465,-1.56464223322596,0.113700379955743,0.54284924934958,-0.375702455035429,0.536953865293282,-0.221969654924418,-4.46020273994209,0.13253829141886,-42.433203022221,-9.90045545938207,0.320787051721619,415.012597240001,0.93,0.7175,0.47,0.4975,0.2925,-1.9286,-2.805,-1.77795,-1.9489,-1.5049,-2.4667,-2.7737,94.80358,60.54,0.735825,-1.325,-0.8125,-0.6675,-0.78,-0.58,0.4,-4.285,1.1,-0.6275,247.8,306.525,289.75,310.75,0.09,-0.16,-0.23,-0.28,0,-0.08,0.11,-0.13,-0.16,-0.38,2.59075,3.007,5.334,3.99925,6.6495,2.882,3.99875,5.7405,3.953,4.56225,6.174,6.9085,0.4805,3.577,4.14975,5.812,2.98,3.7115,5.41625,6.202,6.871,7.6115,-15.838,-11.23,-10.1605,-74.26,3.8172515854376,3.37560601474798,3.3798786700113,3.41124296705353,3.48237208039612,3.6881503561768,3.90239924453516,401.619726012909,418.190114821912,401.25350670801,417.639444883564,401.329351788526,420.135644393623,401.628959000848,420.031610379403,404.253226826888,423.725176583519,407.814969176629,423.487882622302,2000.96034280959,2022.29879308203,2024.48355109612,2005.43337085551,1993.97308513583,1974.40328210923
1,4.25,1.04418440926923,-2.11798064207312,0.123185717431047,0.194373901962284,-0.401954200076797,0.0125052039011217,-5.15203097278509,-4.30669603875677,0.13777538053198,-59.5668065457035,-9.87256962359379,0.333156176366053,414.875051234675,0.8425,0.63,0.45,0.4675,0.27,-1.89665,-2.841,-1.999,-1.9724,-1.4962,-2.4074,-3.0069,94.7924975,60.2475,0.7682,-1.3875,-0.8875,-0.76,-0.85,-0.49,0.3,-4.3,1,-0.63,246.925,306.2,285.625,310.05,0.09,-0.16,-0.23,-0.27,-0.01,-0.08,0.11,-0.1375,-0.1675,-0.38,2.5495,3.001,5.32225,4.00475,6.6515,2.83475,3.967,5.7365,3.91675,4.5425,6.154,6.902,0.45925,3.522,4.1195,5.79225,2.92325,3.74825,5.4215,6.19825,6.8515,7.607,-15.5225,-11.24425,-10.203,-75.525,3.7890561895746,3.30619538402638,3.34362282116629,3.4398805484081,3.52877225390944,3.55750618225418,3.88928239145038,399.81107004597,418.829991409242,400.977261034617,418.517948110411,400.636214332936,418.821348378847,402.557660595511,419.419323808642,403.286481383256,420.149765756907,407.332849866774,421.610791484538,2000.11540482096,1993.11876878027,1992.01574723122,1995.05177802707,2019.61361138823,2017.95055621679
1,4.75,1.06279079031883,-2.03211057248083,0.117240957942907,0.156980825664547,-0.689351086352034,-0.792402397613584,-4.74563032775053,-3.5502321622643,0.130641540522708,-26.2058282477108,-10.0726284756956,0.301125374256238,414.830525654322,0.89,0.6575,0.4575,0.4875,0.27,-1.9749,-2.835,-2.1742,-2.3545,-1.5697,-2.623475,-3.1917,94.78355,63.4,0.76015,-1.52,-0.9975,-0.7,-0.765,-0.5475,0.4,-4.3825,1.05,-0.68,249,305.75,286.4,309.65,0.09,-0.16,-0.23,-0.27,-0.0075,-0.08,0.08,-0.1375,-0.1675,-0.38,2.536,2.90525,5.315,4.0245,6.654,2.82575,3.9495,5.7265,3.8565,4.48275,6.12875,6.8955,0.43525,3.4655,4.09725,5.781,2.88375,3.707,5.42775,6.1935,6.832,7.60375,-15.7275,-11.36925,-10.402,-76.885,3.64288134576796,3.4212897031971,3.37346457298528,3.4552921573655,3.51085399566543,3.65075646875553,3.85018669074575,398.93425762872,417.402910788723,399.740727045412,416.834969216386,400.64664040253,420.200183303167,402.127360612379,419.473282895375,403.678227165709,420.562971676943,408.054430942042,422.028616928647,1998.22549231171,2019.6783499674,2020.52160770668,2006.04273460296,1990.07394951963,1979.52112113995
