DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_6_1
1,0.25,1.31440090201253,8.61091049016509,0.224911432475742,0.0588547235369978,-0.16990557822555,-0.000707002629602251,0.539966622354257,-3.8984908187402,0.140331994934375,-2.01405272365961,-0.481104594330576,0.374839068046529,1.19,1.07,0.87,0.58,0.26,8.5776,7.2935,8.8498,7.97485,7.50185,7.093,3.75115,88.39737,53.52,4.9645,1.535,2.545,2.67,1.945,1.83,0.8,-4.07,1.7,0.985,271.6,338.45,293.85,320.1,0.16,-0.15,0.12,-0.24,0.09,-0.01,0.15,0.01,-0.285,-0.01,3.932,4.575,5.824,6.406,7.149,8.421,9.189,9.8605,10.6155,4.057,4.826,5.816,6.486,7.1685,7.878,8.676,10.635,9.25,3.845,4.34,5.255,5.807,6.6545,7.2995,8.61,9.569,10.0075,4.8925,5.37,5.801,6.076,6.869,7.758,8.896,9.6395,10.124,5.0205,5.4435,5.8085,6.0805,6.6655,7.4575,8.22,9.258,9.7995,-4.3225,-5.531,-6.8165,-76.805,5.46811722833529,5.2504581895628,5.44806441508231,5.43804427950296,5.18022249356302,5.54708429421432,5.31554612573207,414.320841040307,416.256944124427,414.48708652841,418.044394811177,412.26090335182,418.51246276828,418.921804329273,417.42413776528,418.114824588276,413.550131614421,410.81046195309,419.63866727801,416.290720685938,1997.45471670035,1963.13969175191,1978.46296873149,1966.71653571035,1966.53088819073
1,0.75,1.2245030370637,8.43941841399624,0.240675033944903,0.281505231041112,0.0229866264737907,0.476286673061413,-0.279361358375784,-3.71113936828197,0.143334325974482,-4.67081556745475,-1.96904387702695,0.37515529996061,1.07,0.985,0.81,0.565,0.27,8.3182,7.4605,8.3056,7.78675,7.3896,6.8866,3.7277,88.38323,53.175,5.73395,1.255,2.555,2.77,1.765,1.755,0.65,-4.38,1.7,1.04,272.3,339,293,319.8,0.16,-0.145,0.12,-0.24,0.09,-0.015,0.16,0.01,-0.28,-0.01,3.856,4.525,5.7915,6.4015,7.151,8.418,9.1875,9.8595,10.6145,3.9845,4.7685,5.808,6.4845,7.1665,7.878,8.675,10.6345,9.249,3.7645,4.2645,5.228,5.8025,6.656,7.3,8.6085,9.5675,10.007,4.855,5.344,5.7935,6.072,6.886,7.764,8.8945,9.6385,10.1225,4.971,5.419,5.7915,6.0735,6.6615,7.455,8.219,9.236,9.7985,-4.447,-5.978,-7.452,-77.26,5.40325636019949,5.03180698334227,4.92254945394511,5.39963432972422,5.46123925308937,5.55952332708934,5.67522599386239,414.298592045079,416.450783969434,414.988649482495,416.642979925652,415.04473628006,417.083401054201,418.248610779,417.972546222741,418.114824588276,414.682989075255,410.76413620774,418.985431519738,417.887320212964,1963.66185832764,2005.66182564395,1997.55936990065,1999.23169796979,1997.23841301018
1,1.25,1.23382766074625,8.21835882123992,0.222503449765934,0.0459454585224058,-0.411467638930122,-0.147555176988766,-1.56433555175131,-3.18848907480875,0.13666842740995,-1.37572997968335,0.86026627696023,0.357917793466397,1.07,1.01,0.83,0.58,0.27,8.19455,7.4545,8.2791,8.01795,7.50725,7.20815,3.669,88.38361,49.055,6.0725,1.245,2.49,2.715,1.815,1.805,0.6,-4.2,1.6,1.015,273.3,338.1,294.35,319.4,0.16,-0.15,0.12,-0.24,0.09,-0.02,0.15,0.01,-0.285,-0.01,3.7835,4.429,5.7745,6.394,7.1535,8.415,9.186,9.849,10.6135,3.9565,4.747,5.785,6.4775,7.164,7.8785,8.6735,10.633,9.2395,3.72,4.276,5.212,5.7995,6.6575,7.2995,8.607,9.567,10.006,4.842,5.311,5.776,6.0675,6.89,7.763,8.893,9.6375,10.133,4.9575,5.395,5.786,6.065,6.657,7.4515,8.216,9.2365,9.797,-4.281,-5.933,-7.332,-78.68,5.01150959471845,4.78344456098194,4.83298158602577,4.85342992916489,4.8370700082431,5.09038320732699,5.2905400828921,414.899283107677,417.110313607805,414.245103519232,417.690485569336,413.456380868972,417.506122378808,414.439372601895,417.496489192905,419.964022721196,414.89165189155,411.129170612975,419.029272585746,418.535863657618,1971.75454544203,2005.03050215137,1958.62953102425,1963.17683676671,1967.34383892505
1,1.75,1.19103308549037,8.44957560790209,0.257573776295231,0.0881413715470896,-0.155848104367946,0.0581289919426781,1.06810989526036,-3.54849831799796,0.152285078830718,-1.30361352703275,0.72615403477425,0.417337547210349,1.1,1.04,0.86,0.595,0.28,8.232,7.463,8.33385,7.9284,7.55575,7.008,3.27205,88.38791,48.55,5.9431,1.165,2.32,2.49,1.75,1.65,0.7,-4.26,1.7,1.06,270.3,338.2,290.35,319.3,0.16,-0.15,0.12,-0.24,0.09,-0.02,0.15,0.01,-0.285,-0.01,3.733,4.378,5.741,6.375,7.148,8.403,9.163,9.8575,10.604,3.9405,4.711,5.7775,6.466,7.156,7.879,8.661,10.629,9.23,3.686,4.247,5.179,5.7955,6.65,7.2985,8.588,9.563,9.996,4.799,5.261,5.754,6.0625,6.8825,7.755,8.892,9.649,10.122,4.932,5.343,5.773,6.055,6.65,7.444,8.213,9.2555,9.7955,-4.454,-6.0915,-7.352,-78.915,5.22013895022802,4.73029727548898,4.88290178889033,5.01287085654843,5.02282253657264,5.41265479161162,5.2676414888782,414.747285031301,415.874531563455,414.288258836775,415.587804265869,414.551222621162,417.268511971768,418.178113896483,417.453927643975,419.687250025946,413.65284108489,411.398798613753,418.125640376706,415.997247548869,1959.84044593375,1963.6226410065,1968.34305586447,1965.8080486175,1994.93656999441
1,2.25,1.26629451014798,8.28544016825504,0.234265584838117,0.0467579872170363,-0.210567354056235,-0.373155172174799,1.16246487777478,-2.48758030728455,0.142479724096299,-3.10450040980329,-0.748256843927081,0.379531079676071,1.16,1.06,0.85,0.6,0.28,8.3652,7.524,8.47955,8.0381,7.49805,7.2147,3.27935,88.38619,50.96,5.8697,0.93,2.16,2.27,1.62,1.56,0.6,-4.185,1.7,1.17,268.5,336.4,290.1,318.3,0.16,-0.15,0.12,-0.24,0.09,-0.02,0.16,0.01,-0.28,0,3.671,4.3,5.718,6.36,7.147,8.41,9.162,9.85,10.6005,3.916,4.679,5.775,6.455,7.151,7.8805,8.654,10.6315,9.23,3.605,4.196,5.156,5.746,6.649,7.297,8.584,9.563,9.996,4.772,5.252,5.731,6.059,6.8865,7.75,8.89,9.648,10.108,4.91,5.313,5.765,6.047,6.648,7.443,8.214,9.242,9.784,-4.694,-6.2775,-7.5835,-79.13,5.21268905971682,4.79603501902587,4.87315655584483,4.9188125030041,4.94119536276375,5.33775873720795,5.47152144303413,414.610220000293,415.604268251709,414.079798839915,415.800841012759,413.765005533324,415.855399206007,414.357020582107,415.989738265469,419.410477330695,414.593918172382,409.800699600098,417.92999106327,419.659350354552,1965.87718767724,1965.96149671908,1997.34470277719,1960.21547612834,1958.66664735501
1,2.75,1.26258572390064,8.22172699827388,0.226406331264663,0.0707665829396676,0.0534207536000751,0.0206074743418408,1.14332808812594,-1.58125414557493,0.140187475114763,-4.29174158247245,5.75987219121168,0.359984390099233,1.09,1.02,0.8,0.54,0.26,8.1485,7.411,8.29635,7.652,7.1088,6.885,3.4163,88.383035,48.745,5.8037,0.96,2.14,2.35,1.66,1.49,0.7,-4.31,1.7,1.13,268.9,337,289.2,318.6,0.16,-0.15,0.12,-0.24,0.09,-0.01,0.16,0.01,-0.28,-0.01,3.618,4.256,5.691,6.345,7.148,8.408,9.161,9.85,10.598,3.862,4.651,5.765,6.45,7.15,7.8805,8.654,10.6305,9.229,3.532,4.131,5.125,5.728,6.647,7.296,8.582,9.561,10.004,4.704,5.227,5.709,6.059,6.8895,7.75,8.889,9.647,10.107,4.879,5.252,5.751,6.035,6.644,7.444,8.215,9.243,9.782,-4.6115,-6.387,-7.549,-80.16,4.89735135394328,4.73622231800193,4.70743612820561,4.76506319699177,4.85735342934715,4.99340893631988,5.02942816740149,414.681719114104,414.196623259892,413.059439383699,416.100212288954,412.640894949409,415.708115859495,417.921560897351,416.407995593937,419.05467658994,413.825375290822,411.274244979106,416.942328124071,414.215257291011,1996.05896249807,1963.93979821676,1965.78299546034,1965.61565362614,1962.97837535902
1,3.25,1.19677436621013,7.99728439792213,0.217819363764511,0.069343812748465,0.118626328240176,0.417108024663596,3.05333492722179,-0.99524438822821,0.13254399584102,-2.24563914426973,-0.625287935999157,0.39218706537623,1.23,1.06,0.87,0.57,0.27,8.0691,6.918,8.59705,7.7115,7.26795,6.9079,3.4794,88.37009,49.805,5.83,0.85,2.13,2.34,1.63,1.45,0.6,-4.32,1.5,0.98,268.5,337.1,288.9,318.2,0.16,-0.15,0.12,-0.24,0.09,-0.02,0.15,0.01,-0.28,-0.01,3.529,4.222,5.652,6.331,7.149,8.4055,9.162,9.849,10.598,3.84,4.61,5.742,6.449,7.15,7.878,8.654,10.626,9.228,3.461,4.058,5.099,5.712,6.647,7.295,8.58,9.561,9.995,4.649,5.21,5.686,6.058,6.89,7.7515,8.888,9.646,10.105,4.86,5.21,5.74,6.024,6.64,7.445,8.211,9.242,9.782,-4.5525,-6.419,-7.836,-78.88,4.87961498349831,4.75730437941174,4.72416839188197,4.90059139466121,4.89968419220332,5.04668092010238,5.13018665514015,415.195093216013,415.74616300172,412.616715424565,415.799539815716,412.614748397243,415.716615161866,413.926767987702,415.830817108999,419.121778866543,413.685980494836,409.601112143899,416.120451845453,415.891127630361,1992.96253676583,1990.58294939742,1993.20100802382,1989.17117239263,1994.95042036563
1,3.75,1.2717331009307,8.06224413445792,0.231365702710983,0.145926909566902,0.0681689254616061,0.671661998528629,1.43558772690377,-0.357528630986028,0.15060547478566,-5.26628470198076,0.157709157063845,0.402580881072301,1.17,1.01,0.84,0.59,0.275,7.92275,7.1575,8.16875,7.645,7.09915,6.6869,3.36245,88.36362,48.065,5.8932,0.82,2.03,2.17,1.6,1.38,0.9,-4.39,1.9,1.07,268.1,335.2,287.9,317.9,0.17,-0.15,0.12,-0.24,0.09,-0.02,0.15,0.01,-0.28,-0.01,3.436,4.124,5.605,6.315,7.153,8.396,9.164,9.848,10.5985,3.813,4.612,5.717,6.448,7.146,7.8745,8.653,10.624,9.228,3.389,4.06,5.081,5.696,6.645,7.294,8.579,9.561,9.995,4.616,5.161,5.663,6.054,6.89,7.7505,8.886,9.645,10.104,4.817,5.183,5.728,6.018,6.642,7.44,8.214,9.241,9.781,-4.701,-6.453,-8.2085,-79.93,4.81507765565527,4.79453325093199,4.85195181377519,4.82908595913763,4.92241486854414,5.03902721302532,5.19694927516561,414.907891938908,414.243610061235,413.661530742239,414.592736806636,413.121846550262,414.135950280467,414.135495990273,415.103514131661,420.145983335454,413.485825718349,410.918441521122,417.091416563869,413.143880125074,1961.99051988218,1973.9878359035,1995.67013985404,1995.23079825682,1992.33554787191
1,4.25,1.20173908860545,7.94605356831778,0.236389816262391,0.0723875948770414,-0.1013844755175,-0.0202436853188049,0.397447192451749,-2.00434223600088,0.144960167086989,-3.01665155527151,-2.31189232925891,0.391347680253694,1.1,1.035,0.81,0.58,0.28,7.6413,6.917,8.25945,7.61705,7.25645,6.7346,3.3149,88.35385,49.78,5.3369,0.67,1.85,2.1,1.3,1.26,0.7,-4.23,1.6,1.11,266.8,334.7,287.9,317.5,0.17,-0.15,0.12,-0.24,0.09,-0.02,0.15,0.01,-0.28,0,3.369,4.061,5.556,6.291,7.157,8.4,9.165,9.846,10.599,3.805,4.582,5.697,6.448,7.1455,7.874,8.652,10.623,9.227,3.312,4.026,5.062,5.678,6.643,7.293,8.578,9.56,9.994,4.563,5.12,5.637,6.036,6.89,7.749,8.885,9.6485,10.103,4.761,5.168,5.717,6.013,6.639,7.435,8.21,9.24,9.78,-4.806,-6.549,-8.2805,-79.635,4.78302203353002,4.91454682749192,4.75868048473179,4.87973641519364,4.84836015678467,5.03626299167485,5.02176723667796,415.055102495458,414.965630651265,412.729187313991,415.074794320119,413.172021025445,415.139857216981,414.344223992844,415.562293605429,419.377520905597,414.065103371123,410.153856573495,417.535033967796,416.917399434465,1992.4295303913,1957.39272240959,1992.50373928932,1954.42202518225,1989.03162976587
1,4.75,1.15238882346989,8.11329557382123,0.239532438354756,-0.0560691618105865,-0.0599888921320034,-0.167355222047273,-1.44733487041779,-0.158038599738567,0.150118964075111,-1.61253954572399,-2.80996696690139,0.446970053844916,1.13,0.95,0.83,0.58,0.27,7.8522,7.1375,8.16465,7.6891,7.0779,6.55315,3.1547,88.35594,50,4.9552,0.65,1.88,1.93,1.36,1.22,0.8,-4.375,1.7,1.07,266.5,333.6,287.2,316.6,0.16,-0.15,0.12,-0.24,0.09,-0.02,0.15,0.01,-0.28,-0.01,3.305,4.018,5.51,6.273,7.162,8.398,9.167,9.845,10.599,3.796,4.539,5.683,6.443,7.145,7.873,8.652,10.622,9.227,3.26,3.981,5.034,5.66,6.642,7.293,8.578,9.559,9.994,4.442,5.084,5.612,6.02,6.894,7.744,8.884,9.6475,10.101,4.741,5.154,5.706,6.009,6.636,7.431,8.21,9.239,9.777,-4.927,-6.614,-8.172,-78.57,4.74220853335011,4.62214388568725,4.57385800866128,4.33991195862212,4.36720988315339,4.78364345280045,4.49531897473978,415.196855026962,414.80914668628,413.38737935252,414.616507591552,412.423383538063,415.022675368856,414.031824876542,415.025613894178,419.756842410259,414.382845704991,413.07639908935,416.967857041939,415.885556194096,1995.09022631758,1958.05999869988,1994.95574709485,1985.24492906702,1987.34223913199
