DOY2,HR2,LE,USTAR,TA_1_1_1,WS,FC,H,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,21.25,0.003,0.228,-25.9795,1.149,0.1285,-3.076,70.464,380.169,0.2,-11.6215,-12.274,-1.671,-0.0285,0.476,0.467
1,21.75,-0.022,0.239,-25.873,1.276,0.16,-4.938,70.498,380.184,0.2,-11.785,-12.463,-1.6345,-0.015,0.389,0.5495
1,22.25,0.036,0.216,-25.948,1.192,0.109,-5.205,70.827,380.28,0.2,-9.729,0,-1.589,-0.01,0.427,0.541
1,22.75,-0.004,0.217,-26.2785,1.183,0.099,-5.584,70.935,380.377,0.2,-10.658,0,-1.5275,-0.0035,0.403,0.5315
1,23.25,-0.007,0.228,-26.6545,1.091,0.136,-4.8595,70.89,380.436,0.19,-10.658,0,-1.365,-0.0435,0.4335,0.583
1,23.75,5e-04,0.225,-26.8715,1.023,0.1175,-3.7015,70.912,380.0595,0.19,-10.652,0,-1.2295,-0.0735,0.43,0.5935
2,0.25,0.0105,0.1385,-21.5785,0.6665,0.1025,-5.112,73.3355,382.55,0.245,-15.852,0,-1.384,-0.0175,-0.0305,0.925
2,0.75,0.006,0.1455,-22.105,0.678,0.0515,-3.099,73.8155,382.6405,0.25,-14.95,0,-1.341,-0.0165,0.0725,0.913
2,1.25,-0.0015,0.145,-22.2015,0.8225,0.053,-3.595,73.4755,382.3475,0.255,-15.734,0,-1.2805,-0.0375,0.0935,0.8655
2,1.75,0.021,0.1575,-22.1085,0.825,0.0625,-4.932,73.3425,382.629,0.255,-16.368,0,-1.143,-0.0095,0.0085,0.931
2,2.25,-0.011,0.1585,-22.911,0.778,0.0745,-4.886,72.822,382.642,0.245,-17.0655,0,-1.2565,-0.044,0.016,0.886
2,2.75,0.045,0.141,-23.848,0.7835,0.0685,-3.827,73.0565,382.458,0.24,-15.4465,0,-1.3045,-0.03,0.112,0.9085
2,3.25,0.0345,0.1695,-24.496,0.824,0.048,-2.8555,73.001,382.3445,0.23,-15.2805,-12.342,-1.203,-0.0285,0.175,0.891
2,3.75,0.0055,0.1785,-24.9405,0.8285,0.05,-2.297,72.6395,382.3435,0.22,-13.5605,-12.925,-1.013,-0.051,0.077,0.869
2,4.25,0.02,0.142,-25.0995,0.858,0.062,-2.982,72.458,384.199,0.21,-11.3615,-12.716,-1.1075,0.0305,0.197,0.7865
2,4.75,0.045,0.143,-25.0675,0.838,0.062,-4.1505,72.007,386.365,0.22,-14.382,-12.507,-0.997,-0.0435,-0.0285,0.7165
2,5.25,-0.023,0.139,-25.5825,0.75,0.0535,-2.901,72.307,385.586,0.2,-12.569,-12.613,-1.0545,-0.0425,0.205,0.704
2,5.75,0.023,0.131,-26.1285,0.827,0.057,-2.479,71.93,385.097,0.2,-10.822,-12.61,-0.955,0.011,0.077,0.714
2,6.25,0.003,0.139,-25.8945,0.773,0.058,-2.522,71.337,384.869,0.2,-10.9955,-12.562,-0.7325,0.0075,0.243,0.697
2,6.75,-0.013,0.1485,-25.543,0.773,0.0645,-2.2845,71.957,384.534,0.2,-11.8445,-12.3715,-1.191,-0.008,0.1925,0.666
2,7.25,-0.017,0.137,-25.5915,0.786,0.03,-1.761,71.018,384.357,0.2,-11.648,-12.237,-0.9575,0.059,0.331,0.644
2,7.75,0.023,0.148,-25.6295,0.749,0.075,-2.244,71.196,384.286,0.19,-12.085,-9.894,0.179,0.6875,0.4485,0.624
2,8.25,0.013,0.15,-25.9555,0.812,0.072,-1.838,71.519,384.364,0.2,-5.809,0.7035,5.745,8.295,2.5005,0.596
2,8.75,0.014,0.181,-25.8275,0.822,0.084,-1.07,72.651,384.358,0.2,-0.5755,31.479,25.922,31.289,10.824,0.57
2,9.25,0.135,0.216,-24.6535,0.875,0.153,4.058,72.555,384.246,0.22,11.44,102.234,61.1245,71.4965,30.42,0.584
2,9.75,0.39,0.249,-24.1855,1.0135,0.188,16.467,72.289,384.154,0.26,24.6865,177.2185,103.1885,126.25,52.632,0.666
2,10.25,0.302,0.2905,-22.8775,1.111,0.195,26.842,71.934,384.119,0.29,36.509,243.926,148.7375,180.861,82.771,0.748
2,10.75,0.68,0.3095,-21.529,1.1435,0.179,41.951,70.27,383.986,0.33,50.36,305.7205,197.7015,233.675,102.908,0.8075
2,11.25,0.944,0.3085,-20.299,1.1675,0.121,52.38,66.382,383.599,0.39,65.684,365.3705,232.4445,273.7025,127.879,0.946
2,11.75,1.462,0.3375,-18.9165,1.246,0.166,72.772,65.667,383.521,0.46,74.5,381.754,248.456,315.747,143.914,0.991
2,12.25,2.0125,0.3395,-18.062,1.3675,0.1825,72.8565,61.146,383.3525,0.48,84.583,445.5035,294.488,342.6465,156.723,1.0125
2,12.75,1.8095,0.3435,-17.6295,1.354,0.155,73.324,59,383.2305,0.54,92.701,477.918,283.371,360.921,156.306,1.017
2,13.25,2.389,0.4015,-16.801,1.432,0.1715,84.5605,58.171,383.134,0.58,94.309,458.5575,234.827,341.0205,151.542,1
2,13.75,2.495,0.4,-16.246,1.4815,0.17,80.2915,59.367,383.073,0.61,88.086,427.076,280.927,321.613,140.701,0.9955
2,14.25,2.1495,0.418,-16.3965,1.479,0.161,77.6055,59.706,382.814,0.59,78.1455,419.364,235.042,286.496,124.38,1.006
2,14.75,2.116,0.412,-16.1895,1.576,0.18,67.207,58.435,382.7105,0.63,66.367,342.0505,200.0575,234.097,104.106,1.006
2,15.25,1.636,0.419,-16.1265,1.526,0.157,51.4675,59.605,382.512,0.63,51.239,288.8015,163.571,184.68,85.562,1.008
2,15.75,1.2475,0.399,-15.8285,1.485,0.162,31.126,60.558,382.646,0.61,32.118,217.074,122.864,144.623,68.679,1.023
2,16.25,0.663,0.378,-15.9335,1.378,0.136,21.074,61.643,382.461,0.59,11.7135,134.4955,77.287,97.446,38.347,1.022
2,16.75,0.145,0.343,-16.6455,1.304,0.149,10.035,63.116,382.534,0.58,3.1715,75.8045,42.871,56.226,25.299,0.985
2,17.25,-0.113,0.32,-17.0165,1.265,0.124,-1.531,64.815,382.579,0.56,-7.096,23.9135,18.5425,26.4045,7.6415,0.976
2,17.75,-0.131,0.26,-17.457,1.13,0.077,-7.544,67.507,382.645,0.53,-23.2185,0.6135,1.998,5.422,0.7815,0.953
2,18.25,-0.031,0.228,-17.8925,1.018,0.033,-6.751,70.854,382.693,0.46,-25.3685,-7.719,-0.7245,0.308,0.071,0.958
2,18.75,-0.077,0.203,-18.109,0.983,0.062,-9.132,71.839,382.603,0.39,-23.228,-8.548,-1.658,-0.0285,0.057,0.978
2,19.25,-0.006,0.186,-18.552,0.949,0.055,-6.288,73.46,382.429,0.36,-22.0945,-8.678,-1.5225,-0.0595,0.086,0.9505
2,19.75,-0.052,0.2,-18.6245,0.891,0.071,-6.019,72.539,382.331,0.34,-19.351,-8.738,-1.745,-0.013,0.077,0.926
2,20.25,-0.0385,0.2,-18.8265,0.832,0.056,-5.221,72.597,382.301,0.33,-23.406,-9.294,-1.624,-0.0115,0.125,0.939
2,20.75,-0.0215,0.187,-19.2705,0.951,0.059,-7.7835,72.135,382.4175,0.32,-21.4215,-9.505,-1.581,-0.0215,0.138,0.927
2,21.25,-0.058,0.18,-19.6565,0.91,0.105,-6.65,71.796,382.5105,0.3,-20.666,-9.875,-1.5305,-0.042,0.032,0.8995
2,21.75,-0.044,0.182,-19.6715,0.857,0.055,-4.6445,72.421,382.5285,0.3,-18.4165,-10.511,-1.5465,-0.0295,0.117,0.835
2,22.25,0.0395,0.157,-19.784,0.834,0.057,-3.23,72.169,382.5455,0.29,-16.23,0,-1.576,-0.041,0.056,0.951
2,22.75,-0.005,0.178,-19.8325,0.875,0.056,-4.816,73.262,382.507,0.27,-16.961,0,-1.285,-0.038,0.017,0.95
2,23.25,0.047,0.171,-20.0445,0.855,0.0635,-3.725,72.554,382.488,0.27,-18.2795,0,-1.2665,-0.03,-0.04,0.9595
2,23.75,0.0315,0.154,-20.706,0.782,0.051,-3.7075,72.961,382.4885,0.25,-13.3005,0,-1.3575,-0.011,-0.014,0.9275
3,0.25,0.026,0.149,-15.099,0.67,0.0385,-3.9355,75.052,384.615,0.38,-18.24,-0.0345,-1.36,-0.045,0.057,1.167
3,0.75,0.02,0.152,-14.8305,0.774,0.0405,-4.068,75.698,384.491,0.36,-17.1265,-0.074,-1.381,-0.0505,0.165,1.232
3,1.25,0.074,0.141,-14.9065,0.803,0.0355,-3.421,74.814,384.761,0.35,-12.8855,-0.724,-0.851,-0.0565,0.101,1.2775
3,1.75,0.039,0.147,-15.1335,0.788,0.0685,-3.0625,75.53,384.5455,0.34,-12.728,-0.683,-1.0065,-0.0815,0.011,1.125
3,2.25,0.036,0.129,-15.595,0.809,0.047,-1.9525,75.165,384.47,0.34,-12.9445,-0.3835,-1.148,-0.0395,-0.0385,1.1635
3,2.75,0.0555,0.12,-16.0495,0.793,0.0345,-2.224,74.261,384.466,0.34,-12.673,-0.066,-1.2535,-0.045,-0.049,1.129
3,3.25,0.015,0.094,-16.2675,0.688,0.0555,-2.052,74.458,384.509,0.33,-13.1375,-9.035,-0.97,-0.062,0.036,1.132
3,3.75,0.0155,0.106,-16.445,0.697,0.061,-3.0265,74.506,384.7085,0.33,-9.736,-8.79,-0.949,-0.0035,0.061,1.082
3,4.25,0.138,0.148,-16.383,0.8755,0.043,-3.046,73.977,385.2035,0.31,-10.733,-8.721,-0.8335,-0.0315,0.203,1.068
3,4.75,0,0.1615,-16.17,0.862,0.066,-3.205,74.205,385.069,0.3,-10.2525,-9.046,-1.1235,-0.0495,0.057,1.067
3,5.25,-0.045,0.176,-16.1025,0.9275,0.058,-3.688,74.315,385.419,0.3,-10.411,-8.838,-1.0625,-0.0365,0.224,0.991
3,5.75,-0.01,0.1685,-16.1385,0.93,0.067,-4.036,74.212,385.11,0.29,-11.2405,-8.834,-0.9455,0.0045,0.115,1.055
3,6.25,0.076,0.188,-16.9455,0.8985,0.09,-2.703,74.608,385.128,0.3,-10.612,-7.782,-0.248,0.201,0.4595,1.072
3,6.75,-0.0235,0.195,-17.197,0.938,0.082,-2.6785,74.698,385.219,0.3,-7.4775,-1.1085,1.6555,3.5085,2.003,1.048
3,7.25,0.0615,0.1905,-17.15,1.0355,0.0895,-2.34,75.453,385.005,0.3,-1.2635,23.7175,12.6815,19.3205,9.519,1.053
3,7.75,0.133,0.259,-16.712,1.212,0.1535,1.344,74.037,384.786,0.33,7.74,91.5965,45.008,59.183,27.765,1.102
3,8.25,0.639,0.347,-16.0375,1.306,0.214,6.2505,73.22,384.7185,0.35,21.5125,195.0465,97.534,115.4635,63.0265,1.174
3,8.75,1.3315,0.367,-15.174,1.384,0.3265,21.6765,70.92,384.7195,0.41,33.754,314.7365,158.4965,193.2145,108.953,1.1685
3,9.25,1.546,0.382,-14.1765,1.486,0.3065,43.7975,68.673,384.6805,0.47,46.7375,433.038,216.206,274.606,143.3315,1.359
3,9.75,2.406,0.381,-12.979,1.505,0.2555,59.385,64.978,384.3685,0.59,66.799,609.012,311.697,361.3975,187.1725,1.5
3,10.25,3.1555,0.415,-11.54,1.576,0.177,78.665,61.982,384.295,0.7,79.7955,732.477,360.6415,453.2145,224.186,1.602
3,10.75,4.7395,0.418,-10.6265,1.688,0.1935,92.4985,59.239,384.2545,0.81,88.3375,829.3585,400.7755,494.38,255.766,1.639
3,11.25,5.6885,0.435,-9.93,1.704,0.192,96.4555,58.095,384.228,0.91,94.07,892.9835,423.166,539.9715,280.575,1.631
3,11.75,6.6055,0.453,-9.302,1.798,0.2445,114.1725,55.628,384.183,0.99,103.804,951.5885,451.6055,599.826,267.311,1.6445
3,12.25,7.9755,0.484,-8.583,1.838,0.2155,117.948,53.963,384.074,1.05,109.531,984.9245,482.931,594.883,313.467,1.5795
3,12.75,9.7495,0.511,-8.25,1.918,0.2025,119.3625,52.553,384.051,1.18,117.5405,1020.8265,501.918,563.1445,300.498,1.602
3,13.25,10.028,0.508,-7.5355,1.96,0.1795,124.79,51.785,384.07,1.24,118.7625,962.544,485.4215,572.2215,303.462,1.685
3,13.75,8.96,0.528,-7.2405,1.917,0.231,116.231,51.104,384.031,1.34,117.186,919.9465,449.9775,564.745,278.207,1.735
3,14.25,9.509,0.509,-6.839,1.928,0.176,107.884,51.006,383.96,1.5,115.088,861.193,421.4785,531.617,274.117,1.772
3,14.75,9.108,0.523,-6.5105,1.989,0.237,105.801,51.179,384.027,1.58,108.6275,772.8855,375.1,508.724,234.9035,1.764
3,15.25,8.314,0.507,-6.3705,1.905,0.196,89.339,50.203,383.999,1.58,97.182,652.9855,331.4805,428.8805,219.266,1.758
3,15.75,7.973,0.486,-6.269,1.857,0.222,77.531,48.518,383.99,1.6,88.527,590.4765,274.4735,346.5365,177.906,1.808
3,16.25,7.031,0.472,-6.3615,1.879,0.247,57.753,49.012,384.014,1.65,57.5965,442.642,196.098,269.468,134.637,1.802
3,16.75,5.09,0.472,-6.6525,1.747,0.209,42.005,48.443,383.872,1.63,45.2855,328.714,162.6055,197.0985,97.286,1.717
3,17.25,3.149,0.435,-6.9365,1.706,0.185,19.905,50.128,383.909,1.45,19.567,211.192,101.661,126.81,66.266,1.725
3,17.75,1.766,0.438,-7.131,1.611,0.18,4.335,51.597,383.988,1.32,4.971,101.594,52.729,72.1585,37.01,1.662
3,18.25,0.75,0.352,-8.0495,1.404,0.116,-5.572,53.812,384.026,1.2,-10.3375,41.2175,20.5525,32.153,13.526,1.65
3,18.75,0.066,0.286,-9.0405,1.124,0.081,-8.143,57.615,384.022,1.09,-26.597,9.8475,2.1645,7.5055,3.716,1.615
3,19.25,-0.023,0.241,-9.842,1.076,0.042,-9.673,61.568,384.079,0.98,-25.687,-2.0165,-1.164,0.4495,0.175,1.566
3,19.75,-0.086,0.239,-10.882,0.933,0.067,-7.686,63.799,384.119,0.88,-26.362,-4.711,-2.307,-0.018,0.0395,1.504
3,20.25,-0.007,0.188,-11.758,0.934,0.056,-7.779,66.42,384.084,0.77,-27.138,-4.701,-2.202,-0.025,0.072,1.444
3,20.75,0.03,0.181,-12.398,0.856,0.055,-6.48,67.895,384.144,0.66,-27.56,-5.3675,-2.112,-0.04,0.2925,1.433
3,21.25,0.062,0.179,-12.9885,0.846,0.049,-4.954,68.795,384.399,0.59,-24.619,-7.1845,-1.9045,-0.05,0.116,1.423
3,21.75,0.006,0.159,-13.4365,0.898,0.04,-7.424,70.254,384.529,0.55,-23.994,-7.221,-1.87,-0.021,-0.042,1.41
3,22.25,0.023,0.159,-13.776,0.946,0.084,-7.438,72.526,384.517,0.51,-23.3505,-0.078,-1.671,-0.034,0.005,1.395
3,22.75,0.012,0.206,-14.2495,0.833,0.075,-5.787,71.91,384.542,0.49,-22.0585,-0.075,-1.818,-0.0625,0.24,1.323
3,23.25,0.091,0.178,-14.6425,0.908,0.041,-5.663,72.646,384.527,0.43,-20.839,0,-1.787,-0.03,0.053,1.296
3,23.75,-0.069,0.171,-14.86,0.787,0.066,-5.26,72.846,384.708,0.41,-18.145,0,-1.4165,-0.0715,0.328,1.252
4,0.25,0.027,0.1615,-1.817,0.715,0.198,-6.432,70.692,385.758,1.295,-29.571,0,-1.618,-0.093,0.67,3.351
4,0.75,0.081,0.1825,-1.864,0.809,0.214,-3.816,70.7625,385.938,1.18,-29.392,0,-1.793,-0.067,0.7265,3.353
4,1.25,0.218,0.162,-2.248,0.8435,0.146,-3.228,72.136,386.016,1.105,-27.96,0,-2.027,-0.0695,0.646,3.335
4,1.75,0.151,0.1655,-2.4265,0.851,0.247,-6.548,72.7715,386.157,1.12,-23.07,0,-1.9955,-0.0925,0.4475,3.367
4,2.25,0.156,0.17,-2.412,0.8865,0.198,-4.437,73.8785,386.549,1.05,-24.822,0,-1.895,-0.073,0.5955,3.419
4,2.75,0.065,0.174,-2.759,0.7995,0.252,-3.483,73.9485,386.67,0.985,-23.5915,0,-1.8215,-0.0885,0.388,3.4115
4,3.25,0.14,0.197,-2.895,0.8715,0.164,-4.049,75.563,386.774,0.9,-21.3665,-4.076,-1.511,-0.0525,0.4965,3.351
4,3.75,0.089,0.2065,-2.962,0.9355,0.217,-4.47,76.152,386.907,0.835,-20.838,-4.32,-1.532,-0.0935,0.654,3.383
4,4.25,0.017,0.23,-3.02,0.896,0.195,-4.881,76.951,387.028,0.785,-21.033,-4.332,-1.5215,-0.0755,0.583,3.373
4,4.75,0.233,0.2125,-2.9775,0.9575,0.271,-5.593,78.5455,387.063,0.705,-22.876,-4.13,-1.3765,-0.054,0.552,3.38
4,5.25,0.204,0.23,-3.403,1.082,0.221,-5.172,78.8285,386.921,0.67,-20.5405,0.016,0.3,0.4385,1.005,3.39
4,5.75,0.105,0.2615,-4.0405,1.008,0.304,-4.7,79.5345,386.922,0.675,-15.4095,13.5415,6.628,3.818,2.5355,3.326
4,6.25,0.193,0.27,-4.5805,1.1035,0.203,-1.532,79.1225,386.876,0.685,-1.2655,46.7965,23.665,19.0665,8.651,3.347
4,6.75,1.005,0.312,-3.93,1.142,0.358,3.178,77.268,386.697,0.675,11.45,133.446,64.3805,46.677,22.5895,3.35
4,7.25,3.383,0.339,-3.428,1.359,0.3785,11.302,74.372,386.515,0.865,34.0215,264.3025,118.0805,97.026,43.2285,3.646
4,7.75,4.15,0.388,-3.229,1.476,0.3965,24.0195,70.729,386.372,1.17,61.8225,424.4935,181.771,171.0505,74.6525,3.7105
4,8.25,6.62,0.4225,-1.786,1.602,0.339,44.725,66.815,386.211,1.355,85.6085,608.748,262.958,240.7145,109.173,3.791
4,8.75,11.259,0.4085,-0.8975,1.557,0.356,66.351,63.15,385.98,1.805,111.8775,773.5595,330.8905,291.4785,136.4915,3.814
4,9.25,11.556,0.4515,0.3385,1.629,0.176,78.988,58.8,385.843,1.905,132.0875,852.337,366.987,346.508,143.812,3.776
4,9.75,14.702,0.458,0.4515,1.702,0.216,85.011,54.5675,385.761,2.29,156.708,991.3905,437.5905,411.209,168.1405,3.675
4,10.25,17.803,0.4915,0.995,1.9195,0.239,109.284,52.813,385.691,2.605,177.9425,1149.684,508.0975,456.262,203.971,3.781
4,10.75,21.023,0.4635,1.7825,1.833,0.153,134.922,50.3975,385.487,2.82,203.414,1305.859,578.9125,405.127,243.207,3.768
4,11.25,23.643,0.5015,2.2485,1.8975,0.213,129.261,47.6725,385.233,3.2,214.393,1347.8385,590.49,403.924,236.4925,3.673
4,11.75,25.087,0.492,2.395,1.912,0.197,126.352,45.4345,385.016,3.595,217.767,1414.476,632.3985,327.323,211.1165,3.603
4,12.25,25.493,0.498,2.8745,1.9035,0.153,130.318,43.336,384.899,3.95,238.831,1448.515,654.258,364.362,230.653,3.55
4,12.75,27.193,0.514,3.393,1.951,0.088,137.308,42.3585,384.814,4.25,242.587,1432.5835,639.888,369.451,234.677,3.6
4,13.25,28.076,0.5255,3.7705,1.977,0.181,121.948,41.615,384.789,4.325,250.0795,1381.8025,628.7085,366.99,240.386,3.568
4,13.75,26.628,0.5325,3.531,2.0105,0.185,125.515,40.9705,384.679,4.365,248.931,1359.1325,639.724,421.852,191.921,3.607
4,14.25,32.355,0.5275,3.5395,2.0595,0.124,130.191,41.235,384.643,4.41,249.4795,1274.633,611.285,441.633,193.895,3.494
4,14.75,31.0555,0.567,3.559,2.1,0.236,128.6495,40.057,384.565,4.5,232.365,1163.852,569.27,481.3665,186.2,3.433
4,15.25,32.064,0.54,3.922,2.0315,0.145,130.24,39.409,384.58,4.55,221.053,1067.305,534.256,460.949,167.191,3.486
4,15.75,28.22,0.52,3.88,1.982,0.222,101.237,39.096,384.517,4.53,199.949,907.261,480.644,379.035,135.561,3.48
4,16.25,27.4685,0.525,4.12,1.988,0.1445,88.9355,38.683,384.495,4.43,179.872,787.486,413.916,316.839,119.7735,3.3815
4,16.75,21.4825,0.53,4.229,2.102,0.237,69.7735,37.281,384.5245,4.38,144.017,530.633,312.623,245.987,89.7665,3.3785
4,17.25,19.44,0.496,4.1005,1.9605,0.292,49.246,37.563,384.511,4.255,85.6845,369.911,207.5155,189.53,73.6415,3.351
4,17.75,16.843,0.4845,3.785,1.792,0.272,28.564,39.507,384.559,4.265,54.9375,273.01,161.0745,129.322,56.814,3.331
4,18.25,13.417,0.462,3.709,1.782,0.3065,11.2615,39.544,384.634,3.89,34.19,181.155,104.426,80.873,31.4775,3.295
4,18.75,9.839,0.429,3.0215,1.62,0.218,-2.356,41.1495,384.703,3.915,7.5415,102.628,53.921,42.996,19.432,3.2995
4,19.25,5.731,0.382,2.627,1.486,0.251,-9.748,43.999,384.729,3.54,-12.3695,41.7135,21.6865,14.7945,6.954,3.29
4,19.75,2.892,0.337,2.456,1.3255,0.187,-15.882,46.5135,384.847,3.34,-39.5205,11.056,4.28,2.773,1.4,3.334
4,20.25,1.626,0.2785,1.834,1.1575,0.249,-15.302,49.1915,384.974,2.92,-44.6315,-0.0895,-0.78,0.2235,0.6295,3.297
4,20.75,0.488,0.24,1.2855,1.084,0.184,-14.306,51.972,385.011,2.665,-43.6315,-2.2905,-3.1135,-0.0685,0.3785,3.38
4,21.25,0.294,0.242,0.6725,0.9655,0.19,-11.746,56.863,385.212,2.24,-39.754,-2.2685,-3.006,-0.0695,0.485,3.305
