DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1,WS_1_1_2,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,376.68475,353.29953,360.716385,376.409625,376.27435,376.34175,376.48955,0.241076975,0.283731435,0.244991355,0.248098055,-1.053807625,-0.85461167,-12.64485,-64.60932375,-4.249249375,-17.789568,-9.13744685,1.045625,0.2,0.140930185,92.6442515,-25.2601425,-23.31843825,-23.3511,-23.3445,-23.6712,-24.703,-23.8209,-24.774,-24.87925,-24.2698,-24.9655,-24.924,-14.99825,-2.199425,-1.7017,-1.467125,-1.094425,0.663525,1.647975,-67.598,-0.046403274,0,0,-2.827225,-1.057173175,65.04457875,-3.37591485,-1.2656997,160.23202,213.846445,75.35167,75.093165,0.381920675,0.656706475,0,0.68825,0.945775,1.5065,1.725,2.147775,2.4015,2.616775,2.9305,3.383775
1,0.75,376.60575,353.064085,360.390455,376.475375,376.36465,376.35465,376.4102,0.242739,0.28332759,0.24309629,0.2459855,-0.84905,-0.810878205,-12.66375,-63.45127075,-4.58521355,-16.39693825,-8.4676152,1.0896159,0.2,0.14245037,92.65378775,-25.444364,-23.714205,-23.6012375,-23.425,-23.8014,-24.92775,-24.0328,-24.931875,-25.027625,-24.4285,-25.12875,-25.15525,-14.93475,-2.2002,-1.7111,-1.4805,-1.093,0.648475,1.62635,-66.48325,-0.0419080925,0,0,-1.27355,-0.88666671,64.9380575,-3.3451219,-1.2580623,160.250945,213.553335,75.17967,74.74083,0.38131275,0.659508075,0,0.68825,0.951,1.5065,1.719775,2.147775,2.4015,2.6193875,2.9305,3.383775
1,1.25,376.7438,352.78153,360.42202,377.038375,376.38795,376.50715,376.5539,0.2370848925,0.2831412,0.250396955,0.243686555,-1.1948168,-0.881605625,-12.769225,-68.1146865,-4.352162975,-16.93217775,-6.736249325,1.0379368125,0.2,0.14258754,92.64021,-25.64955,-23.51928475,-23.69105,-23.495,-24.1038,-25.095,-24.0427,-25.1275,-25.1925,-24.6858,-25.28,-25.385,-14.8675,-2.1855,-1.713575,-1.4826,-1.08975,0.6355,1.62925,-65.974335,-0.0462796475,0,0,-2.1301,-1.1846209,63.6715525,-3.4673303,-1.234067,159.73208,212.167665,75.66734,74.82183,0.38206205,0.655465,0,0.68825,0.951,1.5065,1.725,2.147775,2.4015,2.616775,2.9305,3.383775
1,1.75,377.258025,352.7422175,360.91385,377.061125,376.43305,376.66265,376.7634,0.2330773075,0.281960635,0.24570591,0.240828445,-1.067178575,-0.689502325,-12.76845,-71.247885,-5.47761875,-17.19650675,-6.756729075,0.97480119,0.2,0.10924238025,92.61066,-25.9108,-23.890125,-23.880525,-23.8075,-24.4217,-25.3675,-24.5115,-25.37875,-25.4225,-24.7629,-25.49875,-25.5925,-14.72125,-2.19525,-1.71635,-1.4761,-1.09,0.62825,1.60075,-65.739615,-0.0425983175,-0.000674999999999999,0,-3.064325,-1.3813866,62.8502625,-3.4375719,-1.32155065,159.5275,211.18895,76.315495,75.448165,0.380897475,0.653745775,0,0.681,0.945775,1.5065,1.7223875,2.147775,2.4015,2.616775,2.9305,3.383775
1,2.25,376.9896,352.30364,360.9729175,376.95225,376.4022,376.5839,376.70325,0.231011385,0.281028655,0.2416362,0.23992749,-0.83675,-0.674985835,-13.900525,-71.494936,-4.4108994,-16.565035,-6.0736166,1.0435455,0.2,0.12306926,92.6111,-26.0575,-24.172075,-24.2539585,-24.1475,-24.4995,-25.6725,-24.6316,-25.63,-25.69,-24.9912,-25.7375,-25.78,-14.5,-2.19225,-1.7256,-1.4648,-1.0855,0.61125,1.57375,-66.64026,-0.047427235,-0.003675,0,-3.5701,-0.9150974675,63.483896,-3.3986367,-1.2341,159.404835,210.53856,77.644,75.962165,0.379688775,0.655642075,0,0.681,0.945775,1.5065,1.7223875,2.147775,2.4015,2.616775,2.9305,3.383775
1,2.75,377.126875,351.9647,361.17178,377.01825,376.44555,376.49735,376.64235,0.23188124,0.28472559,0.241480845,0.2396479,-1.123933225,-0.8120133,-14.074275,-72.476247,-4.484359075,-16.180792,-4.841342075,1.1042416,0.2,0.1018645,92.607,-26.1777,-24.303294,-24.311003,-24.215,-24.6833,-25.86625,-24.8884,-25.79375,-25.855,-25.1349,-25.9125,-25.855,-14.63875,-2.18375,-1.72445,-1.4881,-1.10375,0.60775,1.588,-66.3438475,-0.043286175,-0.000225,0,-2.1648,-1.00288197,63.15314775,-3.55694285,-1.32371665,157.293515,209.136125,76.916505,75.38067,0.3805965,0.655442875,0,0.68825,0.945775,1.5065,1.7223875,2.147775,2.4015,2.616775,2.9305,3.383775
1,3.25,376.9616,351.8315825,361.1143175,376.868625,376.5886,376.6557,376.7556,0.2285416075,0.281743145,0.241853655,0.237535345,-1.377367025,-0.6647100725,-13.78555,-72.5679715,-4.9559705,-15.600196,-5.1825068,0.820975,0.2,0.08498062825,92.599465,-26.342525,-24.63401775,-24.56839225,-24.415,-24.8205,-26.06,-24.7644,-26,-26.075,-25.3572,-26.1275,-25.9275,-14.875,-2.17775,-1.723475,-1.4977,-1.12425,0.60525,1.606,-65.595,-0.0432917475,0,0,-3.06875,-1.769659725,61.849886,-3.8753635,-1.26061635,154.95462,208.03363,76.31166,74.657325,0.37920745,0.65439955,0,0.681,0.945775,1.49925,1.725,2.147775,2.4015,2.616775,2.9305,3.383775
1,3.75,376.95075,351.89146,361.7971725,376.7805,376.59895,376.72565,376.8186,0.2283241075,0.278978255,0.23865379,0.2351743,-1.3428071,-0.624592435,-13.91155,-70.67793,-4.561355,-15.885675,-4.74425875,0.8914090525,0.2,0.112464485,92.60381,-26.5765,-24.5188,-24.68704275,-24.64875,-24.7387,-26.22375,-25.0051,-26.24125,-26.3075,-25.3859,-26.3625,-25.9625,-15.15875,-2.17425,-1.70945,-1.5034,-1.116,0.59825,1.616,-64.3281,-0.0443120425,0,0,-2.04025,-1.235419,61.301757,-3.681583,-1.27506635,157.247855,208.282695,75.95683,73.56817,0.3780921,0.6553528,0,0.681,0.945775,1.5065,1.719775,2.147775,2.4015,2.616775,2.9305,3.383775
1,4.25,377.0972,352.10971,361.2989525,376.968875,376.66385,376.8092,377.0113,0.236246115,0.27643079,0.234024835,0.232067635,-1.55715525,-0.87410865,-13.517875,-71.3655885,-5.8395523,-16.7052,-5.63562835,0.8999698725,0.2,0.095373989,92.5947875,-26.506625,-24.783325,-24.8134,-24.6625,-25.0255,-26.395,-25.0071,-26.4825,-26.54,-25.5795,-26.5975,-25.9125,-14.9175,-2.172,-1.695425,-1.5034,-1.10325,0.59225,1.59575,-63.59585,-0.04236588,0,0,-3.319575,-1.47809375,60.061083,-3.4866816,-1.310167,159.247375,209.144325,74.49284,73.19433,0.377087725,0.65404735,0,0.681,0.945775,1.5065,1.7223875,2.147775,2.4015,2.616775,2.9305,3.383775
1,4.75,377.138875,352.26047,361.1585625,376.948875,376.8665,376.8559,377.029,0.2371781,0.2749396,0.2341491,0.2272523,-1.1723906,-0.8023754075,-13.547675,-80.2844085,-6.326479375,-17.807722,-4.7978718,0.85645,0.2,0.10682537,92.61609,-26.640075,-24.815175,-24.72925,-24.805,-25.157,-26.68,-25.3751,-26.55625,-26.56,-25.795,-26.565,-25.83125,-14.91875,-2.18375,-1.704175,-1.4824,-1.12,0.5875,1.594,-66.249796,-0.043162405,0,0,-2.08365,-1.4026162,61.07475675,-3.5315433,-1.430567,158.2259,209.58519,74.613005,72.835165,0.3766346,0.6515171,0,0.681,0.945775,1.5065,1.719775,2.147775,2.4015,2.616775,2.9305,3.383775
1,5.25,377.309675,352.02938,361.204875,376.914,376.7986,376.84385,377.1068,0.2406886,0.273665835,0.23352779,0.223431145,-1.2805182,-0.6268785,-13.377025,-67.776896,-4.6429264,-17.06759525,-5.0024529,0.9707279825,0.2,0.1188,92.5561,-26.8317,-24.8814,-25.140375,-24.87,-25.1768,-26.6725,-25.2818,-26.775,-26.76,-26.188,-26.93,-25.6525,-14.92,-2.1835,-1.7168,-1.462875,-1.12825,0.5865,1.584,-64.9975525,-0.04529804325,0,0,-2.586575,-1.2682216,60.17578,-3.62873305,-1.43910805,159.4049675,209.74282,75.39683,73.403835,0.376966875,0.65366825,0,0.681,0.945775,1.5065,1.7223875,2.147775,2.4015,2.616775,2.9305,3.381025
1,5.75,377.223,352.2174375,360.738425,376.97175,376.8088,376.9188,377.0253,0.2430963,0.275716255,0.22746978,0.22545049,-1.3501109,-0.6754870325,-13.377025,-71.183423,-4.5823132,-17.206125,-4.1998529,0.8668,0.2,0.123905925,92.4015,-26.836273,-25.1977,-25.25715775,-24.89625,-25.3786,-26.67125,-25.5238,-26.75125,-26.7925,-26.0434,-26.985,-25.325,-15.10625,-2.183,-1.74085,-1.489875,-1.12725,0.576,1.5735,-64.979325,-0.041439559,0,0,-1.601,-1.37486605,61.154828,-3.807583075,-1.33603305,159.5917525,208.940595,76.01834,74.094505,0.3757476,0.6543642,0,0.681,0.945775,1.5065,1.719775,2.147775,2.3988875,2.616775,2.9305,3.383775
1,6.25,377.2065,351.76676,361.1059,376.990875,376.80735,377.0005,377.17425,0.244494275,0.2761823,0.223990335,0.2202313,-0.7078519825,-0.84800774,-13.753175,-59.541993,-4.4489131,-18.502949,-4.6781533,1.185732,0.2,0.1197,92.47866,-26.58617,-25.312825,-25.3483715,-24.9225,-25.5202,-26.73,-25.6214,-26.7925,-26.825,-26.4657,-27.035,-24.7125,-15.345,-2.18175,-1.73175,-1.485375,-1.121,0.56925,1.5615,-65.05325,-0.039424743,0,0,-2.349275,-0.8113900175,60.786674,-3.5674984,-1.29820805,160.19831,208.391795,76.421165,74.88817,0.375172425,0.651061875,0,0.681,0.945775,1.5065,1.719775,2.147775,2.4015,2.616775,2.9305,3.383775
1,6.75,377.232,351.946,360.94815,376.836875,376.6841,376.8824,377.1399,0.24464965,0.2724853,0.22010701,0.2183362,-2.14787175,-0.8146503,-13.80105,-68.82129125,-4.5543826,-19.348005,-4.6811972,0.94945185,0.2,0.111,92.5646,-26.578289,-25.26776575,-25.440083,-25.055,-25.8058,-26.925,-25.9243,-26.94625,-27.03625,-26.5235,-27.235,-24.28125,-15.80125,-2.193,-1.7469,-1.491875,-1.1215,0.56525,1.5515,-65.7365275,-0.03432471525,0,0,-2.636675,-2.28139025,61.867564,-3.59288595,-1.295116975,161.01424,208.38712,77.153335,75.50499,0.375285075,0.6518348,0,0.6783875,0.945775,1.492,1.719775,2.147775,2.4015,2.616775,2.9305,3.381025
1,7.25,377.131025,351.90969,361.19535,376.826625,376.73095,376.8602,377.07435,0.241387625,0.268602045,0.216410045,0.215074245,-1.026026375,-0.8679557475,-13.988075,-71.62302,-4.8949541,-15.82935475,-4.046575,1.028,0.2,0.1083134925,92.51711,-26.7158095,-25.19185025,-25.2695,-25.1875,-25.9586,-27.12,-25.9878,-27.1675,-27.2475,-26.5518,-27.435,-24.015,-16.265,-2.204,-1.76105,-1.497625,-1.133,0.5635,1.5455,-65.1578675,0,0,0,-4.009375,-0.991577235,63.32849,-2.725911375,-1.138216975,156.8564125,208.414945,77.451155,75.77333,0.3745086,0.651950575,0,0.6783875,0.945775,1.49925,1.719775,2.1408875,2.39425,2.616775,2.9305,3.383775
1,7.75,377.287,351.382975,361.1744,377.074375,376.8816,376.9738,377.3074,0.24527095,0.26589919,0.213924745,0.212588845,-1.14742225,-0.9451896575,-13.712675,-71.93741125,-5.1702755,-13.9952175,-4.353317425,1.021059625,0.2,0.09898996625,92.4621,-26.315154,-25.525725,-25.443075,-25.33375,-26.0881,-27.2775,-25.9474,-27.31125,-27.37625,-26.5525,-27.525,-23.75625,-16.48,-2.2005,-1.76955,-1.50875,-1.15075,0.5745,1.5575,-55.0077875,0,0.761925,0.4380995925,-1.3973,-1.19926205,64.218199,0.5879111925,-0.33115839,159.55296,210.340895,77.35517,75.66917,0.374680875,0.649916225,0,0.6783875,0.945775,1.5065,1.719775,2.147775,2.4015,2.616775,2.9305,3.383775
1,8.25,377.3615,351.59169,361.127575,377.242,376.9616,377.1129,377.40385,0.2472903,0.26341389,0.211439445,0.21115979,-1.40527875,-1.036642,-13.087825,-56.03479,-5.744286375,-12.667282,-4.79925,0.93821976,0.2,0.139429695,92.5799,-27.0733615,-24.87592325,-25.054008,-25.48,-25.9864,-27.4575,-26.0796,-27.455,-27.505,-26.6953,-27.615,-23.5975,-16.545,-2.197,-1.7782,-1.52,-1.16375,0.553,1.54325,-38.5555,9.89562465,1.49595,1.07865,-2.2451,-1.3004525,63.384971,3.799591,0.8758166125,157.3501675,209.3129625,77.20533,75.021165,0.374398325,0.65183225,0,0.6783875,0.945775,1.49925,1.719775,2.147775,2.4015,2.616775,2.9305,3.383775
