DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_3_1,CH4_1_4_1
1,0.25,0.768570016778537,-11.3760189838502,0.144660898376234,-1.39427771391413,-0.57230247337087,-3.0303521717494,-8.48011028603471,-3.53090648394503,0.0437971634132112,-70.2599317069204,-14.1837767574675,0.227357536092345,0.6835,0.624,0.1265,-11.414875,-12.227,-11.7462,-12.43822,-15.6312925,82.264235,39.14675,0.276865,-15.1825,-15.666,-13.081,0,-5.0715,0.3,-1.87375,-1.478,191.96,245.5525,209.05,247.51,-0.23,-0.07275,-0.04,-0.19,-0.19525,-0.4,-0.06,-0.25,-5.7665,-5.116425,-1.93555,-0.1374,0.66415,4.22215,7.670825,7.9219,8.64115,-5.26755,-4.978175,-2.064125,-1.186975,0.7032,4.652975,8.457475,8.85425,9.8835,-6.8534,-4.703925,-2.523975,-1.1611,1.913275,5.13525,7.186625,8.849975,-5.931425,-4.708375,-3.5283,0.019575,1.084525,5.20475,8.618725,8.89445,-4.762525,-3.4516,-1.460325,-0.2552,1.101425,-11.0115,-12.6552,-9.3455,-89.57,1.14493351867738,1.44562123149248,1.84644540506016,1.48482892688827,1.75992163407707,1.43550545719859,1.87092760758832,1.43332881858813,1.85097311930029,402.53111842021,410.53950720025,408.650781166954,410.288565761286,407.987591553618,410.869480141975,408.83299399582,411.023897666431,409.144000158642,1942.31565023631,1948.45892636671,1939.29211639767
1,0.75,0.886550898081949,-11.523139975098,0.157744908191711,-0.877120525630328,-0.308057102575994,-3.42774968837175,-5.85406769149788,-2.61686928282602,0.0418953197831833,-70.5212345669152,-15.8713420725124,0.286199354758188,0.79675,0.644,0.11,-11.000205,-12.3515,-12.109345,-12.9147,-15.51091,82.2389495,38.20475,0.3556575,-15.079,-15.47275,-13.977,0,-5.482,0.4,-1.857,-1.0675,190.19,245.4875,211.34,244.58,-0.22,-0.07,-0.04,-0.18275,-0.19,-0.4,-0.06,-0.24,-6.0015,-5.3684,-2.0367,-0.1484,0.668125,4.2223,7.669825,7.9209,8.64115,-5.373325,-5.251325,-2.1187,-1.2255,0.6994,4.65195,8.456475,8.85325,9.8825,-7.189425,-4.82145,-2.666425,-1.1893,1.915175,5.13425,7.1859,8.8492,-6.181925,-4.952875,-3.640375,0.0154,1.092875,5.205475,8.617725,8.893725,-5.005,-3.711925,-1.518825,-0.26295,1.105875,-12.167225,-12.6716,-10.2165,-89.035,1.19206107531573,1.35973924009441,1.89038858865506,1.37303569382981,1.74933445821448,1.3017677119518,1.84058882895554,1.18738119804626,1.79009064316116,401.838556431094,410.826740161586,407.967048361135,411.364262412312,408.054667429535,410.928556587286,407.986768388349,410.824587895755,408.882641217307,1946.39632584618,1939.95056655157,1938.72901035118
1,1.25,0.700178386592109,-11.0436397312826,0.12588335608659,-0.964224264067871,-0.267026753845043,-6.8845997558002,-4.57911395982461,-2.17636439258108,0.0407637879765987,-91.7714558255788,-11.564329032217,0.227426603993585,0.767,0.722,0.1365,-11.086585,-11.9771,-11.8123825,-12.985175,-15.671695,82.20908025,42.084,0.358365,-15.7755,-15.78375,-13.6,0,-5.512,0.4,-1.75675,-0.945,191.7075,243.0625,212.35,245.32,-0.22,-0.07275,-0.04,-0.18,-0.19,-0.40275,-0.06,-0.25,-6.235,-5.490275,-2.11855,-0.1596,0.670375,4.2213,7.66955,7.920175,8.64015,-5.620225,-5.491375,-2.176525,-1.264925,0.696775,4.65085,8.456475,8.852525,9.8825,-7.328025,-4.923175,-2.801175,-1.1992,1.916075,5.13425,7.184625,8.848975,-6.314275,-5.068025,-3.7344,0.01145,1.098775,5.205925,8.617725,8.892725,-5.13815,-3.88785,-1.5714,-0.272875,1.111325,-11.6659,-12.9178,-9.167875,-88.043,1.45967792191961,1.33263426055426,2.2139372612669,1.26369041249152,2.34622749532096,1.23763263895751,2.25093834989921,1.1745413772431,2.04716635103421,399.090879961201,410.568929898188,407.753221332747,410.463756044067,407.958332977271,410.362573132347,407.743986509281,411.091122569992,407.799055922844,1943.67953759515,1939.42972450218,1943.25646792368
1,1.75,0.909869419881177,-11.3289253591408,0.1790659378645,-0.60260975401647,-0.264865583048825,-1.10328109166937,-8.23594028035684,-3.75750031500056,0.0485530148169772,-80.0430349877164,-11.2931613271138,0.213856392120846,0.96025,0.75,0.133,-11.65029,-12.0782,-12.65458,-13.671325,-15.7950675,82.20679,41.401,0.33514,-15.174,-15.277,-13.489,0,-5.183,0.4,-1.847,-0.931,190.33,242.5,211.85,246.65,-0.22,-0.07,-0.04,-0.19,-0.19525,-0.4,-0.06,-0.25,-6.159,-5.60415,-2.168925,-0.1718,0.673075,4.2213,7.668825,7.919175,8.639425,-5.78655,-5.6676,-2.23895,-1.299825,0.694025,4.65095,8.45575,8.851525,9.88195,-7.29955,-5.00535,-2.94355,-1.207475,1.916975,5.133775,7.1839,8.8472,-6.331575,-5.189375,-3.83655,0.00705000000000001,1.1044,5.203925,8.616725,8.891725,-5.321575,-4.050625,-1.62125,-0.2954,1.115775,-12.2068,-13.0798,-10.330825,-87.868,1.43842698436193,1.56786130483794,2.40627281427233,1.59781443293684,2.08518017652775,1.26322256831053,2.14121736747032,1.22196323779785,1.96719650309072,400.764096738556,410.555205951639,407.771522061842,410.908457128037,407.850053122087,411.05055645556,408.124089433688,410.467264362405,407.941887214455,1942.47879497352,1940.08516438541,1938.94026385314
1,2.25,0.681546511566024,-12.3354247396548,0.10865956431055,-0.663162133864613,-0.235981721951433,-0.808479333808393,-6.0517925127971,-3.6677990166047,0.0413453872054183,-70.2461513673932,-15.4908443377338,0.266216939712906,0.754,0.679,0.13,-12.59351,-13.1986,-12.784,-13.826825,-16.56499,82.21532075,40.425,0.281195,-15.316,-15.8495,-14.231,0,-5.4555,0.355,-1.87725,-1.102,188.6625,242.7275,209.98,242.63,-0.21525,-0.07275,-0.03275,-0.19,-0.19,-0.40275,-0.053,-0.25,-6.1135,-5.68445,-2.247825,-0.175875,0.675775,4.2203,7.667825,7.91845,8.638425,-5.854475,-5.822275,-2.293325,-1.32575,0.68855,4.64995,8.455025,8.850525,9.882675,-7.252875,-5.06665,-3.047,-1.217025,1.9186,5.132775,7.1829,8.84775,-6.372175,-5.25125,-3.964425,0.000875000000000011,1.10985,5.202475,8.615725,8.890725,-5.3646,-4.15265,-1.68995,-0.3182,1.12095,-13.706625,-13.516125,-13.0675,-86.906,1.29159432198381,1.48450270047414,2.27677122035449,1.37113030432809,2.13988512828134,1.15348721839139,2.22916890580144,1.03827939029784,2.45160203852298,400.132953164921,409.676750270394,407.931521262419,410.241279292876,407.846467051069,410.685647187092,407.956336348097,410.976674493966,408.015459298655,1942.15598584489,1940.27629907505,1939.24613149028
1,2.75,0.706860679681844,-11.7313588958613,0.106892811033025,-1.44374371494674,-0.366132293308151,-2.8391936730054,-7.29928338596799,-4.74998084426251,0.0383262422790568,-66.6477026414638,-13.836904183704,0.204991665631818,0.812,0.645,0.13,-11.760475,-12.4185,-12.25216,-13.3541775,-16.637145,82.198704,39.743,0.18954,-15.2825,-15.71475,-14.372,0,-5.132,0.4,-1.8235,-0.9695,187.535,243.21,210.96,242.53,-0.21525,-0.07275,-0.04,-0.18,-0.18525,-0.4,-0.053,-0.25,-6.3285,-5.802825,-2.37185,-0.1867,0.6782,4.22015,7.66755,7.91745,8.638425,-5.9632,-6.0714,-2.35775,-1.35205,0.683625,4.649925,8.454025,8.85025,9.8824,-7.35895,-5.1464,-3.1159,-1.228025,1.9195,5.131775,7.1819,8.846975,-6.624925,-5.3786,-4.11295,-0.00507499999999998,1.11775,5.203825,8.614725,8.89045,-5.61115,-4.297325,-1.82465,-0.341825,1.1254,-15.506725,-13.864,-13.360275,-86.4745,1.28810621788607,1.37744623475752,2.29923403336878,1.33625195130306,2.17399909154557,1.19974841839808,2.41928904115429,1.00751472195866,2.07615990772417,401.211189559277,408.247052067387,408.014798824444,409.75687962943,408.40365344769,410.473939963215,408.24961742321,409.118908580858,408.515543573253,1945.0217484271,1939.10157849605,1937.65062247055
1,3.25,0.795520760330573,-12.7759691752484,0.116364002393755,-0.911916346033726,-0.364389381444504,-1.20361077391876,-5.90652759792755,-1.76982401647863,0.0385388684954661,-75.2199175446804,-9.9232951465695,0.209529139317348,0.73675,0.677,0.14,-12.38664,-13.0542,-12.45874,-13.725825,-16.87891,82.20797,40.401,0.20946,-15.48875,-15.924,-14.463,0,-5.1955,0.4,-1.75675,-0.78275,187.815,243.1675,212.77,241.64,-0.23,-0.07,-0.04275,-0.18,-0.2,-0.4,-0.06,-0.25,-6.476,-5.99835,-2.511575,-0.198525,0.680625,4.22015,7.66655,7.91645,8.637425,-6.119075,-6.295675,-2.42075,-1.386425,0.67915,4.650975,8.453475,8.84925,9.88285,-7.442225,-5.24015,-3.1799,-1.23875,1.9204,5.131775,7.18045,8.845975,-6.80935,-5.59355,-4.25065,-0.0128,1.124825,5.2021,8.61445,8.88945,-5.833525,-4.47275,-1.96255,-0.36745,1.12985,-15.48325,-14.775125,-13.5918,-86.95325,1.20677875540766,1.27742069526818,2.36287427214027,1.24744928030019,2.41803750872976,1.12410968854182,2.3228762730963,1.15939434066037,2.14702557721447,399.929647818488,410.16519358461,408.176715292041,410.007411875525,408.218581848823,410.793453931782,408.764743109619,410.403809311397,408.032557198661,1940.4816743795,1938.81019573098,1940.97039713916
1,3.75,0.735346147210027,-12.2135918848566,0.12234692994665,-2.16608971851639,-0.328841746190295,-3.17112737342483,-5.59547575960742,-2.4725822045028,0.0356864996921107,-73.0337709674552,-14.0184975616815,0.224729681563283,0.647,0.614,0.14,-12.028495,-12.9001,-12.43268,-13.3856,-16.20124,82.200269,41.069,0.182785,-15.39,-15.8205,-14.216,0,-5.41525,0.4,-1.88675,-0.916,187.59,243.555,213.21,241.55,-0.23,-0.07,-0.03,-0.19,-0.21,-0.40275,-0.06,-0.25,-6.706,-6.124625,-2.639225,-0.21035,0.682775,4.2193,7.66555,7.91545,8.637425,-6.130725,-6.4958,-2.477925,-1.419625,0.67495,4.649975,8.4532,8.84825,9.88185,-7.465825,-5.354075,-3.2375,-1.285725,1.9203,5.13125,7.180175,8.845975,-7.093225,-5.686275,-4.38345,-0.020525,1.132175,5.204,8.614175,8.8874,-5.712525,-4.518975,-2.0903,-0.394075,1.134025,-14.7331,-14.8369,-14.704625,-85.458,1.25110930322886,1.44797900732392,2.43467155626663,1.35280252051022,2.27473361375345,1.26152693685418,2.20808561201546,1.02455391790079,2.1196244204128,400.32801519607,410.257253550366,408.240835086654,409.771135436776,408.551071898216,409.365401120532,408.762504923489,410.337820592785,409.035228929655,1941.51530298083,1941.44753181141,1938.11643825522
1,4.25,0.801615704522869,-11.4894707990894,0.114418255518271,-1.55695816777273,-0.349538836491303,-3.00924613917783,-9.88134747422731,-2.62330763737744,0.0406614956410665,-54.684808224084,-12.1663338528327,0.232546326380003,0.72725,0.64,0.12,-11.98451,-12.5914,-12.5119,-13.3865,-16.2848575,82.161241,40.082,0.1909475,-15.60525,-15.771,-14.225,0,-4.95575,0.355,-1.86675,-0.992,188.9075,242.6875,212.39,241.11,-0.22525,-0.07275,-0.04,-0.19,-0.19,-0.4,-0.06,-0.25,-6.918,-6.2093,-2.75075,-0.2224,0.684925,4.2176,7.664825,7.91445,8.6357,-6.18365,-6.695875,-2.591075,-1.442575,0.67265,4.65485,8.452475,8.847525,9.881575,-7.54505,-5.450275,-3.2912,-1.34185,1.919925,5.130775,7.179175,8.844975,-7.3762,-5.9159,-4.509725,-0.0277,1.136075,5.206625,8.613175,8.8867,-5.574875,-4.4414,-2.135925,-0.417525,1.1382,-18.466675,-16.101775,-15.6816,-86.543,1.63357541809296,1.56362520454661,2.20548830248811,1.41521310967847,2.14610392345882,1.41912953054736,2.20456446875614,1.19470890677721,2.21109002142163,400.574619507306,408.770904846342,407.563181407271,408.99102153548,408.620854982989,408.870720678892,408.72082538095,409.127117604963,408.875488328526,1942.05332127624,1941.34632664967,1939.38070558358
1,4.75,0.614287813750069,-12.112624426551,0.0930665165492675,-0.359236324209594,-0.299737689222123,-0.6864508679579,-7.64338038230511,-3.37230507940883,0.0455926643894295,-61.9882670648252,-14.2274367057837,0.234281232577266,0.7535,0.617,0.14,-12.435875,-12.9071,-12.73858,-14.05446,-16.302425,82.126197,40.173,0.2144,-15.59925,-15.71075,-14.568,0,-5.172,0.4,-1.9135,-0.9695,188.95,242.4475,213.09,240.42,-0.22,-0.07275,-0.04,-0.19,-0.19,-0.4,-0.053,-0.25,-7.2005,-6.425825,-2.88155,-0.21485,0.685075,4.21845,7.663825,7.91345,8.635425,-6.25545,-6.925875,-2.706375,-1.458075,0.668625,4.64895,8.451475,8.846525,9.881575,-7.778175,-5.543725,-3.342875,-1.3987,1.919825,5.129775,7.178175,8.8442,-7.6213,-6.17455,-4.64805,-0.0361,1.14115,5.204625,8.61145,8.8861,-5.7711,-4.465775,-2.155375,-0.44025,1.1411,-17.57,-16.969375,-16.0661,-86.662,1.6698751737716,1.51969097964735,2.29109581549767,1.40039722076321,2.20601044981105,1.2650133345698,2.4154195708097,1.15823981688288,2.1167634451858,397.493565273649,411.521353577265,408.135082360689,410.199493759657,407.964265714005,408.144498361418,408.335082369585,408.433823276812,408.679727626821,1944.67825237426,1940.34648274268,1939.33697797367
