DOY2,HR2,CO2,FC,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH_1_1_1,RH_1_2_1,TA_1_1_1,TA_1_2_1,TAU,T_SONIC,USTAR,WS,VPD,U_SIGMA,V_SIGMA,W_SIGMA,G_1_1_1,G_2_1_1,G_3_1_1,SW_IN,SW_OUT,TS_1_1_1,TS_2_1_1,TS_1_2_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,NEE,SC,SH,SLE,T_SONIC_SIGMA
1,0.25,402.61475,0.0285,-32.45148148,2.9970925,-2.01249,279.250956666667,316.662835,-52.1440866666667,102.8561,0.00167435082993333,0.00233483556666667,80.5886010833333,87.29598575,2.564087,1.04847437166667,-0.0824,4.62400000000002,0.0521,0.272074,0.157841173781734,0.205182845286832,0.212132034355964,0.0423083916026124,-32.6045978333334,-23.2699219166667,-28.9390275,0,0,11.239591,10.019681,9.97308403333333,9.675,11.7,12.625,6.21493208333334,9.03614,10.7217291666667,11.20176,11.5869408333334,12.03955,12.44668,12.7399625,13.384555,2.05551,-0.258640426,-1.23187419825,-0.740013,0.0174
1,0.75,402.816,0.23502175775,-29.064867405,2.94592,-1.078323175,278.7948975,316.793805833333,-54.3640000000001,102.852291666667,0.000888267166666666,0.00205579036666667,80.1401630833333,87.3210193333333,2.60193486666667,1.18605390166667,-0.06875,4.51159775000004,0.05855,0.25149375,0.146650416466207,0.208205690052627,0.21406483774087,0.0484825768050975,-32.9601391666667,-23.5483823333333,-29.39359,0,0,11.2538723333333,10.0372583333333,9.9378798,9.56666666666667,11.6083333333333,12.625,6.13308933333333,8.83078216666667,10.65339,11.2035833333333,11.53252,12.03576,12.44668,12.7514825,13.3767866666666,1.88353810925,-0.365528,-1.0978425,-0.713722,0.018675
1,1.25,401.871,-0.011975,-27.677625,2.9731475,-0.64274975,279.972765,315.6198975,-54.5522150000002,102.839308333333,0.00136885657645833,0.002142278225245,80.5630988333333,87.9397355,2.21636659166667,1.14889535166667,-0.06765,4.46475,0.0486,0.2908610154,0.128254155569201,0.207598625835753,0.202605160496474,0.0451927711653284,-33.3855575,-23.4153615,-29.7541348333333,0,0,11.200637,9.93713823333333,9.94430103333334,9.4,11.6083333333333,12.625,6.26123,8.63324925,10.5943925,11.1607608333333,11.4650575,12.013035,12.44668,12.75725,13.3729025,1.549610539,-0.27293525,-1.1567825,-0.789016,0.0172
1,1.75,401.225,0.1070215,-29.940575,2.9441325,-0.916919,281.564635,314.647495,-49.7089266666667,102.836548333333,0.002429063600485,0.00201309461521166,77.3938770833334,87.7285720833333,2.15431025,1.25986521083334,-0.072925,4.38925000000002,0.0566,0.2853015,0.141836872078305,0.216967164330439,0.212872932535199,0.0501993039697525,-33.4243336666667,-24.031937,-29.8052153333333,0,0,11.2070666666667,9.83472873333333,9.89680286666667,9.2,11.55,12.7,6.26625558333333,8.46294633333333,10.5336483333333,11.10129,11.4201475,11.9959975,12.43522,12.768785,13.3729025,1.8105337475,-0.25032943275,-1.03211,-0.775547534,0.0185
1,2.25,402.4105,-0.0179,-30.0345628425,2.90216,-1.229565,281.8768675,315.227664166667,-49.16415,102.843885,0.00151543865,0.0019781908,78.6770924166666,85.7752321666666,2.03467909166667,1.00414367583333,-0.077675,4.32050000000002,0.049475,0.29800075,0.127918896284243,0.208086103303317,0.211215221387559,0.0464173082930646,-33.4813243333333,-24.0853455,-30.004739,0,0,11.1884793333333,9.74869036666667,9.8217814,9.11666666666667,11.55,12.7,6.06175958333333,8.2950485,10.4821808333334,11.0512,11.3864975,11.9694891666667,12.42949,12.768785,13.3729025,1.53213,-0.238653,-1.30198,-0.82173675,0.023275
1,2.75,402.836,0.148179,-30.6502,2.74664,-1.200317016,282.431301666667,315.286956666667,-49.3608700000001,102.831391666666,0.00174314838333334,0.00186509526666667,77.5463875833333,85.2959975,1.84824139166667,0.957490419166668,-0.0843,4.18800000000005,0.0541,0.337219378,0.132467609755941,0.204694894904587,0.22,0.0547722557505166,-33.7904681666666,-24.1053149166667,-30.0652924166667,0,0,11.127983,9.76052056666667,9.8168896,8.95,11.55,12.7,5.79629958333333,8.171707,10.4271025,11.04012,11.3566083333333,11.9316733333333,12.41803,12.7745525,13.3729025,1.78879759775,-0.156647,-1.2020244985,-1.159875,0.0252
1,3.25,401.2655,-0.01853,-34.283,2.7876175,-1.69817845025,284.107144166667,314.906485833333,-52.0949266666667,102.81904,0.00196404721763667,0.002168743349515,79.0859455833333,84.1983468333333,1.70018001666667,0.910642928333333,-0.0828,3.87200000000001,0.0553,0.302598787,0.14509795678496,0.206155281280883,0.19824227601599,0.0566568618968612,-33.90618975,-24.0837058333333,-30.0781219166666,0,0,11.119332,9.63552326666667,9.74161073333333,8.775,11.525,12.7,5.63158383333333,8.046933,10.3207758333333,11.0345875,11.3584825,11.8976433333333,12.4123,12.78032,13.3768091666667,1.69022,-0.294262,-1.18812,-0.7479937055,0.0227
1,3.75,402.515,0.0897345,-31.1068,2.623845,-1.16012,280.719868333334,313.502555,-50.451,102.812656666666,0.00113398596666667,0.00185990245,77.28824725,83.5638128333333,1.475117575,0.60039719,-0.0776,3.59200000000004,0.0553,0.318757577,0.142029365019338,0.208566536146142,0.20591260281974,0.0505964425626941,-33.8832886666667,-24.2846488333333,-30.2223761666667,0,0,11.090304,9.54928136666667,9.74374116666666,8.65,11.4916666666667,12.7,5.48251058333333,8.09413866666667,10.2731875,11.0104091666666,11.3491416666667,11.8561016666667,12.39514,12.7860875,13.3768091666667,1.76308,-0.2239445,-1.3141,-0.820892,0.0246
1,4.25,403.5025,-0.2033155,-32.15,2.74221,-0.96682375,279.153709166667,313.933515,-50.3831825000001,102.819523333334,0.00126808465193334,0.00241171883333333,79.0472229166667,82.8853958333333,1.20882517916667,0.405188478083333,-0.09,3.39500000000004,0.0548,0.27642351125,0.12607711565354,0.214242852856285,0.205426385841741,0.0579655069847578,-34.5016103333333,-24.1666463333333,-30.3577266666667,0,0,11.081795,9.4101349,9.630715,8.68333333333333,11.5,12.7,5.3270715,8.16089833333333,10.1507708333334,10.9769208333333,11.324855,11.8164891666667,12.383695,12.7860875,13.3631708333333,1.89604030775,-0.057425,-1.44412,-0.9181094755,0.0234
1,4.75,401.737,-0.1886781185,-28.5184,2.62959,-1.15344,282.540034166666,313.0857675,-46.2412883333334,102.833461666666,0.00150478737053333,0.00194990326375,78.8144508333333,84.71622575,1.0268462725,0.160022181008333,-0.0822,3.36541690000001,0.062,0.28951226175,0.122099184713414,0.222710574513201,0.224499443206436,0.0515751878329105,-34.7870763333333,-24.246045,-30.4006583333334,0,0,11.052464,9.28829883333333,9.5246621,8.69166666666667,11.45,12.7,5.19048008333333,8.08707383333333,10.025027,10.9453425,11.308025,11.7882075,12.36461,12.7860875,13.36706,1.8989775,-0.1492635,-1.40144,-1.1245775,0.0221
