DOY2,HR2,USTAR,TA,WS,FC,H,LE,G,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT
1,9.25,0.251,1.525,2.2525,-1.732,15.25,20,-19.25,64.475,101,0.9825,57,169.5,97,20,17.75,216,323.75
1,9.75,0.271,2.4,2.345,-2.136,24.25,17,-12.75,60.95,101,1.115,79,220,118.75,26,24.25,218.5,332
1,10.25,0.273,3.05,2.445,-2.477,22.5,21,-8.25,56.525,101,1.2525,94.5,272.75,145.75,28,25.75,220.75,337
1,10.75,0.2605,3.575,2.36,-2.31225,34,26.25,-5,53.875,100.975,1.5675,95,250.75,144,27.75,28,223,340
1,11.25,0.2655,4.05,2.2075,-2.5845,35,34,0.75,50.175,100.9,1.7525,117,298.75,166.5,32.5,33.75,224,346
1,11.75,0.282,4.275,2.4475,-2.27825,44.5,27,4,47.15,100.801,1.9975,119.5,340.25,187,35.25,36.25,227,349.75
1,12.25,0.277,4.475,2.5075,-2.42,41,31,6.75,45.9,100.801,2.225,126.5,369,203.75,38.5,38,230.75,351.5
1,12.75,0.275,4.575,2.4175,-1.761,42.25,31,8,44.375,100.7,2.485,100,289.25,156.5,37.25,30,230.75,350.5
1,13.25,0.278,4.9,2.29,-2.022,47,27.25,7,43.25,100.7,2.55,88.75,249.75,132.75,25.75,26,232.75,351.75
1,13.75,0.28,4.5,2.3675,-1.88025,32,22.25,5.75,42.35,100.67525,2.6375,79.75,233.25,109.5,25,21.75,229.75,348.75
1,14.25,0.274,4.975,2.275,-1.7155,23.75,25.5,3.75,41.575,100.67525,2.7,66.5,217.5,105.75,21.5,18,229,346.5
1,14.75,0.264,5.375,2.285,-1.181,15,21,-0.25,40.85,100.601,2.4725,56,164.5,88.75,16,16.75,229.5,344
1,15.25,0.2165,5.55,2.1025,-1.022,8,19,-3.25,39.825,100.67525,2.545,34,127.25,62.5,15,13.5,229.5,340.75
1,15.75,0.2265,5.4,2.0775,-0.659,5,17.25,-8,39.825,100.7,2.615,10,84.5,45.25,11,9,227,337
1,16.25,0.206,4.775,1.92,-0.6015,-6,12,-10.25,42.3,100.601,2.465,-27.25,53,28.5,6.75,6,227.5,328
1,16.75,0.168,4.475,1.5675,-0.318,-20,4,-16.25,45.275,100.7,2.1675,-71.25,21.75,10,2,2,226.25,325
1,17.25,0.12275,3.475,1.235,0.091,-22,1,-23.25,48.925,100.67525,1.7325,-91.25,2,0,0,0,227.75,315.75
1,17.75,0.093,2.475,1.04,0.023,-19,-1,-27.25,53.025,100.7,1.555,-92.25,0,0,0,0,226.5,309.75
1,18.25,0.103,2.05,0.96,0.023,-24.5,0,-30.25,57.425,100.67525,1.1675,-90.25,0,0,0,0,223,308
1,18.75,0.11,1.3,0.7675,-0.181,-24,-1,-34,59.875,100.7,0.8825,-90.25,0,0,0,0,224,304.25
1,19.25,0.12125,1.1,0.765,0.05175,-24,0,-36.25,62.7,100.7,0.8675,-89.25,0,0,0,0,223.5,302.25
1,19.75,0.12,0.05,0.775,-0.181,-26.75,-2,-37.25,63.875,100.7,0.6675,-88,0,0,0,0,221,301.5
1,20.25,0.11875,-0.2,0.7475,-0.09,-28,-1,-39,66.775,100.7,0.555,-86,0,0,0,0,224.5,301
1,20.75,0.11925,-0.45,0.6575,-0.545,-25.25,-1,-40,66.55,100.7,0.41,-84.25,0,0,0,0,225.75,300.5
1,21.25,0.12025,-0.725,0.72,-0.295,-24,0,-39,68.925,100.7,0.3625,-83,0,0,0,0,225,299.75
1,21.75,0.1115,-0.875,0.735,-0.33475,-24,-0.25,-39,71.375,100.7,0.215,-82,0,0,0,0.25,228.75,298
1,22.25,0.1275,-1,0.755,-0.4655,-22.75,0,-40,72.4,100.7,0.1925,-80.25,0,0,0,1,234.75,298
1,22.75,0.1075,-1.25,0.725,-0.1475,-21.75,-1,-41,72.175,100.7,0.155,-80,0,0,0,0,233.75,297.5
1,23.25,0.1505,-0.9,0.745,-0.204,-26,-1.5,-41.25,71.775,100.7,0.1625,-79,0,0,0,0.5,236.5,298.5
1,23.75,0.143,-1.225,0.745,-0.204,-26.25,-1,-42,71.475,100.7,0.1275,-75.25,0,0,0,0,240,297.75
2,0.25,0.10125,0.25,0.6675,0.023,-22,0,-31,79.325,100.7,0,-70,0,0,0,0,249.25,305
2,0.75,0.1155,0.2,0.76,-0.227,-22,0,-33,79.725,100.7,0,-68.5,0,0,0,0,251.75,304
2,1.25,0.102,-0.2,0.705,-0.181,-22.5,0,-34,79.875,100.7,0,-68.5,0,0,0,0,251.75,303
2,1.75,0.1045,-0.2,0.74,-0.204,-22,-1,-36,81.775,100.7,0,-67.5,0,0,0,0,252.75,301.5
2,2.25,0.12275,-0.625,0.6875,-0.16975,-20.25,-1,-36,83.825,100.7,0,-69,0,0,0,0,255.75,300
2,2.75,0.09825,-0.825,0.77,-0.068,-17.5,-2,-36.25,85.075,100.601,0,-61.25,0,0,0,0,259.75,299
2,3.25,0.11875,-1.025,0.74,-0.45425,-16.75,-1.25,-38,84.55,100.7,0,-56.25,0,0,0,0,263.75,298.75
2,3.75,0.12,-1,0.74,-0.3515,-16,-1.25,-38,85.375,100.7,0,-56.25,0,0,0,0,264.75,297.75
2,4.25,0.10625,-1.075,0.635,0.091,-18,-3,-38,87.4,100.7,0,-45.25,0,0,0,0,266,298
2,4.75,0.093,-0.925,0.6975,0.046,-15.5,-1,-37.25,88.075,100.7,0,-46.25,0,0,0,0,268.75,298
2,5.25,0.104,-1.225,0.6775,-0.2095,-15,-1.75,-38,86.15,100.7,0,-52.5,0,0,0,0,271.75,298
2,5.75,0.084,-1.425,0.73,0.114,-15,-1,-38,86.6,100.7,0,-55.25,0,0,0,0,272.75,298.75
2,6.25,0.089,-1.425,0.67,-0.28925,-14.5,-1,-37,86.7,100.77575,0,-53,0,0,0,0,269,298.5
2,6.75,0.0835,-1.525,0.665,-0.159,-14,0,-37,86.7,100.801,0,-39.25,3,1,0,1,272.75,297.75
2,7.25,0.07975,-1.05,0.735,-0.05075,-11,1,-35,84.175,100.801,0,-19.25,22.5,11,3,2,276.5,304
2,7.75,0.102,-0.225,0.8925,-0.71525,-5,6,-33,80.825,100.87525,0,5.75,50,27.5,6,5,266.5,311
2,8.25,0.145,0.65,1.265,-2.16975,3,14,-27,78.675,100.9,0.02,24,86.75,47.5,10,8,258.25,317.75
2,8.75,0.199,1.6,1.535,-3.06775,10.5,26,-19.25,74.375,100.9,0.1325,42.75,125.75,66.5,13.75,12,243.25,324
2,9.25,0.2145,2.4,1.9,-4.09,25.5,34.5,-10.25,68.075,100.9,0.255,64.75,174.25,87.5,21,16.75,237,333.75
2,9.75,0.221,3.6,1.915,-2.6245,28,43.5,-3,63.8,100.9,0.545,77,207.5,114.5,26,22,236.5,339.5
2,10.25,0.229,4,2.045,-3.329,31,42.5,0.5,59.45,100.9,0.745,88.5,233.5,123.5,32.5,22,242,341
2,10.75,0.2335,4.55,2.02,-3.21525,31,45.5,4,55.25,100.9,0.85,90.5,254,143.5,35.5,26,250,345.5
2,11.25,0.2495,4.85,2.0725,-3.26625,36,50.25,6,50.775,100.87525,0.915,91.75,263.25,141.75,34.5,23.75,251.75,348
2,11.75,0.255,5.075,2.2,-2.6475,33,54.25,9,48.8,100.801,0.945,97.75,258.25,139.25,35.5,24,255,350
2,12.25,0.258,5.275,2.075,-2.818,41.25,39,10.75,46.55,100.801,0.8575,98.5,266.75,137.5,32.75,24,258,349
2,12.75,0.27775,5.675,2.11,-2.409,37,50,11,45.45,100.77575,0.8975,92.75,251,132,35,22,262.75,351
2,13.25,0.24475,6.1,2.24,-3.522,31,46.75,12.5,45.35,100.7,0.985,78.5,240.75,129.25,30.5,22.75,264.75,351.75
2,13.75,0.2585,6.1,2.1275,-2.806,29,36.75,11,43.775,100.7,0.9725,75.75,209,107,31.5,19.75,259,352.75
2,14.25,0.2415,6.375,2.08,-1.738,30.25,41,9,43.15,100.7,0.9375,61.75,186.75,92,26.75,16,261.75,350.75
2,14.75,0.242,6.45,2.0575,-1.619,22,39.25,7,43.8,100.601,0.9325,50.75,164.75,79.75,21,14,261,348
2,15.25,0.223,6.45,2.01,-1.431,11.5,25,4,43.25,100.601,0.805,37.25,122,58.25,15,10.75,262.25,346.75
2,15.75,0.20725,6.275,1.9375,-1.49925,9.25,25,1,42.725,100.601,0.665,25,92.75,48.5,12,8,258.5,342
2,16.25,0.17575,6.275,1.7925,-0.89725,1,22,-1.25,43.95,100.601,0.72,8,67.5,34.5,7.75,6,252.5,339.75
2,16.75,0.16625,6.2,1.635,-0.4825,-5,15,-6,46.25,100.601,0.745,-19.25,38.25,19,4,4,253.5,335
2,17.25,0.125,5.775,1.385,-0.2265,-16,5,-10.25,49.075,100.601,0.6075,-63.75,14,7,2,1,260.75,328
2,17.75,0.09375,5.075,1.12,-0.07875,-19.5,1.5,-15,55.625,100.601,0.355,-86.25,1,0,0,0,252.75,323.75
2,18.25,0.083,4.175,0.9075,-0.045,-16,1,-21,60.475,100.601,0.385,-83.25,0,0,0,0,246.75,317
2,18.75,0.091,3.85,0.795,0.046,-16,0,-25,63.925,100.601,0.3375,-80.25,0,0,0,0,248,314.75
2,19.25,0.09975,3.375,0.7375,-0.2265,-17,0,-27,68.05,100.601,0.2725,-81,0,0,0,0,246,312.5
2,19.75,0.07425,2.875,0.7,0.05175,-18.75,0,-29.25,69.975,100.601,0.195,-79.25,0,0,0,0,246,310
2,20.25,0.106,2.55,0.765,-0.244,-18,0,-31,71.775,100.601,0.1275,-78,0,0,0,0,244.75,309
2,20.75,0.1045,1.95,0.715,-0.16975,-20,1,-32.25,75.55,100.601,0.085,-77.5,0,0,0,0,243.25,308.75
2,21.25,0.137,1.375,0.745,-0.15325,-20.25,0,-31.25,77.4,100.7,0.0875,-77.25,0,0,0,0,243.5,307
2,21.75,0.11575,1.075,0.7575,-0.09,-20,1,-33,77.8,100.67525,0.0275,-77.25,0,0,0,0,244.75,306.5
2,22.25,0.09725,0.75,0.79,-0.272,-19,-1,-33,77.825,100.601,0.02,-78,0,0,0,0,244.75,305.75
2,22.75,0.11375,0.525,0.7175,-0.0735,-21,0,-33.25,78.425,100.7,0,-77,0,0,0,0,245.25,306
2,23.25,0.1205,0.475,0.6575,0,-21.75,0,-34,77.975,100.7,0,-77,0,0,0,0,245.25,305.75
2,23.75,0.0965,0.35,0.795,0.0405,-20,0,-34,78.8,100.601,0,-76,0,0,0,0,244,306.75
3,0.25,0.139,3.625,0.6375,0.5,-27.5,0,-27.25,72.625,100.5,0.1925,-72.25,0,0,0,1,268.75,325.5
3,0.75,0.1435,3.875,0.76,0.25,-26.75,0,-31,73.8,100.5,0.145,-72.25,0,0,0,1,265.5,325.5
3,1.25,0.13675,3.775,0.69,0.4325,-30,-0.25,-31.5,74.65,100.5,0.135,-71.25,0,0,0,1,270.75,325.25
3,1.75,0.1335,3.275,0.735,0.1255,-28.25,0,-31,76.4,100.475,0.1,-71.25,0,0,0,1,266.25,323.75
3,2.25,0.134,3.05,0.735,0.1085,-25,-1,-30.25,75.25,100.475,0.0275,-64.25,0,0,0,0,272.5,322.75
3,2.75,0.151,3.1,0.725,0.171,-24,0,-31.25,76.65,100.4,0.01,-64.25,0,0,0,1,272.5,322.75
3,3.25,0.133,3.075,0.665,0.1195,-24.5,0,-31.25,77.725,100.5,0,-55.5,0,0,0,1,276.25,321
3,3.75,0.1165,3.425,0.7,0.35825,-22,0,-33.25,77.75,100.475,0,-59.25,0,0,0,1,276.5,320.75
3,4.25,0.1245,3.2,0.68,0.1595,-24,-1,-33.25,78.35,100.5,0,-59.25,0,0,0,1,276.75,319.75
3,4.75,0.14075,3.25,0.6575,-0.2835,-22,-1,-32.5,80.325,100.5,0.0075,-54.75,0,0,0,1,279.75,319
3,5.25,0.1425,3.225,0.77,0.319,-24.5,-0.75,-32.25,78.3,100.5,0.0075,-55,0,0,0,1,280.75,321
3,5.75,0.11,3.125,0.7675,0.09175,-21,0,-32.25,79.8,100.5,0,-62.25,0,0,0,1,278.75,320.5
3,6.25,0.12025,2.9,0.72,0.10825,-19,-1,-32.5,81.6,100.5,0,-58,3.75,1,0,1,280,316.75
3,6.75,0.123,2.95,0.69,-0.17,-13,0,-32.25,81.175,100.5,0.02,-27.25,31.75,18.75,4,5,283,323.5
3,7.25,0.14075,4.2,1.11,-1.159,-3,12,-27.25,79.075,100.57575,0.1325,5,82.5,46.75,10,10,275,334
3,7.75,0.168,5.3,1.515,-1.9425,6.75,23,-20.25,74.325,100.601,0.655,43,139.25,79.5,19,15.75,252.75,342
3,8.25,0.212,6.975,1.805,-2.9255,18.5,35,-11.25,66.35,100.601,0.975,74.5,237.5,126.5,25.75,25,245.75,352
3,8.75,0.23925,7.825,2.13,-3.113,26.25,41.5,-4.25,61.2,100.67525,1.2975,100.5,293,159.75,36,32,249.5,359.75
3,9.25,0.2535,8.7,2.17,-3.9655,42.75,55,5,58.7,100.601,1.7975,132.5,346,195.5,41.5,37,244.75,369
3,9.75,0.25775,9.475,2.2875,-4.4655,65.75,61,10,54.225,100.67525,2.2925,177.5,472,267.5,54.75,54,247.75,378.5
3,10.25,0.2615,10.175,2.2125,-4.477,91,69.5,14.75,50.2,100.67525,3.0525,184,507.75,291.5,60.5,58.5,250.75,381
3,10.75,0.2925,10.875,2.3725,-5.14175,87.25,69.5,18,45.9,100.601,3.765,221.75,593.25,333.75,76,67.25,255,385.75
3,11.25,0.30825,11.55,2.4525,-4.846,95,68.75,24,41.55,100.601,4.445,220.75,623.5,337.5,72.75,66.5,259.75,391.25
3,11.75,0.29925,11.975,2.5775,-4.249,79.75,62.75,27,40.25,100.601,4.9175,203.75,552.25,300.5,79.25,61.75,262.5,396.75
3,12.25,0.2855,12.45,2.4525,-4.4655,101.25,73,29,36.875,100.57575,4.9875,232,628.75,362.5,85.5,68.5,269.75,402.25
3,12.75,0.279,12.8,2.2975,-4.113,101,69,28.5,34.8,100.5,5.3975,240,696.25,379.75,77.75,71.75,269.75,401
3,13.25,0.277,13.125,2.4,-4.34,65.25,58.5,28.75,33.4,100.4,4.6675,179,554.25,307.25,69.75,59,267.5,400.75
3,13.75,0.2885,13.275,2.4625,-4.068,77.75,67,28,32.175,100.4,4.985,179,508.25,280.25,58.25,56,265,400.75
3,14.25,0.26125,13.275,2.425,-4.022,67.25,58.75,27,32.975,100.4,5.445,169.5,477,281.75,59.5,56,269.75,394
3,14.75,0.277,13.175,2.27,-3.363,53,50.5,23,32.9,100.4,5.705,139.25,390.25,221,53,43.75,267.25,391
3,15.25,0.268,13,2.3825,-2.42,37,51.75,20,32.201,100.4,5.73,102.75,372.75,210,39.75,42.5,269,389
3,15.75,0.2295,13.075,2.2975,-2.01625,14.5,46,16.75,32.95,100.4,5.685,83.5,286.5,159.75,35,32.75,270.5,383.75
3,16.25,0.237,13.05,2.2125,-1.636,7,36,10.75,35.4,100.37525,5.415,56.75,234.5,134,28.75,26.75,268,376
3,16.75,0.21,13,2.0975,-0.72075,-0.75,27,5,37.225,100.301,5.25,14.5,155.25,84.5,18.75,17.75,262.75,370.5
3,17.25,0.189,12.675,1.68,0.0345,-16.5,18,-3.25,37.775,100.301,4.7325,-41.25,73.75,41.75,8.75,9,254,360.75
3,17.75,0.153,11.775,1.2775,0.523,-29.5,7,-8,40.525,100.301,4.47,-84.25,21,11.5,2,3,251.75,352
3,18.25,0.09575,10.575,0.9275,0.18775,-25,2,-14,45.325,100.37525,3.5325,-95.25,1,0,0,0,252.75,341
3,18.75,0.073,9.575,0.8275,0.199,-21,1,-18.25,50.525,100.37525,2.4125,-91,0,0,0,0,251.25,335
3,19.25,0.081,8.825,0.74,0.296,-22.5,0.25,-23,55.575,100.37525,1.785,-86.75,0,0,0,1,252.25,332.5
3,19.75,0.093,7.75,0.6325,0.0915,-20.25,0,-26,58.55,100.37525,1.4975,-85.25,0,0,0,1,255,330.75
3,20.25,0.11675,7.35,0.605,0.211,-27.5,0,-28,61.175,100.37525,1.065,-80.5,0,0,0,1,257,330.75
3,20.75,0.11975,6.8,0.5975,0.10825,-29,0,-28.25,64.1,100.475,0.7825,-80.25,0,0,0,1,260.25,329.75
3,21.25,0.08425,6.675,0.7025,-0.07925,-32,0,-27,66.425,100.475,0.7425,-79.25,0,0,0,1,261.5,328.5
3,21.75,0.0985,6,0.66,0.364,-30,0,-27.25,67.75,100.5,0.5925,-77,0,0,0,1,258.75,327.75
3,22.25,0.10975,5.775,0.6375,0.387,-28,0,-31,68.775,100.5,0.4125,-79.25,0,0,0,1,257.75,325.75
3,22.75,0.1185,5.225,0.715,0.1825,-32.5,0,-31,68.825,100.5,0.34,-77,0,0,0,1,258.25,327
3,23.25,0.0935,4.575,0.735,0.05725,-32,0,-30.25,70.925,100.5,0.265,-73,0,0,0,1,263.25,326
3,23.75,0.1005,4.425,0.6125,0.34675,-30,-1,-29.25,72.675,100.475,0.25,-70,0,0,0,1,264.5,326.5
4,0.25,0.083,8.8,0.36,0.24475,-21.25,0,-36,78.4,100.2,0.01,-67,0,0,0,1,295,343
4,0.75,0.12,8.3,0.4,0.444,-19,0,-40,79,100.2,0,-68,0,0,0,1,295,342
4,1.25,0.088,8.3,0.35,0.569,-18.75,0,-40,80.9,100.2,0,-62,0,0,0,1,297,343
4,1.75,0.103,8.4,0.39,0.3355,-19,-1,-39,82.5,100.101,0,-57,0,0,0,1,301,341
4,2.25,0.091,8.125,0.3775,0.69325,-16,-1,-36,84.7,100.2,0,-52,0,0,0,1,301.5,342
4,2.75,0.085,8.25,0.4325,0.09725,-18,-1,-38.25,84.3,100.2,0,-50,0,0,0,1,299.75,341.75
4,3.25,0.0725,8.2,0.47,0.8075,-18,-1,-38,84.1,100.2,0,-51,0,0,0,1,298,342
4,3.75,0.09925,8.2,0.4775,0.773,-19.25,-1,-38.75,86.4,100.2,0,-50.5,0,0,0,1,294.75,340.75
4,4.25,0.112,8.775,0.45,0.9325,-23.5,-1,-39.25,86.4,100.2,0,-60,0,0,0,1,292.75,339.75
4,4.75,0.112,9.375,0.4775,0.807,-22.5,-2,-38.5,85.425,100.2,0,-52.25,0,0,0,1,295,342.75
4,5.25,0.1105,9.175,0.4925,0.512,-18,-3,-40,87.225,100.2,0,-52.25,0,0,0,1,293.5,341.75
4,5.75,0.1075,9.2,0.5425,0.87,-17,-2,-37,88.25,100.301,0,-36.25,11,6,1,2,294.5,345
4,6.25,0.1235,9.55,0.5975,0.2845,-10,5,-32.5,87.25,100.301,0,-11.5,46,26.5,4,6,304,356.5
4,6.75,0.12725,10.5,1.03,-1.988,-6,18.25,-26.5,85,100.301,0.245,24,113.5,66,9.5,14.5,303.5,362.5
4,7.25,0.164,11.9,1.22,-4.113,2,31,-16.5,79.65,100.4,0.77,50.5,196.5,90,17.5,27.5,287,372
4,7.75,0.188,12.85,1.52,-5.477,11.5,44,-7,73.35,100.4,1.5,71,251.5,162,23.5,32,288,382
4,8.25,0.2315,13.5,1.87,-7.852,23.25,60,2,66.55,100.3505,2.48,104,368,207,34.5,43,280,392.5
4,8.75,0.2375,14.7,2,-8.306,41,79,5,62.65,100.4,3.305,151,498.5,276,42,59.5,281,400
4,9.25,0.257,15.3,2.265,-9.10725,55,96.5,8.5,58.75,100.4,4.05,196.5,519,293.5,46,63.5,284,409
4,9.75,0.279,16.05,2.315,-9.9995,67.75,107.5,17,55,100.3505,4.775,260.5,649,378,55,78.5,285,418
4,10.25,0.28525,16.85,2.205,-10.35175,74.5,119.25,22.5,52.9,100.4,5.68,299,724,430,63.5,89,291.5,425
4,10.75,0.2655,17.6,2.28,-10.5735,93.75,150.75,31,48.45,100.3505,6.115,279.5,759,429,71,91.5,294.5,429.5
4,11.25,0.253,18.2,2.255,-10.6075,90.5,138,33.5,47.05,100.301,6.795,283.5,756,399.5,68.5,87,298.5,430.5
4,11.75,0.2445,18.25,2.215,-9.8855,80,137.5,38,46.35,100.301,6.795,276,681.5,393.5,71.5,85,305,429.5
4,12.25,0.2615,18.25,2.03,-10.06225,91,151,41.5,45.8,100.301,7.33,373.5,997,557,79,113.5,306,435
4,12.75,0.271,18.7,1.99,-10.2435,92,164,41.5,44.95,100.2505,7.06,306,811.5,486,74.5,96,306,434
4,13.25,0.265,18.75,2.08,-10.0105,76.5,148.5,41,42.65,100.2505,7.595,245,684,361,72.5,70.5,309,433.5
4,13.75,0.2955,19.05,2.12,-9.318,76.5,148,39,40.45,100.2505,7.895,321.5,838.5,446,74,87.5,307.5,437
4,14.25,0.276,19.45,2.225,-9.21525,61,152.5,34.5,39.15,100.2,9.0525,285,850.5,476.5,71.5,94,302.5,432.5
4,14.75,0.2665,19.8,2.09,-7.9425,49.5,124.25,29,36.95,100.2,9.2125,227,608.5,364,57.5,75.5,297,429
4,15.25,0.2595,19.6,2.1475,-7.27825,43,124.25,27,35.8,100.2,9.3325,216.75,622,354.5,57.5,72,294,425
4,15.75,0.258,19.75,2.0475,-6.14725,17,111.75,23,35.1,100.2,9.575,147.5,505.25,293.5,46.75,61.25,294.75,420
4,16.25,0.243,19.55,2.06,-5.113,9.5,89.5,16,36.5,100.2,10.2,107,436.25,246,39.5,54.5,292.5,412
4,16.75,0.211,19.35,1.745,-3.4425,-3,61.75,9,38.175,100.2,10.45,58.25,279.75,157.5,24.5,33,291.75,405.5
4,17.25,0.165,18.8,1.3575,-1.5335,-14,40,3.5,40.725,100.2,9.05,4,156.25,80.75,16,18,288.5,400
4,17.75,0.121,18.4,1.1275,-0.17,-22,18,-4.25,41.925,100.2,8.22,-36.5,75.25,42.5,7,9.5,291.25,389
4,18.25,0.0745,17.35,0.6975,0.205,-22.25,6.5,-12.25,46.4,100.17525,5.945,-73,19.5,8.5,2,2,284.25,374.5
4,18.75,0.069,16.05075,0.55,0.427,-21.5,2,-21.25,52.825,100.17525,3.5625,-85,1,0,0,0,284.5,361.75
4,19.25,0.077,14.2,0.5075,0.2905,-21.25,0,-28.25,58.925,100.2,2.4375,-85.25,0,0,0,0,278.25,357.75
4,19.75,0.0635,13.525,0.495,0.273,-19,0,-29,63.6,100.2,1.62,-83.25,0,0,0,1,278.75,354
4,20.25,0.05275,12.225,0.425,0.14275,-19.5,0,-31,65.1,100.2,1.0225,-81.25,0,0,0,1,280.5,349.75
4,20.75,0.063,11.6,0.4175,0.17125,-19,0,-32.25,70.575,100.2,0.7075,-77.25,0,0,0,1,282.5,351.25
4,21.25,0.072,10.95,0.48,0.711,-23.25,0,-32.25,72.125,100.2,0.68,-76.25,0,0,0,1,282,349
4,21.75,0.07325,10.575,0.3875,0.2845,-19,-0.25,-34,72.025,100.2,0.4075,-75.25,0,0,0,1,285,348
4,22.25,0.099,10,0.43,0.5,-22.5,0,-35.25,76.675,100.2,0.33,-71,0,0,0,1,286.75,347.25
4,22.75,0.09,9.575,0.42,0.25,-20,-1,-36.25,74.05,100.2,0.2275,-72,0,0,0,1,285,346.75
4,23.25,0.10525,9.675,0.42,0.137,-21,-0.5,-37.25,75.975,100.301,0.115,-69,0,0,0,1,288.5,344.75
4,23.75,0.108,9.15,0.4075,0.262,-21.5,0,-37.25,77.975,100.2,0.03,-69.25,0,0,0,1,293.75,344
5,0.25,0.068,12.8,0.26,0.205,-13.75,-1,-33,92,100.301,0,-52,0,0,0,1,325,366
5,0.75,0.05975,12.4,0.29,0.11375,-15.75,-1,-36,91.9,100.301,0,-49,0,0,0,1,328,365
5,1.25,0.088,12.2,0.28,0,-16,-1,-37,93,100.301,0,-53,0,0,0,1,327,363
5,1.75,0.0835,12.7,0.26,0.5,-16.5,-1,-38,93.2,100.301,0,-52,0,0,0,1,333,365
5,2.25,0.068,12.3,0.26,0.1935,-17,-1,-39,93.9,100.301,0,-50,0,0,0,1,332,365
5,2.75,0.072,12.4,0.3,0.00575,-13,-1,-40,95.7,100.301,0,-49,0,0,0,1,327,363
5,3.25,0.06875,12.4,0.3,0,-15,-1,-39,94.7,100.301,0,-46,0,0,0,1,333,361
5,3.75,0.0665,12,0.28,0.5115,-15,-1.5,-39,95,100.301,0,-40,0,0,0,1,329,362
5,4.25,0.1035,12,0.36,0.182,-16,-2,-38,95.3,100.4,0,-46,0,0,0,1,332,361
5,4.75,0.08175,11.5,0.35,0,-14,-1,-38,95.4,100.4,0,-45,1,0,0,1,333,361
5,5.25,0.077,11.5,0.41,0.04025,-13,-1,-38,97.1,100.4,0,-37,17,8,2,3,334,363
5,5.75,0.07675,12.875,0.26,0.2675,-8,3,-31,96.925,100.4,0,-7.25,69.75,37,6,9,338.75,372.75
5,6.25,0.1025,14.35,0.5675,-0.70375,-1.25,16.75,-23,93.075,100.4,0,20.75,141.5,77.75,12,19.5,336.75,383.5
5,6.75,0.1325,15.675,0.975,-3.477,7,35,-13,87.825,100.5,0.17,67.75,235.25,138.5,20.5,28.75,324.5,392.75
5,7.25,0.1685,16.675,1.32,-5.81225,16,52,-3,81.8,100.5,0.765,105.75,333.25,192.75,28,39,306.5,400
5,7.75,0.1985,17.4,1.49,-8.1585,27,71,3.75,75.875,100.5,1.395,147.5,421,233,31.5,45,306.5,408.5
