DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,421.773836,7.884484,2089.737196,1.600479,-4.66322675,-24.55420875,-17.48077,-1.54441225,0.9405625,0.06734225,-0.041762,0.2828785,0.05693525,101.42,86.6,4.618,0.394708,12.819001,0.211673,6.286,6.77,7.461,8.72,9.86,6.883,6.814,7.594,8.73,9.88,5.614,6.309,7.422,8.66,9.86,-51.337839,0,0,-3.314286,0.201613,285.009915,325.555109
1,0.75,422.5868665,7.7467735,2084.48143,0.968139,-3.34787475,-25.207069,-19.040617,-1.749215,0.97531425,0.06371525,-0.042885,0.27780925,0.061934,101.41,86.4,4.333,0.366165,12.5028815,0.2069685,6.245,6.658,7.392,8.64,9.86,6.743,6.688,7.515,8.68,9.89,5.387,6.095,7.287,8.63,9.87,-47.62494,0,0,-3.371429,0.15121,283.516813,325.413482
1,1.25,421.64900625,7.48818325,2115.000705,0.48927,-6.14414675,-25.28348375,-15.795732,-0.76144075,0.92243875,0.06311625,-0.05437225,0.27055675,0.05667125,101.41,87.2,4.233,0.287493,12.23728575,0.197613,6.067,6.57,7.358,8.59,9.86,6.527,6.492,7.38,8.63,9.89,5.288,5.919,7.216,8.6,9.87,-47.71926,0,0,-3.2,0.100806,284.178075,323.731467
1,1.75,421.9664035,7.7793765,2112.30485975,0.97818425,-4.55570925,-25.000832,-14.109847,-0.861834,0.9857945,0.05932225,-0.061237,0.261124,0.064022,101.39,87.6,4.081,0.25841,12.009736,0.19144725,5.852,6.431,7.255,8.53,9.86,6.373,6.37,7.317,8.57,9.88,5.249,5.886,7.169,8.58,9.88,-43.086759,0,0,-3.142857,0.15121,290.781634,323.613021
1,2.25,421.408981,7.469453,2115.13592075,1.32258525,-6.2469645,-25.330571,-15.430796,-0.9671905,0.94586575,0.06212625,-0.059486,0.26847975,0.06421475,101.3925,87.45,3.822,0.2439875,11.85353525,0.1949965,5.7765,6.30675,7.163,8.515,9.845,6.23375,6.2815,7.2075,8.55,9.88,5.12125,5.81325,7.0815,8.5675,9.875,-45.8443405,0,0,-3.07142825,0.201613,288.0824945,323.494601
1,2.75,422.8652695,7.52687075,2120.035582,1.47207575,-3.0396065,-25.275902,-16.327956,-1.4844025,0.886044,0.06477975,-0.059275,0.27157275,0.059248,101.4,87.15,3.6165,0.20940575,11.692247,0.1984125,5.70175,6.19575,7.091,8.4775,9.8525,6.117,6.19325,7.12775,8.485,9.8725,5.12525,5.7355,6.9825,8.4925,9.87,-40.68969375,0,0,-3.1142855,0.201613,289.41942575,321.83556175
1,3.25,422.057386,6.997764,2140.969502,1.87906225,-5.32132725,-25.594766,-16.1640285,-0.964037,0.893231,0.06345175,-0.05849325,0.27974525,0.056049,101.39575,87.925,3.74825,0.19163775,11.539646,0.1876565,5.602,6.06475,7.016,8.4175,9.85,6.00075,6.0815,7.0235,8.4175,9.8825,4.877,5.61125,6.84225,8.4325,9.8675,-38.9827545,0,0,-3.07142825,0.201613,292.7599805,322.1790295
1,3.75,421.807082,7.174796,2128.0523635,1.554207,-5.78227125,-25.391129,-16.800617,-1.0629865,0.8737465,0.065418,-0.053489,0.26563025,0.0641185,101.393,88.225,3.67825,0.17484575,11.40519225,0.1817,5.475,5.961,6.91625,8.405,9.8425,5.924,5.97775,6.90325,8.3825,9.855,4.79225,5.48325,6.7855,8.3925,9.875,-38.51722875,0,0,-2.914286,0.201613,292.63388675,321.98662
1,4.25,422.762487,7.177395,2135.169126,1.432311,-7.261269,-25.287315,-14.95216125,-0.82584,0.991922,0.0621115,-0.054248,0.2639515,0.0626705,101.41175,88.7,3.421,0.16974725,11.0976055,0.1811595,5.33675,5.8565,6.8315,8.335,9.835,5.88825,5.8785,6.77,8.345,9.8475,4.738,5.34925,6.72525,8.3325,9.87,-35.1955765,0,0,-2.971429,0.15121,294.8348355,321.79083
1,4.75,421.8741495,7.3936085,2106.681808,2.00774775,-4.0391015,-25.565262,-14.088832,-0.5853865,1.0164505,0.06629575,-0.0468555,0.26048325,0.065774,101.42225,88.75,3.385,0.15736175,11.16908575,0.1697355,5.193,5.74975,6.7435,8.2975,9.8325,5.78625,5.81475,6.668,8.3125,9.8325,4.61325,5.17625,6.63325,8.3175,9.87,-36.14583125,0,0,-3.028571,0.113407,294.84943475,322.256508
1,5.25,421.792489,7.5654965,2106.283627,1.63939375,-4.8069435,-25.261067,-13.86475,-1.6628145,0.88303325,0.06267275,-0.041633,0.2569275,0.0572745,101.421,89.3,3.31025,0.14449175,10.97979,0.175642,5.04525,5.64325,6.66125,8.2325,9.8325,5.71775,5.81475,6.554,8.29,9.8275,4.50025,5.17975,6.51725,8.3025,9.87,-34.01040025,0,0,-3.028571,0.113407,296.9970955,320.955995
1,5.75,421.96104,7.359006,2095.1401995,1.31301125,-5.10059725,-25.412357,-13.267602,-0.705508,0.936939,0.0634005,-0.04789375,0.26878675,0.0618745,101.4035,88.1,3.11875,0.15287175,10.76812275,0.1891835,5.0235,5.552,6.5795,8.215,9.8325,5.603,5.69325,6.433,8.2625,9.82,4.40225,5.0405,6.4245,8.28,9.8625,-30.04685,0,0,-2.9428575,0.100806,297.02626925,320.77624275
1,6.25,421.96373925,7.44591975,2085.90790575,1.404797,-4.43449675,-25.25946,-12.656168,-0.617286,0.89335125,0.05880375,-0.045901,0.26755175,0.06238175,101.4325,88.95,2.9305,0.157286,10.81855275,0.190318,4.9175,5.45925,6.489,8.19,9.8325,5.54325,5.5985,6.3745,8.19,9.8125,4.2695,4.98225,6.331,8.2375,9.845,-28.01880775,0,0,-2.971429,0.15121,296.67972125,320.80056
1,6.75,424.5283725,7.48680725,2089.753724,1.680314,-5.369539,-25.351567,-13.280016,-0.433769,0.832934,0.05895625,-0.054318,0.29040575,0.0605775,101.445,89.55,2.742,0.164918,10.835031,0.1839795,4.86475,5.36425,6.4355,8.145,9.8125,5.5035,5.49525,6.349,8.1,9.7975,4.1765,4.8515,6.2525,8.2075,9.8525,-26.33352825,0,0,-2.914286,0.15121,298.5181445,319.48048375
1,7.25,426.0677515,7.186512,2103.22279975,1.100716,-2.881931,-24.883662,-11.480763,-0.373888,0.921283,0.06392775,-0.0570385,0.29165575,0.06813375,101.455,89.925,2.449,0.16851,10.492611,0.17726025,4.858,5.35025,6.3675,8.0775,9.7925,5.47125,5.46725,6.30875,8.0675,9.785,4.1495,4.757,6.18725,8.1775,9.8525,-21.7661215,3.055229,0.235849,0.4,0.504032,297.0021855,318.7274985
1,7.75,423.7793455,7.5563705,2108.469599,1.13725625,-3.7424075,-23.614467,-10.7499285,0.44297,1.0772565,0.0687555,-0.05654425,0.2871385,0.074547,101.46325,89.5,2.6455,0.1716725,10.80176825,0.1915425,4.8725,5.346,6.35525,8.02,9.795,5.43825,5.48025,6.25575,8.006,9.78,4.293,4.75275,6.153,8.14,9.84,-5.03133525,27.379553,1.179245,11.3,2.129536,299.656627,322.334331
1,8.25,425.457944,7.4462675,2116.9572175,0.857133,-4.19154975,-19.86498,-6.625642,3.81806425,1.045304,0.08585925,-0.062027,0.3098825,0.1068275,101.49425,88.7,3.2505,0.210782,11.07090125,0.167852,4.991,5.3825,6.29725,7.9635,9.785,5.49425,5.49375,6.25175,7.97025,9.76,4.4185,4.8485,6.11175,8.0475,9.8225,15.15390275,79.31844875,3.301887,36.7142855,5.5695565,300.7698995,329.7031485
1,8.75,425.612463,7.5566,2126.6153125,-0.03596425,-5.296329,-11.626464,-1.87777075,10.283038,1.2528365,0.116777,-0.081605,0.364627,0.15314625,101.51325,86.025,4.42,0.29037025,11.3973405,0.18540375,5.15975,5.5165,6.30125,7.9545,9.775,5.64725,5.613,6.27025,7.954,9.7275,4.7815,5.0365,6.09,8.0225,9.8225,41.072986,125.293772,5.660377,58.32857125,8.73235875,297.42812075,337.355528
1,9.25,424.6191405,7.90618225,2120.13425025,-0.983382,-6.340502,-4.3336415,5.13980675,22.523995,1.309032,0.1285055,-0.09660825,0.41736775,0.1783435,101.54175,83.275,5.207,0.41668,11.79179975,0.2256485,5.646,5.79125,6.4185,7.94475,9.77,6.0125,5.99325,6.35775,7.89225,9.715,5.47825,5.47775,6.21875,7.98675,9.8175,59.95111275,180.55229125,9.16863225,84.0714285,12.6764115,286.7539795,344.6419385
1,9.75,424.4300985,8.352537,2097.626699,-1.773575,-3.36165675,1.2949125,10.34321625,32.778091,1.32864825,0.13637725,-0.101111,0.42661,0.19672475,101.53175,80.15,6.01575,0.51607925,12.62859,0.248702,5.9745,6.0785,6.555,7.9315,9.77,6.58975,6.50575,6.6355,7.87775,9.705,6.33725,6.154,6.42925,7.98175,9.8175,89.58703325,262.632197,12.883255,123.09999975,16.985887,273.4513595,349.75612325
1,10.25,423.28063575,8.5959885,2062.155857,-3.556907,-5.27569675,5.694883,18.974755,37.178878,1.1786055,0.1371165,-0.112627,0.502763,0.21043125,101.54,75.9925,6.6675,0.68879675,13.203059,0.26977125,6.529,6.42025,6.68425,7.9215,9.7725,7.19025,7.10075,6.93725,7.87625,9.72,7.27175,6.7695,6.736,7.9835,9.8125,113.65438275,328.46651025,15.683962,151.5,21.5221775,271.147016,357.205696
1,10.75,421.30397375,8.6714365,2050.77445,-4.328709,-4.940551,10.70526275,21.696431,44.095522,1.3789855,0.1537445,-0.121912,0.5252465,0.223297,101.533,72.515,7.31675,1.1159315,13.59380825,0.255621,7.157,6.89525,6.8785,7.9455,9.765,7.81825,7.732,7.3,7.867,9.7325,8.065,7.40575,7.00525,7.993,9.8025,128.69104475,358.284371,18.071934,172.47142875,23.6643145,272.026323,360.94341325
1,11.25,420.29150175,8.822594,2031.8712955,-4.81164525,-3.567496,14.2452705,26.46543825,46.209689,1.359917,0.15862525,-0.128827,0.54778975,0.23246875,101.502,70.3125,7.7915,1.25604925,14.29881775,0.2822375,7.84725,7.55125,7.15525,7.969,9.76,8.215,8.145,7.61925,7.88675,9.7275,8.9175,8.2125,7.3975,7.9985,9.7925,130.17477925,389.688602,19.2511795,183.5714285,24.96219725,275.3115515,365.248089
1,11.75,418.657849,8.868671,2005.33737325,-5.36548475,-3.054752,16.43129875,28.744529,53.296286,1.34699875,0.155712,-0.131776,0.559938,0.23861075,101.4505,67.5825,8.225,1.48665275,14.596398,0.299057,8.39,8.006,7.51325,7.999,9.735,8.765,8.52,7.882,7.96925,9.71,9.56,8.7475,7.70625,8.055,9.7925,140.9061155,418.037603,21.16745325,194.12857175,28.91885075,277.0981815,367.30465025
1,12.25,417.49009375,8.8121745,2015.029728,-5.210645,-1.37694725,19.0822295,29.41503125,52.9692095,1.26988425,0.15768775,-0.132882,0.60082425,0.25119375,101.4225,64.8425,8.59,1.755201,14.8106175,0.28825,8.9025,8.48,7.824,8.035,9.7425,9.27,9.08,8.28,8.085,9.715,10.1925,9.29,7.93925,8.135,9.8,147.5776395,485.84018825,22.317217,223.571429,31.6532255,280.14968875,368.627803
1,12.75,416.702756,8.68239,2007.19854125,-5.33130625,-2.897989,20.57527725,27.0471225,52.4045785,1.40695525,0.15820175,-0.1323545,0.6035555,0.2482035,101.391,63.0375,9.1075,2.03115975,15.2795045,0.2922875,9.525,8.8975,8.1725,8.11,9.745,9.7275,9.5625,8.615,8.1825,9.7275,10.4775,9.8525,8.2525,8.215,9.7925,152.26143425,459.81198625,22.995283,217.31428575,32.7242945,282.807608,370.815721
1,13.25,415.9387015,8.727751,1995.55694025,-4.808341,-1.8392305,21.336377,28.4367735,50.1073115,1.253805,0.1574545,-0.1224585,0.59503875,0.2402615,101.37375,60.1975,9.61,2.207207,15.640837,0.2991225,9.89,9.365,8.5825,8.2225,9.735,10.065,9.895,8.95,8.27,9.7175,10.7425,10.085,8.67,8.31,9.8,142.91657375,406.40423075,22.46462225,213.928571,32.77469775,282.88361925,372.1329885
1,13.75,414.853366,8.7635915,1987.7186655,-4.36539,-0.93860475,19.58839275,24.3802065,45.03325025,1.319286,0.146817,-0.118993,0.5828105,0.244288,101.39,58.6325,9.6125,2.39879975,15.97437575,0.2586755,10.255,9.695,8.89,8.28,9.7425,10.3025,10.2225,9.3425,8.3725,9.73,10.945,10.375,9.0725,8.37,9.785,112.68763575,346.9153935,17.80660375,169,24.143145,283.19407825,372.16767725
1,14.25,415.011687,8.55570175,1978.39646425,-4.434677,-2.298986,16.95071325,14.798984,40.0327175,1.28138275,0.16038125,-0.108955,0.56675025,0.23168125,101.37075,56.6725,9.785,2.75926575,16.2874385,0.211811,10.565,9.9425,9.1825,8.355,9.7325,10.355,10.25,9.4875,8.4,9.715,10.97,10.4425,9.2925,8.4575,9.7825,95.308614,317.03877825,17.3054245,154.757143,23.5761085,285.731086,371.40734475
1,14.75,415.19197275,8.656392,1985.79345825,-3.367749,-0.8809525,14.78853525,6.6406945,36.9678865,1.268745,0.14316225,-0.1012815,0.5187405,0.21337725,101.38275,55.595,10.03,2.7648515,16.521737,0.169279,10.64,10.1425,9.32,8.4175,9.73,10.4275,10.3375,9.6625,8.585,9.705,10.9025,10.52,9.5225,8.5475,9.79,74.29121375,275.79318475,12.79481125,132.95714325,19.20362925,285.766053,369.798809
1,15.25,414.88056975,8.71613525,1986.441934,-2.389329,-1.987084,12.060786,0.262486,29.1311535,1.291949,0.1338095,-0.099588,0.48574325,0.1819495,101.387,54.48,10.04,2.79716,16.49076175,0.1436535,10.72,10.42,9.59,8.52,9.73,10.44,10.36,9.78,8.71,9.71,10.82,10.46,9.62,8.65,9.79,52.243839,229.259694,12.146226,107.771429,14.0625,285.013684,368.505973
1,15.75,415.58826,8.811046,1989.93811675,-1.16145075,-1.2616265,8.127379,-5.330928,18.8069725,1.3266335,0.11708175,-0.088822,0.40741825,0.147478,101.37975,55.55,9.84,2.727884,16.58451075,0.116804,10.66,10.43,9.69,8.61,9.74,10.48,10.41,9.82,8.82,9.73,10.73,10.38,9.77,8.72,9.78,20.119082,145.358402,7.429245,67.6,9.879032,284.038034,364.587394
1,16.25,416.5848105,8.93303575,1989.84088975,-0.06231375,-1.5478,4.220207,-12.33151175,7.234487,1.34017375,0.0867315,-0.06917975,0.3056955,0.11054625,101.39,57.03,9.58,2.4547,16.4703335,0.1239845,10.56,10.39,9.7,8.75,9.76,10.45,10.33,9.86,9,9.75,10.49,10.31,9.82,8.86,9.79,-10.68833,90.011751,4.363208,43.314286,6.048387,282.10958,360.795342
1,16.75,417.899322,9.1157975,2006.047845,0.17197725,-1.361188,-1.762274,-16.4293535,0.715054,1.16766025,0.059338,-0.04622275,0.26853,0.05510125,101.383,62.46,9.16,2.094389,16.36480275,0.15506275,10.2,10.16,9.76,8.85,9.76,10.18,10.12,9.9,9.12,9.75,10.12,10.15,9.82,9,9.8,-45.670577,30.552291,1.533019,11.657143,2.620968,279.58433,352.039085
1,17.25,420.0634535,9.0524445,2018.0591985,-0.10052675,-3.42783675,-8.884283,-17.53643675,-0.7202715,0.84515925,0.0469985,-0.037747,0.2259085,0.037347,101.387,67.17,8.46,1.641836,15.9785455,0.2004625,9.77,9.89,9.72,8.96,9.76,10.04,9.96,9.91,9.22,9.76,9.58,9.79,9.79,9.07,9.81,-62.731475,2.350176,0.117925,-1.371429,0,277.596988,341.660275
1,17.75,420.54874675,8.9941535,2020.57281875,0.025028,-3.8461385,-15.402672,-14.684308,-1.032633,0.7574025,0.0473465,-0.0366425,0.23054275,0.033767,101.406,72.21,7.963,1.310875,15.55393675,0.2152895,9.26,9.49,9.55,9.01,9.77,9.77,9.73,9.73,9.29,9.77,8.99,9.46,9.64,9.14,9.82,-64.341456,0,0,-4.057143,-0.352823,275.379136,333.369139
1,18.25,422.324148,8.999686,2018.399172,-0.180985,-3.267881,-18.907021,-15.398494,-0.924051,0.759618,0.05454375,-0.0358105,0.2319475,0.0380985,101.4,74.68,7.581,1.119584,14.9674435,0.22029825,8.78,9.1,9.36,9.08,9.77,9.35,9.35,9.55,9.31,9.78,8.69,9.03,9.42,9.16,9.8,-63.084966,0,-0.117925,-3.771429,-0.100806,273.72311,331.940289
1,18.75,423.27457075,8.9113715,2039.658608,-0.0420915,-4.294374,-21.437027,-18.238361,-0.701055,0.710305,0.05413325,-0.0388515,0.22982575,0.0425905,101.4,77.85,7.335,0.977171,14.8280005,0.21743375,8.45,8.74,9.19,9.1,9.78,9.01,9,9.31,9.35,9.77,8.27,8.66,9.17,9.21,9.8,-61.737058,0,0,-3.6,0,273.830654,330.993704
1,19.25,424.438975,8.915358,2061.5847695,0.294429,-2.864041,-23.315018,-16.60355125,-0.947454,0.6924995,0.057757,-0.046758,0.2327245,0.03951925,101.42,79.03,7.117,0.841961,14.62313775,0.22426,8.04,8.46,9.02,9.13,9.78,8.64,8.65,9.2,9.35,9.78,7.852,8.39,8.95,9.18,9.81,-57.626364,0,0,-3.428571,0.050403,274.352224,329.077146
