DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_2,NEE,FC,SC,H,LE,G,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O
2,7.25,0.25,22.2275,1.48,-9.35,2.765,-17.16,-1.72,37.285,-5.5575,24.39,24.58,81.356,98.65,408.505,2.01,56.31,194.395,93.1775,5.705,11.7525,416.655,434.56,23.74
2,7.75,0.31,22.3925,1.65,-13.61,-0.4725,-15.355,2.0075,69.595,-4.895,24.3725,24.5725,80.237,98.69,404.275,2.6525,85.13,267.9625,128.441,7.0075,16.225,422.535,437.685,23.9375
2,8.25,0.34,22.7275,1.735,-19.845,-6.285,-17.605,8.75,94.355,-4.11,24.36,24.5525,77.4705,98.72,399.85,3.82,113.56,359.445,172.285,9.25,20.6325,423.365,439.585,23.965
2,8.75,0.405,23.1275,1.79,-22.65,-12.515,-13.05,23.06,113.525,-3.165,24.3425,24.54,73.59525,98.7425,395.03,4.6825,125.96,453.155,217.2025,10.9675,26.05,428.47,442.66,23.94
2,9.25,0.43,23.5125,1.9,-22.8175,-14.44,-10.8925,31.53,149.435,-2.145,24.3425,24.5225,72.1205,98.76,389.01,5.215,153.01,506.875,242.9525,12.27,28.4425,430.055,443.705,23.99
2,9.75,0.43,23.5725,2.1,-24.28,-18.1575,-9.4775,41.915,188.54,-1.4425,24.32,24.51,69.3945,98.7575,386.72,6.0425,180.11,613.07,293.85,14.06,35.66,433.94,446.0625,24.08
2,10.25,0.44,24.13,1.8975,-24.24,-18.98,-8.6175,49.03,228.47,-0.1,24.31,24.5,67.35975,98.75,381.7775,7.27,240.4175,754.7975,361.785,17.26,42.2,437.34,450.11,24.21
2,10.75,0.4275,24.52,1.87,-25.025,-20.57,-6.16,52.83,215.26,0.74,24.3,24.49,65.182,98.74,378.3275,9.67,246.785,728.8775,349.37,16.54,39.68,439.85,450.0075,23.75
2,11.25,0.4225,24.57,1.83,-23.125,-20.26,-5.795,44.35,223.685,1.27,24.3,24.5,62.9845,98.7175,376.465,10.165,268.62,804.64,385.68,18.97,48.0675,441.31,452.92,23.735
2,11.75,0.39,24.95,1.66,-23.15,-21.285,-4.355,46.74,229.05,2.29,24.29,24.49,72.29,98.67,374.72,5.255,264.99,810.62,388.545,19.9275,47.24,441.6,454.025,25.26
2,12.25,0.405,25.1575,1.6325,-21.57,-20.1825,-2.995,41.4075,245.8875,2.88,24.29,24.48,70.84675,98.5975,373.7325,5.91,258.981,782.43,375.035,18.62,44.48,441.3825,454.095,25.5
2,12.75,0.39,25.53,1.7,-20.46,-18.4075,-2.95,43.775,247.0225,2.96,24.305,24.505,61.0395,98.545,372.57,8.5325,243.435,655.18,314.04,20.13,47.96,440.355,456.07,24.04
2,13.25,0.37,25.46,1.51,-18.965,-17.6275,-1.85,45.7975,231.93,3.3075,24.3175,24.515,60.2215,98.47,371.5675,8.18,266.6825,652.8,312.9,18.9175,49.72,436.26,458.4,24.09
2,13.75,0.335,25.72,1.58,-17.2675,-17.01,-1.635,38.87,164.2,3.5625,24.31,24.5025,60.083,98.43,370.97,9.5,233.555,697.545,334.345,17.285,42.83,436.225,458.845,24.1025
2,14.25,0.36,25.72,1.5575,-14.6925,-15.29,-1.505,39.97,191.53,3.805,24.3025,24.51,59.58375,98.38,370.595,7.94,211.23,683.055,327.405,18.59,45.345,436.905,459.1025,24.17
2,14.75,0.3375,25.475,1.31,-11.42,-13.93,-0.62,27.93,171.95,4.23,24.315,24.495,61.0035,98.32,370.53,8.525,154.075,524.915,251.6025,15.09,39.595,433.01,457.85,24.33
2,15.25,0.3,25.4325,1.32,-8.19,-10.375,-0.44,14.7,138.01,3.815,24.35,24.515,62.62,98.275,370.4325,8.88,130.17,461.53,221.22,12.06,32.23,432.18,455.53,24.31
2,15.75,0.27,25.24,1.245,-5.6,-7.215,0.1325,4.245,75.2,3.51,24.3925,24.525,63.489,98.2475,370.3125,7.94,93.23,304.7875,146.095,7.895,19.7175,429.3125,454.6325,24.47
2,16.25,0.24,24.955,1.2225,-4.9375,-5.63,-0.3575,1.415,59.81,2.58,24.41,24.535,63.1645,98.25,370.9725,7.3,68.435,215.0975,103.1,6.19,15.9775,423.3925,451.145,24.3975
2,16.75,0.19,24.71,1.1,-2.05,-3.96,0.535,-3.475,36.485,1.155,24.3975,24.57,64.84775,98.2425,372.4025,6.4675,34.8,121.4625,58.2175,4.025,8.1575,417.345,448.07,24.4825
2,17.25,0.1525,24.6675,1.0475,2.9075,-1.14,3.3025,-6.065,15.04,1.035,24.4225,24.58,67.3135,98.28,372.505,6.2575,11.7,68.4825,32.825,2.86,4.675,415.81,446.24,24.44
2,17.75,0.09,24.5675,0.96,6.07,-0.0175,5.13,-9.04,5.44,-0.66,24.4625,24.5925,68.0445,98.3,374.4725,6.115,-13.465,16.1075,7.72,1.17,1.135,412.1,444.85,24.435
2,18.25,0.07,24.2075,1.05,7.72,-0.04,6.17,-6.56,0.345,-1.205,24.5,24.62,70.35625,98.33,376.915,5.8925,-31.99,-2.82,-1.355,0.29,-0.015,409.395,443.105,24.5075
2,18.75,0.07,24.095,1.22,8.3775,0.0875,5.7825,-7.79,0.49,-2.075,24.505,24.625,71.308,98.355,379.0575,5.55,-30.945,-3.91,-1.87,0.27,-0.115,408.62,442.23,24.565
2,19.25,0.07,23.945,1.4,5.54,0.0725,3.045,-8.005,0.8125,-2.965,24.515,24.64,71.62425,98.39,380.3,5.36,-28.085,-3.55,-1.6975,0.27,-0.17,408.6925,441.8,24.44
2,19.75,0.08,23.8225,1.38,4.42,0.095,1.975,-9.44,0.36,-3.445,24.52,24.655,71.5015,98.42,382.4,5.36,-27.1875,-3.335,-1.595,0.26,-0.1525,408.0475,441.5525,24.405
2,20.25,0.0775,23.775,1.65,5.27,0.52,1.75,-11.36,0.48,-3.77,24.54,24.66,72.253,98.47,383.9675,5.19,-26.8125,-3.4975,-1.6775,0.25,-0.1825,408.03,439.515,24.3625
2,20.75,0.08,23.75,1.635,4.2675,0.55,0.51,-11.63,1.215,-3.985,24.5525,24.68,71.9715,98.51,385.41,5.455,-25.06,-3.0975,-1.4875,0.25,-0.14,406.5525,438.485,24.1425
2,21.25,0.07,23.59,1.73,3.9125,0.3375,-1.555,-12.625,0.5425,-4.1125,24.54,24.6775,72.8725,98.55,385.36,5.425,-24.26,-3.0825,-1.4775,0.2525,-0.1325,406.91,438.03,24.365
2,21.75,0.09,23.44,1.69,2.37,0.905,-2.68,-12.235,0.4575,-4.32,24.56,24.685,75.30375,98.59,388.35,5.0375,-22.8,-3.05,-1.46,0.27,-0.115,408.5575,437.985,24.43
2,22.25,0.08,23.28,1.755,4.51,1.55,-1.71,-14.93,0.61,-4.47,24.565,24.695,76.39,98.61,389.93,5.11,-20.4575,-2.935,-1.4075,0.295,-0.09,410.26,437.2375,24.2
2,22.75,0.09,23.02,1.75,5.25,0.78,0.135,-11.55,-0.1325,-4.63,24.575,24.695,73.4445,98.6,392.305,5.3425,-18.265,-2.88,-1.38,0.29,-0.1225,411.0525,435.7625,23.685
2,23.25,0.08,22.905,1.57,6.33,0.89,-0.3025,-10.75,-0.5575,-4.715,24.575,24.695,74.38,98.59,393.155,5.32,-15.995,-2.4225,-1.16,0.29,-0.11,411.215,435.4275,23.73
2,23.75,0.08,22.835,1.84,3.3175,0.995,-1.02,-11.98,-0.335,-4.7,24.575,24.69,83.73225,98.56,394.15,1.5925,-16.76,-2.6025,-1.2475,0.315,-0.1,411.955,435.0775,25.725
3,0.25,0.08,22.9475,1.57,4.9925,0.86,0.12,-14.1125,-0.62,-5.605,24.865,24.93,84.366,98.5575,394.385,1.535,-21.07,-2.77,-1.33,0.39,-0.075,409.31,434.64,25.06
3,0.75,0.08,22.79,1.64,3.98,1.7475,-2.2025,-16.73,-0.08,-5.665,24.855,24.925,79.599,98.4925,397.19,3.1925,-20.53,-2.835,-1.36,0.42,-0.1025,408.16,434.44,24.115
3,1.25,0.0975,22.6925,1.46,3.735,1.59,-1.92,-13.13,-0.485,-5.72,24.845,24.92,81.027,98.48,397.13,2.81,-16.18,-2.465,-1.185,0.44,-0.0525,411.37,433.52,24.1025
3,1.75,0.0925,22.6375,1.545,2.1,1.9575,-4.4825,-14.9775,-0.25,-5.75,24.84,24.92,80.4655,98.47,398.645,2.7275,-17.81,-2.4,-1.155,0.48,-0.07,410.11,433.63,24.18
3,2.25,0.0775,22.69,1.4,3.2175,1.24,-4.2225,-13.3825,-0.43,-5.86,24.84,24.905,81.64325,98.45,401.23,2.165,-17.62,-2.345,-1.1275,0.4725,-0.07,411.115,433.8025,24.07
3,2.75,0.1025,22.63,1.515,4.78,1.9075,-2.75,-13.2875,-0.6925,-5.775,24.83,24.895,81.827,98.4475,403.995,2.22,-16.795,-2.2775,-1.09,0.5,-0.06,408.66,433.17,24.23
3,3.25,0.1025,22.615,1.675,2.83,2.52,-4.265,-13.49,0.03,-5.74,24.82,24.885,81.6135,98.44,404.685,2.4775,-15.825,-2.115,-1.01,0.54,-0.065,411.4075,432.725,24.12
3,3.75,0.12,22.56,1.485,4.6,2.76,-2.35,-14.18,-0.7525,-5.69,24.8,24.875,81.5195,98.45,405.15,2.53,-15.2725,-2.1525,-1.035,0.57,-0.0575,413.7225,432.755,24.09
3,4.25,0.1,22.535,1.54,4.8,2.76,-3.365,-13.86,-0.95,-5.825,24.78,24.865,82.0155,98.4625,405.8,1.935,-13.7925,-2.12,-1.015,0.5975,-0.06,410.195,432.415,24.06
3,4.75,0.1225,22.49,1.635,3.705,2.1975,-2.53,-14.2225,-0.465,-5.765,24.76,24.85,81.3025,98.48,408.63,2.49,-14.59,-1.99,-0.95,0.6675,-0.025,409.0225,432.82,23.96
3,5.25,0.12,22.405,1.66,4.8675,3.9375,-1.945,-14.76,-0.175,-5.825,24.755,24.84,81.924,98.5,411.18,1.9825,-15.1725,-1.96,-0.94,0.7375,-0.0375,407.705,432.4125,23.95
3,5.75,0.13,22.3725,1.575,3.1175,2.46,-2.87,-13.915,-0.575,-5.855,24.745,24.83,82.0375,98.53,413,2.3325,-9.7575,4.52,2.17,0.9825,0.315,409.2825,432.4675,23.99
3,6.25,0.1275,22.31,1.74,0.225,3.145,-9.4375,-12.2575,-0.405,-5.93,24.74,24.82,82.59775,98.56,413.4425,1.3775,7.8525,48.09,23.05,2.3725,2.885,410.9,433.135,24.07
3,6.75,0.18,22.42,1.6425,-3.69,4.815,-12.59,-8.9525,6.2,-5.57,24.72,24.805,82.4795,98.61,414.9275,1.7675,32.64,123.15,59.03,4.0675,7.5,412.9075,434.475,24.18
3,7.25,0.2375,22.5275,1.53,-15.2075,2.16,-23.2075,-4.67,32.2075,-5.08,24.71,24.8,81.44425,98.6525,413.3875,1.82,62.9,217.1825,104.095,6.235,12.835,417.2575,436.29,24.39
3,7.75,0.31,22.75,1.74,-14.5225,-2.4625,-18.67,-0.365,59.945,-4.495,24.695,24.795,79.699,98.6925,407.8175,2.295,102.075,317.13,152.01,8.35,17.325,418.425,438.85,24.44
3,8.25,0.37,23.22,1.67,-24.7425,-7.2425,-19.77,15.58,101.235,-3.56,24.685,24.78,78.11,98.73,403.15,3.85,152.055,439.9875,210.895,10.635,23.03,424.89,442.3425,24.45
3,8.75,0.3625,23.73,1.745,-23.54,-12.8175,-15.64,21.89,119.555,-2.55,24.68,24.76,75.81325,98.77,398.05,4.535,184.8675,546.765,262.07275,12.8225,30.295,430.225,444.8725,24.53
3,9.25,0.43,24.2175,1.8,-26.54,-16.985,-12.82,31.74,157.4275,-1.54,24.67,24.75,73.9815,98.78,393.21,5.26,235.4575,628.4825,301.2475,14.83,30.225,433.4975,448.795,24.5525
3,9.75,0.44,24.6225,1.8525,-26.645,-16.4795,-12.35,42.1225,169.4975,-0.355,24.665,24.725,70.6795,98.79,389.38,6.015,266.03075,779.2975,373.535,17.73,40.54,434.92,452.4625,24.365
3,10.25,0.44,24.8475,1.88,-26.42,-19.7425,-9.19,57.37,214.9725,0.835,24.655,24.705,68.73375,98.7775,385.11,7.375,305.97,854.21,409.44,18.68,43.31,438.98,454.6175,24.25
3,10.75,0.43,25.265,1.915,-24.615,-19.38,-6.67,53.26,200.25,2.155,24.65,24.6925,64.95,98.75,380.49,9.7,293.38,837.6625,401.5075,19.38,46.3325,440.91,456.57,23.97
3,11.25,0.42,25.63,1.76,-25.59,-21.005,-5.985,64.11,235.25,2.325,24.65,24.68,63.1125,98.71,377.43,9.455,341.5425,961.6625,460.9425,20.44,54.45,441.145,460.475,23.92
3,11.75,0.395,25.86,1.64,-24.49,-21.01,-4.3225,52.47,260.61,3.38,24.6425,24.6925,68.515,98.67,373.64,8.34,299.2225,881.42,422.48,20.6775,54.895,439.94,461.6325,25.085
3,12.25,0.38,25.81,1.5,-21.66,-18.985,-3.4475,48.19,218.5075,3.72,24.625,24.67,67.881,98.6,372.29,8.47,323.16,866.685,415.415,20.2175,46.12,441.96,458.085,25.1425
3,12.75,0.37,25.66,1.59,-21.09,-19.78,-3.02,49.185,197.03,4.12,24.635,24.675,62.2505,98.55,370.98,9.81,258.335,733.7975,351.72,17.9275,41.965,439.42,459.5725,24.14
3,13.25,0.36,25.75,1.35,-18.36,-17.04,-1.925,46.075,222.495,4.245,24.645,24.675,62.314,98.4775,369.9075,9.76,241.58,677.36,324.67,18.28,41.435,437.18,459.0425,24.32
3,13.75,0.3575,25.73,1.45,-16.0975,-14.7475,-2.06,24.82,207.345,3.94,24.64,24.675,61.73275,98.4275,370.4175,8.6225,187.68,519.615,249.06,14.51,30.97,436.655,453.65,23.935
3,14.25,0.3,25.465,1.4175,-14.125,-12.5675,-1.745,16.005,168.57,3.905,24.655,24.71,60.5575,98.37,370.0675,7.96,141.77,434.45,208.24,10.9925,24.705,434.035,454.17,23.945
3,14.75,0.305,25.19,1.345,-10.98,-12.2625,-0.685,26.27,150.015,2.285,24.665,24.71,62.6075,98.33,370.185,8.49,95.88,321.525,154.11,8.05,19.36,432.6,449.03,24.105
