DOY2,HR2,SLE,USTAR,H,SH,V_SIGMA,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.596401512769929,1.17765218282601,-1.66631026227973,3.03331281566311,3.49713359934651,4.2138335027643,421.095785736557,4.11894491103067,12.2918446324449,417.679212428676,4.96256524354757,4.29274530247544,421.499896822885,4.20660610100309,4.2933486382952,421.327998445428,4.1556280764188,19.6022494945428,-1.72264938755317,0.803391704806327,20.695,17.65575,10.0955,-1.32138,-2.298375,-2.020075,-2.1593625,-3.27006,66.81996,88.36125,4.131385,-4.07075,-4.11325,-1.7125,1.6,-0.221,3.4,-0.33,0.305499999999999,276.725,291.075,320.2125,308.8125,0.37125,0.17,0.22,0.03,0.48125,0.18125,0.23,0.34,-4.205375,-3.4905,-3.1715,-2.740625,-2.262375,-1.26535,-0.2135,1.040625,0.933875,-2.3209,-1.731825,-1.624825,-1.0992,-0.53175,0.096425,0.506075,1.17535,1.688325,-1.143375,-1.03995,-0.82625,-0.45525,-0.201,0.49455,0.6204,1.3052,1.6505,-3.8243,-3.5648,-2.856875,-2.544125,-1.89715,0.236,0.87815,1.17775,-3.68725,-3.44075,-2.750625,-2.180625,-1.94425,-0.452,0.048,1.14205,1.93775,-0.55495,-1.502125,-1.08375,2.6655
1,0.75,0.589622264327662,1.15724435595993,-3.00580741362867,3.23535861639187,3.50349743534621,4.21091055737025,421.456818008389,4.13562869842372,12.3234876910361,417.882740376117,4.60733015577149,4.26199168300661,421.866432276911,4.21757440407994,4.21471345916411,421.27911733272,4.16924097730584,20.2479336310036,-1.54922208880265,0.726260182984833,20.6575,17.82475,10.10225,-2.2494,-2.209125,-1.99334,-2.0826075,-3.2304275,66.80077,87.47875,3.8555,-4.3035,-4.37025,-1.7175,1.5,-0.19,3.2125,-0.31,0.59125,275.8125,289.9375,320.2125,308.8125,0.37,0.16125,0.21,0.04,0.48,0.17,0.22125,0.34,-4.332625,-3.538625,-3.18825,-2.74275,-2.25875,-1.26405,-0.214375,1.037625,0.933,-2.346975,-1.742025,-1.629775,-1.09825,-0.53145,0.095425,0.506075,1.174925,1.6878,-1.144375,-1.0404,-0.82525,-0.4545,-0.2007,0.49425,0.620675,1.3044,1.6505,-3.8115,-3.56455,-2.870125,-2.55075,-1.897,0.235,0.87815,1.1776,-3.681625,-3.436,-2.759875,-2.183125,-1.9385,-0.453875,0.047875,1.1419,1.93775,-0.62835,-1.6031,-0.931250000000001,2.24925
1,1.25,0.886119546648768,1.25907570345045,-2.40977757149556,2.72950821642204,3.26848732449722,4.22365532275221,421.497846087706,4.03663857309644,11.6120230460538,418.010523164568,4.97196485906382,4.36309092060235,422.44313539601,4.14817579063771,4.43076449351827,421.862627954708,4.13090875183045,20.5694843679001,-1.70493491698101,0.646921998562421,20.332,17.145,10.248,-1.808135,-2.009875,-2.01215,-2.1784125,-3.23572,66.6902195,88.0575,4.16253,-4.46225,-4.65825,-1.67875,1.4125,-0.1755,3.3,-0.33,0.555,276.275,290.4,320.2125,308.8,0.37,0.16,0.21475,0.03,0.48,0.17,0.22125,0.34125,-4.333,-3.55575,-3.20375,-2.743875,-2.256,-1.264625,-0.2155,1.036875,0.932875,-2.374625,-1.753375,-1.6362,-1.098125,-0.5318,0.09485,0.50565,1.17435,1.687325,-1.146925,-1.04005,-0.823,-0.4535,-0.200425,0.49345,0.620125,1.3041,1.64975,-3.8084,-3.5643,-2.8735,-2.557125,-1.89785,0.23485,0.87815,1.17675,-3.676,-3.430375,-2.770875,-2.18775,-1.93525,-0.456375,0.04775,1.140375,1.93675,-0.712975,-1.51725,-1.024325,1.755
1,1.75,0.592518396272031,1.29766181354299,-4.80516771369393,3.09565422672701,3.39353321158424,4.55564733179364,422.380952349835,4.07188415474849,11.2212292640958,417.913357856459,5.04668712976966,4.4837557664599,422.262841430979,4.64172477394872,4.68105052443736,422.476277066292,4.08952060158442,20.3549742430119,-1.59204333714794,0.68230301594121,21.20575,17.935,10.649,-1.32669,-2.30675,-2.143475,-2.190145,-3.323025,66.70278625,87.14375,4.3399,-4.501,-4.6655,-1.67125,1.4,-0.223,3.2,-0.34,0.60625,273.7875,289.5875,320.2125,308.725,0.37,0.17,0.2,0.03,0.48,0.17125,0.22125,0.34,-4.38175,-3.585875,-3.222875,-2.7465,-2.25325,-1.263375,-0.2165,1.037,0.932875,-2.401275,-1.766875,-1.6484,-1.097825,-0.5315,0.09485,0.505225,1.173925,1.6868,-1.1472,-1.040325,-0.82225,-0.45275,-0.1997,0.49345,0.61985,1.3038,1.6491,-3.82345,-3.5652,-2.861375,-2.56275,-1.90125,0.234,0.8773,1.1766,-3.670375,-3.425625,-2.782625,-2.192375,-1.93325,-0.465875,0.04675,1.1409,1.93675,-0.88,-1.53905,-1.118775,1.961
1,2.25,0.716467040167333,1.14540563482485,-5.70981932608383,3.27601679891977,3.45218142121409,4.28689938280417,422.050224533458,4.1406135537509,11.5388143183143,417.829411098588,5.07759747369544,4.61168101856065,422.470493542965,4.28357639983567,4.22550202289826,422.216597224007,4.30116705361665,19.7321789481009,-1.32850702868299,0.767932218997365,21.217,18.355,10.76875,-0.744830000000002,-1.796875,-1.7894075,-1.937775,-2.936505,66.731394,86.89375,4.255935,-4.6255,-4.878,-1.6625,1.7125,-0.2525,3.425,-0.33875,0.7875,272.75,289.9375,320.2125,308.725,0.37125,0.16,0.20475,0.0347499999999999,0.48,0.1625,0.22125,0.34,-4.41,-3.62275,-3.244,-2.74875,-2.250375,-1.262125,-0.2165,1.036625,0.931875,-2.4164,-1.7739,-1.65005,-1.10095,-0.5312,0.09435,0.5051,1.1739,1.687,-1.14715,-1.03995,-0.822,-0.45175,-0.19975,0.49345,0.6195,1.3032,1.65,-3.841,-3.5661,-2.840125,-2.568375,-1.9015,0.234,0.8773,1.1766,-3.66575,-3.420875,-2.7955,-2.197375,-1.93225,-0.460875,0.0462999999999998,1.13925,1.93665,-0.6926,-1.5116,-1.079,-1.085
1,2.75,0.911257928278462,1.31919825094034,-3.75860025748201,2.89443473027998,3.68776816111049,4.40853752655188,422.351184893126,4.20649490663414,11.349429821507,417.81794177929,5.17982949619937,4.5008749454138,422.420409531798,4.30967904222251,4.60670047581345,422.290017492838,4.20639812726953,20.8939932737507,-1.35682314909078,0.838411956917921,20.94,18.148,10.408,-3.5479775,-1.735875,-1.719325,-1.879995,-2.857145,66.7980155,87.83,4.20163,-4.7085,-4.855,-1.65,1.925,-0.20575,3.525,-0.31875,0.445,273.55,288.325,320.2125,308.6375,0.37,0.16,0.22,0.03,0.48,0.1625,0.22125,0.34125,-4.456375,-3.659375,-3.266,-2.751875,-2.248375,-1.260875,-0.217625,1.035875,0.931,-2.41855,-1.7809,-1.649225,-1.103075,-0.530725,0.0939,0.50465,1.17345,1.6865,-1.146775,-1.03925,-0.82075,-0.45075,-0.199,0.4931,0.61885,1.3022,1.648625,-3.8553,-3.568,-2.859125,-2.574625,-1.9025,0.233,0.87615,1.1766,-3.636625,-3.415375,-2.809875,-2.209125,-1.93125,-0.4595,0.045625,1.13925,1.93575,-0.779925,-1.5743,-0.938625,1.72749999999999
1,3.25,2.02151995855081,1.25319842198847,-6.73577783620574,5.51393798480356,3.31701654964207,4.47832864014748,421.292764847494,4.19637495592128,9.5073273993682,417.813195870326,5.43455789433038,4.63642318246029,421.505783455717,4.35465817207569,4.48745951770765,421.689058737553,4.35734284734435,20.8933422040836,-1.4400229683885,0.831682778268322,20.949,18.46075,10.424,-3.3854325,-1.74375,-1.68066,-1.647275,-2.938095,66.78434,88.175,4.12519,-4.08725,-4.28775,-1.6375,1.6375,-0.2965,3.3125,-0.30625,0.5275,274.5375,291.7125,320.125,308.55,0.36125,0.16125,0.2,0.03,0.48,0.17,0.23,0.34,-4.4775,-3.683,-3.2855,-2.753875,-2.247125,-1.2605,-0.218625,1.034875,0.931,-2.41935,-1.7948,-1.66225,-1.105025,-0.530425,0.0939,0.5042,1.1729,1.687,-1.1464,-1.03955,-0.82025,-0.44975,-0.199,0.492275,0.61885,1.3025,1.6488,-3.8658,-3.57395,-2.9225,-2.581875,-1.9035,0.23285,0.87615,1.1756,-3.5865,-3.410625,-2.8095,-2.2255,-1.931,-0.460125,0.045625,1.13825,1.93575,-0.8949,-1.5275,-1.0409,2.0075
1,3.75,0.67686523156345,1.28452229962457,-8.89197750042568,4.62745343590458,3.29523901843714,3.96633865858773,422.097217480546,4.21543274921663,11.0260211554582,416.807219509614,5.42970574197298,4.13737131390829,422.312531623932,4.37079994685676,4.08123599723141,421.768665569185,4.14609739262274,20.9491867909688,-1.54318031098004,0.670378180121129,20.351,17.425,10.459,-3.5504625,-1.66575,-1.5149125,-2.0742,-3.0155725,66.7809965,87.63875,4.18781,-3.73575,-3.9215,-1.62375,1.5125,-0.211000000000001,3.3125,-0.3175,0.58125,270.75,292.125,320.025,308.55,0.36125,0.16125,0.2,0.03,0.48,0.17,0.2225,0.34,-4.495125,-3.6975,-3.33025,-2.755875,-2.24425,-1.26125,-0.218875,1.0353,0.930125,-2.41695,-1.80165,-1.65795,-1.1078,-0.529125,0.0939,0.50365,1.1729,1.6875,-1.14635,-1.039175,-0.82,-0.4495,-0.19875,0.492625,0.6188,1.3028,1.6478,-3.8608,-3.5802,-2.961875,-2.58525,-1.89935,0.232,0.8753,1.1756,-3.563625,-3.406,-2.80575,-2.236625,-1.93225,-0.462875,0.044625,1.13825,1.93475,-0.949825000000001,-1.48315,-1.188175,2.2765
1,4.25,0.911375922310364,1.28185184310305,-12.8725446911967,3.67714021499923,3.35278603165957,4.74691799383523,422.255680624464,4.43876381844509,9.1952079191235,416.95799268532,5.26198098806279,4.82904778086753,422.235383445627,4.59292118085983,4.96058305639077,422.356109807319,4.30407169226132,21.4472782153196,-1.79036449178057,0.800838606237868,20.809,17.99,10.41,-3.4612375,-2.016125,-1.86926,-2.19432,-3.07616,66.7635985,87.45625,4.12099,-3.68275,-3.81675,-1.62875,1.5,-0.26725,3.3,-0.405,1.10625,271.65,292.1625,319.9375,308.4625,0.3615,0.16,0.22475,0.0347499999999999,0.48,0.16,0.23125,0.34,-4.3085,-3.74175,-3.375875,-2.758625,-2.242875,-1.26115,-0.22,1.03465,0.930125,-2.4018,-1.80245,-1.650525,-1.108925,-0.528825,0.09335,0.5032,1.1719,1.6875,-1.148025,-1.0398,-0.82,-0.44825,-0.1985,0.49245,0.6185,1.3025,1.6468,-3.86175,-3.5873,-2.991,-2.59225,-1.90045,0.23185,0.8753,1.17545,-3.566625,-3.40125,-2.801875,-2.2355,-1.93325,-0.465875,0.043625,1.13725,1.934125,-0.925100000000001,-1.529575,-1.247475,1.68525
1,4.75,0.450231264401954,1.29968140386886,-7.02449716678555,4.1517537962985,3.62765525673924,4.1563848613017,420.885838126068,4.65702464005212,8.87017767291508,417.612342372436,5.28753033993934,4.29900554153313,421.161393608945,4.73187927442491,4.25635838879102,421.424397408275,4.54675486614024,20.9164533893589,-1.62639785227541,0.702949309793263,21.167,17.945,10.35,-3.9102,-2.2175,-1.8871,-2.21162,-3.2659275,66.7679545,87.13375,3.995735,-3.97375,-4.09875,-1.6325,1.6125,-0.276,3.3125,-0.375,0.68,273.0125,291.7,319.9375,308.4625,0.36125,0.16125,0.2295,0.03,0.48,0.15125,0.23125,0.34,-4.24025,-3.777125,-3.417625,-2.76125,-2.241625,-1.262,-0.22275,1.03365,0.929,-2.38765,-1.8016,-1.656475,-1.110875,-0.52965,0.0928,0.5032,1.17145,1.6865,-1.149725,-1.04045,-0.82025,-0.44825,-0.19775,0.492625,0.61785,1.3013,1.64615,-3.86795,-3.59525,-3.008,-2.6045,-1.907875,0.231,0.8743,1.17545,-3.5965,-3.397125,-2.798125,-2.2335,-1.9345,-0.467375,0.0435,1.13725,1.93375,-0.9093,-1.6014,-1.2333,2.958
