DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1,CH4,FCH4,SCH4
1,8.75,405.334,2.716675391,-1.68783,-0.354141,13.6809,0.327537536,19.9165,2.20466,50.8872,1.752035,101.7795,90.283,13.9405,16.47585,0.4833066885,1.13659,419.52,101.2505,183.15895,35.87795,347.4722,386.8865,-0.07965,0.2578415,0.643780145,0.5737425,0.2863670785,1.73716,-3.165695,-12.5229,-11.1251,-11.6606,16.049,16.148035,1879.02,8.55707,0.674171
1,9.25,399.528,2.094155511,-3.60476,-0.3075785,13.9367,0.354017669,40.26935,2.51724,80.91185,0.572165,101.798,83.5,15.305,17.18595,0.500990412,2.55725,578.8132,171.168,286.23865,54.08995,349.25015,392.58075,-0.1042,0.293608,0.7235211105,0.655405766,0.326874,1.97284,0.5974595,-11.5785,-11.089,-10.54531,16.088,16.142,1894.45,17.6904,0.893675
1,9.75,393.9865,2.159204018,-5.96786,-0.180491,14.0767,0.359084585,72.384,2.39659,97.8906,0.183176,101.818,77.375,16.6185,18.553,0.579690435,4.41358,829.6393,251.809,402.071,71.6777,347.9769,405.3419,-0.127,0.322186,0.807397,0.78273,0.373214416,2.20671,4.998014,-9.281792,-9.81205,-9.373315,16.202,16.165,1897.69,28.5585,0.777857
1,10.25,392.9635,2.230334854,-7.650875,-0.10312,14.2492,0.338191356,104.758,2.06703,108.064,0.136483,101.819,71.7225,17.6575,19.704,0.625242353,6.19746,995.505,312.074,472.272,81.0062,349.39,414.488,-0.144,0.341405,0.866835048,0.913969,0.40095511,2.28916,11.196,-6.418206,-7.79397,-8.0147,16.3863,16.195,1903.845,37.78475,0.668214
1,10.75,392.089,2.412625183,-8.823895,-0.0553,14.01475,0.356036304,131.524,1.72346,120.8585,-0.048,101.807,67.350565,18.5165,20.7509,0.6718012535,7.38288,1161.84,359.8343,535.097,92.7096,349.9878,421.745,-0.168267,0.3723205,0.969883025,0.9747470335,0.4211335245,2.478055,18.25072,-2.95286,-6.25411,-6.300159,16.57465,16.247,1915.28,46.3993,0.503262
1,11.25,391.7355,2.5707711105,-9.67853,-0.03595,14.5177,0.376791545,147.9095,1.362915,133.594,-0.06035,101.8095,64.052715,19.4,21.5393,0.7173053145,8.600415,1241.62,409.3521,603.549,99.1848,351.0139,430.5076,-0.1686195,0.3718995,0.9897135,1.06243122,0.4113920585,2.516845,24.88759,0.3303437,-4.85175,-4.139402,16.867,16.40107,1918.775,55.24045,0.524838
1,11.75,390.783,2.688966385,-10.4682,-0.00568,14.4778,0.382028404,163.765,1.26558,139.206,-0.00474,101.779,61.5021,20.108,22.35325,0.7663812545,9.46798,1316.8106,441.957,654.036,106.1471,355.53,435.057,-0.169149,0.373451,0.999741257,1.076265319,0.4294325,2.5922393255,31.6772,4.30487,-2.12101,-2.030575,17.218,16.564,1924.32,55.521,0.384917
1,12.25,389.316,2.756688746,-10.5097,0.000415,14.1593,0.4113256285,167.839,0.9949085,145.753,-0.0688,101.734,59.60636,20.7,23.009,0.805272,10.3007,1360.5229,471.6117,683.714,109.9746,352.8895,440.977,-0.182567,0.391026,1.08205,1.07514,0.438853,2.52097,36.2179,6.70277,0.401893,0.1661093,17.582,16.73071,1935.665,62.98225,0.325603
1,12.75,390.075,2.760864492,-10.5579,-0.006285,14.36925,0.420173108,165.7235,0.812768,146.311,-0.1364315,101.665,58.23,21.369,23.6295,0.8273295,10.8505,1316.6183,471.701,687.963,108.666,359.2368,443.906,-0.1780545,0.38693,1.068495,1.08109944,0.4279940085,2.483875,40.151,8.815022,3.3796,3.013333,17.974,16.941,1939.92,61.2837,0.17789
1,13.25,389.991,2.697499525,-9.66362,0.00662,14.1486,0.415850625,155.046,0.6472885,142.399,-0.243985,101.631,56.4027,21.67,23.8655,0.808786746,11.7898,1284.265,456.199,654.492,101.859,363.3802,444.3392,-0.179307,0.386276,1.048036259,1.12031,0.420417,2.45632,41.7056,10.2535,5.22049,5.1623835,18.375,17.09908,1939.815,59.30195,0.1379485
1,13.75,390.6775,2.573022502,-9.313695,0.00367,13.8542,0.412220865,141.927,0.5179075,142.455,-0.2953885,101.578,55.033945,22.1765,23.916,0.748946594,12.3558,1206.6712,430.8659,627.653,98.85885,364.763,446.2917,-0.168945,0.375786,1.07913,1.05996,0.432107626,2.52557,43.025925,11.552915,6.502605,6.281605,18.786,17.43822,1942.43,47.8997,0.06775
1,14.25,389.546,2.450585702,-8.49753,0.008295,14.2637,0.4263043735,127.6705,0.4576,134.4675,-0.189791,101.564,54.9675,22.396,24.1075,0.6881744,12.62345,1099.82,397.14365,581.3805,93.82465,362.7282,445.754,-0.162151,0.3703905,1.0321622045,1.03281,0.4194963,2.421313366,42.0384,13.612425,6.8625805,7.43304,19.127,17.62905,1944.7,48.1428,0.117362
1,14.75,390.072,2.238953659,-7.83715,-0.00206,13.9492,0.4074343835,107.693,0.33747,118.6375,-0.0554,101.5335,53.85765,22.5725,24.36415,0.6165449995,12.92565,1005.3127,353.066,536.09055,88.945205,359.1884,443.3075,-0.154436,0.361129,1.002605,0.972375,0.4180127605,2.4760494625,40.460525,14.58453,6.9223185,7.91855,19.268065,17.781,1945.26,37.4707,0.0345
1,15.25,387.865,2.06158875,-6.96141,0.00424,13.6786,0.362253947,85.0032,0.0683,109.353,0.04725,101.526,53.16955,22.4795,24.458,0.524837,13.2472,847.714,280.58885,437.03905,72.8265,362.3625,441.382,-0.155434,0.36135,0.971388697,0.954086,0.408037988,2.49483,36.571,14.67925,7.2293615,8.039345,19.512495,18.03916,1943.42,26.48345,-0.0345
1,15.75,389.444,1.766780896,-5.67077,0.0129,13.8657,0.3470712275,55.41045,-0.222405,95.0574,0.0181,101.519,54.72753,22.3845,24.2186,0.4045425,12.8477,670.7286,223.962,375.822,63.76578,360.886,436.0955,-0.134304,0.33371,0.928915277,0.9213154375,0.387123562,2.352416936,32.08345,14.22095,7.04651,7.31062,19.782945,18.1415,1937.4,23.5721,-0.0479
1,16.25,390.586,1.579545132,-4.06085,0.0119,13.62885,0.3301371545,24.103,-0.5070895,76.1573,-0.0745,101.511,56.09315,21.951,23.7084,0.292399415,12.45115,495.44975,141.2715,269.7934,45.03605,357.63365,429.7876,-0.114665,0.309811,0.869544896,0.8435641335,0.365924092,2.1958547035,28.01435,12.6995,6.5880955,6.61732,19.9015,18.25543,1928.99,9.8578,-0.151637
1,16.75,391.466,1.085428139,-2.307115,0.0144,13.7859,0.27474979,1.20875,-0.656124,53.8935,0.0698,101.524,57.65095,21.693,23.3338,0.241039416,11.9455,311.8656,76.1044,189.80165,30.42003,355.95195,421.7606,-0.1,0.286296,0.779691606,0.68915,0.329085,2.04214,23.521935,9.95544,5.78929,6.27972,19.939945,18.276,1928.94,5.1864,-0.145539
1,17.25,391.337,1.004964935,-0.219024,0.0548,13.6386,0.219255135,-13.94155,-1.302405,27.1987,0.4637375,101.5345,61.25335,20.798,22.2761,0.329029602,10.6484,134.159,5.376766,86.5492,12.562835,353.0319,414.3145,-0.07005,0.239051,0.666006578,0.543297106,0.2779370815,1.7314326655,19.2756,7.72176,4.976085,5.7690255,19.910825,18.3005,1916.79,-2.610375,-0.44148
1,17.75,392.81,1.962613823,1.11796,0.137425,13.6834,0.165803971,-17.6513,-2.10576,9.85484,0.160999,101.536,65.2959,19.499,21.1629,0.463016198,8.44641,26.87905,-37.4264,15.152,2.76918,349.852,401.624,-0.0322,0.162089,0.422948,0.370596816,0.19078784,1.35434,15.4617,4.97245,3.465096,4.72481,19.81665,18.37,1908.42,-5.79345,-0.5811405
1,18.25,398.856,2.12193573,1.722635,0.1656135,13.6874,0.138548015,-11.724,-2.42905,3.52501,0.0631,101.55,69.93,18.16,19.8994,0.412166229,6.13645,0.4724573,-52.1764,-0.838126,0.507204,346.065,395.057,-0.0183,0.124154,0.352546451,0.313528308,0.136014705,1.20727142,11.55926,2.04113,2.167494,3.13599,19.65017,18.26568,1905.55,-4.00845,-0.73064
1,18.75,401.1195,2.581837645,2.005625,0.151728,13.5621,0.117187125,-12.8698,-1.76498,2.5164,0.0942,101.564,75.43331,17.046,19.0411,0.370867901,4.95474,0,-52.0479,-1.32196,0.524945,343.635,386.5263,-0.012,0.0989,0.316479,0.312235,0.105895,1.09084,7.483695,-0.2170983,0.6993881,1.302902,19.45625,18.11471,1902.94,-3.96519,-0.503094
1,19.25,404.491,2.602773547,2.25031,0.0642,13.5802,0.115132075,-12.9606,-1.16479,2.33946,0.0131,101.616,78.63435,16.104,18.0465,0.3760455,3.970265,0,-49.8036,-0.864872,0.601882,340.706,381.97,-0.01755,0.11942,0.358107974,0.3353053185,0.1222950285,1.15585,4.08716,-2.37151,-0.7648233,-0.6614408,19.20945,17.95182,1896.84,-5.20926,-0.342978
1,19.75,407.531,2.5159129965,2.27765,0.0621,13.68115,0.122932461,-11.3321,-1.0094465,1.32506,-0.176556,101.597,80.2929,15.6455,17.835,0.32776345,3.200435,0,-48.0777,-0.7631059,0.70751095,343.6565,381.38325,-0.01695,0.118932,0.3767335,0.308892834,0.1317181685,1.14882,1.749515,-4.186195,-2.5556725,-2.14791,18.9105,17.682345,1896.735,-4.750875,-0.3024475
1,20.25,407.0605,2.922494241,2.328715,-0.008995,13.6424,0.131922678,-11.0715,-0.786169,1.16182,-0.135121,101.601,83.1,15.33,17.623,0.298337,2.63197,0,-46.96945,-0.6499071,0.83331,344.877,379.2255,-0.0187,0.125122,0.336864,0.286302,0.118901,1.083897892,0.48567,-5.746695,-3.7793385,-3.6989885,18.7145,17.55588,1893.675,-3.128785,-0.155241
1,20.75,408.7865,2.894801246,2.22441,0.0162,13.5758,0.112898541,-9.56151,-0.739095,1.06891,-0.1303015,101.638,85.1392,15.234,17.50135,0.3116475,2.42174,0,-48.57175,-0.9517055,0.853677,341.3635,379.33855,-0.01705,0.119389,0.339765097,0.3248002895,0.125472271,1.09062,-1.13200495,-6.96412,-4.88599,-4.6472,18.48138,17.505,1890.49,-2.16792,-0.242446
1,21.25,412.065,2.963755424,2.19667,0.054,13.5489,0.125126285,-9.39094,-0.72723,1.483105,-0.277743,101.6535,86.475,14.7035,17.06475,0.2917065795,2.009535,0,-48.2477,-0.8653995,0.846622,339.04425,378.93865,-0.02055,0.1289035,0.3307896355,0.2989085135,0.1162221845,1.06292,-2.025395,-7.6616245,-5.5011395,-5.538406,18.31493,17.419415,1886.255,-2.83006,-0.1717735
1,21.75,409.545,2.576566063,2.36777,0.009335,13.5234,0.104264767,-10.2107,-0.53052,0.648957,-0.0222,101.662,87.12885,14.8065,17.183,0.285631,1.84371,0,-48.24055,-0.8475009,0.9099906,339.2095,378.2259,-0.017,0.118779,0.370669,0.290344623,0.136747943,1.084602884,-2.93841,-8.6015155,-6.418363,-6.1409015,18.08516,17.32903,1886.05,-2.93891,-0.1422255
1,22.25,409.0795,2.818557938,2.28754,0.00761,13.46765,0.10646251,-9.391045,-0.522264,0.753327,-0.1751315,101.654,88.8152,14.239,17.3167,0.28204586,1.65629,0,-48.15675,-0.77072135,0.8480655,338.7115,377.27115,-0.0184,0.1223205,0.3443005,0.307343068,0.135674,1.15035,-3.9490075,-9.07683,-7.159284,-6.6384755,17.939035,17.206775,1886.84,-2.22325,-0.1490795
1,22.75,409.365,2.298530881,2.17073,0.00857,13.3719,0.111776273,-10.6431,-0.455743,0.6067815,-0.210342,101.673,90.4315,13.907,16.7109,0.2825772985,1.50806,0,-43.68785,-0.83769195,0.852951,337.8,377.9415,-0.01945,0.126201,0.3371260625,0.3142143715,0.144207046,1.14388,-4.174588,-10.06845,-7.87589,-7.5262775,17.747725,17.105915,1890.04,-2.32293,-0.132854
1,23.25,410.067,2.795676945,2.14518,0.0163,13.07095,0.1172905505,-9.60414,-0.474948,0.0677,-0.200547,101.642,91.400705,13.859,15.7585,0.263941,1.24335,0,-39.6602,-0.80462595,0.8924975,339.0155,377.35425,-0.018,0.122081,0.314681,0.306373,0.137424,1.11657,-4.326205,-10.56255,-8.2509275,-7.9630375,17.650705,17.057135,1877.2,-1.7572,-0.139351
1,23.75,413.157,3.002033179,2.048205,0.0752,13.473,0.120758022,-8.47657,-0.29127,0.1240785,-0.355886,101.626,89.53934,14.06,15.7205,0.257099203,1.649195,0,-40.5341,-1.627159,0.93897755,338.97255,375.18225,-0.0167,0.123641,0.32769498,0.311769145,0.124275,1.07743,-6.425907,-11.758,-8.905054,-8.1153335,17.8705,17.29858,1881.04,-1.92164,-0.192677
2,0.25,413.7915,3.439754204,2.14712,-0.0172,17.7725,0.117297847,-7.89303,-0.5432575,-2.0793,-0.188748,101.766,93,17.2895,19.951,0.265591,1.15254,0.0113,-41.7895,-1.58018,0.775756,354.724,391.165,-0.0185,0.125028,0.333847271,0.29255,0.129614814,1.03665,-4.71024,-9.18216,-5.6864,-5.122825,19.9415,19.131875,2003.705,-0.0961455,-0.051
2,0.75,413.491,3.817788724,2.348365,0.0556,17.58525,0.140040947,-7.85744,-0.409273,-2.14583,-0.229817,101.758,94.06239,16.83,19.423,0.266889,1.006715,0.0154,-37.8118,-1.68165,0.824562,355.178,389.374,-0.0141,0.1084255,0.3356793265,0.293758952,0.110268256,1.036726728,-4.940841,-9.42411,-6.02016,-5.4522225,19.83401,19.041715,2004.625,-0.0765,-0.1321295
2,1.25,416.369,3.3603384505,2.19156,0.00911,17.3518,0.1222080615,-7.552475,-0.406042,-1.59704,-0.209171,101.7525,94.5304,16.75,19.37475,0.248897549,0.8825775,0.0152,-33.2158,-1.47253,0.770987,356.591,388.8865,-0.0147,0.110122,0.317716,0.300333102,0.1146990425,1.044865,-5.0739,-9.75923,-6.397015,-5.73676,19.757245,18.90896,2015.23,0.490597,0.108585
2,1.75,414.258,3.455781073,2.42575,0.022,17.2881,0.140633427,-6.927285,-0.279568,-2.26667,-0.125447,101.738,95.4183,16.47,19.1912,0.2356221045,0.8253765,0.0123,-30.81395,-1.388845,0.791626,359.75875,388.3247,-0.014,0.1090345,0.322078728,0.2965666875,0.109229526,1.066285,-5.765485,-10.1982,-6.887065,-5.98487,19.695,18.77516,2034.34,0.999823,-0.079265
2,2.25,417.1185,3.417165255,2.16434,-0.00422,17.1216,0.1428402565,-6.08276,-0.2830255,-1.31567,-0.16601,101.721,96.0021,16.46,19.018,0.228767,0.761857,0.0144,-29.4598,-1.54473,0.708686,358.771,386.8885,-0.0149,0.110748,0.323962,0.280891438,0.119581,1.014103725,-6.46266,-10.80915,-7.148549,-6.480282,19.60173,18.615,2022.51,-0.844727,-0.0729
2,2.75,420.0765,3.595244996,2.46972,0.0154,17.2225,0.1330856095,-6.80064,-0.203422,-2.427005,-0.0948,101.697,96.44423,16.321,18.7275,0.214242853,0.648151,0.0158,-30.574365,-1.6287055,0.7067045,358.9736,387.524,-0.0162,0.115239,0.309679,0.291376046,0.112798,1.04405,-6.7583785,-11.44705,-7.532055,-6.7671,19.408,18.51838,2041.8,-0.999391,-0.04815
2,3.25,418.1865,3.568981002,2.470375,0.00344,17.0854,0.137434369,-7.05364,-0.207505,-1.749895,-0.0323,101.667,96.8363,16.11,18.544,0.212602916,0.530925,0.0136,-27.2995,-1.5006885,0.7298275,361.21735,385.6835,-0.0156,0.112558,0.308515,0.273495887,0.117473401,0.952524,-6.6703195,-11.787,-7.798315,-6.86653,19.245,18.463,2052.28,-0.93421,0.2402665
2,3.75,419.859,3.692394858,2.5565,0.00846,16.9325,0.146294682,-6.29549,-0.174834,-2.33135,-0.0801,101.673,97.2639,16.042,18.61145,0.21023398,0.4441895,0.0134,-23.3233,-1.286432,0.70858,363.4355,385.172,-0.01445,0.109747,0.3034797735,0.2818785,0.1191519305,0.9784705,-6.730714,-11.97108,-8.088515,-7.00281,19.08,18.34598,2062.57,-1.896445,0.0533
2,4.25,417.46,3.5255282995,2.499805,-0.0114,16.5818,0.143005088,-6.05488,-0.056,-1.30329,-0.02485,101.666,97.313915,15.9115,18.449,0.19915,0.434747,0.0132,-22.5499,-1.2926265,0.71471,365.1517,385.95,-0.0178,0.120877,0.336095,0.292232784,0.127968,0.967081,-6.996805,-12.017405,-8.29457,-7.16222,19.00059,18.331,2075.68,-1.16568,0.0569
2,4.75,419.812,3.802153115,2.58695,-0.0266,16.8033,0.1538077695,-6.84498,-0.05865,-1.48636,0.0209,101.662,97.35,15.8505,18.6305,0.204939015,0.438701,0.014,-20.793835,-1.1921325,0.64893325,366.5729,385.729,-0.0169,0.117579,0.364674,0.323445513,0.127279221,0.974053,-7.331435,-11.60095,-8.599291,-7.239974,18.964,18.27311,2042.565,-0.702028,-0.238922
2,5.25,418.12,3.284793674,2.31912,0.0168,16.62985,0.136553496,-6.660845,-0.0947,-1.71433,0.004685,101.6665,97.604885,16.006,18.47365,0.2017560495,0.3939845,0.0119,-18.9337,-1.227123,0.694416,367.41315,385.733,-0.0201,0.1274855,0.345125092,0.306392,0.1415505,1.057855,-7.179545,-11.397105,-8.73048,-7.39302,18.858,18.22502,2037.985,-0.604251,0.185157
2,5.75,418.605,2.75188501,2.61155,0.0187,16.7515,0.1429177785,-7.5279,-0.0945,-1.67691,0.00777,101.673,97.8,15.905,18.558,0.196214169,0.339197,0.0146,-18.5353,-1.1711,0.6128976,367.73955,387.6838,-0.0221,0.1353,0.35349,0.312371,0.153746,1.08281,-6.538851,-11.77545,-8.963392,-7.613544,18.782,18.191,2032.36,-2.117225,-0.0897
2,6.25,424.04,2.6627736575,2.37067,0.0108,16.558,0.1547038735,-7.43367,-0.106618,-1.54985,-0.03125,101.706,97.9933,15.66,18.4285,0.208086521,0.318847,0.0132,-17.77176,-1.044685,0.64206115,368.5465,386.9395,-0.0197,0.127327,0.336227,0.295761,0.140356689,1.04522,-6.9344925,-11.70955,-8.6542475,-7.936403,18.677,18.13575,2038.51,-1.438205,0.341599
2,6.75,422.799,3.1142984495,2.487735,-0.0115,16.53655,0.145569117,-6.73032,-0.0184,-2.04816,0.0216,101.7375,97.8171,15.562,18.25355,0.196511166,0.2953915,0.189022,-16.70815,-0.315514,0.791044,369.89455,386.98145,-0.02245,0.135724,0.352355443,0.3131488715,0.1387442525,1.010905,-6.76739,-11.6962,-8.6716155,-7.971666,18.623,18.086,2040.135,-0.980898,0.0134905
2,7.25,421.002,2.6824870465,2.37301,0.03275,16.4268,0.158787786,-4.96009,0.116301,-0.734884,0.144079,101.767,97.71597,15.614,18.288,0.196468827,0.310403,22.888278,-3.447785,9.9061685,2.801453,370.54735,387.41975,-0.0248,0.143569,0.350573,0.334398,0.143874946,1.00557,-6.23102,-11.6434,-8.873807,-7.91198,18.609,18.04924,2048.4,-0.597559,0.0456
2,7.75,417.452,2.576485423,1.50664,-0.11816,17.0032,0.3077008935,0.0411,1.03535,9.7064,1.2481,101.79,97.32465,16.103,18.8692,0.303546,0.358606,124.17636,22.6774,59.031855,10.7799,371.7955,392.1945,-0.0344,0.169296,0.429667313,0.390462546,0.196214169,1.17041,-5.529175,-11.188,-8.894965,-7.89418,18.53333,17.99898,2031.71,-1.56809,-0.533633
2,8.25,410.8425,2.466110325,0.0224,-0.352957,18.1045,0.354737847,11.4296,1.950995,34.5529,2.12396,101.81,95.5006,17.133,20.033,0.419173,0.644041,299.805,80.15875,134.24695,25.7132,374.6825,400.11,-0.0612,0.223363,0.541519,0.477509162,0.243751,1.52193,-3.452542,-9.946244,-8.3751035,-7.4883,18.488,18.04,2017.11,-1.0630185,-0.3024855
2,8.75,403.125,2.587805214,-2.0597,-0.354027,18.9626,0.363607665,30.1185,2.45915,63.0384,1.7797,101.836,91.08745,18.29,21.3248,0.496705144,1.83709,520.804,145.571,235.722,45.271545,371.3837,409.3781,-0.0817,0.260714,0.619849175,0.597289712,0.29240383,1.83262,0.10820465,-7.864295,-7.5426835,-6.9905,18.511,18.102,2011.17,0.616515,-0.1425895
