DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,LW_IN,LW_OUT,VPD,CO2
1,0.25,0.538323966,0.644978036,-1.43783,0,-20.849,-0.71917,75.2761,0.085,99.2653,0.45129,-4.968245,0.0126475,-0.64894,0.565145,-5.76783,-6.4201,-7.42605,-8.651815,-6.6021225,-8.56355,229.32,249.91,0.23616,429.2955
1,0.75,0.520637066,0.410829,-2.0572147,0,-20.9486,-0.744172,75.3382,0.0931,99.327,0.39007,-4.561575,0.0164451,-0.6640805,0.5875135,-5.9618,-6.520455,-7.58169,-8.94156,-6.6781,-8.6692725,228.79,248.595,0.22349,428.6007
1,1.25,0.536046818,0.2581,-2.124285,0,-21.0452,-0.7525,75.4748,0.0917,99.3412,0.397464,-4.9077,0.0134035,-0.6644405,0.5775745,-6.14819,-6.52031,-7.658415,-9.40224,-6.9157425,-8.9996325,230.19,250.07,0.24146,429.17
1,1.75,0.4584899005,0.314928,-1.927574251,0,-20.80255,-0.753308,75.5467,0.0828,99.369,0.4148395,-4.7254,0.0130965,-0.665347,0.5988595,-6.33735,-6.5433,-7.671325,-9.43609,-7.082765,-9.1017725,232.26,249.545,0.23899,427.9735
1,2.25,0.550241886,0.3520985,-2.05512,0,-20.8241,-0.756515,75.1735,0.08845,99.38,0.402954,-4.57519,0.0116454,-0.662081,0.5833675,-6.37222,-6.61937,-7.680715,-9.461355,-7.0309475,-9.1427775,232.1,249.22,0.21708,428.405
1,2.75,0.42253097,0.2375348915,-1.853465,0,-20.97875,-0.7488845,75.7164,0.0808,99.3615,0.426764,-5.11017,0.0121763,-0.66055,0.565845,-6.360625,-6.64974,-7.6907,-9.481845,-7.0779375,-9.1048625,230.795,247.815,0.21728,430.4547
1,3.25,0.412595,0.3357626795,-1.4656879945,0,-20.80185,-0.750375,75.1325,0.088,99.38055,0.3849625,-4.81405,0.01164685,-0.67999,0.58984,-6.34462,-6.714075,-7.699885,-9.512795,-7.036285,-9.10411,231.13,247.2,0.21822,428.03
1,3.75,0.459598,0.0498037875,-2.470262031,0,-20.99865,-0.7475745,75.644,0.0849,99.44325,0.337593,-4.548315,0.011493,-0.6758955,0.607501,-6.37606,-6.68981,-7.73328,-9.497345,-7.0403075,-9.0412925,233.35,247.79,0.21791,426.996
1,4.25,0.475944,0.4410385,-1.3254624935,0,-21.2393,-0.749046,75.28975,0.096,99.38855,0.31513,-4.179385,0.0106288,-0.672888,0.606221,-6.397035,-6.768915,-7.78049,-9.46899,-7.0473925,-8.99689,234.5,248.14,0.21864,427.4354
1,4.75,0.527714397,0.451637482,-2.897569139,0,-21.18445,-0.7566045,75.202,0.0898,99.31,0.334304,-4.0914,0.0130887,-0.672467,0.574402,-6.41719,-6.7717,-7.807625,-9.458735,-7.0543975,-8.9641625,234.31,247.835,0.21126,429.19
1,5.25,0.538398131,0.175115968,-2.61349,0,-21.1321,-0.7587255,75.4492,0.0858,99.38765,0.3976285,-4.19192,0.0110248,-0.672435,0.557635,-6.404125,-6.82222,-7.83847,-9.42195,-7.0485175,-8.9316975,237.23,248.135,0.22821,426.9
1,5.75,0.4764667045,0.3169643255,-2.0621,0,-20.81475,-0.7558535,75.4887,0.0913,99.33535,0.3831675,-4.48753,0.0118273,-0.6613315,0.60236,-6.413635,-6.851705,-7.879415,-9.40647,-7.087635,-8.88643615,234.17,245.245,0.22235,427.87
1,6.25,0.4787762565,0.3555351305,-2.78656,0,-21.0733,-0.754371,75.0699,0.0845,99.3235,0.4018485,-4.57654,0.010736,-0.656319,0.6126,-6.39583,-6.84553,-7.88107,-9.39391,-7.102955,-8.8354725,236.38,243.49,0.23008,427.79
1,6.75,0.5234350555,0.2647,-3.238612764,0,-20.90705,-0.7502075,74.7393,0.0941,99.2848,0.344441,-4.038,0.0116717,-0.6590735,0.61737,-6.39836,-6.826235,-7.924885,-9.462335,-7.1405725,-8.80741,235.76,241.175,0.21886,425.9
