DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,CO2,H2O,T_SONIC,WS_1_2_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,G,NETRAD,PA,RH,SW_IN,TA,TS_1_1_1,TS_1_2_1
1,0.25,-0.317060023338037,-35.7945752376775,-5.03748911806555,0.135650840874348,-1.84734078287144,-1.09825790728589,-0.153035603845116,401.142002212932,2.8059096006528,-13.8811153824174,0.162480068240427,0.0379621294141112,0.146610853561192,0.171826905518018,0.0276232976508157,0.0645762177863929,0.200044381365427,0.0269130063925819,-53.882234275,-55.9531477916667,98.53951195,51.9468230916667,-0.040545615,-13.9652624333333,-11.1550213675,-10.2614546341667
1,0.75,-0.290203281912162,-23.4520839457051,-2.4513174905083,0.0388364872935923,-1.63053342926152,-0.954545542136922,-0.517259954371249,400.714075394562,2.63857367073923,-14.3182640407011,0.100609812961873,0.0426784852600718,0.154592058066593,0.122469463502624,0.0324908435575906,0.0474425966102588,0.236556218567376,0.0237421471346267,-54.421577675,-60.449089525,98.5637334916667,53.5358288083333,-0.0333269029,-15.2333571166667,-11.21165138,-10.3594560133333
1,1.25,-0.365924440309296,-27.6959250579621,-3.38358103804054,-2.2815928101351,-2.11538193873462,-1.40949760758215,-0.20709795747195,400.613984996204,2.37879025211238,-14.3857959458005,0.118577833027466,0.0427042410044614,0.1812446605527,0.142371645593496,0.0392039845405611,0.0518274260345489,0.2455748127178,0.0225231727607765,-58.6372397916667,-60.888421525,98.5835209666667,51.970594725,-0.0305653366366667,-15.806174175,-11.3203816816667,-10.4793124683333
1,1.75,-0.416115504162851,-37.5081464036549,-39.4458736504112,-0.548739665012943,-2.5392892212985,-2.40713115620699,-0.152726606541968,382.563145792709,2.35547795233927,-13.8234071445885,0.044455851584857,0.0450828121528975,0.201473205143325,0.162803004046329,0.0376404346911551,0.0457139057556173,0.249330668948213,0.0207191554533298,-57.4231875583333,-56.7815790833333,98.5926207833333,52.3459140916667,-0.0314736017766667,-15.3981905833333,-11.3339798416667,-10.5484364183333
1,2.25,-0.363696112301607,-35.2509278351634,-20.3020772125728,-3.79461622350745,-1.36811127802062,-1.22210078381876,-0.520866986443102,398.426865603314,2.40957860106175,-13.6941583182526,0.108675310513604,0.0323522068886888,0.155014916742675,0.130069902737161,0.0246197001787813,0.0488384357170536,0.215829372670129,0.0208654563374882,-57.3614721166667,-56.2008536916667,98.5834073166666,52.731264775,-0.0780866163,-14.8712134083333,-11.3042412416667,-10.5648695858333
1,2.75,-0.406191438111652,-39.6672280306334,-54.5280069433267,-2.65864149049694,-1.39155291606002,-0.615499529320149,-0.315931442866854,398.892258610367,2.41041440316631,-13.5855566905818,0.0777776467296963,0.0334502487820155,0.203252819030052,0.173397555061016,0.031188077480505,0.0561637028548332,0.238810805450868,0.0213248174214558,-56.1261249833333,-62.5846592416667,98.5620996583334,53.2220341666667,-0.0409357339,-13.70261535,-11.3713254666667,-10.6171830941667
1,3.25,-0.604197628748585,-31.7942513571874,-14.7817242324802,-8.0604172224391,-4.34642235027881,-2.27082779510707,-1.12441695822603,387.299729873469,2.31973462787456,-13.9250250395206,0.216020523408271,0.0416806722806565,0.159331366272256,0.178324002981408,0.0294462621209581,0.0362892348949553,0.19695598007177,0.0194031012137379,-54.4329030333333,-57.7677201166667,98.50026605,52.4773225,-0.0244014556766667,-14.3970409416667,-11.471958075,-10.7095134766667
1,3.75,-0.678997726504428,-24.4487192612619,-4.51014962984706,0.0866065721013201,-3.52987880290556,-2.94712568697098,-0.227144653628464,400.929312399202,3.95443594939518,-14.6633625716031,0.141381433127315,0.0277737173946802,0.17557736201644,0.108867940917641,0.0284749772631509,0.0327347778406273,0.206045913160559,0.0226001196960606,-53.4125063,-55.211626525,98.4622905666666,51.6960064416667,-0.0240256267666667,-15.1798008,-11.5851435166667,-10.8468225891667
1,4.25,-0.625635433155151,-38.5005736998972,-33.9019327094602,-2.06204198995643,-0.749533704529595,-3.28123868685208,-0.378750320934098,382.167128674123,3.95958291346725,-13.6607677350399,0.0863111034248981,0.0395216218125115,0.156514692553582,0.138715660681043,0.0272041082945457,0.0466517062686081,0.202108069433755,0.0192731631181064,-52.718901825,-54.8721023916667,98.4108343833334,51.97901,-0.0419836133666667,-14.5969847583333,-11.537533875,-11.035856225
1,4.75,-0.593231069115509,-23.8282926644454,-22.0266685014683,-1.71215942339889,-2.59848038730051,-1.13165244160067,-0.281243813183858,392.478999937613,3.78676497690508,-14.17181576042,0.179106393934228,0.0325608386196548,0.135116830256909,0.13919202441542,0.0252555948545818,0.0339373644588483,0.216602777721578,0.0200468058628974,-52.2049376666667,-53.3552630666667,98.358749725,52.5191251583333,-0.0323274680466667,-14.337246875,-11.6997522416667,-10.9454363083333
