DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,0.274096,-3.761,4.00824,1.119855556,1.0817,-0.003129418,-21.8479,1.205970514,-0.002509126,-1.224191161,0.104,0.182,0.313,89.56570586,78.7407,397.9419419,-35.566,1.472,0,0.65,255.6,287.7,4.0211371565,-0.052668806,0.877363859,0.788867833,0.340229087,-3.926,0.3324214175,0.3,0.1,1,1.9,3.15
1,0.75,0.276357,-3.734,3.83276,1.0074481325,1.01411,-0.002916667,-19.5812,-1.22944,-0.008793727,-1.6015762305,0.108,0.18,0.314,89.80147974,78.73255,398.6182269,-35.012,1.474,0,0.648,256,287.4,4.056306676,-0.0382934,0.881617264,0.858866695,0.347020172,-3.788,0.33553092,0.3,0.1,1.0015,1.9,3.15
1,1.25,0.2680245,-3.773,3.86185,0.964335524,0.9965708,-0.00375,-19.4582,1.47161,0.014795242,-1.739832946,0.101,0.163,0.307,89.27371375,78.72074,398.54021685,-32.194,1.463,0,0.698,256,288.4,4.0854892785,-0.0434231,0.845037277,0.821711628,0.352746368,-3.939,0.343698962,0.3,0.1,1,1.9,3.15
1,1.75,0.274533,-3.878,3.637065,1.0614161665,1.09607,0.000625,-19.0694,0.980716,0.015656017,-1.589328334,0.093,0.178,0.313,90.3917227,78.72839,398.9049813,-31.867,1.447,0,0.633,256.6,288,3.997845134,-0.0479272,0.844860935,0.810751503,0.346770818,-3.814,0.3415897935,0.3,0.1,1,1.9,3.15
1,2.25,0.282675,-3.921,3.88529,0.9356642225,0.990769,-0.001944444,-21.80365,0.255188,0.0468200125,-1.13934358,0.092,0.187,0.313,90.33419326,78.7381,398.63074265,-26.754,1.451,0,0.646,260.8,288,3.991360775,-0.0439230915,0.833394864,0.828444929,0.333874228,-3.7965,0.361722817,0.3,0.1,1,1.9,3.15
1,2.75,0.272521,-4.016,3.901025272,0.9473236665,0.92961,0.002638889,-19.89831756,0.88651,0.019172278,-1.754004432,0.123,0.202,0.315,89.80747744,78.7478,398.647689,-28.588,1.442,0,0.596,262.8,288,4.0425786785,-0.04146055,0.913444628,0.837384066,0.356972765,-3.749,0.3576163695,0.3,0.1,1,1.9,3.15
1,3.25,0.26244,-3.973,3.91205,1.028488889,1.05301,0.001738873,-20.8785,1.518585,0.0277581155,-1.724921423,0.125,0.194,0.313,89.34730844,78.7438,398.72208155,-29.85,1.49,0,0.572,261.8,287.6,3.862406668,-0.036578,0.8903383415,0.8397969625,0.3558784045,-3.726,0.340530469,0.3,0.1,1,1.9,3.15
1,3.75,0.254447,-4.015,3.83068,1.144312222,1.165252806,0.0049305555,-21.257548605,1.516541397,-0.004731975,-1.5997145825,0.1185,0.173,0.307,89.232998185,78.735625,399.2483608,-26.7595,1.475,0,0.5965,267.1,286.6,3.940306539,-0.0382614,0.862733851,0.781205065,0.345211997,-3.884,0.35959324,0.3,0.1,1,1.9,3.15
1,4.25,0.263557,-4.082,3.90042,1.097166304,1.08244,0.000277778,-21.1398,2.677485,0.033894916,-1.353834613,0.122,0.182,0.31,89.344088495,78.71149,399.8392362,-25.153,1.493,0,0.5965,262.35,286.95,3.970070307,-0.0373916,0.8868430815,0.7994077575,0.3581270865,-3.912595,0.355360583,0.3,0.1,1,1.9,3.15
1,4.75,0.254661244,-4.137,3.94128,1.009125556,1.00232,-0.000694444,-19.38655,2.467325,-0.008791135,-1.740463916,0.1355,0.181,0.3105,89.271897225,78.70465,399.4799977,-28.52,1.491,0,0.5155,260.75,286.3,3.970923266,-0.0396554,0.8289315505,0.8174719525,0.3302574185,-4.105,0.3565465545,0.3,0.1,1,1.9,3.14675
1,5.25,0.262499,-3.984,3.864915,1.043735556,1.03541,-0.002222222,-18.3951,1.75298,-0.0564516565,-1.4752018665,0.135,0.1855,0.3115,88.00303785,78.6932,399.14010415,-26.4505,1.4845,0,0.5665,259.6,286,3.870972167,-0.037205498,0.890294333,0.818865068,0.334493647,-4.0375,0.3498024895,0.32325,0.1,1,1.9,3.15
1,5.75,0.267088,-3.9725,3.8521348615,0.984947624,0.9448465,0.003055556,-18.661196295,1.42964,0.010789696,-1.832391062,0.133,0.1825,0.3115,88.293064115,78.6833,400.6594936,-25.5915,1.5035,0,0.5625,264.45,286.2,3.93368457,-0.0404301515,0.885997743,0.810914915,0.323505796,-4.1815,0.3748007345,0.3,0.1,1,1.9,3.13275
1,6.25,0.264734,-4.178,3.804014371,1.0909616665,1.10589,-0.001458333,-22.7267,3.23817,0.003117964,-1.6022294395,0.1445,0.176,0.318,88.97987177,78.7004,400.8275594,-27.859,1.4725,0,0.6065,262.6,286,3.959070913,-0.0329112,0.817596219,0.7382530975,0.3182473265,-4.019,0.352537374,0.3,0.1,1.00075,1.9,3.15
1,6.75,0.27678,-4.1095,3.76003,1.018378413,1.0110323015,-0.003194444,-19.4655,2.544005,-0.001851019,-1.552439234,0.139,0.1875,0.3095,89.41133946,78.70106,399.0297888,-24.367,1.4655,0,0.5295,259.95,286.15,3.9444811975,-0.031535221,0.834826329,0.820866615,0.316962143,-3.992,0.372693364,0.3,0.1,1,1.9,3.15
1,7.25,0.268523068,-3.9815,3.78515,0.980933889,0.951934,0.005555556,-21.2908,1.89848,0.0012389635,-1.637638536,0.14,0.1875,0.313,89.634744055,78.6869,399.1030811,-25.547,1.461,0,0.5585,262.55,286,3.951204561,-0.0405264,0.828660968,0.83543342,0.315549679,-3.956,0.3928444645,0.3,0.1,1,1.897,3.15
1,7.75,0.286709,-4.074,3.5117,0.992126889,0.959422,0.0025,-18.06120917,1.865445,-0.030585448,-1.4304606255,0.138,0.181,0.3125,89.96764765,78.6913,399.3110115,-24.2205,1.864,0,0.7285,261.65,285.6,3.82040591,-0.0314045,0.847388341,0.864032407,0.32511075,-4.1485,0.4100851375,0.3,0.1,1,1.9,3.15
1,8.25,0.2839750075,-3.8995,3.631253405,0.960305556,0.9443195,0.007361111,-18.0567,3.70509,-0.0417711645,-1.6228754545,0.1405,0.183,0.311,89.7288907,78.6822,398.7885756,-24.9985,12.34,2.833,4.453,261.65,286.3,3.8573694985,-0.0297503,0.848064856,0.851557984,0.349150397,-4.006,0.387023429,0.3,0.1,1,1.9,3.15
