DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_3_1,RH_1_3_1,TA_1_2_1,RH_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_3_1,WS_1_2_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,NEE
1,5.25,-30.9075,-18.2051,0.451023,0.4206015,0.217253,0.160499,406.8105,6.236145,3.0595,88.5827,-1.8998775,79.8003,1.053625,94.2283,2.7585,89.554125,0.764594,0.44396,1.38607,0,2.738,265.475,307.675,5.353,6.3925,3.69975,6.17575,7.2825,8.045,8.4899025,8.914775,0.4727075
1,5.75,-30.93,-18.0031,0.25635275,0.71179475,0.160565,0.152746,407.75,6.220225,2.667725,88.60635,-1.383125,82.575,0.702875,95.347675,2.3515,90.334725,0.781915,0.4462175,1.359595,0,2.6175,274.375,311.775,5.776,5.9625,3.55325,6.057,7.1925,8.05,8.49065,8.9169525,0.47536475
1,6.25,-29.6075,-18.37805,0.3136425,0.654581,0.18010725,0.151958,407.388,6.197985,2.44622,88.61335,-1.63848,83.14995,0.612974,96.14475,2.195,90.1054,0.69625875,0.4512835,1.311215,0,2.51425,272.45,311.675,6.33375,5.40975,3.3495,5.9385,7.125,8.05,8.4964975,8.9191275,0.45807525
1,6.75,-29.5175,-18.53965,0.50625375,1.14505,0.18304225,0.16243225,407.28525,6.2450825,2.25992,88.6281,-1.14743775,84.199875,0.53,96.4696,1.855,90.79355,0.605406,0.430461,1.317345,0,2.39075,279.575,310.425,5.9175,5.392,3.2765,5.836,7.1125,8.015,8.501045,8.9212375,0.4458275
1,7.25,-28.1725,-18.07095,0.13001175,-0.3911595,0.1695885,0.166973,408.096,6.2752225,2.266555,88.64975,-1.1885,83.55,0.494,96.5,1.98,91.513325,0.7886195,0.4606335,1.38853,0,2.72375,288.7,309.85,5.614,5.4135,3.11375,5.736,7.055,8.01,8.5030925,8.92325,0.4943725
1,7.75,-2.88225,-16.6135,0.42976,0.839738,0.0827073,0.1690295,408.9365,6.18907,2.43166,88.67415,-0.62121325,84.975025,0.78830275,96.658225,2.12675,90.690575,0.7282185,0.4510235,1.346795,51.6372,11.555,290.575,311.675,5.924,5.302,2.92725,5.62825,6.969,7.98,8.49494,8.9269025,0.145861
1,8.25,68.685,-12.152675,2.131495,12.3194,0.171338,0.190652,408.8795,6.31859,3.4857975,88.67655,1.5226775,86.055625,2.5475,94.707475,3.31775,87.0276,0.7334715,0.550125,1.075115,148.5,22.7375,288.55,321.75,3.9545,5.375,2.993,5.555,6.8765,7.9325,8.5071875,8.9492525,-0.5661525
1,8.75,144.55,-3.436235,11.4008,51.35045,0.2091955,0.241495,408.8495,6.573085,5.52919,88.687825,5.81175,79.925,5.3389275,86.4515,5.50975,79.242125,0.744143,0.6373105,1.05073,246.272,24.97,280.45,340.65,6.1085,5.699,3.182,5.392,6.716,7.785,8.52199,8.9514575,-1.0706075
1,9.25,216.575,8.2993725,22.4519,99.20475,0.102771,0.283291,407.0245,6.92967,7.672215,88.685975,8.8167575,63.42805,8.1684425,76.34105,7.775,72.0992,0.710115,0.7854905,1.06963,350.688,28.225,268.1,358.525,9.26,9.24,3.42725,5.3005,6.57575,7.6075,8.5327325,8.96,-1.422745
1,9.75,288.05,21.89235,32.05565,154.8075,0.184434,0.336538,404.71,7.0884,10.1488,88.691225,12.2072,52.22765,10.73675,66.071675,10.2825,65.598275,0.624683,0.9326655,1.2309,442.754,32.705,277.975,377.5,11.91,12.11,4.206,5.35625,6.524,7.59,8.560645,8.9684475,-1.28915
1,10.25,350.1,40.45855,39.103125,204.4495,0.30327475,0.35866,404.88175,7.16672,12.220625,88.6877,14.9975,44.345,13.28625,58.648225,12.39,58.06485,0.719446,1.04512,1.36975,519.721,39.0025,286.425,396.075,14.41,14.945,4.981,5.367,6.5255,7.61,8.5796375,8.9968225,-0.9241585
1,10.75,402.8,45.934525,43.241375,249.505,0.34498125,0.429044,401.91875,7.142445,14.0397,88.65955,17.48655,39.568625,14.9975,51.515875,14.085,53.226775,0.802728,1.22299,1.6463,583.24675,43.33,292.375,414.15,16.9075,17.3725,5.86625,5.43775,6.52725,7.6425,8.618155,9.03,-0.68455275
1,11.25,443.425,54.7037,45.69695,272.5705,0.29434125,0.482517,401.449,6.963775,15.2634,88.61515,19.5938,35.67,16.475,46.0075,15.46,47.916,0.9005935,1.452195,1.88947,632.975,48.25,297.675,428.325,18.875,19.495,6.64725,5.56325,6.5485,7.715,8.64,9.0476275,-0.56950525
1,11.75,477.85,68.466425,50.00715,297.22025,0.5034575,0.524974,401.7195,6.83166,16.36205,88.567675,20.515,31.6225,17.7075,41.659325,16.735,44.32665,0.904281,1.50471,2.1302975,667.96075,51.6175,302.375,438.075,20.56,20.935,7.59,5.723,6.564,7.77,8.6356825,9.05258,-0.1656475
1,12.25,493.3,78.212275,51.22665,311.9245,0.55652,0.576781,400.9535,6.829565,17.3327,88.5105,21.4632,30.8775,18.695,39.79955,17.75,41.0042,0.987199,1.53846,2.41825,681.412,53.2,304.6,445.6,21.74,22.0325,8.17,5.882,6.58175,7.82,8.6439,9.05461,0.128885
1,12.75,497.7,75.60985,49.5698,309.409,0.64611125,0.605672,400.114,6.880725,18.0463,88.4551,22.243375,30.247475,19.4325,37.4952,18.41,38.3105,0.97675575,1.64739,2.46888,677.90325,51.95,307.6,446.4,22.75,22.665,9.085,6.092,6.569,7.7625,8.65877,9.0552975,0.303131
1,13.25,488.775,79.06995,46.024275,310.11075,0.760389,0.634733,399.674,6.819715,18.63945,88.411725,22.45,29.305,19.9175,35.73,19.06,36.6973,0.98909875,1.696255,2.782785,664.125,51.045,308.75,451.975,23.335,22.745,10.1575,6.3355,6.537,7.74,8.66151,9.063605,0.44000225
1,13.75,460,70.0575,39.66265,298.0965,0.740552,0.643929,399.2265,6.746605,19.105975,88.373125,22.41385,28.233225,20.1825,35.0123,19.4625,35.56875,1.01089,1.65926,2.8828475,629.35875,48.015,309.625,451.15,23.7275,22.765,10.94,6.724,6.59675,7.7925,8.65,9.060355,0.51578375
1,14.25,418.3,51.90725,35.56775,267.952,0.7790985,0.649662,399.4415,6.64571,19.379025,88.3394,22.76125,28.4201,20.585,33.47,19.9225,34.190825,0.983343,1.672115,2.9671625,577.315,43.6925,310.6,448.5,23.765,22.17,11.4575,7.22,6.67925,7.85,8.6411075,9.0633075,0.65207675
1,14.75,364.175,39.9875,31.7954,245.495,0.83306275,0.67479,399.5265,6.5644325,19.602025,88.32905,22.8775,27.385,20.685,32.407275,20.05,33.578925,0.98787,1.6936025,3.0981725,514.453,37.69,307.025,444.8,23.665,21.39,11.68,7.59,6.7505,7.82,8.669955,9.06592,0.75504475
1,15.25,294.875,24.0243,27.099375,204.43025,0.7935025,0.656164,399.5165,6.461895,19.6774,88.321,23.036925,27.311025,20.795,31.8013,20.135,33.284325,0.904295,1.6533075,3.0952575,436.795,31.3075,306.475,440.575,22.94,20.875,11.76,7.93,6.776,7.79,8.670365,9.08,0.77297175
1,15.75,214.7,18.42285,19.4,154.015,0.808685,0.652318,399.735,6.420475,19.6503,88.3108,22.054,27.9625,20.67625,32.40875,20.12,33.6219,0.9274135,1.66619,3.17922,346.4785,25.46,304.275,431.65,22.1125,19.955,11.64,8.09,6.85025,7.7825,8.644165,9.07018,0.86416725
1,16.25,130.8,15.188725,15.269675,103.0095,0.79908575,0.62857525,400.2675,6.38638,19.5248,88.3173,21.39,28.0125,20.4,32.7524,20.045,33.972375,0.8918765,1.59714,3.230845,254.78425,21.9925,301.65,422.45,20.95,18.97,11.475,8.46,7.0225,7.93,8.64117,9.07324,0.93826825
1,16.75,43.4125,9.6149175,10.3582,44.96795,0.768129,0.5985405,400.217,6.407965,19.0673,88.32055,20.5479,29.913825,19.68,34.45245,19.6625,34.357625,0.891542,1.51191,3.00515,152.47375,19.635,297.1,412.725,19.4725,17.465,11.075,8.54,7.12,7.9425,8.64232,9.098375,1.023825
1,17.25,-25.715,-2.343875,4.70084,2.64973,0.655392,0.519185,399.467,6.5712025,18.24725,88.323825,18.79275,31.7561,18.505,36.9375,18.6225,36.50965,0.77146625,1.308035,2.7274225,55.871975,13.4525,294.8,399.875,16.875,15.26,10.685,8.67,7.2825,7.9875,8.608775,9.05106,1.089195
1,17.75,-58.5975,-7.9924,1.271935,-6.686575,0.53059325,0.41213825,399.792,6.7786825,17.02315,88.3416,15.765,36.66,16.435,39.83085,17.04,39.0838,0.6931855,1.062075,2.262175,0,2.37325,290.35,384.825,14.065,12.685,10.255,8.75,7.4025,8.075,8.6095575,9.0365425,1.1502275
1,18.25,-57.3875,-12.914675,0.62205725,-5.61727,0.4619975,0.331385,400.18475,6.84109,15.3436,88.3697,13.549925,39.3301,14.43,44.7047,15.3675,42.239575,0.72911275,0.8818195,1.93611,0,1.78525,283.85,374.625,12.215,10.83,9.73,8.76,7.51,8.1,8.59,9.0325,1.0989175
1,18.75,-60.9375,-16.3202,0.55162,-3.7836675,0.36922,0.271486,400.75675,6.88222,14.13895,88.3953,11.3677,41.805925,12.7575,49.3997,13.99,45.57865,0.8350515,0.826056,1.73878,0,2.25,280.125,363.4,10.92,10.06,9.25,8.7275,7.59,8.11,8.5787575,9.0350075,1.0153175
1,19.25,-57.1725,-17.6462,0.428307,-1.851525,0.310988,0.215769,400.903,6.970125,12.8259,88.4278,8.71,46.535,11.2925,54.505,12.7275,50.1832,0.7967775,0.740426,1.3866875,0,1.94425,276.75,352.375,9.5825,8.94,8.7525,8.6325,7.65,8.0925,8.5828225,9.036765,0.9405215
1,19.75,-55.685,-18.3325,0.5363935,0.631412,0.247504,0.1861975,401.9645,6.839835,11.6824,88.444425,7.1388,51.0175,9.76,59.43875,11.495,53.13195,0.692627,0.6635715,1.2361425,0,1.92125,273.2,345.75,8.46,8.21,8.235,8.555,7.68,8.0975,8.5847825,9.0225,0.86594325
1,20.25,-54.44175,-19.6089,0.527468,1.10464,0.22301025,0.16042475,402.549,6.8784,10.590275,88.4706,5.5818525,53.12625,8.60375,63.84915,10.325,57.4352,0.8041525,0.624674,1.2042775,0,2.45025,269.875,340.525,7.939,7.434,7.8575,8.46,7.72,8.07,8.5805175,9.0025,0.797387
1,20.75,-52.37,-20.099725,0.693162,1.7642,0.2063555,0.1529275,403.6865,6.8548575,9.87223,88.4915,4.9885,56.74375,7.614,66.67,9.485,60.012625,0.624012,0.549815,1.19331,0,2.28425,267.15,335.05,6.90975,6.697,7.4375,8.375,7.73,8.0475,8.5769725,9,0.77979875
1,21.25,-51.84,-19.787325,0.62370375,0.624314,0.18015775,0.14916775,403.8915,6.79997,9.25,88.514225,4.0093,59.26375,6.6095,70.7227,8.8075,62.4324,0.821531,0.580433,1.23023,0,2.49575,264.875,329.35,6.77075,6.935,7.0775,8.225,7.7425,8.01,8.5796075,9.0025,0.7061005
1,21.75,-49.7835,-19.31185,0.2185245,0.8070585,0.115699,0.1409455,403.601,6.8728675,8.58326,88.5347,3.3475925,61.7975,5.93348,73.9644,8.2925,64.86005,0.82639125,0.513491,1.2227625,0,2.26825,263.5,325.3,6.253,7.438,6.74875,8.11,7.7525,8.07,8.5742875,8.9986125,0.66977875
1,22.25,-48.2275,-19.31325,0.617133,0.2395495,0.14950475,0.13615525,404.712,6.93058,8.0515,88.55835,2.211875,63.7825,5.4545,76.4,7.619,68.948,0.79688975,0.4906945,1.251155,0,2.3675,262.225,321.625,6.5525,6.734,6.39825,7.96,7.76,8.04,8.5615525,8.98877,0.654729
1,22.75,-45.74,-19.695725,0.507358,0.768536,0.1703785,0.139695,405.1395,6.8741525,7.32,88.57425,1.3099575,66.8042,4.89875,79.173675,7.09775,71.299225,0.875897,0.445212,1.23146,0,2.35375,259.825,320.125,5.79075,7.09825,6.1045,7.81,7.7125,8.0375,8.55855,8.984675,0.645098
1,23.25,-45.02,-19.593375,0.519559,0.48444325,0.1728225,0.13709,406.3945,6.88683,6.87749,88.5822,0.975625,67.01905,4.466625,81.419925,6.46725,73.242525,0.881931,0.4556715,1.23915,0,2.36125,262.45,316.675,5.921,7.27,5.90625,7.67,7.7,8.0325,8.5601975,8.991025,0.6209465
1,23.75,-43.7675,-18.891725,0.27844525,0.299759,0.17358175,0.1443095,406.822,6.8376225,6.33376,88.5832,0.54275,68.19875,3.89625,84.0988,5.96875,75.4521,0.881931,0.4533695,1.31609,0,2.61125,260.525,314.925,6.2175,7.1935,5.72125,7.52,7.705,8.0425,8.53958,8.9917425,0.60111775
2,0.25,-49.15,-20.4124,0.352905,-0.528807,0.2455765,0.15722025,407.816,7.23046,8.77068,88.35235,4.783,82.25,6.741,80.4,8.2275,70.2109,0.919479,0.4857775,1.43748,0,2.4755,313.8,341.95,6.9915,7.98,8.2975,10.7725,10.68,10.38,11.390125,11.42535,0.60634825
2,0.75,-47.89,-20.827875,0.4269895,0.05045545,0.2307185,0.163087,408.1415,7.17064,8.187315,88.351625,4.4465,87.6,6.118865,81.4885,7.77875,72.861475,0.85079,0.4563715,1.4205225,0,2.42,315.15,341.25,6.83275,7.76025,8.02,10.595,10.6125,10.3825,11.39375,11.427075,0.58701275
2,1.25,-46.44975,-20.535875,0.25113025,-0.6989435,0.248669,0.161651,408.158,7.10927,7.69966,88.351625,4.036,88.5,5.69654,83.925,7.2825,74.79335,0.840081,0.431284,1.39968,0,2.1565,317.05,339.85,6.4495,7.539,7.86,10.4725,10.55,10.4,11.39595,11.428875,0.554614
2,1.75,-45.309,-20.894,0.24689675,-0.9633285,0.1993195,0.164165,407.939,7.070415,7.2849,88.350225,4.187,89.95,5.40575,85.081725,6.813,77.1428,0.86690075,0.447802,1.424145,0,2.258,319.5,338.55,6.30725,7.52025,7.77,10.32,10.4925,10.42,11.39815,11.43,0.53978375
2,2.25,-45.24,-20.12005,0.2023485,-0.983525,0.292052,0.17672075,409.042,7.036755,7.1879,88.3454,3.993,89.4051,5.22675,86.825,6.876,78.9799,0.84354525,0.501981,1.541155,0,2.2735,310.45,339.1,6.414,7.303,7.61,10.18,10.445,10.43,11.400275,11.42195,0.522699
2,2.75,-43.23,-19.9031,0.374167,-0.7269555,0.1869215,0.16776,408.7635,7.05822,6.7372925,88.337325,3.6765,88,4.9024825,86.95,6.451,80.2182,0.770181,0.4638745,1.46768,0,2.158,300,335.35,6.5915,7.0175,7.3125,10.01,10.375,10.42,11.4025,11.4244,0.5077415
2,3.25,-41.68,-20.6141,0.3819815,-1.03545,0.24870225,0.165557,408.986,7.14611,6.42407,88.3343,3.184,89.4992,4.78825,89.84565,6.286,81.785,0.82544175,0.4813605,1.53541,0,2.3815,308.05,332.65,6.35325,7.267,7.1225,9.825,10.3425,10.435,11.4047,11.4268,0.5053065
2,3.75,-41.56,-19.9115,0.36181925,-0.45404,0.2956625,0.17142925,409.016,7.06122,6.116275,88.32825,2.47849,89.902,4.34125,91.781875,5.984,83.0245,0.77778,0.4442065,1.4428225,0,2.2055,314.55,333.25,5.577,6.94,6.9805,9.7225,10.29,10.42,11.406825,11.42925,0.49367975
2,4.25,-40.04,-19.9509,0.2343605,-1.642275,0.26453925,0.176295,408.8705,6.85078,5.692865,88.320825,2.4495,91.65,3.965,91.15,5.372,84.0748,0.881931,0.4750495,1.51315,0,2.662,316.6,332.6,5.4595,6.223,6.727,9.6025,10.2325,10.42,11.410075,11.431725,0.4737285
2,4.75,-37.12,-19.3252,0.323817,-0.85634325,0.244543,0.175313,409.149,6.86927,5.589885,88.3227,2.41348,93.4,3.609,92.5,5.271,85.3182,0.881931,0.4619745,1.475965,0,2.203,315.4,330,5.7035,6.117,6.50725,9.4475,10.1725,10.4025,11.416725,11.432875,0.4731095
2,5.25,-35.9773,-18.900075,0.234046,-1.2529475,0.192932,0.174569,408.789,6.85918,5.46133,88.336975,2.689,92.95,3.459,93.365,5.134,85.8745,0.82024275,0.4269765,1.548085,0,2.382,317.5,329.2,5.92775,5.9295,6.274,9.305,10.12,10.4025,11.41815,11.43075,0.468492
2,5.75,-36.23,-19.3625,0.220612,-1.566755,0.2806345,0.18238475,409.50225,6.8211575,5.2415025,88.359375,2.289,92.55,3.52525,93.024275,4.839,87.2541,0.87980775,0.435811,1.54603,0,2.095,316.2,330.1,5.36475,5.331,6.07875,9.17,10.06,10.41,11.419575,11.436625,0.459388
2,6.25,-36.486,-19.3267,0.1715215,-1.46231,0.2209535,0.177922,408.978,6.78072,4.910515,88.37615,2.03157,94.2032,3.15557,93.564175,4.571,88.1634,0.881931,0.424084,1.5561,0,1.978,320,330.75,5.74,5.3715,5.92675,9.0225,9.98,10.4025,11.421075,11.438425,0.454366
2,6.75,-36.643,-20.2172,0.3567815,-1.13102,0.16929825,0.177992,409.5735,6.607465,4.6387475,88.3933,2.4625,95.2029,2.887375,94.15165,4.375,88.5602,0.88494825,0.471301,1.5048775,0,2.3495,324.35,333.6,5.722,5.6825,5.67675,8.865,9.9,10.4,11.4225,11.4326,0.44248125
2,7.25,-14.76,-19.4345,0.327405,-1.8942225,0.206581,0.179324,409.56125,6.8103725,4.67598,88.4131,1.706,95.95,3.037,94.501825,4.255,87.3767,0.854217,0.478551,1.4418025,35.181925,4.377,324.95,335.95,5.308,5.301,5.54975,8.75,9.8225,10.38,11.421975,11.427375,0.693674
2,7.75,45.14,-15.461,1.044205,4.5011775,0.147624,0.201668,410.7895,6.9645625,5.36076,88.439525,2.83381,96.553,3.905,93.78815,5.08,84.634625,0.839913,0.543075,1.33397,134.25675,16.19,323.7,339.55,5.85,6.1375,5.5805,8.6225,9.72,10.35,11.4283,11.452275,0.219406
2,8.25,122.6355,-6.019855,7.61661,37.8329,0.2263695,0.26328475,411.02075,7.2571475,7.3836575,88.4456,5.9555,90.8,6.10675,87.5948,7.2195,78.2965,0.80078275,0.6205475,1.2132575,235.36475,22.145,321.95,348.2,7.266,7.8105,5.72,8.375,9.555,10.15,11.462225,11.497075,-0.307914
2,8.75,204.19675,10.2024,19.242525,96.8301,0.0403106,0.313048,411.16375,7.6527625,9.3483,88.45815,8.84,80.25,8.9602,77.072,9.25,71.663625,0.7088865,0.765823,1.2711,347.08925,25.385,316.9,360.1,10.415,9.605,6.039,8.2425,9.4425,10.0125,11.4645,11.520775,-0.754797
2,9.25,288.6,23.99,32.76915,161.77325,0.1000919,0.3614195,408.262,7.71532,11.4308,88.453525,10.7237,71.085,11.4725,67.43395,11.41,63.689,0.772416,0.8927705,1.40951,451.43,29.71,320.45,368.3,12.505,12.595,6.661,8.19,9.375,9.995,11.466725,11.52295,-0.88216575
2,9.75,365.818,41.6881,40.837425,223.4025,0.195945,0.43800375,405.39675,7.591935,13.364475,88.4448,13.10905,57.813625,14.215,57.595,13.48,56.172,0.7814575,1.05567,1.7628375,549.16725,35.535,318.35,380.95,15.21,15.59,7.1875,8.2225,9.3525,10.0075,11.477875,11.525075,-0.93757075
2,10.25,437.8,72.17145,52.6643,270.5935,0.310642,0.488402,403.11525,7.4267025,14.9993,88.4317,15.89625,54.19,16.18,50.63,15.11,50.2439,0.90294,1.2488075,1.91568,631.1,42.71,311,398.4,17.855,17.82,8.17,8.25,9.345,10.06,11.49925,11.52835,-0.601313
2,10.75,498.4,86.06375,58.127,315.931,0.400118,0.56146,401.61475,7.102985,16.6622,88.4113,17.86375,46.4002,17.56875,44.882725,16.7,44.9779,0.920542,1.402405,2.1986,700,49.12,327.25,410.55,20.0925,20.125,9.49,8.325,9.2725,10.0525,11.4783,11.52935,-0.39922525
2,11.25,549.6,76.9841,60.43925,349.67925,0.53277,0.625699,401.94,6.87921,17.7251,88.3806,19.0566,41.405,18.72,40.0225,17.87,41.3385,0.959039,1.59395,2.63914,756,53.68,333.2,418,21.62,21.995,10.6175,8.4825,9.215,10.0225,11.475725,11.531475,-0.17848725
2,11.75,579.3,70.440975,59.35065,375.724,0.572185,0.694115,400.8415,6.5980775,18.6705,88.356475,20.33,39.21375,19.8475,37.08,18.9525,37.849225,1.027825,1.672115,2.93812,789.212,58.8,342.05,423.35,23.405,23.7825,11.6675,8.8125,9.2325,10.0625,11.478,11.533575,0.072953675
2,12.25,598.8,83.55225,51.73295,395.80075,0.60227725,0.694105,400.629,6.4180775,19.2989,88.31305,20.7804,35.877,20.44375,35.6282,19.63,35.6299,1.0611225,1.7267175,3.01109,804.336,60.265,338.75,429.65,24.4925,24.995,12.755,9.135,9.245,10.145,11.47255,11.515925,0.25955825
2,12.75,599.6,92.751575,53.33235,394.2655,0.721814,0.702617,400.26975,6.31673,19.9324,88.264675,21.65125,34.54475,21.04125,33.0325,20.2,33.564725,1.0506725,1.8028575,3.0728,808.83,59.635,350.05,435.85,25.36,25.7725,14.04,9.48,9.225,10.135,11.48055,11.508925,0.46721525
2,13.25,591.75,93.78285,49.97495,393.19825,0.82218725,0.748475,400.1705,6.03364,20.4271,88.20845,22.20125,32.5475,21.52,30.9585,20.72,32.3275,1.12962,1.99831,3.44621,791.87,56.615,334.95,441.75,26.03,25.255,14.935,9.83,9.16,10.03,11.481025,11.539975,0.631102
2,13.75,564.475,87.015675,45.772975,383.2295,0.883183,0.7795945,400.6875,5.928705,20.79775,88.15945,22.72375,29.9451,21.82,30.5144,21.08,30.2048,1.15348,2.006525,3.5286375,760.45175,54.475,337.5,442.3,26.18,24.695,15.65,10.285,9.185,9.975,11.47125,11.5125,0.691019
2,14.25,524.925,75.3524,44.959625,369.014,0.841491,0.78014075,400.65,5.78316,21.039625,88.12065,23.1736,29.223525,22.2275,29.756025,21.43,29.93795,1.12644,2.0239575,3.6265525,711.4105,49.16,334,436.9,26.18,24.4325,16.2,10.82,9.2625,9.955,11.47805,11.53,0.7525505
2,14.75,469.3125,56.581675,38.3451,337.60325,0.840614,0.79070675,400.639,5.810935,21.2081,88.10515,23.51,28.46125,22.45,29.0675,21.66,29.45795,1.109065,2.048155,3.7376425,647.4155,43.0425,333.925,432.475,26.02,24.3475,16.23,11.1825,9.2325,9.74,11.482425,11.546375,0.7921955
2,15.25,393.8,35.99575,33.9377,295.6185,0.942648,0.768621,400.64875,5.8577575,21.195,88.0896,23.46125,28.924625,22.435,28.9875,21.69,29.1743,1.1062,2.0807775,3.73925,566.87225,36.03,329.725,432.05,25.38,23.8825,16.18,11.655,9.36,9.6875,11.484775,11.552,0.84533325
2,15.75,313.8,24.91585,26.09945,241.57,0.9089895,0.772411,400.42575,5.97429,21.305,88.08195,22.66875,30.47,22.29,29.726,21.6675,30.0052,1.108225,2.01,3.71721,469.2355,31.2425,333.025,422.85,24.305,23.6,16.02,12.0025,9.56,9.97,11.46665,11.560175,0.91085725
2,16.25,228.125,10.2551,21.9441,187.2685,0.925976,0.743556,399.72325,5.9380275,21.1678,88.0767,21.775,31.93,22.28,30.13,21.62,30.3291,1.064865,1.9497575,3.70589,369.74675,23.9475,325.975,410.675,23.2,22.5225,15.86,12.23,9.6775,9.8675,11.469,11.56505,0.995168
2,16.75,135.525,4.0846275,16.09075,120.07875,0.8851195,0.723859,401.32975,6.0290025,20.9035,88.0944,21.13375,34.3362,21.66,30.7308,21.305,30.6002,1.0059425,1.85919,3.6063,261.429,19.42,324.6,403.7,22.015,20.535,15.36,12.3125,9.8725,9.98,11.47135,11.55,1.0179775
2,17.25,42.3975,-1.06234675,9.80735,55.3357,0.81721,0.6783325,400.8505,6.1283,20.41225,88.10935,20.245325,38.133925,20.915,31.96,20.795,32.62695,0.9223,1.695345,3.455585,148.22,16.55,332.525,398.275,20.215,19.0425,14.9,12.4825,10.015,10.0425,11.46805,11.52075,1.0664525
2,17.75,-28.8475,-6.765645,4.698845,1.984855,0.6941995,0.5849465,401.022,6.18361,19.45295,88.127025,18.72875,38.61625,19.75375,34.61,19.875,34.5088,0.86148075,1.4599,3.0519625,49.239975,5.447,335.05,386.8,17.7275,16.4775,14.3,12.61,10.2725,10.2025,11.466925,11.483675,1.115965
