DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_6_2,H2O_1_6_2,CO2_1_7_2,H2O_1_7_2,CO2_1_7_3,H2O_1_7_3,CO2_1_8_2,H2O_1_8_2,CO2_1_8_3,H2O_1_8_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,WS_1_7_1,WS_1_8_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_1_5_1,T_CANOPY_1_6_1,T_CANOPY_2_6_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_IN_1_7_1,PPFD_IN_1_8_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_9_1,TS_2_1_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_5_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,5.91559061605,113.43214987525,1.083172619775,4.12635539458208,12.55188618375,2.2008542294,439.910767903817,11.8369372402867,432.60306776,10.990121546,433.740844840667,9.7906158898,432.1578749,12.036122069,435.1079801825,8.43176688436798,431.47981721,11.007799867,434.866874715176,435.50964525,11.005461645,436.58941667,11.17733278675,441.217847323633,11.09873061,448.50735665,10.87912133725,452.957606753774,9.13323655213819,481.78469870235,10.7487401955,474.674187555864,9.56630591795,3.992399689975,8.62569726079999,1.202332518125,3.13475,2.6385,1.45425,1.12125,0.8565,0.911,0.38625,8.2890625,7.76805,7.914425,8.019375,7.6457175,7.5604675,7.321585,7.01071,6.20303,98.9948175,101.693,1.60038,8.292,8.216,8.26725,8.14825,7.853,7.53075,7.5695,1.9475,0.1535,3.1,-0.51,2.593,351.3475,354.595,366.64,354.3375,0.31825,0.04,4.092,0.547750000000001,1.70825,0.33,0.29425,3.57775,2.824,0.1,0.04,5.06725,5.971725,5.55005,5.9142,6.1995,7.0883,7.16305,6.819475,7.70855,5.77215,6.382425,6.55405,6.843875,7.6349,6.9611,7.854425,5.596225,5.71725,5.63705,6.9181,6.443325,6.9664,7.60665,7.652325,5.5519,5.571925,5.7275,5.774325,5.63425,7.58565,6.8832,7.3926,5.533775,5.8196,5.664725,5.108,6.924525,7.09385,4.39775,7.8255,9.8215
1,0.75,3.84984243655,86.628080487,0.8920306612,36.5365802273499,15.492095638975,2.00055341925,438.217683611133,11.01263449059,432.25344646,9.862308289,432.354545747146,10.377937578625,434.7307495,9.56948714203536,437.485213392828,11.256723338,434.3929431375,9.99710681687425,437.129091613237,433.172535605,10.0237554443856,437.43038819,10.0674139649623,440.9899914475,9.760578220375,455.316877161025,12.034274785,449.286061503382,11.6519720975,480.44140555804,9.796273472725,488.860471156353,9.842830906875,4.39643970775,10.651519185,1.060856015,3.165,2.36575,1.249,0.9355,0.751,0.84,0.368,7.48005,7.5972,7.3625375,7.45729,7.1576,7.065255,6.871405,6.721935,6.21375,99.008495,101.7145,1.37578,8.1295,8.1425,8.138,8.0755,7.749,7.4135,7.46,1.485,0.4735,2.8,-0.563,1.766,349.355,353.795,364.71,352.845,0.3,0.0384999999999999,4.04475,0.583499999999997,1.7085,0.33,0.284999999999999,3.479,2.7675,0.1,0.04,4.7405,5.91245,5.509,5.76715,6.04775,7.0935,7.1636,6.81955,7.70905,5.7384,6.3156,6.55785,6.84475,7.635475,6.961375,7.85565,5.5328,5.6196,5.5069,6.89025,6.42295,6.965675,7.6067,7.652,5.4206,5.430875,5.4865,5.7466,5.634,7.4068,6.88105,7.3913,5.49825,5.2022,5.63995,5.1082,6.9312,7.0974,0.753575000000002,3.54945000000001,9.9795
1,1.25,3.271637209475,55.2876164045,0.732413742875,29.3500158865,12.79357899575,1.8098570768,442.000072092979,11.0142489493894,431.68040818,10.27231126595,434.99608388,10.474837299,433.9125500075,10.88471625875,436.197721471219,9.96638272685033,434.728892285,10.155296137575,434.840494029022,434.79455886,10.1713856712993,436.656613157319,10.0054600401103,443.79914048,10.5295044485,453.5930716539,12.46459138575,467.73251178,10.19157769,482.75125565047,10.16064846,480.78432596,10.1070476147,3.9651640802,9.25881615188081,0.997713598799999,2.7285,2.673,1.125,0.797,0.6755,0.74375,0.3295,7.4085125,7.47975,7.263875,7.927155,7.19856,7.200515,6.96208,6.727025,6.24995,99.02951,101.606,1.4790725,8.456,8.144,8.1395,8.135,7.7565,7.3855,7.4875,1.5,0.244999999999999,2.9,-0.563,1.735,348.9,354.08,364.72,352.94,0.3,0.04,4.23,0.702499999999996,1.7085,0.33,0.278,3.465,2.60125,0.09,0.04,5.265,5.92155,5.4902,5.7492,6.03655,7.0856,7.16405,6.8194,7.7085,5.7559,6.296,6.5601,6.8432,7.6347,6.96125,7.85565,5.51085,5.6185,5.4861,6.87975,6.42195,6.964675,7.60655,7.65185,5.38895,5.441625,5.4618,5.73665,5.6325,7.4453,6.8802,7.3963,5.46465,5.3756,5.6321,5.1088,6.9302,7.0945,1.746625,5.349875,10.493
1,1.75,3.1402014674,36.52749805,0.904676011,26.3960597114769,25.8497245,2.0000051086,448.154300244177,11.8176799387749,432.15713655,10.1914211045,436.243164400909,10.7148862179607,433.1086109875,11.00288311125,436.189036021595,8.72460440265379,436.55477365,10.0609990235,436.745454089078,437.9672853,10.414741785,437.87181393,10.63140779,443.70894444,10.51628724525,458.216355278058,11.6462510385597,461.728628628837,13.1128637676749,489.412941301255,9.73083237115,475.699661878472,9.929462149425,3.955437731,9.60332733923217,0.733831051805041,2.93,2.49,1.22825,0.94425,0.7125,0.764,0.4125,8.039225,7.8284,7.942395,7.8445975,7.500655,7.383545,7.1992825,7.02935,6.2572875,99.00464525,101.564,1.63354,8.374,8.2685,8.3245,8.20075,7.8825,7.56125,7.6265,1.5,0.37,2.9,-0.58175,2.729,350.53,355.265,366.0825,353.825,0.30825,0.04,4.066,0.877750000000003,1.7495,0.33,0.3695,3.4325,2.602,0.1,0.04,6.25350000000001,5.9651,5.4485,5.74545,6.023075,7.053675,7.16395,6.820125,7.7086,5.8067,6.288375,6.5609,6.841925,7.6347,7.114625,7.8556,5.4805,5.66915,5.464675,6.868975,6.42095,6.96335,7.6064,7.688825,5.5287,5.5089,5.434775,5.720325,5.631825,7.464175,6.879075,7.3939,5.485425,4.971775,5.630225,5.108225,7.0865,7.3349,2.41394999999999,5.04754999999999,9.8245
1,2.25,4.192677321,60.68733437625,0.736190628375,3.84348506120082,32.7616929574999,1.86904125,446.224409796149,11.9991796331059,432.74220195,10.4865769406524,435.337763843343,10.383629442767,433.788209,11.0833844646454,439.707761474342,10.7795593918372,435.8917064025,10.3036032358603,437.81931370898,437.1274781875,11.0382121100586,436.318356635234,10.6714051952683,444.18422382,10.811771789106,462.543096815,14.093118405,447.499396125,11.83589323025,482.441859562863,10.47567942775,485.080277230218,10.1496726325,4.23064172625,9.05264069636277,1.37192865625,3.09475,2.5395,1.2525,0.96075,0.65425,0.808499999999999,0.30775,8.207475,8.067675,8.056975,7.9077725,7.711405,7.55273,7.208625,6.9968225,6.2312125,99.01155275,101.518,1.5014,8.224,8.4035,8.4065,8.34875,7.866,7.56775,7.58,1.6825,0.24,3,-0.5735,2.3365,349.72,355.6825,367.425,353.86,0.31,0.04,4.06,0.863000000000002,1.7825,0.33,0.326,3.456,2.589,0.1,0.04,8.94225000000001,5.987475,5.416475,5.74235,6.012175,7.053675,7.1633,6.820125,7.70795,5.83925,6.281575,6.56285,6.841925,7.63525,7.10555,7.8556,5.44465,5.623675,5.449425,6.868225,6.4193,6.9621,7.6064,7.687175,5.47885,5.47975,5.410625,5.71055,5.63265,7.4203,6.87825,7.3953,5.50465,4.934925,5.626875,5.108375,7.081625,7.3306,2.93879999999999,6.31599999999999,10.69
1,2.75,10.730466885375,83.199705155,0.68055490985,9.02832121314995,24.757746698,1.61591024815,447.583787907381,11.6381845804963,432.6273945675,10.178672852,436.941783081,9.8690320675,435.95113526,10.8325025432413,439.934727385093,10.2379093013776,435.00298645,10.220881109975,437.788908376058,437.0394073675,10.5904214439199,437.88637945,10.5671152936647,441.4778876925,10.37279460675,460.273513385,12.3627799745,460.0547678325,9.27688648932337,483.31281664,10.428243853433,487.35437046,8.69739959007347,3.8527226711,8.42737009875804,1.3839844911267,2.698,2.1555,0.99825,0.842,0.643,0.687,0.3,7.55474,7.79929999999999,7.32941,7.1678275,6.762965,6.7194925,6.593065,6.5550275,6.177605,99.01178125,101.6,1.6594875,7.998,8.0055,7.94975,7.9665,7.869,7.4995,7.57425,1.6,0.237,2.9825,-0.6135,1.92025,348.7125,352.9625,366.6425,353.305,0.3,0.03825,4.554,0.774000000000002,1.789,0.33,0.3395,3.5085,2.593,0.09,0.04,8.99100000000001,5.99715,5.4025,5.740425,6.00395,7.057075,7.1622,6.82025,7.707475,5.86015,6.27825,6.56555,6.84095,7.63625,7.10055,7.8556,5.396625,5.5928,5.446175,6.8763,6.41855,6.9597,7.606375,7.6863,5.43555,5.44565,5.387125,5.70095,5.63395,7.450075,6.87765,7.3933,5.5159,4.963175,5.618925,5.10895,7.07315,7.3253,3.048,8.7496,9.86649999999999
1,3.25,3.2959760125,116.754071212,0.7394182286,11.1016517728677,22.3289007795,1.8873425158,445.451667847836,11.5050848739625,432.7631774275,10.1859745401354,434.327067625115,9.85401496085,438.015424765,10.73763492593,435.412347289307,11.1257130777988,435.0953850325,10.0422010380616,436.601706688401,437.7146932975,10.5080003848685,438.847074385,10.307331428256,445.007917718136,10.336257055,461.7884444375,11.0829762449883,471.734753530435,9.4300379576,486.808338227346,9.64185249712738,490.790894883385,10.327306837075,4.0794919025,9.8705187994,1.07402444024704,3.0415,2.4435,1.115,0.7985,0.5985,0.7075,0.3185,7.79335999999999,7.87584999999999,7.5375375,7.382355,7.02535,6.85155,6.60121,6.455195,6.3122125,98.99245375,101.6495,1.5885375,7.934,7.9515,7.943,7.9435,7.7725,7.361,7.5515,1.5,0.169999999999998,2.9,-0.563,2.0295,348.55,352.99,366.055,352.71,0.3085,0.04,4.35475,0.698499999999997,1.792,0.33,0.360499999999999,3.529,2.60875,0.1,0.04,6.223,5.995,5.3736,5.73975,5.99275,7.05955,7.16215,6.82025,7.7077,5.8548,6.27765,6.57105,6.83925,7.63705,7.09035,7.85565,5.36075,5.5969,5.4448,6.864,6.4167,6.9566,7.607125,7.6846,5.3868,5.4281,5.3664,5.69645,5.63565,7.37905,6.8787,7.3905,5.5258,4.981025,5.6152,5.1091,7.065825,7.3253,3.589875,8.34875,9.87249999999997
1,3.75,5.2856271151,29.95204086075,0.689797450725,29.7513925975,23.54987238325,1.86447822790275,444.410074687834,11.5287092992,432.56709973,10.16429798555,435.913508931111,10.410063722,437.9767869175,10.69527216225,440.885009511898,9.72023052491314,436.4038531,10.01363828375,440.127548593169,438.70018838,9.93569993246454,440.118109385,9.930594047625,445.234985992027,9.99611105721513,461.561458155,11.3047412145,464.55449611,10.9349294175,487.65594387,10.0929473651855,482.045788765828,10.31917365575,4.16856063625,9.88133291447499,1.10736136116043,2.641,2.53075,1.088,0.7595,0.56,0.58625,0.26925,7.12163,7.28614999999999,6.7578875,6.5992625,6.4295875,6.418225,6.35627,6.27813,6.4445375,98.995728,101.66,1.6243,7.7855,7.791,7.777,7.7945,7.6765,7.283,7.496,1.5,0.22,2.885,-0.5715,2.161,348.51,350.335,365.9,351.565,0.3085,0.04,4.499,0.997499999999995,1.7965,0.33,0.375999999999999,3.4605,2.74,0.0934999999999999,0.04,7.79449999999998,5.97385,5.3455,5.73845,5.98255,7.05725,7.161575,6.82095,7.706,5.8321,6.27835,6.57655,6.8384,7.63705,7.07915,7.8558,5.3265,5.59125,5.44205,6.8735,6.415,6.957,7.6078,7.68205,5.3303,5.4075,5.34395,5.68665,5.6372,7.53605,6.88465,7.3758,5.513,4.98355,5.60905,5.1091,7.056925,7.3182,3.329625,8.077575,9.73625
1,4.25,3.04125027570315,77.7456366056763,0.8474042254,70.3339104827498,17.35251979875,1.82070754998599,442.414277699894,11.3339545624183,432.20069036,9.78187562551417,436.697367859516,8.16395763686625,435.05365894,10.4695326610891,438.150628450345,7.76620667233947,432.50018285,10.0099052011736,440.674965044538,439.57475098,9.73347128919151,437.6078613725,10.2101820728455,450.088918955,9.85282265703507,459.18671455,10.173551244568,459.754119975107,7.96181710291518,491.110385868315,9.77065625078639,491.0559817,7.85519339596914,4.279017955525,9.968770452875,0.771445717875,3.1635,2.62875,1.22,0.8955,0.564,0.6,0.285,6.6651,6.71345,6.5102125,6.4795,6.434825,6.40879,6.3078,6.21568,6.60675,98.9864325,101.564,1.5247375,7.757,7.754,7.7385,7.7415,7.615,7.391,7.462,1.4,0.281749999999999,2.8,-0.5615,1.971,349.71,349.41,363.905,350.655,0.3,0.04,4.71549999999999,1.07099999999999,1.7795,0.33,0.358,3.4155,2.79875,0.09,0.04,7.70099999999998,5.9222,5.31895,5.73645,5.9732,7.05795,7.1603,6.82095,7.7067,5.78725,6.2802,6.58375,6.8377,7.63805,7.0681,7.8558,5.2937,5.568,5.43945,6.8566,6.414,6.9567,7.6085,7.67935,5.2686,5.3851,5.32335,5.67785,5.6386,7.4427,6.89045,7.3713,5.48175,4.9718,5.6059,5.1081,7.045575,7.31125,2.839,6.595,9.84974999999999
1,4.75,3.96563980125,47.556613432,0.724291219899999,9.76914385863034,20.706583052,1.76477749064055,440.38726295443,11.3225735110769,435.391923835,10.1709300034727,437.372370142688,10.906239268,436.952244815,10.3778687101415,440.46662837298,10.8639072322564,438.9045134375,10.2338995980743,438.082377373277,441.9314817,10.4609437036947,441.5138064975,10.4905262577675,451.48203976,10.0621112962399,460.8361449375,11.71442222375,461.51388434832,10.8736678928,485.296587159394,9.83612895434595,481.121409779601,10.037119837525,4.67332313595,6.9755256104273,1.17681937629533,3.196,2.15775,1.3075,0.9725,0.6055,0.61,0.269,6.7271325,6.675,6.5778125,6.5521125,6.4991375,6.4594,6.33503499999999,6.20987999999999,6.597125,98.94134375,101.44,1.85934,7.76449999999999,7.75999999999999,7.75149999999999,7.74499999999999,7.598,7.3645,7.4525,1.6,0.301999999999999,3,-0.539,2.233,348.67,349.52,361.74,350.1,0.31,0.04,4.425,0.495999999999998,1.768,0.33,0.341,3.456,2.75,0.09,0.04,8.55249999999997,5.80085,5.2895,5.735,5.96455,7.0595,7.159175,6.82095,7.70725,5.7397,6.27865,6.5901,6.83785,7.63805,7.05535,7.85665,5.25975,5.54175,5.4379,6.8468,6.41385,6.9553,7.60835,7.6768,5.21945,5.35995,5.30345,5.6689,5.6393,7.37205,6.89455,7.3692,5.44865,4.943125,5.60235,5.1081,7.03805,7.30345,3.1658,7.3282,9.95074999999999
