DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,CH4,FCH4,SC_1_1_1,SC_2_1_1,NEE,SH_1_1_1,SH_2_1_1,SLE_1_1_1,SLE_2_1_1,PPFD_IN,PPFD_OUT,WS_1_1_1,WS_2_1_1
1,14.25,0.0282975,377.998993,18.0789995,0.884746,-6.226,-4.0255,-2.1835,-2.5475,0.44349,1.031135,0.886799,0.5611715,100.386563,69.8600005,-17.7300005,-17.252,0.179086,-0.815,-1.503,-0.8905,-0.392,0.875,2.906,-0.369,0.8665,2.978,4.586,186.0999985,114.099998,205.2985605,238.468037,0.875304,2075.3049315,4.624325,-0.006432,0.001093,0.0310165,0.6713825,0.3810345,0.0408485,0.035273,290.5354,226.476204,4.5308,3.94747
1,14.75,0.00328,377.7155,13.37585,0.636092,-6.2025,-3.9915,-2.1835,-2.545,0.4549005,1.030305,0.861211,0.5614345,100.3564025,70.0300025,-17.4799995,-16.949949,0.156049,-0.81,-1.4995,-0.887,-0.3905,0.876,2.908,-0.3545,0.8755,2.9845,4.589,157,93.9000015,205.237916,237.4284695,0.886561,2075.089966,10.6877,0.0008225,2e-04,-0.011276,0.6323905,0.415238,-0.0078015,0.0554635,236.540329,182.8683545,4.5738,4.098605
1,15.25,0.043988,377.82901,4.67253,0.375018,-6.1935,-3.968,-2.1835,-2.543,0.419964,1.01065,0.80025,0.531583,100.3730055,70.0099985,-17.54,-17.032499,0.132772,-0.8035,-1.493,-0.8865,-0.389,0.8755,2.908,-0.351,0.888,2.984,4.5905,116.1000025,70.024998,204.1182055,234.6452485,0.878732,2073.870117,5.48617,-0.001365,-0.000195,0.051048,0.2767115,0.155171,0.0029,0.0124645,175.059799,133.7714005,4.51,3.804275
1,15.75,0.07134,377.95401,-2.22113,0.164527,-6.1,-3.936,-2.184,-2.542,0.409042,0.938366,0.760061,0.511084,100.400002,70.0499995,-17.83,-17.126499,0.137463,-0.8025,-1.493,-0.888,-0.389,0.876,2.909,-0.344,0.891,2.9855,4.589,71.1899985,45.2250005,196.414607,232.4787915,0.8936235,2080.590088,5.317875,0.009555,0.011107,0.0765985,-0.398532,-0.385434,0.003251,-0.021898,105.494995,83.962898,4.319,3.65819
1,16.25,0.079453,377.928986,-7.910805,-0.017427,-6.042,-3.92,-2.183,-2.539,0.3773785,0.888752,0.632314,0.478915,100.4265355,70.8100015,-18.0699995,-17.4459,0.15276,-0.798,-1.484,-0.8885,-0.3895,0.8755,2.91,-0.341,0.904,2.9865,4.587,34.9349995,21.6449995,200.88567,230.968825,0.8870545,2076.72998,3.83176,0.014813,0.012399,0.0914885,-1.30632,-1.014994,-0.047986,-0.0609485,49.40399,41.269897,4.02275,3.50413
1,16.75,0.073924,378.109009,-13.0377,-0.106365,-5.9525,-3.871,-2.182,-2.537,0.353402,0.78002,0.608973,0.429493,100.435746,71.6899985,-18.735001,-17.897499,0.193661,-0.796,-1.4835,-0.881,-0.388,0.876,2.912,-0.335,0.908,2.988,4.587,7.112,6.083,202.168414,229.002439,0.866105,2079.810059,1.505274,0.01436,0.008176,0.090756,-2.26519,-1.641993,-0.100176,-0.124564,13.573623,11.5881,3.66165,3.09421
1,17.25,0.059737,378.071991,-11.1931,-0.100429,-5.913,-3.819,-2.181,-2.5315,0.2883835,0.644188,0.545365,0.359603,100.435746,72.7400015,-19.44,-18.5256,0.170914,-0.7915,-1.4885,-0.875,-0.391,0.8765,2.914,-0.332,0.91,2.9885,4.587,0,0.9675,199.4163505,228.083657,0.8297425,2074.350098,3.38206,0.009341,0.005188,0.0668305,-2.67263,-1.7664725,-0.103202,-0.12686,0.99806,0.8132,3.333,2.97842
1,17.75,0.077491,378.855011,-12.58355,-0.049519,-5.878,-3.796,-2.181,-2.531,0.298565,0.713619,0.579174,0.393711,100.435746,74.170002,-19.7200005,-18.8386,0.173545,-0.789,-1.4855,-0.8755,-0.3935,0.8735,2.911,-0.334,0.9165,2.985,4.585,0,0.4,200.4456235,225.895306,0.8230155,2065.629883,2.06871,0.003908,0.004142,0.0825605,-2.22869,-1.2980315,-0.070785,-0.09023,0,0,3.521,2.97608
1,18.25,0.075416,379.093994,-11.587,0.0212475,-5.8085,-3.784,-2.182,-2.532,0.338159,0.721134,0.55496,0.414595,100.477978,74.630001,-20.0799995,-19.2365,0.16313,-0.787,-1.487,-0.879,-0.396,0.8705,2.911,-0.335,0.9175,2.981,4.5825,0,0.373,203.266281,225.3839495,0.820288,2063.02002,2.23387,0.011175,0.012185,0.1018225,-1.55417,-0.9457235,-0.084613,-0.0664945,0,0,3.4434,3.12884
1,18.75,0.107961,379.118011,-11.9757,0.0430225,-5.757,-3.797,-2.1805,-2.533,0.316004,0.736751,0.587212,0.408202,100.435746,75.18,-20.4300005,-19.5718,0.148033,-0.7875,-1.5,-0.879,-0.4005,0.8695,2.904,-0.344,0.915,2.9755,4.5795,0,0.379,205.6083825,225.0541115,0.751416,2066,1.84011,0.01774,0.007469,0.1098525,-1.07465,-0.719196,-0.052669,-0.0604575,0,0,3.57945,3.17241
1,19.25,0.067587,379.033997,-13.232,0.020609,-5.792,-3.791,-2.1805,-2.5335,0.341503,0.770339,0.569265,0.427913,100.5,75.2999995,-20.2550005,-19.744499,0.170155,-0.7895,-1.506,-0.881,-0.402,0.8685,2.899,-0.355,0.9085,2.971,4.578,0,0.364,205.710434,225.457236,0.742283,2054.360107,2.513095,0.008847,0.005473,0.0774345,-0.573256,-0.5487005,-0.03795,-0.050317,0,0,3.628,3.15243
1,19.75,0.1057645,379.43399,-12.3923,-0.047367,-5.815,-3.7875,-2.1805,-2.5325,0.330664,0.802115,0.604727,0.435745,100.48229,75.2449985,-20.339999,-19.955,0.177843,-0.7965,-1.5165,-0.8865,-0.406,0.867,2.898,-0.361,0.899,2.9685,4.575,0,0.358,207.124816,225.415278,0.724288,2070.889893,1.52025,0.011547,0.006169,0.08343,-0.515796,-0.489588,-0.028439,-0.04973,0,0,3.7072,3.07403
1,20.25,0.0717935,379.566986,-14.8353,-0.0578195,-5.7795,-3.792,-2.1805,-2.535,0.328284,0.770836,0.614407,0.426957,100.435746,75.4099995,-20.38,-19.9119,0.163319,-0.8035,-1.5175,-0.889,-0.41,0.865,2.898,-0.365,0.89,2.9665,4.5735,0,0.351,208.531432,225.67658,0.71303,2077.439941,0.777411,0.008338,0.003727,0.078807,-0.54273,-0.381098,-0.038257,-0.034199,0,0,3.64215,3.075
1,20.75,0.090442,380.052002,-13.9822,-0.076723,-5.703,-3.808,-2.181,-2.534,0.32113,0.731283,0.587683,0.413869,100.435746,75.465,-20.365,-19.9184,0.151802,-0.807,-1.51,-0.8875,-0.409,0.864,2.898,-0.375,0.877,2.9665,4.5715,0,0.344,206.089321,226.0014525,0.7034355,2077.320068,1.7288,0.011098,0.007379,0.0895085,-0.615881,-0.385864,-0.034534,-0.0230975,0,0,3.59395,2.96963
1,21.25,0.071292,380.23999,-10.4469,0.01577,-5.734,-3.849,-2.182,-2.533,0.308871,0.706964,0.569822,0.38975,100.435746,75.7199975,-20.5199995,-19.918699,0.15515,-0.806,-1.505,-0.8895,-0.409,0.8635,2.899,-0.3795,0.871,2.9645,4.5675,0,0.3655,206.711816,225.6423685,0.708476,2065.599976,1.20197,0.012726,0.00865,0.084127,-0.4196,-0.3103115,-0.030453,-0.0286815,0,0,3.467,2.93536
1,21.75,0.083233,380.497009,-11.4313,-0.127079,-5.768,-3.837,-2.182,-2.534,0.323403,0.74103,0.571677,0.402403,100.400002,75.785,-20.545,-19.8291,0.148894,-0.8065,-1.513,-0.886,-0.413,0.862,2.898,-0.3785,0.8755,2.9625,4.566,0,0.382,202.3809415,225.100747,0.714743,2066.7050785,2.75364,0.006127,0.004417,0.084809,-0.393654,-0.311829,-0.024201,-0.025009,0,0,3.524,3.05125
1,22.25,0.091197,380.862,-14.9632,-0.0097,-5.8215,-3.8365,-2.1795,-2.5325,0.339628,0.716989,0.568088,0.434013,100.400002,75.4749985,-20.655001,-19.8806,0.169421,-0.7995,-1.525,-0.884,-0.414,0.8595,2.901,-0.3665,0.869,2.9605,4.5665,0,0.361,205.19659,224.464199,0.720987,2080.2600095,3.30967,0.005401,0.00678,0.095642,-0.401846,-0.3340255,-0.030933,-0.031885,0,0,3.5442,3.06446
1,22.75,0.1002745,381.563995,-11.5072,0.065403,-5.821,-3.8395,-2.179,-2.5325,0.3337695,0.737315,0.61066,0.400067,100.400002,75.720001,-20.6950005,-19.8986,0.154595,-0.801,-1.5285,-0.8845,-0.4145,0.857,2.895,-0.364,0.868,2.962,4.5655,0,0.3645,206.528151,223.045026,0.7402505,2079.189941,4.5086,0.017298,0.009863,0.112256,-0.588512,-0.353656,-0.046564,-0.030485,0,0,3.465,2.90845
1,23.25,0.0698475,381.392502,-14.0839,-0.0736,-5.7865,-3.826,-2.179,-2.531,0.344613,0.7598235,0.5912305,0.4451665,100.400002,75.7450025,-20.7200005,-19.6494,0.156239,-0.803,-1.5185,-0.889,-0.4125,0.8575,2.891,-0.369,0.8685,2.962,4.561,0,0.391,208.6455025,222.448399,0.76933,2079.119995,2.77546,0.0097455,0.002572,0.076821,-0.743858,-0.355862,-0.032422,-0.032081,0,0,3.299,2.869175
1,23.75,0.10405,381.6025085,-10.3175,-0.0351565,-5.763,-3.8175,-2.1785,-2.5325,0.315283,0.719375,0.567514,0.4121235,100.400002,75.580002,-20.9350005,-19.8290005,0.160454,-0.7995,-1.526,-0.8785,-0.412,0.8605,2.889,-0.376,0.869,2.96,4.5615,0,0.4175,210.8035085,222.284578,0.7407975,2081.050049,1.499138,0.004721,0.0010565,0.095125,-0.5068,-0.377024,-0.032968,-0.029536,0,0,3.462,2.966835
2,0.25,0.073599,384.57901,-13.0856,-0.0443555,-5.735,-3.591,-2.2345,-2.3415,0.265917,0.519007,0.4578315,0.306316,100.400002,73.115002,-22.0599995,-21.071,0.1970535,-1.049,-1.6615,-1.068,-0.67,0.4865,2.336,-0.575,0.509,2.41,3.9465,0,0.536,181.70099,210.9974495,0.610248,2070.959961,-0.212167,0.0043375,0.009014,0.094694,-0.9381555,-0.661698,-0.0372015,-0.047856,0,0,2.8897,2.65923
2,0.75,0.086214,385.031006,-13.33745,-0.090801,-5.746,-3.5895,-2.236,-2.339,0.271488,0.567653,0.4838755,0.334626,100.400002,73.290001,-22.4349995,-21.1911,0.220753,-1.0495,-1.6635,-1.07,-0.6765,0.485,2.332,-0.5695,0.509,2.414,3.943,0,0.5145,181.622353,210.663943,0.603965,2077.899902,0.7194645,0.005674,0.006272,0.09305,-1.43631,-0.756139,-0.0367265,-0.058679,0,0,2.9535,2.62622
2,1.25,0.0858925,384.975006,-15.67295,-0.059769,-5.77,-3.5615,-2.2385,-2.34,0.272389,0.554018,0.465757,0.314661,100.400002,72.915001,-22.6900005,-21.32685,0.193989,-1.0515,-1.6705,-1.071,-0.68,0.482,2.331,-0.57,0.504,2.412,3.94,0,0.602,179.843955,211.115428,0.6049325,2085.8898925,1.081075,0.014543,0.004122,0.096793,-1.0352245,-0.552959,-0.0382615,-0.043433,0,0,3.03855,2.71633
2,1.75,0.0787935,384.893005,-17.4603995,-0.010093,-5.751,-3.5455,-2.2395,-2.342,0.264757,0.536465,0.447563,0.302569,100.400002,73.690002,-22.88,-21.2662495,0.192546,-1.0565,-1.674,-1.0725,-0.681,0.478,2.33,-0.5805,0.5025,2.411,3.94,0,0.558,183.978016,210.364881,0.595994,2078.98999,0.155179,0.0180895,0.011126,0.095723,-0.6355755,-0.53347,-0.044541,-0.038785,0,0,3.008,2.65447
2,2.25,0.105488,384.764008,-19.40215,-0.021252,-5.716,-3.53,-2.2395,-2.3425,0.260815,0.5405835,0.4584855,0.307315,100.400002,73.6500015,-23.110001,-21.39925,0.201865,-1.0645,-1.678,-1.073,-0.6805,0.48,2.332,-0.5985,0.506,2.4085,3.936,0,0.573,182.255277,210.649445,0.592991,2072.125,-0.360125,0.015708,0.0060465,0.104137,-0.58838,-0.436541,-0.037814,-0.030918,0,0,2.9101,2.63007
2,2.75,0.088306,385.5919955,-18.981001,-0.008699,-5.7215,-3.525,-2.239,-2.341,0.270241,0.550111,0.486844,0.335584,100.400002,73.450001,-23.165,-21.3071,0.212596,-1.0675,-1.68,-1.0735,-0.6835,0.4775,2.333,-0.598,0.502,2.409,3.933,0,0.5515,181.047269,210.529444,0.599096,2084.469971,-0.3712,0.003929,0.0077305,0.090767,-0.704781,-0.453746,-0.027687,-0.036237,0,0,2.959,2.757145
2,3.25,0.107535,386.414505,-23.41945,-0.0333045,-5.738,-3.5235,-2.239,-2.342,0.284502,0.554759,0.48507,0.329118,100.400002,73.300003,-23.5199995,-21.409401,0.207789,-1.0725,-1.6825,-1.0785,-0.686,0.476,2.329,-0.6065,0.5005,2.407,3.933,0,0.626,184.34419,211.048314,0.5962185,2089.4200435,-0.645991,0.018803,0.008001,0.13091,-0.5736585,-0.418652,-0.037839,-0.031446,0,0,2.8743,2.7117025
