DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,1.6405395876236,16.6838167132479,0.453399812614674,-3.0413518319287,3.85904280507015,1.00465490756311,422.332331589991,9.2370159985924,421.971288660438,8.29055148809834,426.270198368222,421.714431993036,8.32610092466373,426.697780287138,422.912147423762,8.30751384591193,427.317523662433,423.246583995821,8.26417263497897,430.501849345946,429.154173524832,8.40721808866047,433.990315322695,432.784514307683,8.21645604603813,437.838517009151,2.44058775526464,9.2925863141579,0.432382807139344,1.98,1.51,1.1025,1.1275,0.6325,8.097925,7.9,8.005225,7.86815,7.98405,7.7202,6.994225,95.681735,85.72,4.137275,7.435,7.2425,7.2575,7.0725,7.395,2,-1.29,3.7,1.0175,335.425,354.05,345.7,349.05,0.21,0.07,-0.0425,0,0.455,0.0575,0.2225,0.01,-0.14,0.045,7.413,7.844,8.285,9.0005,7.00575,7.6535,8.65225,8.435,8.564,9.16525,9.42375,7.74575,7.378,8.65,7.4335,7.8155,8.793,9.51975,9.144,10.35575,-3.55925,-2.673,-2.18625,-4.1
1,0.75,1.50451080849283,11.0116330627656,0.458180271043486,-1.1745264177085,3.14680509141849,1.00566420515858,422.573406035117,9.90193553938722,422.157011368946,8.30248942428515,425.8849001096,423.154776450344,8.56949573125353,426.984879483173,422.920961151145,8.69916977666118,426.599642953298,423.821532809779,8.58508169769004,429.821464251969,427.785438663464,8.58400854887278,432.459234996491,434.627194234184,8.45038749830227,437.7001021057,2.27944557756835,9.29196086275786,0.451169375996498,1.82,1.445,1.0925,1.04,0.635,8.1342,7.561,8.052,8.039225,7.94945,7.380725,6.91315,95.66884,85.73,4.05895,7.6125,7.27,7.6625,7.1,7.7,2,-1.65,3.7,0.915,333.425,353.6,344.325,350.275,0.22,0.12,-0.0425,0,0.47,0.1175,0.23,0.01,-0.14,0.1125,7.4505,7.847,8.311,8.9985,6.94775,7.61075,8.61425,8.414,8.604,9.15125,9.4275,7.66275,7.37575,8.64525,7.36725,7.77625,8.7655,9.497,9.14275,10.355,-3.9755,-3.0245,-2.506,-5.6375
1,1.25,0.999105794214394,5.98642380434185,0.466950725789301,-7.31879838105983,9.23312579711496,0.983423803108642,422.065244739281,9.91573413477577,422.595708052615,8.14841585829248,426.529670206267,422.830133007411,8.18537926465612,428.274313554993,422.75125872733,8.17900645738312,426.778644184127,424.093803390884,8.30159679741092,429.452801805291,425.663205789602,8.2573140149875,434.500728539832,433.696401081204,8.24715249817258,437.691569286435,2.44697366669103,9.10586976440318,0.409195955448109,1.89,1.4925,1.045,1.0675,0.64,8.0962,7.712,7.932475,7.897475,7.71175,7.33455,7.0094,95.65898,86.04,4.095175,7.8475,7.78,7.83,7.8,7.7175,2,-1.49,3.7,0.8025,335.475,354,344.325,351.775,0.2175,0.0975,-0.0275,-0.0075,0.49,0.0525,0.2225,0.01,-0.14,0.12,7.489,7.831,8.2965,8.9965,6.859,7.58375,8.60225,8.40825,8.59725,9.136,9.438,7.593,7.3505,8.63925,7.307,7.73925,8.74575,9.473,9.14025,10.35975,-3.1325,-3.05175,-1.892,-6.075
1,1.75,1.6664510057927,11.2362237737466,0.502354516753,-4.16028795005404,0.511727805949527,1.00594712147784,421.282360690435,9.9606777324465,422.522433986097,7.66787226763471,425.489584062317,422.931443563813,8.08272967690265,426.578135704029,422.888642013282,7.72123625652363,426.632695480138,424.310238737406,7.82176627709849,428.687078532408,425.938961014846,8.06041985044661,432.312697322943,432.760445512479,7.80947934690608,436.072161227848,2.38277905047705,9.38716404896567,0.426050178216142,1.8525,1.45,1.0125,1.04,0.59,8.0373,7.6085,8.1057,8.082625,8.1682,7.667625,7.06225,95.657815,84.86,3.7062,7.795,7.645,7.885,7.64,7.8975,2.1,-1.46,3.7,0.95,335.425,353.9,346.775,351.275,0.2225,0.1025,-0.0475,0,0.4925,0.0625,0.2225,0.01,-0.14,0.0425,7.542,7.777,8.2705,8.9935,6.77375,7.55925,8.5825,8.38975,8.501,9.11875,9.4575,7.55525,7.3255,8.62925,7.41675,7.706,8.72225,9.4485,9.1365,10.3705,-4.346,-3.57,-2.402,-4.115
1,2.25,2.10920574946978,9.74250844091713,0.485339976181842,-7.95704492594112,2.07745694657812,0.992240511447823,423.028509566143,10.2378655423229,423.073898006738,7.98151220381676,427.107478552381,422.852699294936,7.80187873345321,427.381963464286,422.97815734205,7.94946946296435,427.440510945652,423.572562538548,7.93244444742922,429.010938421875,425.448188109593,8.01502164030341,433.646798302421,432.91330027788,8.04602003123464,436.79698655092,2.20584120461845,9.5678468781976,0.431312025505044,1.8525,1.46,1.015,1.0375,0.5925,8.098625,7.5535,8.02875,8.05195,8.173025,8.024025,7.070375,95.64427,84.1475,3.826725,7.8975,7.8075,7.965,7.6225,7.9975,2.1,-1.3925,3.7,0.8825,336.425,354.075,349.25,352,0.29,0.095,-0.02,-0.0075,0.48,0.0675,0.23,0.01,-0.14,0.1125,7.5955,7.722,8.2905,8.9905,6.7035,7.50925,8.561,8.3175,8.46175,9.10125,9.46375,7.575,7.27775,8.61425,7.5245,7.7385,8.69725,9.42325,9.1325,10.382,-3.367,-3.0325,-1.99,-5.565
1,2.75,1.61127549870454,16.2490159522455,0.380384474124323,-1.82688231013225,4.64708972459279,0.918927742274151,422.726135567513,10.1906728763112,422.98238189791,7.82946170895797,425.730699448287,423.13490498138,7.7493154660135,427.6788116069,423.507281426603,7.61118378995181,427.664343870643,424.426295297713,7.75403399478306,428.717913387097,427.349489587085,7.83455537912044,430.842041230032,432.685146272029,8.08509257983227,438.076438728202,2.14005794068349,9.20316237659847,0.431099007843026,1.8,1.435,0.93,0.9175,0.5525,8.05915,7.405,7.982125,7.909025,8.002275,7.704325,6.92635,95.65023,84.57,3.32915,7.785,7.565,7.9625,7.62,7.98,2.1,-1.46,3.7,0.91,334.775,353.125,348.975,351.425,0.46,0.1125,-0.05,0,0.4225,0.0425,0.2325,0.01,-0.14,0.0475,7.525,7.667,8.3105,8.9875,6.66925,7.467,8.552,8.1705,8.34775,9.0825,9.447,7.59575,7.29325,8.5985,7.5975,7.7335,8.6765,9.398,9.12825,10.39425,-2.732,-2.707,-1.59375,-2.28
1,3.25,2.31901748325479,21.1062085291016,0.423310337177393,0,11.1964830240744,0.965709481096929,422.491356449107,9.4920405297463,423.041167606634,8.04088964835593,426.85264781423,423.555847881701,7.95964145491478,427.17783808,423.318919960263,7.9681005253549,425.784173462366,423.771639524293,8.09425023469087,429.992466992063,424.258379021453,8.10566907458544,435.102405356643,431.951459581589,8.12732230336474,439.484174438531,2.36984421788712,9.35982086730104,0.453966974083851,1.8625,1.39,0.995,0.995,0.595,8.10035,7.156,7.80075,7.7855,8.0188,7.67235,6.758975,95.6494925,86.2325,3.4304,7.7375,7.3925,7.755,7.265,7.8425,2.1,-1.335,3.7,0.8725,338.225,353.15,351.575,349.975,0.4775,0.1,-0.04,0,0.4025,0.2725,0.24,0.01,-0.14,0.045,7.4125,7.63025,8.3305,8.9845,6.648,7.433,8.54525,7.9825,8.2355,9.055,9.4265,7.618,7.30575,8.60225,7.63375,7.70475,8.666,9.37225,9.124,10.4015,-2.8315,-2.286,-1.6005,-2.245
1,3.75,1.83055093826008,15.0562407625945,0.399072646904473,-4.76084020249443,1.45347912747043,1.01819416087663,421.969427043355,9.18508429048848,423.022576670359,8.02053442323843,425.612692950785,423.329164662308,8.03849165277384,425.688264262828,422.930425266396,8.00533015628183,425.864791669881,423.625229076722,8.10528464584123,428.817600567838,425.358476683711,8.13256658526251,431.300135194444,431.845064862172,8.43006393949478,437.611811950321,2.13994636802877,9.73443414982834,0.380716768781933,1.7425,1.345,1.0025,1,0.5925,7.621825,7.214,7.6666,7.6636,7.7117,7.44145,7.0119,95.6418675,86.64,3.31155,8.02,7.5375,7.9125,7.5525,7.7975,2.1,-1.61,3.7,0.8825,339.75,354.4,349.5,351.25,0.4875,0.035,0.0025,0,0.425,0.085,0.2475,0.01,-0.14,0.0275,7.301,7.57,8.313,8.981,6.7405,7.398,8.5405,7.84125,8.1715,9.0175,9.419,7.611,7.2635,8.60525,7.63625,7.6235,8.66825,9.3465,9.1205,10.40975,-4.0115,-3.379,-2.1555,-2.69
1,4.25,1.41812764768596,13.3507629685133,0.399165664320703,2.91302636171492,2.79506765757857,0.955121885468543,423.313431294043,10.2454445967962,422.292418649701,8.10730902385313,426.606487705426,423.057971538502,8.08373880739928,426.777617439538,423.081048483836,8.10855786319845,425.672813456522,423.75683975522,8.20051141419875,428.935701283129,424.970003966033,8.3001714924334,433.652178290941,432.166881408629,8.35215420381627,438.980818101782,2.16975019308509,9.43639090019954,0.420315733137497,1.6425,1.31,0.915,0.9375,0.55,8.01675,7.095,7.651425,7.666275,7.76335,7.59565,6.924825,95.63178,87.5225,3.335875,8.05,7.82,7.7975,7.75,7.64,2.1,-1.3775,3.7,0.855,338.875,354.25,348.75,352.875,0.38,0.0175,0.0175,0,0.41,0.115,0.27,0.0125,-0.14,0.04,7.51,7.48575,8.279,8.977,6.79075,7.363,8.5385,7.8445,8.11275,8.97525,9.4105,7.564,7.212,8.6075,7.68325,7.626,8.6745,9.32275,9.11625,10.40825,-3.39325,-2.861,-2.12625,-2.6
1,4.75,1.5527248554308,8.66013054271316,0.382320921285323,4.62794493602352,2.79151480931063,1.00060332520438,423.959405262914,10.4068670319524,422.761049345943,8.05382507526426,425.729266014854,422.811339283478,8.09401360496162,425.969987460317,423.050077395682,8.08668231538005,425.760679762699,424.010020097703,8.18686513729818,427.471309617021,426.318142623377,8.32938176012,428.708498028939,431.926364947054,8.51126033258224,436.397816909333,2.19397177701444,8.77719133392701,0.485617935464154,1.82,1.3575,0.9925,1.03,0.59,7.980075,6.84,7.7991,7.569825,7.587375,7.107275,6.6416,95.646045,87.58,3.342225,7.79,7.7275,7.6075,7.5775,7.575,2.1,-1.595,3.7,0.94,337.6,353.225,348.675,351.45,0.47,0.0425,-0.0425,0,0.4175,0.085,0.2475,0.01,-0.14,0.045,7.5525,7.278,8.224,8.9735,6.719,7.293,8.53625,7.92425,8.04625,8.93675,9.403,7.47075,7.15975,8.60975,7.61225,7.56925,8.67925,9.28875,9.1095,10.4085,-3.9195,-3.30175,-2.207,-1.255
