DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_4_1_1,TS_4_2_1
1,0.25,-4.8509875,-1.271545,23.765,3.1422925,1.417775,0.85339,450.54,14.381035,15.790475,88.050935,15.5235,93.10736,6.8976825,0,2.93527,351.8701725,370.315085,0.833999999999993,0.0150124999999999,9.4176475,9.9567675,10.481945,10.4761025,11.3946325,19.92044,10.100295,10.488,12.35,12.9525,11.33,13.31
1,0.75,-4.8507425,-2.57108,28.4425,3.22645,1.46375,0.889965,450.505,13.98516,15.81978,88.0364,15.294,94.5708,6.77543,0,2.67937,349.1509,371.197325,0.218099999999997,0,9.3216475,9.78051749999999,10.442695,10.4876025,11.3746325,19.925225,9.960045,10.4235,12.35,12.94875,11.3375,13.31
1,1.25,-5.53327000000001,-2.78372,28.614,2.57777,1.490905,0.9039925,451.1,13.5725,15.8557275,87.99913,15.358,94.56744,7.1946975,0,2.71916,348.7610975,372.11428,0.0183,0.00694499999999979,9.2560975,9.66574,10.42291,10.52087,11.41121,19.9317875,9.80166,10.33153,12.35375,12.9425,11.35125,13.3
1,1.75,-4.59905000000004,-3.3756,37.7161899999999,3.7872275,1.44641,0.8881875,451.46,13.4833875,16.20235,87.9995,15.56,94.24734,7.0495625,0,3.03287,349.9050075,373.76629,0.01002,0.00617749999999997,9.0788025,9.62775499999999,10.3729825,10.4921025,11.3461325,19.94375,9.761295,10.2459475,12.35375,12.9325,11.35875,13.29
1,2.25,-4.27940000000001,-3.07508,30.290175,4.0242675,1.43325,0.92135,452.5025,13.1215325,16.04,88,15.068,94.65786,7.06376,0,2.856195,348.1732475,370.7520275,0.742259999999989,0.0310199999999998,8.9618025,9.592505,10.3407325,10.5191025,11.3353825,19.94375,9.663545,10.1536975,12.35375,12.9225,11.3725,13.29
1,2.75,-3.97917500000002,-2.30452,36.38375,6.18375,1.4024,0.86584,453,13.24045,16.0206675,88.0007275,15.31,95.06676,7.431565,0,3.1856,349.3280475,370.7716725,1.18818,0.0106775,8.80895,9.57027,10.305555,10.535835,11.370555,19.9557125,9.61992999999999,10.070365,12.3475,12.9225,11.38,13.28
1,3.25,-2.8031575,-1.59202,36.0770599999999,2.19125999999999,1.4101925,0.87963,455.61,13.174,15.859605,87.99977,15.07,93.58364,7.2069325,0,3.39333,349.8510425,369.4515875,0.476039999999993,0.0115099999999999,8.81495,9.57577,10.264555,10.555835,11.389055,19.9644125,9.60692999999999,10.017865,12.3475,12.90625,11.39125,13.27375
1,3.75,-3.705335,-1.3248,37.5551725,6.32946,1.37104,0.89859,453.03,13.204645,15.6329,87.9695975,15.016,93.6172,7.02404,0.0132049999999998,3.21248,348.027465,370.0253475,0.10602,0.00263249999999991,8.79245,9.56177,10.244055,10.575335,11.379055,19.96665,9.56493,9.99523499999999,12.35125,12.90625,11.395,13.26375
1,4.25,-3.45417500000003,0.340779999999999,33.9276525,3.30466,1.6456575,0.9417975,453.1575,13.38014,15.5721175,87.9602,15.174,92.81536,7.2747,0,2.826265,345.9725,369.81299,0.547979999999996,0.00175499999999994,8.78195,9.50127,10.225555,10.593835,11.340555,19.9699125,9.47093,9.969235,12.345,12.89625,11.405,13.26
1,4.75,-4.78342000000002,-1.08602000000001,32.248,1.57110000000001,1.55104,0.9208,452.945,13.2254375,15.44763,87.94028,14.926,92.086,7.48503999999999,0,2.78988,343.7726525,369.8275925,0.282959999999996,0.00447749999999997,8.76295,9.46027,10.178055,10.593335,11.331055,19.968825,9.39593,9.913735,12.345,12.89,11.405,13.25375
1,5.25,-3.10435000000003,-0.242600000000012,29.135,1.415,1.606905,0.93055,453.3,12.9273625,15.27158,87.939975,14.88,91.36984,8.03032,0,2.84077,345.23295,368.978885,0.0272399999999997,0,8.69948,9.41927,10.159055,10.602835,11.306555,19.9655625,9.29593,9.868735,12.345,12.88625,11.39875,13.25375
1,5.75,-4.88038750000001,-1.53322040000002,38.40775,5.51233999999999,1.50409,0.94118,455.03,12.8141875,15.53423,87.949655,15.104,92.74272,7.81180999999999,0,3.090535,346.3887475,370.3088725,0.0466799999999994,0,8.61802,9.36077,10.128555,10.619835,11.319555,19.968825,9.21493,9.794565,12.34875,12.87625,11.395,13.24375
1,6.25,-4.54683250000001,-2.0513,34.63695,0.99518499999999,1.453795,0.93359,453.1375,12.73425,15.42033,87.97,14.992,91.98284,7.72914,0,3.295515,347.9509275,370.0626275,0.441599999999999,0.0148599999999999,8.52952,9.29177,10.096555,10.610335,11.338555,19.9633875,9.081835,9.70293,12.3425,12.87625,11.395,13.2375
1,6.75,-3.72728250000001,0.966239999999995,39.318,3.10348499999995,1.5387725,0.89737,453.0625,12.76125,15.3836,87.9697675,14.912,92.91408,7.60784,0,3.00887,349.27879,369.006415,0.417179999999999,0.1004,8.43202,9.258235,10.055555,10.618835,11.376555,19.96115,8.935765,9.62693,12.3425,12.8725,11.38875,13.23375
1,7.25,-1.828125,0.879239999999994,31.401805,5.80923499999995,1.92209,0.88631,449.6825,12.7498175,15.470875,88.0017975,15.046,93.53576,8.0878,5.88666249999999,4.1177175,352.38606,368.9985325,5.09225,14.685,8.27827,9.204565,10.012055,10.609335,11.386055,19.96115,8.770265,9.57743,12.33625,12.86625,11.39125,13.2275
1,7.75,5.99360499999999,3.33963999999999,43.47685,2.66663750000001,1.61758,0.911519999999999,453.87,12.85133,15.821935,88.015485,15.154,93.52378,7.68951999999999,40.15063,11.79675,348.22436,370.4183425,16.0799,81.11,8.084535,9.0657825,9.9716275,10.5998175,11.3809775,19.9535375,8.67059,9.493815,12.33625,12.8625,11.3875,13.2175
1,8.25,38.5268675,21.6813,50.29282,12.1583,1.8179875,0.975384999999999,450.3,12.934625,15.953345,88.0398175,15.568,93.55838,7.78336999999999,127.6488025,39.2566999999999,348.6408175,375.0813825,45.53205,273.6,7.868535,8.9277825,9.9308775,10.6100675,11.3607275,19.950275,8.51866,9.443815,12.33,12.8625,11.39,13.2075
1,8.75,121.41733,53.38016,68.524825,49.53644,1.771465,0.992165,452.125,13.492005,16.64681,88.0671,16.86425,94.09064,8.3073,264.8629775,84.5717424999999,349.8951025,382.79961,121.1505,518,7.848785,8.7982825,9.8903775,10.6098175,11.3502275,19.9394,8.4960575,9.363065,12.32375,12.8625,11.38625,13.2075
1,9.25,209.5643475,75.53958,74.522155,91.8923199999999,1.87455,0.999455,451.3125,13.59875,17.5745675,88.1,18.264,91.1340000000001,8.1268925,373.275,111.03263,355.9940125,395.857155,173.9235,725.6,7.937785,8.71384,9.8208775,10.5983175,11.298265,19.9448375,8.5358075,9.273315,12.32375,12.85875,11.38875,13.20125
1,9.75,284.235175,99.8378,106.3273,136.725,1.69115,0.9755025,451.2,13.734,18.6068775,88.12957,19.414,90.42664,8.00331,482.742715,136.758035,356.3867825,411.1,215.52,916.2,7.98791,8.72209,9.7411275,10.5760675,11.267015,19.9339625,8.7110425,9.203565,12.32125,12.855,11.385,13.1975
1,10.25,338.78499,115.72256,111.3879875,167.7,1.45312,1.005155,456.2125,13.6575,19.0331775,88.167955,19.91,87.278,7.6892,561.4975,154.8775,355.795,425.2825,246.285,1079.57,8.06616,8.69184,9.6616275,10.5345675,11.240385,19.928525,8.7100425,9.172815,12.315,12.86125,11.3775,13.19125
1,10.75,391.548025,134.58178,111.304135,191.9,1.49466,0.9763625,455.25,14.125,19.7126475,88.16,20.348,85.528,7.6599175,643.0347175,173.33695,358.33184,436.8803475,266.874,1235.32,8.5237525,8.67984,9.6013775,10.5128175,11.152385,19.919825,8.979735,9.204935,12.315,12.86125,11.38,13.18125
1,11.25,423.878585,146.04074,111.14416,216.58,1.6366825,0.937445,454.9725,14.54035,19.9286575,88.14663,20.794,85.108,7.3598375,686.585225,178.3412775,356.5192675,445.5794625,276.1365,1323,8.9222725,8.67541,9.5508775,10.4533175,11.083635,19.9165625,9.10534500000001,9.148685,12.30875,12.8575,11.3725,13.18125
