DOY2,HR2,CO2,FC,G,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SW_IN,SW_OUT,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,USTAR,VPD,WS
1,0.25,418.53915,-0.966604525,-60.4087975009993,-63.27568,1.32455022214376,0.31218125,166.52,243.12,-91.83,97.8413,-0.064,-0.056325,63.6104807520956,-2.9607,-0.2106,-15.45875575,-0.2,0.295,2.9,3.6475,-0.8295,0.80675,2.5,3.615075,-9.01,-4.98275,-1.684,-0.526425,0.182,1.11825,1.9161,2.912075,4.5205,-7.620225,-4.17845,-1.564625,-0.47145,0.309675,1.2275,1.89365,2.84565,4.238,0.0537139888410438,0.0118577031736962,0.996068107767888
1,0.75,418.49125,-2.25548997121826,-59.6087449695911,-64.18458,1.32265212860796,-15.1649264359712,164.01,241.565,-92.1,97.8188075,-0.063,-0.058275,63.9112415813416,-2.651975,-0.126325,-15.71740375,-0.21125,0.2975,2.9,3.6475,-0.929075,0.8221,2.5,3.615075,-9.023,-5.14795,-1.7049,-0.601475,0.2205,1.121625,1.9356,2.931575,4.4615,-7.74305,-4.30075,-1.60325,-0.4795,0.311625,1.228,1.8813,2.84565,4.238,0.059724165,0.0134216555183582,0.51119985
1,1.25,418.815580745789,-0.700166,-55.4549999978606,-46.1173325,1.25684003747349,-2.188796,164.51,240.775,-91.4375,97.8068225,-0.063,-0.055,62.2222026192157,-2.7829,-0.21955,-16.0442915,-0.229925,0.297925,2.9,3.639425,-1.011675,0.806425,2.5,3.615075,-9.159,-5.170225,-1.743825,-0.58295,0.21955,1.1221,1.9356,2.89455,4.519,-7.8534,-4.3866,-1.6498,-0.49615,0.31065,1.228,1.8813,2.84565,4.238,0.0580716136084522,0.0201021994190156,0.699522403783999
1,1.75,419.36,-2.883399,-60.7892241332826,-56.11376,1.72187435908364,-6.07985,165.675,240.46,-90.955,97.8357625,-0.064,-0.056275,62.5480732134633,-2.62895,-0.289125,-16.55354775,-0.248825,0.297925,2.9,3.639425,-1.111675,0.8221,2.5,3.607425,-9.132,-5.191575,-1.876325,-0.620475,0.200525,1.06555,1.915125,2.913075,4.501,-8.05675,-4.4205,-1.68875,-0.48425,0.311625,1.228,1.8813,2.84565,4.231,0.065896805,0.0178084960632909,0.470585125
1,2.25,418.761129413537,-1.44503975,-57.8804681820427,-51.389325,1.21850661279643,-2.6385475,167.65,240.955,-90.52,97.79723,-0.062275,-0.056,61.6296435567559,-2.025725,-0.2012,-15.793081,-0.2675,0.298325,2.9,3.6475,-1.13115,0.79665,2.5,3.61125,-9.09125,-5.083275,-1.987475,-0.5839,0.200525,1.1026,1.9156,2.9116,4.5005,-8.2188,-4.42105,-1.7372,-0.5085,0.31065,1.228,1.8813,2.84565,4.231,0.05942866,0.0162274970027287,0.8872727
1,2.75,418.84555,-1.192435,-60.2664496586139,-46.62376,1.22818337939067,-2.99090875,171,240.625,-90.4275,97.82311,-0.062,-0.057,62.8651581642162,-2.030625,-0.263375,-15.723405,-0.274925,0.297925,2.9,3.631825,-1.26125,0.74665,2.5,3.603825,-9.10625,-5.19485,-2.045875,-0.6034,0.200525,1.0836,1.9351,2.85555,4.4805,-8.23785,-4.4195,-1.7869,-0.5275,0.31065,1.228,1.8813,2.84565,4.21865,0.0576119253586875,0.0144473979280117,0.700313575
1,3.25,418.483,-3.63860275,-58.6912324408435,-61.5409,1.23223822882875,-16.24622,169.18,240.06,-90.0825,97.8267,-0.062,-0.055275,62.6499278937692,-1.951675,-0.106925,-16.065503,-0.293825,0.298325,2.9,3.639425,-1.3774,0.764825,2.5,3.607425,-8.80875,-5.25085,-2.138475,-0.6243,0.162525,1.084075,1.877575,2.85555,4.4805,-8.382525,-4.454875,-1.83105,-0.5535,0.31065,1.228,1.8813,2.8333,4.218,0.06177003433349,0.0184596598870987,0.323778390422286
1,3.75,418.79315,-2.89049976808524,-60.543898028213,-19.0537575,1.22883000255954,-8.3764335,161.02,239.09,-89.3825,97.8030125,-0.062275,-0.05455,60.9705223477465,-1.99185,-0.216775,-16.619862,-0.32375,0.298325,2.9,3.62375,-1.4125,0.79665,2.5,3.61125,-8.81,-5.362425,-2.23345,-0.6433,0.181525,1.101625,1.9161,2.85555,4.442,-8.5117,-4.492875,-1.894225,-0.564425,0.309675,1.2275,1.87985,2.83085,4.2155,0.06724411,0.0184945332307542,0.311830875
1,4.25,419.042993261237,-2.18086525,-67.6309637118784,-17.8544075,1.23517314999422,-3.113776,166.8225,236.59,-88.675,97.78255,-0.063,-0.054275,62.3801622509238,-1.9576,-0.31385,-16.788071,-0.335,0.2975,2.9,3.62375,-1.447175,0.781825,2.5,3.61125,-9.02125,-5.4911,-2.2363,-0.661825,0.181525,1.065075,1.897075,2.87455,4.442,-8.533775,-4.52995,-1.9522,-0.57915,0.316,1.2275,1.87985,2.843675,4.2155,0.0566735,0.0191942017147604,0.653348847654365
1,4.75,418.987,-1.008925,-60.9898328054889,-16.6966125,1.2064737989224,-1.363328,169.8825,236.295,-88.8825,97.870448700141,-0.061,-0.054,58.0693525061235,-1.888625,-0.2355,-16.886874,-0.338825,0.29875,2.9,3.615675,-1.5625,0.74585,2.5,3.61125,-9.26125,-5.6568,-2.274725,-0.681775,0.162525,1.065075,1.897075,2.89405,4.4615,-8.53995,-4.57975,-2.003,-0.589125,0.304125,1.228,1.87465,2.8263,4.218,0.0360373775,0.0201432076754025,0.8047044
