DOY2,HR2,WS,T_SONIC,H2O_1_1_1,LE_1_1_1,FC_1_1_1,CO2_1_1_1,TAU,USTAR,SC,H,NETRAD,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_DIF,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,RH_1_5_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TS_1_1_A,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_6_1_1,TS_6_1_2,TS_6_2_1,TS_6_3_1,PA,FC_1_1_2,CO2_1_1_2,H2O_1_1_2,LE_1_1_2,PPFD_OUT_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,TS_7_1_1,TS_7_2_1,TS_7_3_1,TS_7_4_1,TS_8_1_1,TS_8_2_1,TS_8_3_1,TS_8_4_1
1,0.5,4.71999999999999,8.8475,10.974,24.7637636190222,3.9925,436.8,-0.00734680000000001,1.27275,1.5,26.29,40.975,1.504125,13.3625,11,100,100,99.6,100,100,7.09979166666666,8.20749999999999,8.23999999999999,7.6,6.52,3.9,4.7,4.96,2.7,4.215,3.8825,5.2825,2.4,4.165,5.365,2.5,2.4,4.1,5.1825,100.5747,1.372,443.94,8.8534,12.91597394502,1.66290064102564,1.8966,1.51385,1.23839,0.417015,5.3275,5.51,5.9275,6.5275,4.365,4.8275,5.1275,5.9
1,1.5,4.7,8.7425,10.586,24.9903212180248,4.63499999999999,434.7925,-0.00958730000000008,1.2649,2,13.2125,41,0.757,14.255,11,100,100,99.6,100,100,7.29826923076922,7.625,8.1071153846154,7,6.3625,3.9,4.7,4.88884615384615,2.7,4.215,3.8825,5.2825,2.4,4.1825,5.365,2.5,2.4,4.1,5.1825,100.5855,2.906975,441.44,9.75854999999999,20.2054631716375,0.841538461538461,1.9517,1.4496,1.210475,0.590565,5.3275,5.51,5.9275,6.6,4.41,4.855,5.1275,5.9
1,2.5,5.1,8.225,11.005,28.2761061567356,4.73,434.69,-0.00634420000000002,1.222075,1.4,20.105,39.9,0.880029999999999,13.5000000000001,11,100,100,99.6,100,100,7.12522727272726,7.5175,7.57840909090909,7.01227272727272,6.1625,3.9,4.7,4.78636363636364,2.6825,4.215,3.9,5.2825,2.3825,4.165,5.365,2.5,2.4,4.1,5.1,100.59875,2.60735,445.14,9.92795,17.724557993205,0.623636363636363,1.773,1.329625,1.05875,0.6128875,5.3275,5.5825,5.9275,6.5275,4.4825,4.855,5.1275,5.9
1,3.5,4.9,7.455,10.87,29.562068229694,4.7625,434.3575,-0.00589160000000001,1.2464,1.5725,17.6299999999999,40,1.205,13.5025,11,100,100,99.6,100,100,8.09854166666666,7.76562499999998,7.975,7.39250000000001,6.2875,3.9,4.6925,4.79,2.6825,4.235,3.9,5.2825,2.3825,4.1,5.365,2.5875,2.39,4.1,5.1,100.5937,2.698,446.54,10.43245,13.667721510723,0.902083333333334,1.2569,0.95231,0.85503,0.37444,5.255,5.5825,5.9275,6.5275,4.4825,4.7825,5.1275,5.9
1,4.5,4.9,7.8125,10.98,26.6890219813654,4.4,434.8775,-0.0062476,1.2708,1.2,24.2199999999999,39,0.83497,12.8,11,100,100,99.6,100,100,8.43,7.9,7.9625,6.9975,6.43365384615385,3.9,4.7,4.79,2.6825,4.2175,3.9,5.2825,2.3825,4.1,5.365,2.8625,2.3925,4.1,5.1,100.566125,3.3551,442.955,10.1405,17.178901591095,0.890384615384616,1.4008,1.00656,0.90617,0.39696,5.1825,5.5825,5.9275,6.5275,4.455,4.7825,5.1275,5.9
1,5.5,5.2775,7.5,11.1025,32.3061558541688,4.8,435.26,-0.00548082499999999,1.309425,1.36999999999999,17.7625,40,0.728,10.4549999999999,11,100,100,99.6,100,100,8.45113636363636,8.64295454545455,8.76818181818181,8.30409090909091,6.7625,3.9,4.605,4.8075,2.5825,4.235,3.9,5.2825,2.3,4.1,5.365,2.77,2.3925,4.1,5.1,100.6,2.273375,439.765,10.12,11.6600484902265,1.17159090909091,1.1266825,0.82243,0.6589475,0.3298525,5.1825,5.5825,5.9275,6.6,4.455,4.7825,5.1275,5.9
1,6.5,5.3,7.73000000000001,11.11,23.2328055008,4.9225,436.525,-0.005756075,1.34395,1.4,14.605,41,0.661969999999998,14.555,11,100,100,99.6,100,100,8.18062499999999,8.96729166666668,9.50020833333333,8.55958333333332,6.6875,3.9,4.6125,4.83,2.665,4.2175,3.9,5.2825,2.3825,4.1,5.365,2.685,2.585,4.1,5.1,100.657125,2.125125,443.55,9.82,8.89953571950398,0.907291666666667,1.0124,0.84485,0.6522,0.348525,5.11,5.5825,5.9275,6.6,4.5275,4.71,5.1275,5.9
1,7.5,5.098,7.62,10.81275,33.5779395447248,4.89000000000001,434.65,-0.0042713,1.2878,1.3,22.935,46.05,103.62,50.94,59.85,100,100,99.6,100,100,7.80865384615385,8.36230769230767,9.27384615384614,8.03653846153839,7.35288461538461,3.9,4.60288461538461,4.83,2.5825,4.2175,3.9,5.2,2.3825,4.1,5.365,2.585,2.4925,4.1,5.1,100.687829919258,1.917375,444.155,9.325025,9.880805391534,12.3586538461538,1.439375,1.25375,1.0372375,0.434645,5.065,5.655,5.9275,6.6,4.5275,4.71,5.1275,5.9
1,8.5,5.2,7.4975,11.209,46.6485126851,4.78,434.0625,-0.00846470000000002,1.331575,1.2,104.5625,118.05,452.96,187.28,198.25,100,100,99.6,100,100,7.85113636363636,9.2225,9.58999999999999,8.71863636363635,7.73,3.9,4.615,4.83,2.5,4.2175,3.9,5.2,2.3825,4.1,5.365,2.5,2.4,4.1,5.1,100.7194,2.68965,444.15,9.3286,28.1858913497859,48.375,1.742025,1.20605,1.367675,0.1828375,5.065,5.655,5.9275,6.6,4.5275,4.71,5.055,5.9
1,9.5,5.25749999999999,8.75,11.19,63.3854257403,4.79999999999997,432.74,-0.0301714999999999,1.383975,1.2,213.575,235,782.12,362.735,331.4,100,100,99.6,100,100,7.86562499999999,10.3,10.465,9.71499999999996,8.465,3.9,4.6,4.99,2.5,4.2175,3.9,5.2,2.3825,4.0825,5.365,2.5,2.4,4.1,5.1,100.767925,2.3482,443.8,9.495625,35.8902406493875,84.5,1.604575,1.0119175,1.1833925,0.234045,4.9925,5.6275,5.855,6.6,4.4275,4.6825,5.055,5.8275
