DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,CH4,FC,NEE,H,LE,USTAR,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A
1,0.25,1.374955,0.253961665875,0,0,2.14866,99.42681,-27.7994925,0.00638,401.7953175,0.01114,328.32462,-8.46581,-8.46581,-37.5199,-8.0536,0,135.9342,165.86735,0,0,-16.5380775,-14.3309925,-18.1527,-15.8653925,-20.86365,-20.8691275,-22.0998975,-21.270635,-15.646275,-24.1652125,-18.718875,-16.9342375,-17.149875,-18.5328875,-18.0778375,-14.5469625,-21.1161625,-16.758225,-15.3078625,-15.9146875,-16.4344375,-16.3033875
1,0.75,2.05345,0.318759967975,0,0,11.46382,99.486475,-27.8311375,0.006655,392.1108275,0.0112125,326.819415,-0.6502,-0.6502,-44.006685,-3.96975,0,137.752375,166.786375,0,0,-16.5789025,-14.33586,-17.9173525,-15.85214,-20.8766175,-20.8828025,-22.10051,-21.28097,-15.66055,-24.21115,-18.7507,-16.951175,-17.1627875,-18.5351875,-18.086575,-14.5496125,-21.1440125,-16.7734625,-15.31645,-15.9220875,-16.42995,-16.3116875
1,1.25,1.61169,0.27219322355,0,0,10.771695,99.51689,-27.84014,0.00091,390.544215,0.0108675,833.13584,-3.4974,-3.4974,-32.20988,-2.5025025,0,138.226125,169.29175,0,0,-16.6820525,-14.15254,-18.0594075,-15.81871,-20.8685175,-20.9291825,-22.1041175,-21.2836825,-15.670775,-24.254425,-18.7651,-16.9674875,-17.1809125,-18.5433,-18.0977875,-14.5638375,-21.1708,-16.7917125,-15.3244375,-15.9286875,-16.430075,-16.31945
1,1.75,1.21126,0.28664509905,0,0,5.015705,99.50113,-27.82033,0.00383,390.125,0.003725,833.982895,-5.226775,-5.226775,-22.8994,-9.53124,0,137.305675,170.62425,0,0,-16.6454725,-14.1651925,-17.78554,-15.8106275,-20.8489275,-20.9263875,-22.08705,-21.279625,-15.689475,-24.2924625,-18.7857875,-16.983975,-17.2008875,-18.5541875,-18.0941625,-14.5655375,-21.2055625,-16.821375,-15.33345,-15.9468625,-16.43615,-16.327275
1,2.25,1.39606,0.2176158726,0,0,3.638955,99.4754725,-27.6396575,0.004935,404.0035475,0.008115,871.0224,-2.7426,-2.7426,-45.9180925,-21.620475,0,138.4519,171.246975,0,0,-16.595655,-14.1711,-17.8117225,-15.9382075,-20.844095,-20.93491,-22.0731,-21.2800625,-15.6968375,-24.311125,-18.7975625,-16.993575,-17.2143125,-18.5493375,-18.0964625,-14.569575,-21.219275,-16.8335875,-15.3493875,-15.958575,-16.43025,-16.3364125
1,2.75,1.102405,0.16595931285,0,0,9.7606225,99.46488,-27.500985,0.00387,403.5365,0.00786,830.376625,-4.5800125,-4.5800125,-31.53028,-12.180185,0,137.181225,170.490275,0,0,-16.563355,-13.9791375,-17.7152525,-15.8447675,-20.84864,-20.9564225,-22.07554,-21.28886,-15.71305,-24.3342625,-18.8053875,-17.0141875,-17.230075,-18.556725,-18.10195,-14.58205,-21.207325,-16.8620125,-15.3602125,-15.95895,-16.4241125,-16.3447125
1,3.25,1.4868,0.23199820575,0,0,4.47481,99.4597625,-27.48109,0.00314,402.58681,0.0077725,295.4787575,-4.6329675,-4.6329675,-38.4412175,-19.2959925,0,137.376175,169.932,0,0,-16.97845,-14.4253475,-17.943935,-16.1251075,-20.8516475,-20.9691175,-22.08526,-21.309845,-15.728125,-24.3672,-18.8352125,-17.026025,-17.24115,-18.5624875,-18.0966,-14.58745,-21.201925,-16.8779125,-15.3698625,-15.9785125,-16.4396875,-16.3558
1,3.75,1.225195,0.25866297795,0,0,7.9880125,99.4488725,-27.452695,0.0036,389.7081375,0.0078,293.90574,-4.6859225,-4.6859225,-33.713835,-19.17388,0,138.994,168.993875,0,0,-16.9011625,-14.2551925,-17.7271375,-15.966685,-20.8602475,-20.9810025,-22.0808025,-21.3217075,-15.7373,-24.393275,-18.8630375,-17.0466375,-17.262625,-18.562775,-18.0993,-14.5994375,-21.190025,-16.8938125,-15.3816,-15.9824,-16.430825,-16.3629625
1,4.25,2.09366,0.2491025836,0,0,1.60896,99.40525,-27.49561,0.0009075,403.9743,0.0094475,293.9138275,-3.4059125,-3.4059125,-28.57128,-20.2937025,0,137.70725,168.341775,0,0,-17.11683,-14.2505825,-17.780285,-16.2288675,-20.858335,-20.9785675,-22.07719,-21.31267,-15.7593375,-24.4295625,-18.886,-17.056375,-17.2727625,-18.5573,-18.0975375,-14.6085625,-21.1688,-16.91485,-15.384975,-15.9876375,-16.4289375,-16.3712375
1,4.75,1.8851,0.3257816982,0,0,7.4486675,99.409865,-27.0867175,0.00065,405.14899,0.00809,293.67315,-4.2358975,-4.2358975,-38.2731375,-20.96485,0,138.78805,168.67935,0,0,-17.22726,-14.2764775,-17.6806525,-16.1686475,-20.8681475,-20.9749425,-22.08084,-21.323225,-15.779125,-24.43045,-18.915425,-17.0610375,-17.2773125,-18.5545,-18.09415,-14.619775,-21.1626375,-16.94045,-15.4043375,-15.995325,-16.4317125,-16.3774
