DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.775075,-6.58335,4.355425,0.874424999999997,9.18089999999997,1.1194,94.71325,390.76375,0.590749999999999,4.272125,7.06559999999999,0.561125,0.721449999999999,1.030225,1.789175
1,0.75,0.777975,-6.45782500000001,4.470675,0.919925,7.11524999999998,0.770199999999999,94.7849,390.71995,0.547499999999999,4.52715,8.088075,0.490425,0.786975,0.642924999999998,1.767375
1,1.25,0.764525,-6.30927500000001,4.3742,1.0694,7.44985,0.945099999999999,94.84265,390.727675,0.49325,1.6611,9.0585,0.340375,0.835749999999999,0.642949999999999,1.748925
1,1.75,0.8002,-6.28565000000001,4.42655,0.775649999999999,12.94545,1.6894,94.84695,390.74815,0.501,2.43305,8.8142,0.351,0.810925,0.4903,1.733
1,2.25,0.781525,-6.25657500000001,4.26415,0.859199999999998,10.6425,1.01145,94.85675,390.780625,0.50325,4.367,7.671125,0.701799999999999,0.7441,0.762449999999999,1.731
1,2.75,0.75805,-6.15980000000001,4.6451,0.83555,10.81525,0.35675,94.91535,390.813125,0.49,4.307075,6.38889999999998,0.7342,0.784675,0.732099999999998,1.728
1,3.25,0.79735,-6.10990000000001,4.54655,0.746774999999997,12.89725,0.913,94.172575,390.82585,0.46775,6.167525,13.22775,0.8011,0.7567,0.748474999999999,1.723
1,3.75,0.795975,-5.99420000000002,4.4863,1.08435,16.52205,5.80469999999999,93.544475,390.8526,0.49325,5.511375,14.0898,0.857899999999999,0.763424999999999,0.587075,1.748
1,4.25,0.78395,-5.96185000000002,4.5603,0.6731,16.5946,2.78079999999999,93.2887,390.9327,0.49325,3.209175,15.0936,0.83125,0.821775,0.861449999999998,1.69365
1,4.75,0.7926,-6.28707500000001,4.4082,1.0231,13.0871,1.2773,93.218025,391.227,0.4955,3.551775,13.423425,0.611875,0.850474999999998,0.5988,1.707025
1,5.25,0.7737,-6.03940000000001,4.2176,0.982199999999998,13.187375,1.089075,93.25505,391.6533,0.49325,3.6891,14.94375,0.68875,0.813899999999999,0.599274999999999,1.712
1,5.75,0.8546,-6.07272500000001,4.4965,0.777199999999999,13.0785,0.642700000000001,93.4863,391.2762,0.4755,3.35335,16.5049,0.63375,0.822924999999999,0.6378,1.723
1,6.25,0.8815,-5.97355000000001,4.5948,0.897,18.3797999999999,2.30349999999999,93.5804,391.1259,0.4755,3.02045,17.84435,0.694875,0.77965,0.663525,1.745
