DOY2,HR2,USTAR,TA,WS,H,LE,RH,PA,CO2,H2O,PPFD_IN,PPFD_DIF,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,FC,SC,NEE,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_1_1,RH_1_1_1,TA_1_2_1,RH_1_2_1,RH_1_3_1,USTAR_1_1_1,WS_1_1_1,H_1_1_1,LE_1_1_1,PA_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1_1_1,H2O_1_2_1,USTAR_1_2_1,WS_1_2_1,LE_1_2_1,FC_1_2_1,CO2_1_10_1,CO2_1_9_1,CO2_1_8_1,CO2_1_7_1,CO2_1_6_1,CO2_1_5_1,CO2_1_4_1,CO2_1_3_1,CO2_1_2_1
1,0.25,0.048686625,-17.3118,0.97603,-62.4935,-8.7251075,60.3393625,96.6633,372.706375,1.0449525,-0.00459634999999999,0.00200213,-85.865,-2.69321,-0.20624575,159.4,236.84125,-0.580111,-0.7403745,-0.905825,-0.6031326664,-0.20075,0.1860405,0.52230725,1.383125,1.8,3.75,5.155525,-17.2489166655,66.6466666675,-17.55323491425,64.89622508425,62.4847499985,0.04575502895,1.819376916675,-54.73800095675,-8.946211098625,96.66960875,417.8042934875,1.205899494325,-0.287892891125,-0.27564233825,1.1829965179,0.05705811755,1.154221690325,-6.149841544975,-0.326880664575,341.8075916425,341.804624985,341.7972833,341.8102916575,341.7956791575,341.8250416425,341.8633292,341.8794166425,419.4494977975
1,0.75,0.0461713,-17.5716,1.055625,-61.7326,-8.596485,60.340575,96.68895,373.232,1.036615,-0.03091,0.00166748,-85.18375,-2.6634725,-0.23249275,158.06875,235.9996391425,-0.598308,-0.911234,-1.042575,-0.5744,-0.18585525,0.19167,0.52425,1.365725,1.8,3.747525,5.132055,-17.29583333,65.9855,-17.57269083425,69.31337166575,66.85233333575,0.061960752625,2.12371958075,-67.56006063525,-10.704050858,96.6877144985,418.024789085,1.205734924575,-0.54628167405,-0.7786062937,1.160815350575,0.089570796325,1.425216395025,-8.57296414555,-0.3238274535,341.8221228925,341.7995875,341.829787485,341.8121208,341.8253208425,341.8275944,341.89805002,341.94239795,419.408544585
1,1.25,0.048995,-17.7624,1.0199,-61.083,-10.08031,60.073,96.626275,372.91875,1.0084675,-0.00438445,0.00185682,-83.89905,-2.661225,-0.2552795,160.00725,235.1775,-0.73060625,-1.08088,-1.0579,-0.5882645,-0.16667,0.2,0.54167,1.358,1.8225,3.75,5.15,-17.23100000225,63.63825,-17.6519535015,69.51876483425,66.6812499985,0.082087075125,1.836315583725,-54.69143410075,-16.91830666125,96.70509941425,418.17047464,1.1758212447,-0.62014383415,-0.41720974465,1.137546621475,0.12483792365,1.337457946325,-15.428871695275,-0.412454595675,341.8365146075,341.8200708,341.8237270925,341.814274985,341.8391611475,341.858381265,341.9099479075,341.930543765,419.4642841775
1,1.75,0.05012535,-17.882,0.99653225,-62.379725,-11.7991,60.42635,96.6086375,372.81025,1.0523,-0.03651,0.0018433125,-84.0595,-2.692,-0.19961925,165.54475,234.88075,-0.64136,-0.82352475,-0.7594875,-0.5882855,-0.18374675,0.19167,0.5248,1.374375,1.8,3.749175,5.15,-17.38791666775,65.70225,-17.8264437485,69.68577925,66.08666666575,0.08340975935,1.56216552855,-64.33789156175,-9.829389334625,96.73340808575,418.2530645925,1.1677860961,-0.372377202375,-0.4433058356,1.143045357925,0.07815529205,1.04549617765,-9.977065232725,-0.281892477825,341.8282625,341.8359416575,341.81917502,341.8165083425,341.8478395925,341.871025015,341.8946541575,341.9618020925,419.3632546175
1,2.25,0.042495,-18.181,1.01575,-64.208575,-9.779435,59.283725,96.65875,372.79975,1.0057,-0.0290252,0.001814695,-82.45045,-2.5940275,-0.19961675,164.835,233.6305,-0.64219,-0.87971125,-0.82760975,-0.5831,-0.175,0.19167,0.53333,1.358,1.8225,3.75,5.15,-17.49758333,65.607,-17.94822658,69.87473408425,66.7540000015,0.0829415358,1.35801957015,-63.11948280775,-4.668866207825,96.7930392485,418.4507995325,1.168262741725,-0.669052128425,-0.362071867775,1.12779233845,0.069406098625,1.15784865515,-4.8591364692,-0.9912839756,341.8529028,341.8295291575,341.819643765,341.8271646075,341.820999985,341.8542979075,341.9143291575,341.9382055625,419.401401095
1,2.75,0.050340625,-18.4418,1.09596,-66.49725,-9.33003,60.31005,96.7,372.72375,0.9873,-0.0307527,0.00164929,-83.179125,-2.6665175,-0.19976575,163.4615,234.72875,-0.90989125,-0.78,-1.0368625,-0.59056125,-0.175,0.19167,0.525,1.375,1.8,3.75,5.15,-17.50283333,65.24333333575,-17.98584958575,71.01223691425,67.84666667,0.0908695691,1.094895384825,-57.41825612075,-9.699405238425,96.9374827485,418.7088730875,1.176983414125,-0.374202362725,-0.46945111215,1.1197852837,0.092046719425,0.6459831509,-7.734600171875,-0.243801564425,341.8293333425,341.822899985,341.81781455,341.8332333425,341.8363041575,341.87003611,341.9331583575,341.9721666575,419.4214621425
1,3.25,0.0485936,-18.5792,1.14658,-57.449725,-10.01,60.9143,96.704375,372.7935,0.9774,-0.00234,0.0016496125,-84.8127,-2.72894,-0.23864375,161.485,233.4975,-0.660578,-0.75126775,-0.83104325,-0.598,-0.175,0.2,0.51667,1.367,1.8225,3.75,5.15,-17.60083333,65.64891667,-18.10961008575,71.36419483,68.43958333425,0.07479596215,1.16621606105,-58.26344412225,-6.008548766475,97.01005733,418.835398215,1.15786791925,-0.9202120179,-0.25939282125,1.109048411625,0.08024487365,0.920531164425,-7.561121255175,-0.312404614525,341.8244958425,341.829656235,341.8253583425,341.8151694425,341.8286444625,341.84612705,341.9049020925,341.9321333425,419.4107508975
1,3.75,0.0427326,-18.84,1.08261,-63.4207,-7.503965,60.79475,96.692575,372.694,0.93561,-0.0265281,0.001697325,-84.5345,-2.78045,-0.190507,162.4725,231.838,-0.871221,-0.8937435,-1.1481125,-0.606499999875,-0.18333,0.19167,0.525,1.367,1.8225,3.75,5.1333,-17.4798333345,66.26591666575,-18.05377641425,72.39688933,68.49,0.061827800875,1.5473887629,-67.2286942055,-5.6408802089,97.101061,419.0153632575,1.15942927135,-0.5185109018,-0.3989193514,1.110783135025,0.0693929587,1.212422698725,-5.629949513825,-0.270866743725,341.8384853925,341.8213777575,341.834311085,341.8375583425,341.84335625,341.8550333425,341.9138603925,341.9466667,419.4603525125
1,4.25,0.039799375,-18.9154,1.0935875,-64.014525,-7.11844,62.1188,96.6848,372.54925,0.86185,0,0.00156622,-83.17225,-2.6322025,-0.2325475,164.15825,230.7305,-0.92325,-0.8820625,-1.09974,-0.601793750125,-0.17625,0.1991665,0.5246,1.34915,1.85,3.7475,5.148335,-17.43424999775,66.06208333575,-17.9861879985,70.3200352515,67.35791667,0.0430054501,1.311715085875,-57.75726263775,-7.06908590075,97.13174183575,419.214941315,1.169773950375,-0.6033887031,-0.4567645024,1.103601836025,0.0898018664,1.0755518831,-7.235923342975,-0.4437803423,341.8423944425,341.836543765,341.831462485,341.8394416425,341.8285458575,341.8854771075,341.904818735,341.95169999,419.52391596
1,4.75,0.04066475,-19.0552,1.1632,-65.63975,-11.9594,61.59515,96.642875,372.659,0.9199,-0.00234,0.00182225,-82.047525,-2.681425,-0.26652625,163.465,229.985,-0.612063,-0.943921,-1.039045,-0.5904,-0.175,0.19167,0.525,1.367,1.85,3.75,5.1667,-17.41566667,65.967575,-18.0064344985,70.16238708,67.32525,0.085837654925,1.781377990925,-64.8571991255,-3.511832197225,97.1149845015,419.42843558,1.193890019425,-1.3687792725,-0.49188323125,1.0673170325,0.1261043577,1.448529934225,-7.344018480825,-0.262784150675,341.84755205,341.8481041575,341.8412833,341.839987485,341.851493765,341.858716705,341.933838915,341.9490083,419.6770569125
1,5.25,0.0465894,-19.343,1.1064475,-61.499,-8.76724,61.239425,96.60175,372.644,0.9008,-0.04286405,0.00174972,-81.977625,-2.598275,-0.208085,162.8205,229.6975,-0.52956425,-0.9524985,-0.96646375,-0.585868,-0.17520825,0.2,0.525,1.342,1.85,3.749175,5.1325925,-16.9063333345,66.03075,-17.55254083575,69.78721166575,65.37783333,0.05971669995,1.73544660345,-60.39033861225,-7.108666794625,97.1391565,419.4028627575,1.195531440175,-0.5126655225,-0.53046097125,1.05974836865,0.072615721975,1.44071468555,-4.45799383365,-0.183149703875,341.8731416425,341.8462292,341.8532125,341.8587027475,341.843663885,341.8843166575,341.933187485,341.9636125,419.6735435075
1,5.75,0.0449778,-19.4199,1.03504,-62.486075,-8.517375,59.468875,96.6,372.889,0.89732,-0.0556241,0.0014424,-82.44225,-2.770525,-0.2014755,164.6325,230.1155,-0.69457175,-0.9348575,-0.86094125,-0.5852,-0.1754165,0.1995835,0.516253,1.367,1.85,3.7475,5.15,-16.9460833345,65.995,-17.49837708425,67.544136,63.77141666575,0.0832260009,0.5487121761,-59.493194627,-8.113264869625,97.22306025,419.301401555,1.2004098879,-0.956414747375,-0.4199937491,1.090323636675,0.065146057375,0.647334727875,-12.5233125445,-0.25880618,341.8539395925,341.848508305,341.885647195,341.863062515,341.8640979075,341.8635353925,341.924543765,341.96780205,419.6085673275
