DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,LE_1_1_1,G_1_1_1,TS_1_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1
1,20.25,0.2995,-0.1375,1.6375,1.082,0.602,0.2195,-20.145,0.28,-5.4835,3.595,62.84,101.4,404.1185,2.03,-46.235,0,0,1.6,261.7505,304.15
1,20.75,0.285,-0.3845,1.645,1.1205,0.547,0.279,-18.4535,0.233,-5.6505,3.55,64.1205,101.4,404.514,1.91,-48.09,0,0,1.6,255.95,303.05
1,21.25,0.29,-0.474,1.63,1.0115,0.5285,0.202,-18.463,0.559,-5.7895,3.545,65.895,101.4,404.2275,1.795,-43.605,0,0,1.56,262.65,303.5
1,21.75,0.272,-0.578,1.5795,1.161,0.5115,0.1975,-19.058,0.255,-6.041,3.505,66.03,101.4,404.553,1.76,-42.08,0,0,1.6,263.55,302.75
1,22.25,0.274,-0.648,1.6045,1.1525,0.491,0.1645,-17.0915,0.3695,-6.139,3.483,66.595,101.4,404.1795,1.655,-43.405,0,0,1.6,258.1505,302.5
1,22.75,0.281,-0.7285,1.6255,1.014,0.632,0.194,-18.356,0.4125,-6.2595,3.4535,67.545,101.4,404.694,1.625,-42.685,0,0,1.6,261,302.8
1,23.25,0.276,-0.864,1.709,1.102,0.606,0.148,-17.195,0.391,-6.3145,3.4335,68.185,101.4,405.0895,1.52,-41.825,0,0,1.6,256.55,301.95
1,23.75,0.2985,-0.899,1.7085,0.942,0.6775,0.1045,-18,0.2635,-6.3085,3.4175,70.85,101.4,405.1965,1.455,-40.435,0,0,1.581,259.4005,300.95
2,0.25,0.281,-0.9325,1.693,1.092,0.7655,0.141,-19.2655,0.153,-4.634,2.429,68.57,101.4,403.715,1.67,-46.87,0,0,1.5865,263,306.7
2,0.75,0.29,-1.014,1.6485,1.168,0.778,0.1555,-22.723,0.508,-4.674,2.409,69.03,101.4,403.825,1.585,-48.06,0,0,1.5,261.5,307
2,1.25,0.296,-1.1445,1.676,1.035,0.717,0.15,-21.641,0.257,-4.7685,2.3925,69.085,101.4,403.99,1.55,-44.875,0,0,1.5,266.35,306.6
2,1.75,0.293,-1.134,1.626,1.149,0.741065,0.184,-20.523,0.21,-4.8685,2.357,70.1,101.4,404.031,1.475,-42.795,0,0,1.5,268.6,306.25
2,2.25,0.294,-1.3495,1.6465,1.15,0.81,0.1175,-21.097,0.139,-5.015,2.3355,70.2,101.301,403.745,1.445,-42.715,0,0,1.48,265.5,305.05
2,2.75,0.3,-1.485,1.685,1.0435,0.744,0.0505,-22.074,0.1935,-5.0865,2.3245,70.55,101.301,403.851,1.42,-43.1,0,0,1.4915,267.2,303.7
2,3.25,0.314,-1.615,1.7145,0.86,0.651,0.113,-20.8835,0.242,-5.188,2.2985,70.75,101.301,403.877,1.38,-44.16,0,0,1.5145,267.55,303.6
2,3.75,0.311,-1.72,1.7065,1.0765,0.697,0.135,-21.864,0.3275,-5.174,2.246,73.35,101.301,404.2025,1.34,-44.175,0,0,1.508,266.6,303.8
2,4.25,0.299,-1.9825,1.72,0.963,0.68,0.174,-22.336,0.249,-5.2025,2.212,73.8,101.301,404.718,1.295,-43.98,0,0,1.545,265.95,303.45
2,4.75,0.308,-1.928,1.6935,1.0755,0.668,0.0805,-22.582,0.279,-5.2505,2.172,73.8,101.4,404.27,1.265,-46.36,0,0,1.594,260.1505,302.55
2,5.25,0.2855,-1.85,1.702,1.062,0.724,0.0985,-23.2815,0.349,-5.248,2.1605,72.65,101.4,404.133,1.245,-46.425,0,0,1.5,258.4005,302.75
2,5.75,0.294,-1.902,1.668,1.17,0.7235,0.175,-21.451,0.3615,-5.318,2.155,73.35,101.4,404.158,1.24,-44.735,0,0,1.5,265.3,302.7
2,6.25,0.2915,-1.986,1.6595,1.124,0.677,0.152,-19.682,0.233,-5.324,2.1475,73.25,101.4,404.3135,1.225,-44.6,0.0575,0,1.5,264.45,302.5
2,6.75,0.29,-2.1345,1.6235,1.294,0.8635,0.214,-17.156,0.545,-5.3875,2.149,74.05,101.4,405.174,1.185,-39.405,5.099,2.424,2.1,263.6,301.8
2,7.25,0.342,-1.917,1.7105,1.249,1.134,0.049,-9.468,0.915,-5.5345,2.162,74,101.4,405.295,1.21,-14.465,44.705,22.7,6.91,262.4,303.35
2,7.75,0.4225,-1.3535,1.8175,1.095,1.4085,-0.372,6.66,4.518,-5.5145,2.1835,72.75,101.4,405,1.395,11.955,151.35,80.55,17.75,265.65,306.5
2,8.25,0.528,-0.7695,2.0365,0.681,1.271,-0.561,37.575,10.739,-5.4065,2.22,69.17,101.4,404.1725,1.605,46.845,301.35,156.05,26.89,268.85,311.5
2,8.75,0.61,0.056,2.3275,0.357,1.229,-0.799,86.461,17.183,-5.3835,2.2665,64.18,101.4,403.505,1.91,99.6,444.3,229.2,35.935,274.35,316.1
2,9.25,0.686,0.5785,2.5905,0.2945,1.22,-0.793,112.947,20.825,-5.2945,2.313,59.565,101.4,402.665,2.325,143.5,603.3,316.1,45.62,274,322.5
2,9.75,0.72,1.335,2.8535,0.3895,1.033,-0.626,145.496,23.1625,-5.178,2.395,55.67,101.4,401.9475,2.665,190.9,718.6,362.8,51.28,275.6,327.2
2,10.25,0.734,1.8115,2.952,0.6195,1.089,-0.453,164.564,25.9705,-5.037,2.447,53.67,101.4,401.09,2.85,228.8,837.5,425,57.1,281.7,330.95
2,10.75,0.761,2.413,3.115,0.516,1.0575,-0.389,189.468,33.572,-4.7855,2.47,50.8,101.4,400.579,3.18,260.55,916,459.85,61.9,282.7,334.45
2,11.25,0.758,2.916,3.144,0.6,0.974,-0.397,206.502,30.604,-4.302,2.575,48.31,101.4,400.0785,3.44,290.6,981.7,487.45,64.975,281.6,338
2,11.75,0.775,3.2725,3.044,0.619,0.8315,-0.381,212.172,37.8155,-3.9175,2.625,46.155,101.3005,399.6,3.74,298.3,1018.7,500.2,67.23,281.1,340.25
2,12.25,0.76,3.643,3.063,0.514,0.844,-0.3035,210.0855,34.106,-3.636,2.7475,44.75,101.3,399.5145,3.92,299.3,1040,515.7505,65.8,283.35,341.2
2,12.75,0.752,4,3.1475,0.731,0.891,-0.19,205.661,31.981,-3.2695,2.824,42.845,101.2,398.956,4.18,296.8,1021.9,511.5005,61.775,282.4,340.85
2,13.25,0.739,4.2175,3.1665,0.721,0.935,-0.2065,192.06,35.623,-3.105,2.888,42,101.2,398.8975,4.315,279.1,974,487.4,60.42,284.1,341.8
2,13.75,0.741,4.4805,3.1435,0.7285,0.911,-0.1835,172.3365,30.54,-2.9785,2.908,41.02,101.2,399.032,4.43,249.65,885.3,462.7,59.3,283,343.05
2,14.25,0.734,4.49,3.1505,0.811,0.828,-0.0985,137.701,26.457,-2.821,3,40.8,101.2,399.063,4.545,210.05,753.8,385.3,55.05,284.45,343.4
2,14.75,0.695,4.5735,3.0735,0.8305,0.8985,-0.042,116.953,23.8905,-2.786,3.0385,40.7,101.2,399.065,4.56,168.6,629.8,316.6,49.3,284.7,342.1
2,15.25,0.6965,4.7225,2.944,0.941,0.924,0,76.818,21.1365,-2.5545,3.0545,41.5,101.2,399.198,4.345,121.6,506.45,260.7,41.905,283.55,340.8
2,15.75,0.6285,4.456,2.827,1.138,0.974,0.14,50.248,15.748,-2.44,3.0365,41.585,101.2,399.091,4.305,68.855,361.6,188.3,31.3,280.45,338
2,16.25,0.591,4.239,2.769,1.159,0.9105,0.206,11.456,9.884,-2.5705,2.96,42.305,101.2,399.4355,4.19,14.36,226.5,119.85,18.65,282.5,335.5
2,16.75,0.518,3.8295,2.483,1.37,0.872,0.3205,-5.242,5.954,-2.5555,2.892,43.33,101.2,399.4295,4.03,-14.98,99.2,53.35,9.8,280,331.95
2,17.25,0.412,3.148,2.14,1.37,0.6905,0.48,-16.062,2.92,-2.7015,2.84,46.05,101.3,399.899,3.62,-47.11,25.2,12.35,2.901,277.3,329.3
2,17.75,0.374,2.526,1.8835,1.5505,0.602,0.5885,-20.7255,1.37,-2.8955,2.76,49.06,101.3,400.502,3.285,-60.345,1.4465,0.7,1.51,277.35,324.15
2,18.25,0.349,1.9775,1.846,1.319,0.48,0.4865,-20.053,0.891,-3.1315,2.667,51.455,101.3,400.521,3.11,-58.01,0,0,1.401,278.3,321.15
2,18.75,0.3075,1.531,1.7515,1.269,0.585,0.402,-20.036,0.457,-3.383,2.6215,53.46,101.3005,400.9295,2.95,-56.795,0,0,1.49,274.1,317.9
2,19.25,0.297,1.131,1.6755,1.236,0.642,0.3375,-18.626,0.383,-3.501,2.595,55.74,101.301,401.1695,2.76,-55.425,0,0,1.5,272.9,316.75
2,19.75,0.273,0.822,1.6925,1.29,0.5775,0.3605,-20.075,0.337,-3.6985,2.5695,57.175,101.4,401.7545,2.56,-54.21,0,0,1.5,275.8,315
2,20.25,0.283,0.47,1.6995,1.247,0.596,0.37,-20.8275,0.436,-3.882,2.555,58.315,101.4,402.354,2.385,-52.18,0,0,1.4,276.75,314.8
2,20.75,0.2675,0.341,1.724,1.279,0.6165,0.3215,-20.7,0.194,-4.064,2.55,60.285,101.4,402.693,2.255,-53.865,0,0,1.6,276.6,314.05
2,21.25,0.292,0.07,1.706,1.286,0.642,0.253,-22.564,0.1795,-4.201,2.51,61.67,101.4,402.644,2.14,-51.24,0,0,1.5685,272.05,313.8
2,21.75,0.2835,-0.196,1.7785,1.3115,0.734,0.214,-21.653,0.238,-4.3055,2.485,63.025,101.4,403.226,2.005,-51.115,0,0,1.5615,271.1,313.2
2,22.25,0.2665,-0.2705,1.7555,1.1615,0.617,0.203,-22.981,0.215,-4.3685,2.4515,64.205,101.4,403.043,1.945,-49.59,0,0,1.6,269.65,311.5
2,22.75,0.2975,-0.438,1.702,1.1925,0.7145,0.163,-21.9185,0.2675,-4.488,2.4485,65.4505,101.4,403.2045,1.86,-50.925,0,0,1.6105,266.05,310.3
2,23.25,0.31,-0.648,1.7315,1.299,0.763,0.2075,-20.502,0.1495,-4.5295,2.4495,66.36,101.4,404.7,1.785,-49.15,0,0,1.505,264.75,309.3
2,23.75,0.282,-0.775,1.704,1.227,0.6975,0.1515,-19.8185,0.121,-4.585,2.4475,67.695,101.4,403.841,1.735,-50.02,0,0,1.4835,263.65,308.5
3,0.25,0.2785,2.7935,1.718,1.1705,0.768,0.0965,-23.316,0.44,-3.819,4.979,71.6,101.5,400.269,2.075,-45.575,0,0,1.64,294.7,329.45
3,0.75,0.282,2.476,1.7315,1.106,0.80938,0.1695,-20.685,0.741,-3.953,4.905,72.2,101.5,400.431,2.01,-46.74,0,0,1.7,299.45,328.7
3,1.25,0.2805,2.4045,1.63,1.158,0.792,0.203,-21.346,0.582,-4.119,4.825,73.45,101.5,400.75,1.91,-45.07,0,0,1.55,297.95,327.9
3,1.75,0.296,2.2235,1.6715,1.207,0.7055,0.1675,-19.0025,0.266,-4.2745,4.746,73.6,101.5,401.057,1.84,-43.725,0,0,1.4,299.05,327.55
3,2.25,0.259,2.0395,1.61,1.025,0.677,0.1655,-19.095,0.4775,-4.376,4.6945,75.25,101.45,401.697,1.745,-41.73,0,0,1.4665,297.75,327
3,2.75,0.252,1.8225,1.536,1.202,0.7525,0.156,-19.453,0.521,-4.6,4.588,76.45,101.4,401.7455,1.665,-43.47,0,0,1.4845,297.95,326.6
3,3.25,0.2725,1.9245,1.568,1.224,0.82,0.16,-22.957,0.478,-4.778,4.4975,77.5,101.4,401.373,1.62,-42.14,0,0,1.54,298.95,326.05
3,3.75,0.281,1.8365,1.5955,1.0985,0.7885,0.144,-20.231,0.656,-4.8725,4.46,78.3,101.4,401.849,1.555,-42.915,0,0,1.448,297.5,325.3
3,4.25,0.271,1.6115,1.5705,1.1265,0.798,0.119,-20.69,0.212,-4.9,4.4245,78.2,101.45,402.3435,1.515,-44.425,0,0,1.4,299.7,324.55
3,4.75,0.271,1.556,1.577,1.1465,0.846,0.1755,-19.2505,0.141,-4.81,4.362,79.05,101.5,402.8735,1.445,-42.645,0,0,1.4,297.95,323.6
3,5.25,0.2695,1.292,1.5805,1.171,0.7155,0.16,-19.0925,0.313,-5.1845,4.3405,79.25,101.5,403.027,1.465,-40.91,0,0,1.421,297.8,323.85
3,5.75,0.2845,1.0655,1.5995,1.2015,0.794,0.175,-16.065,0.307,-5.4045,4.3045,79.3,101.5,403.4965,1.455,-39.27,0.578,0.2,1.5,302.4,324.6
3,6.25,0.339,1.089,1.615,1.1485,0.893,0.106,-10.72,0.8225,-5.327,4.25,79.55,101.5,403.85,1.45,-24.01,16.0405,7,2.571,296.4,323
3,6.75,0.4175,1.7125,1.672,1.0295,1.2275,-0.122,0.883,4.385,-5.336,4.2895,79.25,101.55,403.725,1.515,0.704,83.05,42.4,8.6,296.2,325.8
3,7.25,0.4915,2.383,1.818,0.621,1.149,-0.4365,29.238,14.361,-5.066,4.362,76.4,101.6,402.847,1.715,31.505,214.4,119.45,21.67,294.25,331
3,7.75,0.594,3.409,2.1405,0.3155,1.044,-0.8295,76.074,23.03,-4.6905,4.483,70.05,101.6,401.196,2.06,83.75,381.75,203.85,29.62,299,336.65
3,8.25,0.659,4.0605,2.3545,0.007,0.8135,-0.804,120.408,27.509,-4.2935,4.645,64.105,101.55,399.7125,2.7,146.05,559.75,278.8,37.87,299.55,343.25
3,8.75,0.681,5.0885,2.589,-0.198,0.548,-0.619,169.065,39.198,-3.7065,4.7845,58.555,101.5,399.116,3.105,204.4,717.9,362.6,47.155,299.8,348
3,9.25,0.7075,5.8635,2.651,-0.042,0.485,-0.536,202.619,37.45,-2.985,5.0105,54.36,101.5,398.2755,3.59,249.85,889.8,442.5,53.06,305,351.5
3,9.75,0.734,6.393,2.7445,-0.1615,0.36,-0.584,245.243,46.816,-1.7205,5.3695,50.205,101.5,397.7655,4.165,312.25,1040.1,526.35,60.04,306.8,356.6
3,10.25,0.77,6.78,2.8405,-0.0135,0.4645,-0.4915,270.212,49.516,-0.6275,5.7205,48.71,101.5,397.286,4.595,360.3,1155.7,576.6,64.34,305.5,360.5
3,10.75,0.751,7.305,2.965,-0.09,0.329,-0.3925,287.004,51.461,0.843,6.058,45.245,101.4,397.1235,5.045,406.95,1257.25,635.3,70.5,312.1,365.4
3,11.25,0.763,7.665,2.9355,-0.1035,0.206,-0.456,294.4665,57.263,2.4785,6.3475,42.6,101.4,396.6955,5.385,402.9,1260.2,627.05,71.35,313.9,368.9
3,11.75,0.7745,8.17,3.0665,-0.06,0.123,-0.3155,294.146,56.865,3.977,6.557,40.39,101.4,396.373,5.74,411.65,1261.6,632.3,70.07,315,374.55
3,12.25,0.767,8.49,3.0715,-0.024,0.354,-0.3005,278.074,50.955,4.946,6.7405,40.315,101.4,396.29,6.095,378.55,1172,588.75,67,318.05,375.35
3,12.75,0.765,8.82,3.138,0.103,0.319,-0.272,276.129,47.951,6.1875,6.892,39.1,101.301,396.074,6.42,377.95,1173.5,589.05,67.31,318.5,377.35
3,13.25,0.77,9.26,3.0475,0.087,0.309,-0.2435,264.1585,49.9915,7.1175,6.9825,37.435,101.3,395.8585,6.725,358.3,1124,564.2,64.545,314.15,378.55
3,13.75,0.763,9.49,3.159,0.2785,0.443,-0.163,239.235,48.7055,7.722,6.992,37.05,101.3,395.7085,6.915,316.35,1001.5,500.05,59.13,316.35,378.9
3,14.25,0.76,9.5,3.1065,0.487,0.6,-0.168,189.678,45.022,7.784,7.089,36.56,101.3,395.4835,7.02,268.25,851.2,419.65,54.47,318.95,378.1
3,14.75,0.745,9.375,3.0885,0.55,0.588,-0.1,162.156,40.565,7.713,7.1315,37.4,101.3,395.56,7.055,219.7,751.25,372.5,53.7,317.25,376.7
3,15.25,0.746,9.34,3.005,0.5595,0.6215,-0.068,133.9,35.889,7.7445,7.1535,37.685,101.3,395.602,7.05,204.75,712.45,364.1,48.125,315.75,375.1
3,15.75,0.7255,9.17,2.9,0.91,0.6875,0.02,80.057,29.325,7.4275,7.111,38.71,101.3,395.559,6.705,133.7,533,267.55,40.92,313.75,373.2
3,16.25,0.683,9.135,2.8585,1.045,0.831,0.128,42.87,21.1265,6.9255,7.0245,40.545,101.3,395.944,6.495,70.35,390.4,197.6,31.8955,313.95,370
3,16.75,0.608,8.61,2.7005,1.2205,0.893,0.289,8.017,13.362,6.05,6.887,43.055,101.3,396.217,6.17,16.5555,249.15,123.95,19.765,312.4,363.35
3,17.25,0.547,7.87,2.5035,1.471,0.935,0.3945,-11.205,9.951,5.0175,6.7495,45.445,101.3,396.432,5.745,-24.405,120.45,62.27,10.03,307.75,358.55
3,17.75,0.487,7.22,2.293,1.63,0.898,0.526,-21.483,5.396,3.7735,6.54,47.94,101.301,396.83,5.22,-47.925,29.6,14.6,3.621,305.35,353.25
3,18.25,0.399,6.7055,2.0675,1.711,0.854,0.685,-24.1035,3.04,2.696,6.4185,50.94,101.301,397.047,4.705,-58.215,2.0315,0.8,1.6,302.9,348.35
3,18.75,0.377,6.092,1.9105,1.5885,0.788,0.633,-22.3,2.1485,1.7595,6.26,54.21,101.4,397.439,4.3,-59.42,0,0,1.672,300.8,344
3,19.25,0.368,5.6705,1.7825,1.6075,0.832,0.523,-25.6845,1.608,0.6845,6.0795,56.57,101.4,397.8725,3.855,-58.685,0,0,1.8,300,340.8
3,19.75,0.3455,5.125,1.818,1.5765,0.934,0.434,-22.279,1.571,-0.027,5.8945,58.945,101.4,398.425,3.45,-56.57,0,0,1.7,296.4,339.65
3,20.25,0.358,4.709,1.837,1.443,0.957,0.357,-25.23,1.309,-0.836,5.755,60.25,101.4,399.161,3.25,-52.25,0,0,1.713,296.45,337
3,20.75,0.363,4.407,1.853,1.375,0.957,0.257,-23.798,0.945,-1.626,5.6615,62.4,101.5,399.504,3.05,-49.76,0,0,1.627,296.75,335
3,21.25,0.357,4.186,1.839,1.441,0.9265,0.2095,-24.242,0.96,-2.104,5.574,64.25,101.5,399.417,2.92,-48.555,0,0,1.623,296.35,334.8
3,21.75,0.331,4.065,1.8165,1.338,0.907,0.181,-24.327,0.4585,-2.5925,5.5005,65.9,101.5,400.3655,2.715,-47.62,0,0,1.5715,297.2,334.55
3,22.25,0.316,3.7745,1.7485,1.4035,0.851,0.227,-21.203,0.601,-2.804,5.4395,67.22,101.5,400.82,2.52,-48.6,0,0,1.6,297.5,333.8
3,22.75,0.328,3.662,1.726,1.332,0.878,0.2455,-21.233,0.501,-3.122,5.3345,68.75,101.5,401.541,2.375,-47.6,0,0,1.695,299.5,330.9
3,23.25,0.319,3.3675,1.7275,1.382,0.915,0.1655,-23.1875,1.148,-3.4445,5.268,69.765,101.5,401.813,2.3,-45.165,0,0,1.6,296.95,329
3,23.75,0.3025,3.1675,1.6375,1.1865,0.8065,0.183,-21.896,0.446,-3.6105,5.185,70.2,101.5,401.802,2.285,-44.705,0,0,1.53,292.3,329.6
4,0.25,0.272,7.65,1.585,1.734,1.198,0.268,-21.294,0.3655,-2.3445,9.56,75.85,101.3,403.569,2.535,-47.935,0,0,1.613,328,348.5
4,0.75,0.243,7.485,1.5955,1.5565,0.995,0.2135,-19.049,0.413,-2.7025,9.499,76.2,101.3,403.8405,2.46,-44.735,0,0,1.6,327,347.9
4,1.25,0.2495,7.31,1.604,1.665,0.984,0.243,-19.1045,0.856,-2.8585,9.375,76.8,101.3,404.146,2.34,-44.28,0,0,1.64,326.2,346.7
4,1.75,0.244,7.075,1.627,1.682,0.9825,0.207,-19.3045,0.4955,-3.0355,9.2725,77.15,101.3,404.648,2.21,-45.44,0,0,1.6,324.7,346.6
4,2.25,0.2295,7.055,1.576,1.623,0.913,0.225,-18.9615,0.4665,-3.3035,9.1885,79,101.3,404.333,2.095,-44.32,0,0,1.6,323.6,346.2
4,2.75,0.224,6.831,1.549,1.5485,0.979,0.236,-18.2105,0.516,-3.572,9.1285,79.85,101.3,405.1805,1.895,-44.4,0,0,1.514,323.4,346
