DOY2,HR2,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,T_CANOPY_1_1_1,PA_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,NETRAD_1_1_1,G_1_1_1,USTAR_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,PPFD_BC_IN_1_1_1,PPFD_OUT_1_1_1
1,0.25,-39.79605,-40.026675,61.8050625,57.9493125,-17.4382,-16.742625,-16.3692625,-15.6620375,-14.2905375,-43.4084,99.835525,0.007235595,0.041116625,-0.0016995525,-0.01280659,0.141446325,0,0,162.079245625,164.514175975,0,-63.6159622595,-10.586666666,0.0561192711,-31.10332394825,-13.5488003945,-1.2891059463,-6.64752568495,-9.7684215685,-8.090699074475,-9.081351103,-10.643398147,0,-0.004406
1,0.75,-39.742325,-40.150475,62.0813,57.7953,-17.42315,-16.723075,-16.3714125,-15.6522375,-14.292625,-43.1645,99.7963625,0.0058070575,0.0865602425,-0.0082358725,-0.0128953225,0.13912335,0,0,161.9796379625,165.300585945,0,-63.80514517725,-10.585299148,0.072011780625,-36.1767075185,-9.43628094415,-1.20782743205,-6.64697774005,-9.75658823505,-8.092203703425,-9.060790441,-10.59746295975,0,-0.004475
1,1.25,-39.8316,-39.9585,61.9796,57.850675,-17.413775,-16.73965,-16.4039625,-15.6554125,-14.3025375,-43.42525,99.862,0.0035352425,0.034961865,-0.00157841,-0.0131153,0.0764623125,0,0,161.2724622,164.83217242,0,-66.258365464,-10.57551282,0.04423733,-34.14439927625,-10.861425782775,-1.8883003769,-6.64674657525,-9.740029412,-8.098018518225,-9.08161764735,-10.53222685075,0,-0.004364
1,1.75,-39.8098875,-40.3569875,62.13885,57.632975,-17.4077,-16.743525,-16.401175,-15.6501125,-14.3078125,-41.9269,99.8481375,0.004559185,0.016932865,-0.007038625,-0.0131158425,0.182206125,0,0,161.453743125,164.7173127575,0,-64.209611842,-10.568846158,0.0353320445,-34.3433980145,-7.9879926711,-1.2771671302,-6.643510274,-9.6752058825,-8.106351851475,-9.16115808845,-10.47778703225,0,-0.0044705
1,2.25,-39.834975,-41.470875,62.4442875,57.110175,-17.4260375,-16.7118125,-16.398225,-15.6256625,-14.3185125,-43.60625,99.8006875,0.005651255,0.009165865,-0.0069997025,-0.013101705,0.07841305,0,0,160.73064848,164.0479748,0,-64.769014658,-10.57692308,0.06015453565,-35.31748800525,-12.271321273275,-1.5994656588,-6.6441609588,-9.6333431372,-8.11142592635,-9.27525735275,-10.42538426275,0,-0.00454375
1,2.75,-39.90565,-41.3169375,62.2319375,57.53,-17.4389625,-16.7447875,-16.41005,-15.60105,-14.315025,-43.46,99.795425,0.0040701225,0.0194891075,-0.007531715,-0.0130908025,0.09762235,0,0,161.1523075375,162.701214315,0,-49.13652856475,-10.597179488,0.0654717582,-40.16277972425,-8.6205682384,-1.80666721035,-6.6442722607,-9.62807843115,-8.117879629475,-9.19024816145,-10.378430557,0,-0.004502
1,3.25,-39.829525,-41.342175,62.3647875,57.429825,-17.4492,-16.763725,-16.425975,-15.5840875,-14.309325,-44.6655,99.749275,0.0037626,-0.0100082,-0.00379163,-0.0131265525,0.031124625,0,0,160.3851030875,162.765621715,0,-62.33717384625,-10.615641024,0.038061689375,-37.7686634485,-31.579029108,-2.0560657452,-6.65071917795,-9.62590196045,-8.114874999875,-9.1909099267,-10.3538888895,0,-0.004396875
1,3.75,-39.9071375,-41.2331375,62.699325,57.711825,-17.4458,-16.7957625,-16.4464875,-15.5851625,-14.30875,-40.0477,99.670125,0.002499255,0.0137176975,-0.00755243,-0.0131496325,0.0159835125,0,0,161.9652329125,163.35414531,0,-61.491254793,-10.632777778,0.03884094745,-35.060119844,-19.116356715,-1.9279340719,-6.6651541095,-9.588504901875,-8.1128842597,-9.20675551475,-10.3313657455,0,-0.004487
1,4.25,-40.05895,-41.292675,62.1822125,57.7796625,-17.442825,-16.7939625,-16.44375,-15.60285,-14.3313875,-43.2377375,99.661925,0.0041341,0.008883205,-0.0075952175,-0.01272041,0.02722267,0,0,161.4932781875,163.4802109025,0,-64.53403883125,-10.651752138,0.050472100875,-40.0267701945,-8.86720610195,-2.730000421375,-6.678274828625,-9.57392156825,-8.114675925525,-9.1088005515,-10.254916668,0,-0.004456875
1,4.75,-39.950575,-41.4764375,62.0627875,57.5304875,-17.428075,-16.7575,-16.4276875,-15.63535,-14.3575375,-41.261425,99.61235,0.0034497225,0.014344275,-0.0011806325,-0.0126155125,0.04408755,0,0,161.2071700375,163.5505075825,0,-67.617124798,-10.753931626,0.0590742794,-36.06170234625,-9.8461759467,-1.2462391041,-6.680201198875,-9.56850490175,-8.119800926275,-9.229641543875,-10.22516666925,0,-0.004565625
1,5.25,-40.1361625,-41.36535,62.0504125,57.53405,-17.4567375,-16.7722,-16.41055,-15.666075,-14.382,-41.8998,99.594525,0.00313996,0.0876935,-0.0079554525,-0.01313353,0.240787875,0,0,161.0254010375,163.89400542,0,-64.307007406,-10.849444444,0.05044229525,-42.119036229,-8.4617887462,-2.067223343,-6.680629280625,-9.559362744875,-8.124620370625,-9.192876838125,-10.196828699,0,-0.0045175
1,5.75,-39.9865625,-40.7370625,62.19155,58.0516875,-17.449675,-16.7900875,-16.434575,-15.6804,-14.395575,-44.27095,99.592875,0.00354766,0.0057844575,-0.0062773925,-0.0131333275,0.140328095,0,0,161.6797984,164.00849904,0,-64.587469828,-10.94217949,0.038996363375,-41.871499508,-9.2144076052,-1.99352229615,-6.68279109625,-9.541764706,-8.1271064818,-9.141360294,-10.2063981435,0,-0.00448625
1,6.25,-39.8278,-40.8649375,62.0732625,57.8337125,-17.4866,-16.804325,-16.4371125,-15.70295,-14.4049125,-40.1433,99.557,0.005976355,0.02226013,-0.0073317075,-0.0133548575,0.321216825,0,0,162.0298356875,163.9919073275,0,-78.326673465,-11.029145298,0.03105072925,-43.7169520055,-10.5667879338,-1.66725617195,-6.69905821875,-9.48512254875,-8.125699073825,-9.078102021875,-10.21736111375,0,-0.004413
1,6.75,-39.9279625,-40.835325,62.2982125,58.2925125,-17.4978625,-16.8183,-16.474,-15.69595,-14.4016625,-42.5192875,99.5443375,0.005893595,0.0092583225,-0.008290425,-0.0132477675,0.067879625,0,0,163.098289925,165.149807,0,-56.548363484,-11.108717948,0.0503316566,-44.975438645,-9.1488392742,-1.241536994,-6.71605308175,-9.475294117625,-8.116254629625,-9.01971507325,-10.2217037025,0,-0.004575625
1,7.25,-39.6869125,-40.721275,62.4191125,58.5134375,-17.4857875,-16.821575,-16.4784875,-15.7114125,-14.41675,-42.40455,99.51755,0.0034416775,-0.003232205,-0.00777203,-0.0131651,0.102754325,0,0,162.5340137625,165.67996906,0,-57.97214357,-11.180512822,0.0621623846,-45.294677935,-9.9678013016,-1.793730178,-6.71971318525,-9.473382353,-8.10098611145,-9.0485523895,-10.2252083345,0,-0.004429125
1,7.75,-39.8285125,-41.06345,62.749925,58.0014625,-17.4722875,-16.8090875,-16.4634,-15.70665,-14.4144,-45.95525,99.549,0.0038404625,0.00310878,-0.0079903575,-0.0131585,0.0897137875,0,0,161.0689660375,164.5388461,0,-61.78295877,-11.237435896,0.05875221385,-44.283889409,-14.52220476165,-1.4461770723,-6.733797089375,-9.462573529625,-8.084986110825,-9.048483456,-10.231166663,0,-0.004489
1,8.25,-40.203225,-41.0989375,62.4575875,57.8603625,-17.4697125,-16.8217,-16.4673375,-15.70635,-14.4126875,-43.0560625,99.5521875,0.0066444925,0.003273965,-0.0091949275,-0.0131260825,0.19122155,0,0,160.7911341,164.12094332,0,-66.627376652,-11.27713675,0.022460558125,-41.611590441,-9.4932346188,-1.285703913,-6.733968321625,-9.3995833335,-8.066509259225,-9.043014706,-10.237912038,0,-0.00450875
1,8.75,-40.2485375,-41.21795,62.870275,57.96295,-17.488775,-16.840025,-16.4881,-15.7098625,-14.4130875,-43.66985,99.4912875,0.006153735,0.00264716,-0.00779304,-0.013122385,0.0814098875,0,0,161.4526070125,163.1763458875,0,-66.58012338525,-11.318760684,0.0449031286,-44.82137954125,-8.51467858515,-1.693126762975,-6.731271404375,-9.392622549125,-8.12424537005,-9.081433823375,-10.2579814775,0,-0.004381875
1,9.25,-40.1449625,-40.9589625,62.6394,58.1708125,-17.487975,-16.85045,-16.51335,-15.716275,-14.4156375,-42.281125,99.514475,0.0031068025,-0.00084585,-0.0091668775,-0.0138221075,0.056824345,0,0,161.2677491625,164.8498869625,0,-52.8148414375,-11.36393162,0.0571597735,-42.413492385,-13.760969807,-1.197581557825,-6.72859589025,-9.39448529375,-8.205606481625,-9.030055147125,-10.28080092125,0,-0.004439375
1,9.75,-39.90145,-40.6431,62.6143625,58.31075,-17.5005625,-16.8727,-16.5377375,-15.731525,-14.4306125,-43.116825,99.5152625,0.0059733825,0.1155447275,-0.0078999075,-0.0131617775,0.212455575,0,0,160.84066075,165.02779142,0,-64.005231932,-11.40098291,0.057894881,-44.41377380625,-7.7534883339,-1.71938920675,-6.724422088875,-9.349803921625,-8.2970879629,-9.12226562525,-10.300625,0,-0.00439125
1,10.25,-39.83815,-40.309925,62.5145125,57.5816125,-17.51655,-16.86815,-16.5267125,-15.7396625,-14.439175,-43.5468,99.5384625,0.04802196,0.13735434,-0.0077901,-0.0131190725,0.180904025,0,0,161.7176599125,165.39748776,0,-63.651875802,-11.450940172,0.047178432975,-44.682011646,-10.9567413424,-1.093293342375,-6.722217465875,-9.313529411875,-8.374398148225,-9.136443015,-10.32333796,0,-0.004420625
1,10.75,-39.851025,-40.4396625,62.651825,58.1028125,-17.503975,-16.850325,-16.50455,-15.7444625,-14.441075,-44.7792,99.5773875,0.0067895,0.00741014,-0.001853795,-0.013123165,0.1437377,0,0,161.752415675,164.0638906325,0,-71.536874316,-11.48803419,0.06402055265,-40.04099881625,-9.1800271975,-2.0145031991,-6.7200128425,-9.3192647055,-8.35315740715,-9.1908088235,-10.32547221925,0,-0.004343
1,11.25,-39.7737625,-40.533825,62.4167375,58.5172875,-17.507875,-16.868425,-16.5072375,-15.745,-14.449125,-46.311325,99.67135,0.00601186,0.187662575,-0.0079283725,-0.013125335,0.169416275,0,0,162.082959175,164.24825301,0,-70.92152933,-11.532777776,0.027638626,-42.504563875,-10.770509225,-1.221949114,-6.717808219125,-9.345220588125,-8.30607870335,-9.1931066175,-10.336342594,0,-0.004164
1,11.75,-39.3261875,-40.1919625,62.2209,58.306125,-17.5110625,-16.8839625,-16.51425,-15.75865,-14.456575,-44.3871,99.7464875,0.0253337325,0.133513515,-0.007836865,-0.004384855,0.15519405,0,0,162.21555082,164.28691134,0,-72.87931107,-11.570555552,0.04998337925,-41.91993598225,-11.7619228565,-1.2801723453,-6.712350171375,-9.387818627625,-8.259092592175,-9.170220587875,-10.33526388675,0,-0.00378975
