DOY2,HR2,CO2,H2O,FC,SC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_2_1_1,TS_3_1_1,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,450.070875,18.025,7.83525,1.741,2.9101,10.8673,26.073375,4.6564,1.0528,2.2566,1.5536,1.1072,102.694,100,17.93,7.00245,20.2217,0.3907,14.7,11.14575,10.576,5.072,-2.46340000000001,-0.23095,3.217,388.6022,411.5806
1,0.75,451.0526,17.82,7.9358,1.741,2.73912499999999,10.0433499999999,17.4976,4.52794999999999,1.08215,2.229975,1.545875,1.1268,102.676075,100,17.915,7.002225,20.156675,0.383249999999999,14.7,11.14575,10.576,5.072,-0.372650000000004,-0.338200000000002,2.63305,387.861625,411.3182
1,1.25,451.3538,17.665,7.8802,1.023,2.62442499999999,13.2623,13.2012,4.27295,1.00445,2.05185,1.51455,1.074825,102.66745,100,17.715,6.02795,20.034275,0.535324999999999,14.7,11.089,10.474,5.072,-0.429250000000005,-0.205800000000001,2.63805,388.46285,410.64045
1,1.75,450.6658,17.525,6.678,1.023,2.55044999999999,9.65442499999995,13.1688,4.627025,1.045,2.098725,1.417575,1.112575,102.661025,100,17.715,6.02795,19.904325,0.368474999999999,14.7,11.089,10.474,5.072,-0.336900000000006,-0.135575,2.757325,384.0491,409.93025
1,2.25,451.1452,17.3,6.4916,1.743,2.50829999999999,9.68934999999994,23.492,4.112375,0.986775,1.857025,1.4677,1.03325,102.656825,100,17.3075,5.617175,19.308625,0.493624999999998,14.6025,11.01225,10.3705,5.072,-0.324850000000003,-0.089875,2.792025,386.58385,407.89825
1,2.75,452.0502,17.06,6.241,1.743,2.49252499999999,6.36244999999991,31.1364,4.4103,1.0443,1.977625,1.472225,1.039725,102.660075,100,17.3075,5.617175,18.877075,0.47695,14.6025,11.01225,10.3705,5.072,-0.487900000000001,0.00112499999999996,2.562425,384.499225,404.420425
1,3.25,454.4778,17.13,5.0034,1.124,2.48862499999999,7.43532499999996,19.0144,4.138025,0.930099999999999,1.886575,1.330975,1.0214,102.6493,100,15.835,5.0693,18.806625,0.417275,14.6,10.94325,10.34375,5.072,-0.568450000000002,-0.0561500000000003,2.983175,384.128875,404.14275
1,3.75,456.3856,17.115,4.8022,1.29559999999999,2.45815,5.60564999999997,18.8036,4.13985,1.0002,2.0544,1.339,1.028,102.6386,100,15.835,5.0693,18.782325,0.43735,14.6,10.94325,10.34375,5.072,-1.22470000000001,-0.08685,2.9105,383.44915,403.04415
1,4.25,457.5282,17.115,4.515,1.327,2.3594,6.83669999999998,19.1458,4.15895,0.979825,1.9516,1.307,1.025,102.6198,100,14.46,4.999975,18.58025,0.3374,14.5025,10.89325,10.31425,5.072,-1.27687500000001,-0.1025,2.632125,381.96175,402.675525
1,4.75,458.4944,17.115,5.9942,1.327,2.2058,8.01504999999996,14.3528,4.0106,0.923799999999999,1.9056,1.3334,0.9954,102.602775,100,14.46,4.999975,18.406925,0.435124999999999,14.5025,10.89325,10.31425,5.072,-0.240050000000006,-0.0956750000000001,2.744575,384.2839,402.57395
