DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-7.92771138030516,-2.9739136227819,-0.676977191346347,-34.0507007598449,-18.3832623918774,0.0462806997061319,-57.2966321248231,-37.4242793560046,0.142059629310402,401.969856685157,1.7942144279776,404.837335963933,3.48646097344069,408.891370006718,405.710745440082,3.49448372625064,408.227103700682,404.986031909913,3.54739518670038,411.955630157542,405.009064530642,3.5334923606139,405.281618766806,3.54576977034727,409.552610786097,407.167412139533,3.67310041738325,411.104032222986,0.477986150918031,-1.08033469202427,0.0598901576006732,0.38,0.35,0.35925,0.298,0.15,-0.80949,-1.08495,-0.702395,-0.9319025,-1.0880425,-1.2827275,-2.501985,87.229285,18.40875,0.19529,-2.239,-2.19375,-2.02225,-1.4895,-1.22025,0,-4.4,0.1925,-1.434,234.55,308.7475,249.5875,299.755,-0.15225,-0.17,-0.19,-0.47,0.05,-0.71,0.09775,-0.11,-0.31,-6.37875,1.7903,2.454325,4.21585,5.029025,6.374575,7.4656,8.397425,8.81655,9.5289,1.947475,3.277625,4.834475,5.81595,6.6529,7.4224,8.108925,9.90655,8.5738,1.8347,2.6689,3.9888,4.754025,5.86595,6.644575,7.79765,8.5534,9.082825,2.24905,3.1299,3.9421,4.68765,5.768375,6.907925,7.90485,8.4994,8.780525,2.6703,3.303175,4.3422,4.9077,5.8779,6.69505,7.3331,8.139325,8.69275,-5.85025,-9.7323,-17.462,-91.02875
1,0.75,-1.44852428590376,-1.19757459275485,-0.676977191346347,-13.4236996497625,-16.0838328803741,0.056858173825422,-41.7436199526694,-51.7102137382946,0.16838313990406,402.123061123837,1.90987040908979,403.91313816637,3.16827003446616,409.035227412804,404.589720354673,3.36105691700863,408.734685989544,404.962848926558,3.392856760558,412.977574779815,405.095860165579,3.43981961026828,405.756703040206,3.52029956511484,410.000342954294,408.923939973518,3.58771690350969,410.631499927574,0.477226157770892,-1.18328092953302,0.0633377940529762,0.3495,0.34,0.35775,0.2975,0.128,-0.975055,-1.2172,-0.54934,-0.890095,-1.030915,-1.2748275,-2.52828,87.221575,17.04625,0.17949,-2.3675,-2.406,-2.376,-1.7575,-1.61925,0,-4.50975,0.1925,-1.38175,229.99,308.62,247.53,297.74,-0.15225,-0.17,-0.18,-0.47,0.05,-0.7,0.1,-0.11,-0.31,-6.303,1.781725,2.439875,4.196225,5.020175,6.371475,7.467225,8.3965,8.81655,9.528825,1.911225,3.213975,4.8442,5.812475,6.652425,7.42245,8.108925,9.905725,8.5738,1.7793,2.61505,3.972625,4.757625,5.8732,6.646275,7.79765,8.5534,9.081825,2.17055,3.119675,3.93185,4.682175,5.781625,6.9053,7.903925,8.4994,8.7796,2.678775,3.283925,4.34175,4.902,5.875575,6.6979,7.3166,8.139325,8.691825,-5.9833,-9.630175,-17.35825,-91.5255
1,1.25,-1.35714944730251,-2.50250353765602,-0.676977191346347,-10.5525277132966,-55.2853398888943,0.0481656634340208,-71.8261581501585,-39.1711484193195,0.17403536789675,401.961758457015,2.09430104530425,404.458741549629,3.00554997866633,409.471068334468,404.314585503761,3.23189040640906,407.799056940839,404.829191779939,3.36014760840479,410.0017952221,405.07171805617,3.37941941095961,405.576448477215,3.34442528507284,410.105509446541,408.544634894465,3.33892307759701,411.21520544434,0.428907413211716,-1.3743342620737,0.0663076424509271,0.4405,0.39625,0.377,0.29875,0.13,-1.0253,-1.492025,-0.44285,-1.0925175,-1.0975275,-1.448745,-2.94628,87.34966,17.4425,0.127175,-2.60025,-2.358,-2.26125,-1.65525,-2.1345,0,-4.5925,0.1925,-1.596,225.93,308.1,246.05,296.3625,-0.15225,-0.17,-0.18,-0.47,0.05,-0.70075,0.1,-0.11,-0.31,-6.21075,1.71355,2.4621,4.177525,5.010475,6.3717,7.469775,8.39565,8.815625,9.5279,1.8468,3.150425,4.85575,5.81,6.652125,7.4225,8.108925,9.905725,8.5738,1.7379,2.570825,3.968825,4.76215,5.878525,6.6489,7.798575,8.552475,9.081825,2.096125,3.067725,3.91975,4.678475,5.79495,6.9026,7.903925,8.498475,8.7787,2.677275,3.27935,4.3393,4.8963,5.8724,6.701675,7.3177,8.1384,8.690825,-5.778,-9.55305,-15.934425,-92.13
1,1.75,-5.25246968445192,-3.00817600683796,-1.24924557617721,-80.7187607840837,-34.9128104237533,0.0510370707045318,-23.8426084384781,-51.1327195758273,0.155508247329159,401.735326347827,2.01613653409649,404.433067378612,3.0325670143953,409.126182472487,404.997831953936,3.01784300135886,408.55258115687,404.858211547428,3.08387985582676,412.311759626025,404.878347221479,3.17837830915464,405.194762423456,3.16103088336026,410.242584570657,407.311568165533,3.16863829541237,410.646279495091,0.542531061433313,-0.344945350823991,0.0583894403910195,0.449,0.529,0.45,0.36875,0.13,-0.969065,-1.5897,-0.7964375,-0.98132,-1.1477,-1.42696,-3.2538275,87.352495,17.046,0.1549,-3.2225,-2.82125,-2.594,-2.388,-2.2545,0,-4.498,0.1,-1.304,228.4,306.49,245.9125,294.885,-0.1525,-0.17,-0.19,-0.47,0.06,-0.71,0.1,-0.11,-0.31,-6.095,1.64725,2.4776,4.1528,5.0007,6.3767,7.4704,8.394,8.815625,9.5262,1.77705,3.0836,4.8647,5.8059,6.649,7.422075,8.1058,9.90305,8.57125,1.6759,2.5112,3.9557,4.7538,5.8838,6.650675,7.798,8.5523,9.0801,2.050325,2.962,3.9053,4.673925,5.8069,6.9001,7.902,8.4983,8.7777,2.6716,3.2727,4.3364,4.8888,5.8673,6.7009,7.314,8.1384,8.690825,-6.1632,-9.541925,-16.3835,-90.259
1,2.25,-1.70293876673439,-1.91623235847192,-1.82151396100807,-41.7891113524175,-34.9154040240159,0.0624132918251837,-58.5843620721653,-48.6879588137116,0.137744738446512,401.69312358143,2.04319904981392,405.037975483393,2.9987531409583,408.991544796253,405.33112511362,3.04347296472785,408.15356629033,405.263446673127,3.07012621470902,409.238822957836,405.435292700715,3.15387477319987,405.377805541347,3.16490170650375,410.030382681529,408.163192288595,3.26358069411622,410.359234126984,0.479411727808291,-0.324772112837138,0.0643091345210694,0.4345,0.37,0.39,0.34625,0.12775,-0.265425,-0.9149,-0.14655,-0.55645,-0.6477375,-1.09159,-3.0768225,87.35160875,16.4475,0.15993,-3.384,-3.022,-2.79,-2.152,-2.293,0,-4.5675,0.2,-1.558,230.55,305.47,245.88,294.48,-0.1625,-0.171,-0.2,-0.471,0.05,-0.721,0.1,-0.11,-0.31,-5.975,1.5769,2.4652,4.1347,4.9939,6.3828,7.469125,8.3931,8.8154,9.5245,1.7048,3.0185,4.85195,5.8038,6.6493,7.4216,8.10935,9.899375,8.5721,1.6252,2.4626,3.9445,4.7519,5.889,6.6516,7.798,8.5523,9.0792,2.0566,2.9062,3.8934,4.6684,5.8204,6.8985,7.902,8.4982,8.7768,2.6109,3.2764,4.3362,4.8831,5.8652,6.7011,7.3276,8.1381,8.6891,-6.3798,-9.883,-16.56855,-94.5975
1,2.75,-0.726164907717785,-2.03979006916707,-1.85779495896036,-12.8598719391622,-43.5439285726991,0.0597228687225939,-42.5423394867453,-47.6721027543254,0.193554515080998,402.332034404421,2.04120046130384,404.998644878803,2.88052590117076,408.475733075668,406.295433710486,2.89164634836532,408.302102222903,405.256677647794,2.89643234379887,411.818065361506,405.137061188849,3.12489199410009,405.240915602954,3.05982665312067,409.8570984,406.282939305243,3.14052774650357,410.408185297648,0.460707499709399,-0.144426194809104,0.0739765887504889,0.472,0.483,0.399,0.33,0.14775,-0.345545,-1.1402,-0.2179875,-0.7347375,-0.4314125,-0.88033,-3.49029,87.34322,15.7165,0.1045875,-3.638,-3.88,-3.701,-2.617,-2.57,0,-4.538,0.2,-1.277,224.58,305.75,241.97,293.45,-0.145,-0.17,-0.19,-0.47,0.059,-0.721,0.1,-0.11,-0.31,-5.8925,1.5023,2.4458,4.1206,4.9935,6.3888,7.42475,8.3777,8.8154,9.52465,1.64985,2.97755,4.83985,5.8028,6.6506,7.421175,8.10935,9.903625,8.57255,1.5871,2.4258,3.9344,4.7652,5.8943,6.6523,7.7991,8.5531,9.0791,2.1018,2.9257,3.8844,4.6622,5.8343,6.8977,7.9046,8.4982,8.7767,2.5439,3.2831,4.3361,4.8775,5.8622,6.703,7.3326,8.1381,8.6881,-6.320875,-9.941375,-16.767775,-94.256
1,3.25,-1.2687361332306,-2.87767643026578,-1.60279464924824,-16.3389843779599,-57.8934328939192,0.0602118312853339,-54.5295244187196,-63.078779270472,0.163120312936432,401.4605254345,2.17695607995071,405.821429821763,2.80045874740202,408.732612250563,406.244265853365,2.9048307240162,407.939634789568,406.103668667178,2.94814914366305,410.583230271168,405.948015473317,2.94834645899679,406.288858630509,2.97618049489791,409.807099884876,408.232970834136,3.09940524190699,411.55164189529,0.4397183484961,0.184925159227776,0.0729476903483881,0.493,0.44,0.369,0.31875,0.15,-0.2049,-1.0918,0.00265,-0.38973,-0.3916,-1.03829,-3.47193,87.32180775,15.1315,0.11124,-4.233,-4.116,-3.882,-2.853,-2.513,0,-4.546,0.3,-1.051,223.72,305.85,241.17,294.82,-0.1425,-0.171,-0.19,-0.471,0.05,-0.711,0.1,-0.11,-0.31,-5.9125,1.4235,2.4178,4.1054,5.0019,6.3947,7.419875,8.3786,8.8154,9.5238,1.59915,2.9408,4.8261,5.80125,6.64945,7.421225,8.1102,9.9026,8.57285,1.5501,2.3922,3.9245,4.7606,5.9003,6.6548,7.8001,8.5522,9.0782,2.1244,2.8843,3.8744,4.6532,5.8322,6.8961,7.9063,8.4973,8.7757,2.4797,3.286,4.3342,4.871,5.8591,6.7058,7.3318,8.1381,8.6881,-6.0515,-9.8794,-16.915125,-95.264
1,3.75,-4.33185409178417,-0.511663117052908,-1.34779433953612,-36.3007638612202,-9.9327858288243,0.0552693481210116,-42.0732399094365,-49.2046018094726,0.181231632411854,402.631414238781,2.24686037802627,405.217036030031,2.77403184903708,408.508260980656,405.610437685128,2.92046261063168,408.242369171006,405.851112933949,2.92689000255892,410.203752241999,406.179109910726,2.85561957379982,406.305017743951,2.94193721019039,408.757352080247,406.450803865679,3.06454682531579,410.493283641986,0.358227161380814,-0.233673869375217,0.0802236920587859,0.5015,0.453,0.459,0.31875,0.16775,-0.4213125,-0.82325,-0.0575625,-0.6858125,-0.612475,-0.767475,-3.814065,87.287225,16.51425,0.41274,-4.221,-4.29,-4.074,-3.004,-2.907,0,-4.46125,0.2,-0.881,224.62,305.01,241.16,292.36,-0.1425,-0.17,-0.191,-0.471,0.05,-0.721,0.0975,-0.11,-0.31,-6.2375,1.3439,2.3845,4.0894,5.0103,6.4006,7.4162,8.3786,8.8155,9.5235,1.5701,2.91295,4.8118,5.7987,6.646125,7.421275,8.1092,9.90265,8.5717,1.4919,2.356,3.9155,4.7569,5.9063,6.6564,7.8002,8.5523,9.0781,2.0967,2.8428,3.8599,4.6495,5.8326,6.8936,7.9063,8.4973,8.7748,2.4465,3.3032,4.3322,4.8662,5.8579,6.7033,7.3317,8.1372,8.6872,-6.186925,-9.7682,-16.568425,-88.09825
1,4.25,-2.59724311825873,-1.31317191063198,-1.092794029824,-56.5001041144674,-11.041948932226,0.047191626877479,-29.9313851387597,-46.8822997984818,0.1757439198134,402.579901693424,2.19474291773662,404.303055343098,2.83797193975065,408.470549388712,404.131893421781,2.93400211151275,408.487349047271,404.577816997178,2.95088120522087,411.05620532465,404.5451386528,2.97373245634937,405.322040352106,3.01946656712492,409.45480951404,406.585800303992,3.09242583278857,410.405748544038,0.406876831915352,-0.617533681022863,0.0707408958264419,0.469,0.52975,0.378,0.34625,0.13775,-0.60186,-1.2124,-0.4418,-0.8140125,-0.8150875,-1.0387375,-3.809575,87.26318225,16.2455,0.0987,-4.077,-4.604,-4.38,-3.097,-3.052,0,-4.4535,0.2,-1.045,224.78,303.28,243.77,292.19,-0.1525,-0.17,-0.19,-0.471,0.05,-0.72,0.1,-0.11,-0.31,-6.2325,1.2611,2.3514,4.073,5.018,6.4057,7.414,8.3786,8.8154,9.5241,1.534,2.881,4.79765,5.79575,6.643125,7.421325,8.1092,9.9022,8.57155,1.4199,2.3288,3.9077,4.7528,5.9124,6.658,7.8002,8.5522,9.0772,2.074,2.7995,3.8486,4.6414,5.8298,6.892,7.9063,8.51025,8.7738,2.3967,3.2863,4.3322,4.8596,5.8549,6.7025,7.3317,8.1372,8.6862,-6.310375,-9.8545,-14.503875,-90.49925
1,4.75,-6.74892744104119,-1.23662114837182,-0.837793720111882,-80.2239563123407,-12.5871920808289,0.048881028776487,-27.0420942276654,-45.6358233109076,0.151813297521276,402.804703338726,2.19975234033568,405.172169272071,2.70184424145513,408.318096211826,405.253821515859,2.81848016860714,408.322424499242,405.263808714317,2.81463514411806,409.468034017181,405.528972808758,2.91857010195178,405.900458153123,2.98456622903802,408.242188099235,408.129508751986,3.01974621333296,410.305042419104,0.468084786452705,-0.559368878180213,0.0623380848976538,0.4975,0.506,0.378,0.2985,0.14775,-0.627795,-1.281125,-0.5460625,-0.85982,-0.9208625,-1.1823875,-3.5195,87.25497125,15.73,0.09137,-4.15,-4.461,-4.241,-3.076,-3.324,0,-4.42,0.3,-1.304,224.37,304.02,242.35,290.47,-0.15,-0.17,-0.18,-0.47,0.05,-0.71,0.0975,-0.11,-0.31,-6.0475,1.183,2.3167,4.0595,5.0257,6.4117,7.4115,8.3786,8.8144,9.5231,1.51165,2.8417,4.7829,5.79335,6.6395,7.420375,8.10905,9.90105,8.586625,1.3772,2.296,3.9003,4.7446,5.9176,6.6596,7.8002,8.5513,9.0762,2.0697,2.7578,3.8452,4.6325,5.8258,6.8903,7.9071,8.51025,8.7737,2.3427,3.2435,4.3177,4.8539,5.8486,6.7017,7.3308,8.1372,8.6861,-6.6964,-10.23265,-14.1384,-89.75
