DOY2,HR2,CO2,FC,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH_1_1_1,RH_1_2_1,TA_1_1_1,TA_1_2_1,TAU,T_SONIC,USTAR,WS,VPD,U_SIGMA,V_SIGMA,W_SIGMA,G_1_1_1,G_2_1_1,G_3_1_1,SW_IN,SW_OUT,TS_1_1_1,TS_2_1_1,TS_1_2_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,NEE,SC,SH,SLE,T_SONIC_SIGMA
1,0.25,413.2280441,1.6832,-8.54524,5.65402,1.00993,315.385465,340.876656666666,-18.2019166666668,103.263796666667,0.0047087566,0.00399876747442769,93.5328358333334,96.8104283333333,6.66690068333333,6.41521985,-0.0222,8.44820070000003,0.132892,0.547137,0.773591737510755,0.385762880536736,0.37199865591155,0.184932420089069,-20.0731526666667,-14.8712566666667,-19.0583866666667,0,0,12.5145813333333,11.2412596666667,11.2220823333333,10.7166666666667,12.4333333333333,13,8.34140983333334,10.0450765,11.43326,12.1156833333333,12.25982,12.572965,12.791865,13.0892583333334,13.61909,2.87415,-0.00603,-0.635006343,-0.192208,0.0513
1,0.75,413.2009213,1.688165,-7.58974,5.68262,0.630453212,313.662028333334,340.7508,-17.0489683333332,103.268226666667,0.00364020151569667,0.00360304396666667,93.8841158333334,96.9034001666666,6.65479231666667,6.67546308333334,-0.01735,8.97800000000001,0.1190135,0.446999798,0.765234001909475,0.363444679062574,0.374307857675998,0.157464470594657,-19.9331416666667,-15.3182325,-19.2633426666667,0,0,12.5084556666667,11.18523,11.1283076666667,10.4833333333333,12.45,13.0166666666666,8.1441545,9.80517533333333,11.3846183333333,12.0360816666667,12.2674983333334,12.572965,12.79572,13.089265,13.6269316666666,2.420695,-0.0122,-0.420591865,-0.266831,0.04775
1,1.25,412.7679688,1.45621,-8.381585,5.705595,1.041935,316.395711666667,340.44079,-17.2555016666666,103.2354,0.00377800916666667,0.003628018431555,93.6992691666667,96.6262338333333,6.65677283333333,6.41282421666666,-0.0171,8.83524900000003,0.118043,0.4999875,0.762047235095641,0.395109939958335,0.375128617013352,0.172770980076515,-21.056176,-15.0567671666666,-19.5114896666666,0,0,12.494161,11.154325,11.137604,10.2833333333333,12.4,13.05,8.02524783333334,9.6168055,11.3547716666667,11.960405,12.2752683333334,12.56146,12.80342,13.081525,13.63085,2.38119,0.00349,-0.256323,-0.176877,0.05575
1,1.75,412.8827778,1.7919080065,-11.411968185,5.5684133885,2.20500487,315.227136666667,339.918463333334,-17.1728333333333,103.234916666667,0.00492254416666666,0.00370398991473333,93.2602856666666,96.5456373333333,6.6689181,6.69056956666666,-0.02075,8.54850000000005,0.1331285,0.49485,0.821062770508246,0.404713231522048,0.385943025978491,0.178603019102444,-21.7928481666667,-15.6117896666667,-20.2197313333333,0,0,12.4831866666667,11.093575,11.08627,10.1166666666666,12.3666666666667,13.05,7.91388366666667,9.5553635,11.3136366666666,11.8772983333333,12.2410416666666,12.542315,12.81497,13.085395,13.63085,2.603465,0.0137,-0.279657,-0.244224,0.057
1,2.25,413.33495715,1.468726793,-10.3332,5.35967,0.8067865,314.456176666667,338.289726666667,-15.8355616666666,103.244553333333,0.00410482383333333,0.00392094713333333,94.1266496666667,97.022401,6.320263,6.24778451666667,-0.01925,8.26682850000003,0.123681,0.5364075,0.682271376967874,0.409857254037105,0.382056559966972,0.1828786463136,-21.5004163333333,-15.8739155,-20.430961,0,0,12.4408756666667,11.013309,11.0870236666667,10.0166666666666,12.3,13.05,7.90350266666666,9.57350116666667,11.23154,11.790535,12.1954683333333,12.53083,12.82652,13.093135,13.63085,2.66186,0.009415,-0.500532954,-0.178150742,0.05945
1,2.75,413.0306,1.781966797,-11.506,5.18748,1.91305,311.699623333333,337.61547,-16.1890366666667,103.23235,0.00383618375097,0.00360300093333333,94.5979765,96.8225206666666,6.05030913333333,5.75277678333333,-0.0251,8.36000000000001,0.142922,0.537389,0.652774651284466,0.401158322860189,0.38514932169225,0.171464281994822,-21.41575,-15.8935736666667,-19.8710656666666,0,0,12.399095,11.0011483333333,11.0146656666667,10.0166666666667,12.2833333333333,13.05,7.755228,9.62065616666666,11.1198433333333,11.7076833333333,12.1612766666666,12.542315,12.82652,13.093135,13.63085,2.56718,0.0421,-0.398301945,-0.195782,0.0598
1,3.25,411.605,1.76929,-10.9967,5.11951,0.81048,315.258711666666,337.439955,-16.5024049999999,103.224963333333,0.00420009246860667,0.00377983665,93.4790438333333,96.670078,5.92623398333333,5.66346985,-0.0206,7.93900000000002,0.130542,0.5311805,0.623847680270163,0.379784220314641,0.362427923869009,0.181383571472171,-21.6302591666667,-16.2208205,-20.2575135,0,0,12.3518356666667,10.9412336666667,10.993824,10.0666666666667,12.2,13.05,7.60337283333334,9.6861205,11.0603266666667,11.6249916666667,12.11948,12.55767,12.83037,13.1008683333333,13.63085,2.62314,0.00132,-0.482909,-0.121201412,0.0595
1,3.75,411.296,1.653355,-11.763,5.161022695,0.9145337795,315.965151666667,337.151215,-15.15604,103.236976666667,0.00312613916666667,0.00345493926666667,93.2300501666666,96.1769455,5.73345195,5.59787256666666,-0.0186,8.10900000000004,0.122062,0.535563,0.713832233710014,0.394646677421716,0.392803761438202,0.194164878389476,-22.2815943333333,-15.7773011666666,-20.5477478333334,0,0,12.31668,10.8573033333333,10.952917,10.1166666666667,12.1833333333333,13.05,7.46515366666666,9.6135605,10.94901,11.56851,12.085335,12.569205,12.82652,13.104735,13.63085,2.34813,0.0221,-0.539994,-0.188540915,0.0581
1,4.25,412.0709741,1.492534435,-8.16152,4.99628,2.1098291875,316.189921666666,336.7402,-16.1732399999999,103.22296,0.00329587223333333,0.00354620515987,93.2259258333333,96.4746633333333,5.74579788333333,5.79144245,-0.028,8.05700000000002,0.148397,0.560823,0.655426963452975,0.40293920136914,0.386414285450215,0.194935886896179,-22.0966343333333,-16.104256,-20.9835383333333,0,0,12.3006876666667,10.7555486666667,10.8954876666667,10,12.1333333333334,13.0666666666666,7.39024316666666,9.454386,10.8453166666667,11.5308333333333,12.039775,12.56539,12.80342,13.10861,13.63085,2.402765,0.0479,-0.481565,-0.227241,0.0585
1,4.75,412.88271485,1.744475109,-11.2034,4.9381,1.81885,314.526733333333,335.237895,-15.0284533333333,103.22095,0.00362434276666667,0.00386832303333334,94.2276386666667,96.6894761666667,5.50401916666667,5.6014352,-0.0201,7.99000000000001,0.126513,0.576528,0.556919630161082,0.379802580296659,0.374375479966303,0.17,-21.6526616666667,-16.3781685,-21.3605881666666,0,0,12.294137,10.68119,10.814555,9.9,12.05,13,7.26103683333334,9.303192,10.7565933333333,11.4894833333334,11.98672,12.5424,12.81112,13.1086066666667,13.63085,2.50548,0.0401,-0.428562,-0.1770215,0.0596
