DOY2,HR2,CO2,FC,H2O,SC,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,CO2_SIGMA,H2O_SIGMA
1,0.25,415.074,0.482077,1.9307775,-0.020725,-16.97435,-0.421865,97.45505,74.45405,-10.2995,-11.809,0.26601503,211.67475,264.28025,-57.058575,-8.887725,-6.7901025,-0.1358095,0.1197405,1.672605,-1.1,-0.23,-0.80825,0.3531798405,0.019018481
1,0.75,415.3915,0.450984,1.87714,-0.0133,-16.69715,-0.2639905,97.441975,74.61,-10.56275,-11.758,0.237123,208.7925,264.932,-55.963225,-9.2058075,-7.2122625,-0.1344105,0.121618,1.61949,-1.10075,-0.24575,-0.85775,0.3454890335,0.020772647
1,1.25,415.58625,0.42862,1.85584,-0.022575,-15.567775,-0.352115,97.436075,74.61,-10.265,-11.671,0.255582,211.9045,265.282,-53.076025,-8.6009925,-6.8048275,-0.11778,0.113762,1.7898475,-1.155,-0.28225,-1.00425,0.3898995885,0.01759940375
1,1.75,415.666,0.384945,1.859165,-0.031275,-14.8274,-0.316149,97.43545,76.045,-10.938,-11.697,0.2544953725,210.597,265.2065,-53.598325,-8.482775,-6.87681,-0.1191195,0.1112655,1.790445,-1.15,-0.35175,-1.025,0.370814088,0.017896778
1,2.25,415.15025,0.46868,1.80189,-0.01355,-13.71905,-0.29497725,97.4393,76.042625,-10.9825,-11.73775,0.253213,208.99175,262.12425,-56.76265,-8.8285875,-6.8404525,-0.111609,0.116177,1.7963775,-1.14925,-0.40425,-1.025,0.37429563075,0.01753010975
1,2.75,415.377,0.439727,1.72935,-0.0123,-12.9233,0.121019,97.447,76.58395,-11.303,-11.719,0.2419232825,205.8845,261.523,-58.010925,-8.673305,-6.8043325,-0.12604075,0.128072,1.8294625,-1.12675,-0.44925,-1.0175,0.34852461475,0.019082987
1,3.25,415.49875,0.5337295,1.77322,-0.012275,-16.189,-0.527288,97.453,76.0548,-11.46475,-12.64425,0.23017925,207.2545,262.206,-61.23775,-8.7062225,-6.9356175,-0.141762,0.11892425,1.754035,-1.11075,-0.486,-1,0.3562726285,0.0172857125
1,3.75,415.212,0.474935,1.758705,-0.02705,-15.921,-0.30785625,97.4503,76.6604,-11.91,-12.575,0.21582258,208.404,261.885,-61.38275,-8.8858775,-7.03333,-0.117964,0.120689,1.70773,-1.1,-0.4975,-1.0225,0.3866634545,0.01638181825
1,4.25,414.969,0.3822605,1.7365975,-0.018425,-16.5898,-0.408958,97.4539,76.31185,-11.533,-12.467,0.217138395,207.32225,262.0815,-62.01705,-8.5343025,-6.94044,-0.12216675,0.1219395,1.53649,-1.11075,-0.49675,-1.025,0.38066193275,0.01757956875
1,4.75,415.24175,0.35949425,1.76387,-0.0231,-16.4226,-0.69888075,97.4577,75.7466,-11.953,-12.7315,0.2180128375,203.69125,260.218,-61.556825,-8.2176675,-6.8973525,-0.1103925,0.124356,1.6304025,-1.125,-0.4875,-1.00975,0.349240662,0.01555751
1,5.25,415.34525,0.51747475,1.67844,-0.0152,-16.07725,-1.1154625,97.464275,76.5641,-11.90375,-12.92975,0.2154053425,202.7125,258.61275,-61.282575,-8.5583275,-7.02338,-0.11908875,0.11960575,1.6650475,-1.125,-0.48825,-0.99,0.37622194025,0.01558598125
1,5.75,415.61775,0.526646,1.7015925,-0.023,-14.2598,-0.725238,97.4701,77.1234,-11.6485,-12.84,0.2231525,203.3,257.92075,-58.6807,-8.1591375,-7.0378475,-0.10753,0.116563,1.72337,-1.12725,-0.52075,-0.9765,0.38775564775,0.01614300425
1,6.25,415.8205,0.493979,1.64099,-0.016975,-16.93385,-0.61555425,97.4717,77.43105,-12.2,-12.882,0.223517125,206.602,256.97,-55.1088,-8.29509,-7.0822,-0.109752,0.124109,1.73178,-1.15125,-0.5485,-0.95675,0.3634791765,0.015468329
1,6.75,416.979,0.60469375,1.63214,-0.01216,-16.3571,-0.36745825,97.4812,78.1134,-12.158,-12.938,0.2266933275,205.15675,258.5815,-59.424725,-9.05672,-6.36459,-0.1018135,0.129253,1.69383,-1.21175,-0.57175,-0.95,0.40536331725,0.016043777
1,7.25,416.813,0.369264,1.632965,-0.0223,-16.1063,-0.892493,97.497,77.1288,-12.365,-13.031,0.21767675,204.67475,259.45125,-58.954525,-8.89171,-6.500875,-0.10537675,0.124928,1.64671,-1.225,-0.6085,-0.96725,0.38023382625,0.016130562
1,7.75,416.322,0.637229,1.65646,-0.01805,-16.6635,-0.4830695,97.5193,77.30475,-12.525,-13.236,0.2140116225,204.3505,259.896,-56.885775,-2.31995,-3.3430125,-0.109119,0.125636,1.54154,-1.22825,-0.5575,-1.02275,0.36685264075,0.017231167
1,8.25,417.051,0.59732075,1.67972,-0.013225,-12.90815,0.134996,97.53115,75.2546,-12.5875,-12.8995,0.2250497325,205.30425,261.69425,-22.092275,14.8397,6.3741425,-0.102776,0.133765,1.753475,-1.27325,-0.55,-1.0325,0.37591969225,0.0226780725
1,8.75,416.6625,0.6853725,1.69647,-0.037975,-10.486375,0.83287275,97.51925,73.685725,-12.2145,-12.566,0.2788395425,212.634,265.215,5.4284875,44.4686,23.21995,-0.13454675,0.154043,1.94659,-1.31,-0.49225,-1.1,0.396436607,0.025932468
1,9.25,416.10975,0.638624,1.72215,-0.0624,-7.169395,2.0419875,97.5169,73.4138,-12.306,-11.64475,0.29468025,216.81675,268.48975,15.26255,72.0724,33.675125,-0.14123325,0.164266,2.2927775,-1.32525,-0.475,-1.1,0.389232637,0.02953840975
