DOY2,HR2,FC_1_1_1,CO2_1_1_1,CO2_SIGMA_1_1_1,SC_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,H_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,TA_1_1_1,VPD_1_1_1,RH_1_1_1,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD_1_1_1,SW_IN_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_DIF_1_1_1,FC_1_2_1,CO2_1_2_1,CO2_SIGMA_1_2_1,LE_1_2_1,H2O_1_2_1,H2O_SIGMA_1_2_1,H_1_2_1,T_SONIC_1_2_1,T_SONIC_SIGMA_1_2_1,WS_1_2_1,USTAR_1_2_1,W_SIGMA_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,TA_1_2_1,VPD_1_2_1,RH_1_2_1
1,0.25,-12.0118,352.0352799,0,-4.74524805,-12.0451,2.4778537,0.00770835,-68.23065,7.6977,0.070711,0.5259,0.04855,0.063246,0.24196885,0.2038347,1.726375,0,37.549,98.1585,5.3614,5.923,6.6976,7.6836,8.786,-23.53,-74.3016,0,0,0,0,0,231.434125,309.4494,0,-4.9550625,386.0175014,0.7567715,-4.57808,5.5239598,0.028888,-14.1192,4.67027,0.058234,0.1047525,0.013297,0.022830625,0.093247875,0.0834,-0.2703,0.0452975,57.885
1,0.75,-16.488075,345.68545875,0,-2.30283825,-16.49235,2.48690645,0.00892015,-63.9175,7.64535,0.089443,0.5352,0.0523,0.063246,0.2639114,0.2136556,1.662775,0,37.496,98.19,5.280775,5.86025,6.64075,7.658625,8.78775,-23.432,-70.4238,0,0,0,0,0,230.3895,308.4986,0,-5.0673425,387.328445,0.6557855,-5.08261,5.2827505,0.02752405,-13.9262,4.61493,0.0668118,0.11041525,0.014680475,0.023334475,0.095619875,0.087520325,-0.235,0.045205,59.358
1,1.25,-6.39645,347.116040475,0,-5.146776475,-13.581575,2.0939742,0.008548625,-64.2674,7.21335,0.089443,0.4592,0.0531,0.063246,0.24606715,0.207364,1.64215,0,37.08375,98.19,5.2196,5.801,6.5868,7.6316,8.791,-23.426,-70.81275,0,0,0,0,0,232.6166,306.9177,0,-4.749305,382.09902055,0.635850675,-4.94276,5.233109,0.0280249,-15.75325,4.2641375,0.066016275,0.0764498,0.015342325,0.023831725,0.088508275,0.089656375,-0.4462,0.029707375,60.533
1,1.75,-15.73,353.481286,0,-6.1298542,-11.893625,3.0401022,0.0098262,-69.337,6.9766,0.07746,0.5676,0.041,0.0598564,0.2135384,0.1886754,1.6229,0,36.41975,98.1875,5.153,5.74275,6.53575,7.6,8.786,-23.188,-71.755,0,0,0,0,0,233.690575,306.696675,0,-4.2915975,381.80526275,0.65563125,-10.897625,5.51999375,0.026738025,-16.73145,4.47132,0.0609716,0.083432175,0.01481815,0.0219019,0.088456375,0.09013865,-0.4202,0.0254002,60.7375
1,2.25,-10.032825,351.81424035,0,-3.8870754,-30.7078,3.5466759,0.0102645,-63.043425,7.134275,0.083666,0.5225,0.0435,0.063246,0.240823,0.2084805,1.33955,0,36.17075,98.175,5.103,5.687,6.48225,7.571,8.78375,-23.468,-70.2655,0,0,0,0,0,233.6284,307.6056,0,-5.325005,385.1925511,0.7463518,-7.8106325,5.627702025,0.0241058,-15.651275,4.38241,0.0614149,0.0962494,0.0142244,0.023378,0.0934498,0.0841638,-0.3156,0.03591125,60.38
1,2.75,-9.3203,353.3475762,0,-1.826772575,-20.0598,3.112116,0.010840425,-64.81655,6.927475,0.0978189,0.393225,0.04695,0.063246,0.246746025,0.218813225,1.1414,0,34.751,98.175,5.0095,5.63175,6.43175,7.54675,8.78225,-23.79425,-69.584175,0,0,0,0,0,232.8902,305.161025,0,-5.066675,381.6882345,0.70959895,-5.447865,5.44569355,0.0243429,-16.886575,4.385075,0.0550692,0.084842125,0.015991275,0.025332775,0.09301465,0.0867503,-0.557,0.02915225,59.80125
1,3.25,-8.4168,356.683657125,0,-5.11945595,-20.1815,2.92191715,0.014270025,-68.9257,6.068875,0.094868,0.5396,0.049,0.070711,0.2705412,0.2125752,1.199,0,34.2635,98.185,4.93875,5.567025,6.40445,7.513175,8.7795,-24.00565,-68.4457,0,0,0,0,0,231.299,305.3982,0,-6.738875,386.331527,0.7770892,-7.87522,4.846806,0.0242933,-18.157,4.30922,0.0710088,0.093797125,0.014967375,0.0243769,0.09993025,0.089782625,-0.5691,0.02942955,56.55
1,3.75,-15.534375,357.4324544,0,-6.44453825,-24.4925,3.146928,0.013647875,-71.84345,6.1256,0.0910705,0.3397,0.04465,0.07746,0.244949,0.1983017,0.684225,0,34.748,98.185,4.900475,5.5436,6.348575,7.4827,8.773125,-24.000775,-72.32,0,0,0,0,0,232.00065,305.729425,0,-4.700095,381.1307372,0.83080095,-4.3981425,5.0645799,0.0224231,-16.617,4.327995,0.0729922,0.1064755,0.0167204,0.0245441,0.09353215,0.0893701,-0.67905,0.028987,59.818
1,4.25,-7.233125,355.6936163,0,-3.261,-17.798175,3.481383975,0.01481025,-60.46185,5.67345,0.1,0.546475,0.056275,0.07746,0.257967325,0.21041375,0.674225,0,33.324,98.2,4.8447,5.4892,6.282675,7.4579,8.7681,-24.033275,-70.863,0,0,0,0,0,233.478725,305.03875,0,-5.8093625,384.8696908,0.8494205,-6.48918,5.1035674,0.0274301,-15.06715,3.91016,0.07739955,0.094346,0.0152718,0.0245124,0.0968984,0.09255,-0.7324,0.0269155,59.10475
1,4.75,-14.61105,356.1675788,0,-4.35087055,-12.6866,3.896189,0.0120852,-62.047,5.693625,0.083666,0.5518,0.054875,0.070711,0.24183425,0.1965285,0.7975,0,32.71125,98.255,4.79245,5.435775,6.233175,7.42875,8.766175,-24.11,-70.11865,0,0,0,0,0,233.276725,304.971925,0,-6.12041,384.4137568,0.7996925,-8.14694,5.3883508,0.028555625,-18.51475,3.72364,0.0664423,0.0886457,0.0153318,0.025083575,0.098246775,0.094674425,-0.772,0.0336784,59.592
1,5.25,-14.1938,357.67483495,0,-2.7393159,-26.3481,3.355134425,0.01282635,-59.70975,5.387575,0.07746,0.5295,0.049125,0.070711,0.263385125,0.1952545,0.6952,0,33.4675,98.255,4.695425,5.38125,6.1845,7.404025,8.76175,-23.9676,-70.10405,0,0,0,0,0,234.75375,305.84945,0,-3.63884,383.370275,0.58639075,-8.93384,4.945199975,0.024410425,-19.0596,3.58444,0.0663572,0.0703712,0.0142544,0.02394215,0.09613135,0.0926592,-0.806325,0.02256,59.112
