DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,5.25,436.212575,3.34045,429.72,2.93904999999999,2131.6978,435.3973,3.34845,430.2263,2.22815,2135.6813,431.60615,3.19939999999999,428.703775,2.6669,2153.2272,435.7369,3.30975,430.156,2.82175,2249.0544,14.94225,-8.20830000000001,0.645599999999998,427.2894,2.00425,0.3932,0.1944,0.1215,0.2648,2.2023,0.62105,5.3205,5.3,1.14965,13.151,11.82725,-7.653,-11.7621,-6.715,-10.4996,103.951875,88.05775,0.4675,-8.32750000000006,-9.74875,-6.748,2.7,0.18075,3.905,0.352750000000001,259.385,266.2,18.97375,270.95,278.115,0.19225,0.79,0.811,0.2,0.07,0.994500000000002,0.33,0.12,-3.57825,-2.853425,-3.12075,-0.365525,-0.213825,-0.830425,-1.110675,-1.902625,-5.254825,-4.647925,-2.1055,-1.7078,-1.206,-1.5752,-3.3032,-3.0048,-3.5945,-3.43425,-0.106,-0.16685,-0.422,-0.999,-1.58195,-6.75344999999999,-6.447975,-3.894725,-2.9904,-2.233725,-1.88765,-1.577725,-2.1265,-8.020775,-7.296325,-6.1778,-5.04,-3.49675,-1.6179,-1.2943,-1.6377,-2.508125,-2.76305,-0.979
1,5.75,436.4542,3.37125,429.864,2.487375,2122.02025,433.92865,3.34375,430.1524,2.208875,2148.6536,431.44,3.24667499999999,427.9117,2.143975,2126.740625,433.94115,3.32395,430.575025,2.13685,2278.119575,14.879,-7.680875,0.495875,427.3031,2.1073,0.4037,0.253774999999999,0.099925,1.0646,1.77869999999999,0.695,12.161,2.27425,1.300375,13.284,11.83175,-11.79,-11.70555,-6.79480000000001,-10.3478,103.962,88.18675,0.4598,-7.58800000000007,-10.0125,-6.8155,2.8,0.13,4.2025,0.433750000000001,260.915,264.97,19.509,269.9775,277.13,0.2,0.79,0.8255,0.20125,0.0719999999999999,0.987500000000003,0.328,0.12,-3.571775,-2.8526,-3.1295,-0.3675,-0.21385,-0.830425,-1.111675,-1.902625,-5.24635,-4.648625,-2.10975,-1.7101,-1.206,-1.5752,-3.29665,-2.999875,-3.602,-3.44025,-0.106,-0.16685,-0.422,-0.999,-1.581975,-6.7608,-6.4522,-3.911675,-3.0024,-2.243725,-1.89465,-1.580725,-2.128475,-8.01335,-7.308825,-6.1676,-5.046,-3.500725,-1.622,-1.2962,-1.6386,-2.4914,-3.109375,-0.9425
1,6.25,434.152725,3.394,430.4249,2.988,2141.0637,436.28015,3.386,430.1885,2.7349,2172.0342,432.03925,3.316175,428.649925,2.8368,2130.818,432.9567,3.362,430.0884,2.1284,2200.4474,15.15495,-7.76910000000001,0.5721,427.3678,2.0694,0.403875,0.255025,0.224,0.91625,1.1421,0.644949999999999,9.68489999999996,1.8357,1.27275,13.54475,12.135,-9.67259999999998,-11.68715,-6.95564999999999,-10.5398,103.973375,87.986,0.45325,-7.37050000000007,-10.045,-6.883,2.8025,0.0230000000000007,4.1075,0.454250000000001,262.1575,265.625,19.88575,269.9825,276.645,0.2,0.78,0.82,0.21,0.07,0.979500000000003,0.32,0.12775,-3.5787,-2.852975,-3.1385,-0.368525,-0.21385,-0.8314,-1.111675,-1.9036,-5.237875,-4.649325,-2.11375,-1.7131,-1.206,-1.5752,-3.290125,-2.99495,-3.6085,-3.44625,-0.107,-0.16685,-0.422,-0.999,-1.58195,-6.770175,-6.4562,-3.928625,-3.01475,-2.253725,-1.901625,-1.583725,-2.13045,-8.00595,-7.3184,-6.146675,-5.053,-3.502775,-1.627,-1.2982,-1.6396,-2.48825,-2.6765,-0.950900000000001
1,6.75,434.87895,3.35425,429.769725,2.35545,2132.08325,433.83495,3.358525,430.0043,2.455775,2154.9656,431.765,3.2679,427.83195,2.1128,2108.203125,433.6374,3.3349,430.112325,2.97375,2203.3833,15.97565,-8.37715000000002,0.59005,427.326825,2.08155,0.5246,0.1686,0.412025,3.95042499999997,0.941750000000001,0.668299999999999,6.2959,6.64759999999999,1.2357,12.746,12.0135,-9.83765000000002,-11.966075,-7.22862499999999,-10.5878,103.979,88.0915,0.45105,-7.34900000000006,-9.805,-6.98975,2.505,-0.0082499999999996,3.9025,0.343000000000001,263.915,265.11,19.5085,269.9825,278.5,0.20225,0.79,0.82,0.2,0.07,0.974500000000004,0.32,0.12,-3.592675,-2.85395,-3.14725,-0.3705,-0.21385,-0.8324,-1.111675,-1.9036,-5.2446,-4.650025,-2.118,-1.7154,-1.205225,-1.57525,-3.28365,-2.990975,-3.61575,-3.45375,-0.107,-0.167825,-0.422,-0.999,-1.58195,-6.77955,-6.460975,-3.94655,-3.027425,-2.2647,-1.9086,-1.58575,-2.132425,-7.97515,-7.3143,-6.12675,-5.059,-3.504825,-1.6311,-1.3002,-1.6405,-2.533025,-2.499775,-0.956050000000001
1,7.25,433.8074,3.40742499999999,429.90895,2.8788,2154.632875,433.71655,3.36984999999999,430.032875,2.62649999999999,2142.163075,432.026,3.28864999999999,428.98245,2.791,2135.9652,433.76255,3.35665,429.69125,2.96779999999999,2274.7942,15.9166,-8.14610000000001,0.816999999999998,427.70645,2.0918,0.5966,0.1727,0.42695,1.012525,1.125375,0.662199999999999,8.268,3.685,1.3119,13.25575,12.1945,-9.93125000000002,-11.767,-7.33550000000001,-10.4818,103.953,88.2175,0.4358,-7.22750000000005,-9.93,-7.1225,2.605,0.0625000000000006,4.1025,0.3215,263.62,264.945,19.2335,269.96,278.4525,0.2,0.79025,0.82,0.2,0.07,0.971000000000003,0.32,0.12,-3.60685,-2.8507,-3.15625,-0.3715,-0.21385,-0.833375,-1.112675,-1.903625,-5.256075,-4.65075,-2.122,-1.7184,-1.205225,-1.57525,-3.2819,-2.98885,-3.62225,-3.45975,-0.108,-0.167825,-0.422,-0.999,-1.5819,-6.78795,-6.46475,-3.963525,-3.039775,-2.274675,-1.9156,-1.58875,-2.1344,-7.9239,-7.3102,-6.105875,-5.066,-3.508825,-1.6361,-1.3021,-1.6406,-2.5101,-2.51095,-0.821699999999999
1,7.75,435.7971,3.618,429.6688,2.3817,2132.13985,434.05205,3.68305,429.891625,2.610625,2167.3825,431.949,3.97445,427.9975,2.238175,2135.3955,434.0069,3.8492,430.749125,2.21425,2206.268,15.946375,-8.460375,0.428375,427.927,2.1224,0.43885,0.262275,0.3445,2.1992,0.762124999999998,0.6405,11.053325,4.05,1.2785,13.2395,11.9,-10.2727500000001,-11.7041,-7.29889999999999,-10.513,103.8687,88.78375,0.4206,-7.36700000000005,-9.8775,-7.23625,2.705,0.16075,4.205,0.312499999999999,264.38,265.135,19.9415,270.05,278.155,0.192,0.78025,0.8055,0.2,0.07,0.919999999999998,0.32,0.12,-3.6207,-2.849675,-3.16575,-0.3735,-0.214825,-0.8334,-1.112675,-1.9046,-5.26855,-4.65245,-2.12625,-1.7207,-1.205225,-1.57525,-3.294425,-2.9868,-3.6295,-3.467,-0.109,-0.167825,-0.422,-0.999,-1.5819,-6.795325,-6.468525,-3.980475,-3.052125,-2.284675,-1.922575,-1.590775,-2.136375,-7.87165,-7.30615,-6.123025,-5.072,-3.510875,-1.6402,-1.3041,-1.6415,-2.51165,-2.38375,-0.967225
1,8.25,434.84,4.223125,429.9531,2.936,2155.9094,434.797825,4.24,430.5588,3.00345,2143.03375,433.86485,4.275125,429.24605,2.802375,2105.5507,434.526325,4.036375,430.096,2.3,2172.6441,15.3472,-8.7075,0.4074,428.157375,2.1309,0.322299999999999,0.1864,0.174325,0.366125,1.7728,0.655,4.2575,4.5131,1.1477,13.15875,11.83375,-9.68617500000004,-11.604075,-7.18790000000002,-9.024925,103.851,89.086,0.4254,-7.48000000000003,-9.675,-7.288,2.705,0.118999999999997,4.105,0.2505,266.595,266.175,17.5595,270.175,278.03,0.19225,0.79,0.82,0.2015,0.07,0.896999999999999,0.328,0.11,-3.62555,-2.84825,-3.17475,-0.373000000000001,-0.21465,-0.83375,-1.1124,-1.90425,-5.27805,-4.65135,-2.13025,-1.7227,-1.206,-1.5752,-3.30445,-2.98445,-3.63675,-3.47375,-0.109,-0.1677,-0.422,-0.999,-1.58185,-6.78540000000001,-6.4676,-3.99385,-3.064475,-2.29235,-1.930525,-1.5938,-2.137375,-7.8188,-7.3011,-6.14275,-5.079,-3.5108,-1.6395,-1.303875,-1.642375,-2.471975,-2.3641,-0.948075000000001
1,8.75,434.8714,4.2864,429.87,2.8089,2133.28385,435.0962,4.2316,430.423225,2.899875,2134.3537,433.79685,4.3085,428.799125,2.41885,2118.8544,434.72555,4.15225,430.8152,2.94855,2224.9962,15.19645,-8.50515,0.5039,426.954375,2.1627,0.38185,0.240725,0.375875,0.357125,1.14725,0.6247,4.7141,4.489825,1.12945,12.843,11.49875,-10.3728,-11.2653,-7.63522499999999,-9.29525000000001,103.782,89.62225,0.4141,-7.48474999999999,-9.518,-7.44,2.9,0.05,4.4,0.28,266,270.4,17.48,270.7,277.6,0.19,0.79,0.82,0.21,0.07,0.803500000000001,0.32775,0.11,-3.6337,-2.8476,-3.1835,-0.378,-0.223775,-0.836,-1.1127,-1.904625,-5.295,-4.657,-2.1345,-1.726,-1.206,-1.57525,-3.3171,-2.983,-3.644,-3.479,-0.11,-0.16785,-0.422,-0.999,-1.582,-6.829,-6.477525,-4.01535,-3.07715,-2.304675,-1.938,-1.596,-2.14,-7.81085,-7.302,-6.171,-5.086,-3.521,-1.654975,-1.31025,-1.6434,-2.549,-2.24295,-0.843475000000001
1,9.25,434.17875,3.9783,430.20705,2.8075,2131.683225,434.498,4.18805,430.51825,2.681575,2125.2606,432.6699,4.26875,429.596,2.7988,2097.9156,435.05675,3.96195,430.999575,2.893225,2249.00965,15.1904,-8.2816,0.584599999999999,425.8745,1.982325,0.32775,0.136,0.304625,0.524,0.9792,0.6262,12.0555,3.56325,1.1968,13.0125,11.6345,-10.123125,-11.166675,-7.65640000000002,-9.55970000000002,103.76555,89.745,0.41525,-7.56,-9.65875000000001,-7.2845,2.6,-0.0405000000000001,4.1975,0.25,269.3575,271.97,17.3875,271.1875,277.27,0.19175,0.78,0.815,0.21,0.07,0.7875,0.32,0.11,-3.644725,-2.84765,-3.203375,-0.3804,-0.224,-0.838775,-1.1143,-1.90655,-5.310275,-4.6614,-2.14385,-1.728,-1.206,-1.57525,-3.330125,-2.98615,-3.658225,-3.49355,-0.11085,-0.168275,-0.422,-0.999025,-1.58205,-6.845425,-6.49425,-4.050875,-3.104,-2.3283,-1.9526,-1.602475,-2.143625,-7.8323,-7.30075,-6.195025,-5.105025,-3.529125,-1.6647,-1.3145,-1.64375,-2.4471,-2.284925,-0.859
1,9.75,433.5862,3.9132,429.8546,2.5792,2103.7612,433.8606,3.905025,430.11665,2.7179,2133.04935,433.37275,4.13,429.4464,2.567575,2146.8104,434.009,3.8445,430.94275,2.462875,2245.365,14.841725,-8.37615,0.601800000000001,427.141275,2.102375,0.2928,0.118125,0.177,1.43355,0.670875,0.6198,12.56865,3.172025,1.1685,12.70125,11.4855,-9.7235,-11.15225,-8.23240000000002,-9.99695000000001,103.778075,88.652,0.40375,-7.685,-9.41075000000001,-7.30375,2.6975,0.0679999999999995,4.0975,0.27,266.8,271.415,16.0615,271.7825,276.8625,0.19,0.79,0.83,0.21,0.07,0.745,0.32775,0.11,-3.658,-2.84665,-3.212825,-0.381425,-0.224,-0.839825,-1.1143,-1.906575,-5.32225,-4.663175,-2.148575,-1.731,-1.206,-1.5753,-3.340775,-2.979,-3.666575,-3.500725,-0.110875,-0.168275,-0.422025,-0.999025,-1.58205,-6.85475,-6.50025,-4.055,-3.1164,-2.328,-1.9596,-1.6055,-2.145625,-7.847675,-7.298675,-6.197325,-5.113125,-3.5322,-1.6697,-1.3165,-1.6447,-2.43545,-2.174175,-1.0048
1,10.25,434.001,3.829,430.175425,2.56655,2101.931875,434.11275,3.865,430.35735,2.591,2142.9925,432.9896,4.1464,429.338925,2.51405,2122.4945,434.61825,3.771,431.2119,2.500175,2269.7598,15.39025,-9.414625,0.659875,427.650225,2.158325,0.333375,0.108,0.307,4.458875,0.761,0.59375,52.973,6.4595,1.123875,13.5075,12.216,-9.81430000000001,-11.3732,-8.67675000000002,-10.140675,103.794325,89.075,0.418525,-7.79650000000001,-9.2125,-7.311,2.6025,0.0212500000000003,3.8025,0.3705,267.41,270.425,17.41375,272.3225,276.675,0.252,0.81025,0.841,0.25,0.152,0.853999999999999,0.32,0.12,-3.664875,-2.8436,-3.22155,-0.381475,-0.21485,-0.838325,-1.113725,-1.9066,-5.3279,-4.6592,-2.15285,-1.7333,-1.2052,-1.5752,-3.348825,-2.976475,-3.67275,-3.506725,-0.11185,-0.168825,-0.422,-0.999,-1.581975,-6.840025,-6.49375,-4.0682,-3.1291,-2.33565,-1.958475,-1.60385,-2.145275,-7.85565,-7.292625,-6.19575,-5.12025,-3.526975,-1.6625,-1.3139,-1.6454,-2.76495,-2.192525,-1.029175
