DOY2,HR2,CO2,CH4,H2O,FC,FCH4,G_1_1_1,G_2_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_3_10_1,TS_3_11_1,TS_3_12_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_4_10_1,TS_4_11_1,TS_4_12_1,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS
1,0.25,462.653275,2135.26,2.9626225,0.09790103,3.188566,-6.06570785,-5.01206615,14.061785,0.773403975,102.5591,89.2575,-7.33464999999997,-8.12275,0.533378601524576,267.775,272.88,0.534775,1.005375,8.41977499999999,0.006525,0.005525,-1.578025,-2.902525,-1.952025,-2.070375,-1.840025,-1.6418,-1.22085,-0.5147,-0.359875,-0.330875,-0.3084,-0.267025,-0.260475,-0.2677,-0.250925,-4.698875,-4.341475,-3.9162,-1.989775,-1.39425,-0.6534,-0.2834,-0.481825,-0.2556,-0.2766,-0.2668,-0.282375,0.00910441974999998,1.68123927356697,1.42736876400441,0.536906937985784,0.488977475,8.50595
1,0.75,462.5472,2138.4845,2.867389,0.113585,5.899616,-6.041818275,-5.03446669508928,9.37218849999997,0.640440600000001,102.546793056545,88.8675,-7.54225,-8.13876213248599,0.508220679154736,271.8625,271.831615238199,1.13975,1.172675,16.50625,0.008,0.00466319592490878,-1.587175,-2.91415,-1.968225,-2.08285,-1.848925,-1.6496,-1.22465,-0.51755,-0.361725,-0.33225,-0.31125,-0.263196115262339,-0.25785,-0.26555,-0.247132529961808,-4.7386,-4.354475,-3.947425,-2.00595,-1.4039,-0.660575,-0.286725,-0.484625,-0.256125,-0.274225,-0.261956965512272,-0.280275,-0.00480091810000001,1.46600214460608,1.09563196877695,0.541654126451813,0.491526449999999,9.02
1,1.25,462.25425,2125.97,2.857998,0.12509025,5.00568474999999,-6.0222842,-5.044725,19.45814175,0.6368049,102.541815,88.8675,-7.80239999999997,-8.532,0.505025088647394,271.985,272.835,0.950725,1.13395,17.48625,0.02025,0.006,-1.596275,-2.947175,-1.980325,-2.08535,-1.84885,-1.6441,-1.2199,-0.51185,-0.3555,-0.326975,-0.3008,-0.259659699746767,-0.258638903605891,-0.263931773548135,-0.247277899563063,-4.73405,-4.360825,-3.9693,-2.003175,-1.394975,-0.64685,-0.276225,-0.47465,-0.25385,-0.272325,-0.2563,-0.28095,-0.0048583245,1.34480446241689,1.20063335193236,0.526582384472471,0.483965,8.0224
1,1.75,461.5866,2116.48,3.111112,0.115205125,4.840309,-6.0118912,-5.06773011921893,14.229815,0.721396149999999,102.542943508027,89.0625,-7.60139999999998,-8.304825,0.510478646732056,269.9075,273.9675,0.6482,1.306525,9.8745,0.008,0.00962499999999999,-1.608325,-2.964825,-1.994475,-2.1047,-1.8642,-1.6582,-1.228725,-0.5202,-0.3629,-0.33395,-0.296225,-0.252425,-0.25395,-0.256475,-0.24755,-4.7332,-4.377875,-4.000275,-2.02745,-1.413925,-0.664075,-0.2879,-0.4858,-0.24885,-0.2716,-0.248,-0.282325,-0.012611501,1.52696394560325,1.10937616915827,0.548165581200922,0.5304332,9.0875
1,2.25,462.0055,2115.18025,3.214885,0.1114895,3.8915475,-6.01051535,-5.105425,10.7662,0.6296976,102.5314275,89.025,-7.30789999999996,-8.1298,0.528735125565378,268.4425,274.385,0.6041,1.07145,11.56975,0.010575,0.007,-1.61695,-2.957925,-2.00365,-2.117075,-1.87305,-1.66595,-1.231,-0.521575,-0.3638,-0.33385,-0.290425,-0.24095,-0.240475,-0.244,-0.2419,-4.7345,-4.452,-4.04495,-2.04215,-1.426775,-0.668675,-0.290175,-0.486175,-0.2426,-0.26485,-0.2371,-0.275425,-0.012860572,1.45113898526217,1.23332054634814,0.560217571565275,0.5251859,8.51775
1,2.75,461.623,2114.077,3.2517965,0.1427842,8.14972975,-5.983219625,-5.10201206430629,11.4799175,0.9030407,102.5481675,88.7725,-7.19695,-8.1064,0.540827237723966,267.19,273.06,0.58745,1.185075,10.6305,0.00605,0.00705,-1.62985,-2.9426963900002,-2.01041339852813,-2.123225,-1.876675,-1.664525,-1.229525,-0.51915,-0.360375,-0.330425,-0.29075,-0.234075,-0.2378,-0.24175,-0.243175,-4.7271,-4.509925,-4.0857,-2.045825,-1.425925,-0.66225,-0.28475,-0.4837,-0.23585,-0.2558,-0.2278,-0.276475,-0.00875307000000005,1.60441357589313,1.19052729091686,0.556132299161208,0.5399466,9.085
1,3.25,461.378,2120.18525,2.98832,0.1029603,7.25665299999999,-5.96437430489117,-5.08572894519081,9.20601374999999,0.5140128,102.555276208314,89.2225,-8.11399999999998,-8.3355,0.529370875590344,267.225680103299,272.485,0.6278,1.18005,11.6440716876926,0.00612883845032655,0.006,-1.63614414321868,-2.92937520859915,-2.01530163696242,-2.13037762085575,-1.8815965406129,-1.66678998357109,-1.22950877642932,-0.517474896157872,-0.358913032684688,-0.328998950284263,-0.301520864703956,-0.245525469051194,-0.2485,-0.251425224375163,-0.24275,-4.740625,-4.551575,-4.11677217812925,-2.05296820937007,-1.4245,-0.658286849182075,-0.282168950103143,-0.481104700799642,-0.23215,-0.246656710072268,-0.22930823239924,-0.276325,-0.00820148,1.61256317705695,1.29160752552778,0.546194104691729,0.543315,8.921
1,3.75,461.918375,2116.63,3.33345275,0.1360793,4.8114395,-5.9905373,-5.089935925,10.323296,0.4248235,102.568273953197,87.62,-6.8444,-8.73245356522921,0.526737057307289,267.005,273.267179122304,0.52635,1.06045,9.75825,0.01005,0.00499429791710212,-1.64515430310095,-2.923375,-2.017675,-2.1411484069966,-1.88968987994053,-1.67358957930771,-1.23233712229125,-0.518736364519517,-0.359783638528924,-0.329806538995075,-0.306425,-0.24105,-0.23665,-0.2416,-0.234275,-4.741375,-4.547375,-4.126325,-2.0680602326803,-1.42169355825347,-0.661361445576671,-0.283518926972214,-0.4820107273637,-0.2183,-0.240525,-0.2256,-0.27055,-0.020718565,1.66545173615006,1.32193336079684,0.56095350243717,0.555716475,9.62375
1,4.25,461.59545,2116.404,3.3567995,0.1426387,5.19301875,-6.09683044457783,-5.10473660816029,11.969135,0.36897675,102.59833,87.0675,-6.80829999999997,-8.55905,0.542547028653203,266.505,275.2975,0.405825,1.143825,7.21099999999999,0.008575,0.005575,-1.657425,-2.916075,-2.018175,-2.1549,-1.90035,-1.6821,-1.236425,-0.522675,-0.362375,-0.332425,-0.299875,-0.2343,-0.223225,-0.2247,-0.22175,-4.732625,-4.539425,-4.132375,-2.086275,-1.43095,-0.668875,-0.28685,-0.48005,-0.205975,-0.23255,-0.2241,-0.2667,-0.016015115,1.49967765358333,1.20938156843247,0.560565728661875,0.5334294,9.22
1,4.75,460.9262,2117.22875,3.56106800000001,0.1199242,4.809376,-6.135747125,-5.121190325,10.16182175,0.576110299999999,102.6050825,87.44,-5.98939999999995,-8.256275,0.544910634998802,271.745,276.5325,0.479,1.015975,9.18831317519676,0.010625,0.007,-1.66813285819818,-2.93067267027568,-2.01742215467453,-2.16847019947771,-1.91105782832206,-1.69065094625665,-1.23969651190444,-0.525397469141405,-0.364160244285711,-0.334086668058646,-0.295930006530877,-0.24475,-0.224225,-0.2247,-0.215975,-4.722525,-4.529275,-4.1279,-2.10277196416659,-1.44055661322275,-0.675414420331529,-0.289661832169599,-0.485265462518132,-0.216425,-0.231649850859474,-0.224029767278306,-0.272875,0.00082679600000011,1.51070989064947,1.1999679375048,0.566922420912604,0.5335492,9.1675
