DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G,TS,RH,CO2,VPD,NETRAD,H2O
4,0.75,0.599,21.528,3.942,6.879,6.85625,0.245,-32.076,0.344,27.0445,0.298,-4.989,22.529,63.491,336.292,11.59,-39.449,15.031
4,1.25,0.545,21.523,3.93,7.063,7.328,0.171,-34.745,0.95,26.902,0.527,-4.907,22.501,62.903,336.034,11.41,-42.001,15.206
4,1.75,0.577,21.432,4.158,6.9,6.92675,0.155,-40.858,0.156,23.43475,0.385,-5.194,22.486,63.521,336.25,11.72,-42.616,15.609
4,2.25,0.525,21.273,3.758,7.744,7.793,0.324,-42.93525,0.146,26.814,0.365,-5.387,22.45,62.275,336.988,11.58,-40.039,15.106
4,2.75,0.559,21.188,3.864,7.83,7.58,0.332,-39.24925,0.428,22.304,0.977,-6.031,22.441,62.842,340.033,11.51,-41.283,14.735
4,3.25,0.524,21.055,3.468,7.539,7.718,0.159,-38.16725,0.289,23.117,0.895,-6.378,22.405,61.343,338.452,11.34,-40.533,14.474
4,3.75,0.521,21.031,3.665,7.23875,7.417,0.167,-36.072,0.652,24.521,1.036,-6.516,22.384,61.869,338.166,11.34,-38.772,14.85
4,4.25,0.553,20.994,3.789,7.515,7.688,0.437,-29.733,0.666,24.561,1.351,-6.132,22.356,61.98,339.055,11.34,-40.525,14.582
4,4.75,0.531,20.799,3.758,7.74075,7.56125,0.262,-40.326,0.431,23.1945,0.759,-6.237,22.326,61.884,338.093,11.25,-41.403,14.553
4,5.25,0.557,20.903,3.751,8.157,7.9085,0.325,-41.02475,0.655,23.62,1.129,-6.275,22.303,61.716,337.006,11.39,-40.877,14.295
4,5.75,0.565,20.986,3.945,7.54625,7.5945,0.161,-32.12175,0.852,25.4465,1.99,-6.261,22.286,61.833,335.947,11.8,-39.794,14.378
4,6.25,0.564,20.921,4.019,7.819,7.761,0.578,-37.747,0.394,21.256,0.989,-6.291,22.256,61.829,339.516,11.26,-41.693,14.227
4,6.75,0.53,20.927,3.888,7.83375,7.883,0.143,-37.416,1.264,23.45875,2.649,-5.998,22.233,62.391,340.869,11.13,-34.182,14.215
4,7.25,0.575,21.374,3.862,2.745,2.813,0.831,-20.917,2.373,42.408,8.424,-5.62,22.157,63.524,349.804,10.83,-1.798,15.181
4,7.75,0.57925,22.22775,3.86425,-5.829,-5.577,0.03975,1.275,6.81625,58.74575,8.3865,-4.71675,22.06625,62.7505,334.3325,11.4175,48.89025,16.112
