DOY2,HR2,PA,TA,RH,PPFD_IN,PPFD_OUT,WS,USTAR,TS_1,TS_2,T_SONIC,G_1,G_2,CO2,H2O,FC,LE,H
1,0.25,100.73175,-9.828965,88.46465,0.0229608,0.01489778,8.161865,0.3393475,-0.357314,-1.61938,-19.876725,-0.390966999999999,1.82513,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,0.75,100.7385,-10.07147,88.51945,0.02963175,0.0168979229999999,8.161865,0.3393475,-0.37078475,-1.607995,-19.876725,-0.370514000000002,1.76047,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,1.25,100.77075,-10.4161425,90.9041,0.031577925,0,8.161865,0.3393475,-0.369082,-1.6041,-19.876725,-0.3734575,1.7681125,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,1.75,100.793,-9.0309825,91.1709,0.027010725,0.00558772499999999,7.91879533333333,0.3393475,-0.3711395,-1.602345,-19.876725,-0.409373000000001,1.7598875,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,2.25,100.7685,-8.929315,90.86555,0.022418725,0.000112731499999999,7.67572566666667,0.3393475,-0.37365475,-1.595415,-19.876725,-0.376093500000002,1.865875,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,2.75,100.7585,-9.175275,90.572125,0.02205535,0.00514502600000001,7.432656,0.3393475,-0.382113,-1.59873,-19.876725,-0.411581999999999,1.93348,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,3.25,100.76525,-9.41208,90.286025,0.029053175,0,7.18958633333333,0.3393475,-0.3812785,-1.5958625,-19.876725,-0.33393,2.11665,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,3.75,100.77875,-9.42684250000001,90.289375,0.025151075,0.000547738999999999,6.94651666666667,0.3393475,-0.38096075,-1.595125,-19.876725,-0.341523000000002,2.289855,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,4.25,100.8165,-9.35973500000001,89.901675,0.025532525,0.00950589500000002,6.703447,0.3393475,-0.39282225,-1.59707,-19.876725,-0.369135999999999,2.42067,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,4.75,100.86525,-9.39881500000001,89.913575,0.02552425,0.0145429084999999,6.46037733333333,0.3393475,-0.41043625,-1.592385,-19.876725,-0.322566500000002,2.53433,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,5.25,100.924,-9.30428250000001,90.4545,0.02537375,1.97049999999999e-10,6.21730766666667,0.3393475,-0.4134735,-1.590685,-19.876725,-0.321684500000002,2.588415,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,5.75,100.9595,-9.26975000000001,90.952825,0.022181375,0.00012078375,5.974238,0.3393475,-0.4108185,-1.5843625,-19.876725,-0.297295,2.632525,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,6.25,100.934,-8.89808500000001,91.222675,0.01996555,0.0166465,5.73116833333333,0.3393475,-0.4041375,-1.601595,-19.876725,-0.331269500000001,2.57867,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,6.75,100.8985,-8.55684250000001,91.25625,0.02377765,0.81796025,5.48809866666667,0.3393475,-0.395976,-1.61247,-19.876725,-0.315198250000001,2.56331,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,7.25,100.86525,-8.42147750000001,91.384525,0.026926425,14.575775,5.245029,0.3393475,-0.4230695,-1.6047925,-19.876725,-0.296994750000001,2.542685,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,7.75,100.8685,-8.20820000000001,91.824675,1.0013725,49.93975,5.00195933333333,0.3393475,-0.43043975,-1.601725,-19.876725,-0.234625,2.5467375,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,8.25,100.913,-7.71751000000001,92.44625,22.471425,129.635,4.75888966666667,0.3393475,-0.44473675,-1.612525,-19.876725,-0.2141475,2.5342,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,8.75,100.9185,-7.1916225,92.995925,101.1589,335.51,4.51582,0.3393475,-0.438546,-1.61068,-19.876725,-0.211093000000002,2.54335,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,9.25,100.9075,-6.6572025,93.121225,230.46975,480.51275,6.2893825,0.3393475,-0.41756825,-1.60491,-19.876725,-0.202719250000001,2.594225,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,9.75,100.91775,-5.807285,93.172525,399.6305,601.061,6.4606075,0.3393475,-0.37873375,-1.59863,-19.876725,-0.193843999999999,2.67329,401.8972175,1.1279795,0.282158,0.908864,108.86135
1,10.25,100.94,-4.8515525,93.074925,539.098,567.124,6.13514,0.40221,-0.37907275,-1.58771,-3.320075,-0.132312000000001,2.772205,403.41004,1.39996,0.282158,0.908864,111.7978
1,10.75,100.94875,-3.9110675,92.928625,638.8755,672.174,7.797535,0.33413175,-0.3801325,-1.590875,-3.184215,-0.104987000000001,2.919615,403.0464425,4.2067675,0.395606,1.569675,10.721135
1,11.25,100.90975,-3.9625225,92.72495,762.205,827.43275,6.693695,0.306403,-0.373572,-1.5900725,-1.494831,-0.0932860000000005,3.11927,402.603925,4.503415,0.202745,27.8646925,82.1882475
1,11.75,100.88325,-4.04182,92.470075,807.80225,624.86375,5.99291,0.2788345,-0.349283,-1.596675,0.995665000000002,-0.03445125,3.51135,410.071615,5.16522,0.2345925,2.42354,149.686285
1,12.25,100.86875,-3.8909275,92.27555,854.028,815.0015,6.185765,0.321874,-0.35666625,-1.591795,1.37442000000001,-0.0210425000000014,3.882455,403.535915,5.212425,0.30740425,9.7584625,35.73882
1,12.75,100.86,-3.6972025,92.028225,898.1935,750.8685,10.568475,0.437345,-0.34186575,-1.59713,1.72401,0.0136409999999986,5.09105,456.271225,5.3732,0.49447625,46.0413400000001,17.96512
1,13.25,100.89875,-3.38548,91.711075,857.54925,694.453,10.42225,0.382241,-0.352069,-1.61074,1.88702699999999,0.0346687499999995,6.4059825,422.484525,5.969505,0.176662,7.827555,20.05045
1,13.75,100.93075,-3.085405,91.007325,838.50675,589.2435,9.59141,0.416595,-0.34905975,-1.61519,2.62005,0.0919289999999985,7.06353,469.0971725,5.54698,0.33005375,6.92108,30.85987
1,14.25,100.9505,-3.1203475,91.03965,730.62,505.262,8.88542,0.373265,-0.3564995,-1.62471,3.15878249999999,0.0888330000000005,7.43038,402.865325,5.6651525,0.31039825,7.588255,22.86685
1,14.75,100.956,-3.1692975,91.5068,644.6175,392.5185,9.028675,0.36887025,-0.358932,-1.62889,3.8429025,0.146358049999999,8.04415999999999,434.4894575,5.832125,0.174452,5.82572000000001,86.7481850000001
1,15.25,100.947,-3.983415,90.292825,551.52325,305.327,7.86304,0.30655925,-0.360587,-1.635215,4.011035,0.160688549999999,7.90300999999999,404.59518,5.91317,0.159724,2.904035,9.03224500000001
1,15.75,100.977,-5.4176875,90.087275,376.2405,194.998,6.62022,0.29865825,-0.36623825,-1.64507,4.07636,0.1363827,7.35458,506.0139875,5.948525,0.156195,0.844736,51.1040499999999
1,16.25,100.96375,-6.32954,89.786675,227.806,96.663825,6.648275,0.33701425,-0.3741845,-1.6556975,3.9474225,0.14093545,7.86701499999999,400.30631,5.93874,0.19166125,0.4600375,2.04546249999999
1,16.75,100.9805,-7.4469,89.261625,93.031175,27.6932,6.2506175,0.32908925,-0.393822,-1.65598,2.823943275,0.1269496,8.23688999999999,411.094325,5.4551125,0.1949675,0.305209675,0.2372637
1,17.25,101.0195,-7.62159,89.60715,21.215225,2.87312,6.1785,0.2965925,-0.4164665,-1.66208,0.684312499999996,0.0943524,7.98014,406.181375,5.325125,0.131635,0.216564175,0.790717249999999
1,17.75,100.98525,-7.696465,89.86685,1.01468525,0.0404436499999999,6.4774,0.29299325,-0.41359175,-1.6619,0.120427499999997,0.0361608699999998,8.10134499999999,401.355025,5.23595,0.1612575,0.6064655,-0.626134
1,18.25,100.92775,-7.92677,89.7319,0.0354559,0.017769,6.44225,0.29458925,-0.41616,-1.66763,-0.275700000000003,-0.0748919999999998,7.35376,401.36045,5.157375,0.11197,0.38744805,-0.22135225
1,18.75,100.86775,-8.2887225,90.2516,0.02498065,0.027283925,5.9736225,0.265499,-0.4190295,-1.6658875,-1.89965749999999,-0.195603,6.8736475,401.52826,4.76954,0.16732065,0.68382625,-1.67422225
1,19.25,100.78775,-9.2659525,89.71705,0.02330695,0.00717451499999999,6.1387075,0.2670875,-0.4191375,-1.659875,-2.574325,-0.319499500000002,6.36584499999999,412.2042125,4.79832,0.157088075,92.081775,1.332565
1,19.75,100.76325,-9.2701275,88.57815,0.0240067,0.00721136499999998,4.93777,0.28799125,-0.416111,-1.65791,-1.5174975,-0.490640500000002,5.58923499999999,412.37913125,4.8935175,0.346535716666667,1.01153525,5.7359975
1,20.25,100.74775,-9.508075,88.826125,0.0299044,0.02786985,5.9047,0.40507,-0.41593175,-1.66098,-2.88416749999999,-0.498389500000001,4.612635,412.55405,4.8935175,0.341696983333333,1.01153525,5.7359975
1,20.75,100.743,-9.8043175,88.353,0.03209335,0.0255908,7.6237,0.40507,-0.41707425,-1.65846,-8.18944,-0.472605999999999,3.68071,412.55405,4.8935175,0.33685825,1.01153525,5.7359975
