DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,PPFD_OUT,PPFD_IN,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_1,TS_1_5_A,TS_1_6_A,TS_1_7_A,TS_1_8_A,TS_1_4_A
1,0.25,-73.899,-35.99377713,0.8902,-16.632473125,0.061,0.2091,398.1673667,5.705,8.8987,89.1817,7.033,45.126,1.077,7.711,41.4705,2.3801,-1.804,1.3845,268.05,336.7,4.779,3.1,-0.0259,0,10.10265,11.0465,12.58125,12.957,12.679,13.34325,14.804,14.9,11.51825
1,0.75,-73.38,-35.237918175,0.90605,-17.958389875,0.05822998401,0.21193905,398.1966,5.6848,8.97725,89.174655,7.068,46.10165,1.051,7.6925,42.198329895,2.4079,-1.823,1.351,267.2,336.7,4.5435,2.996,-0.027,0,9.871875,10.82875,12.4665,12.96225,12.70125,13.34875,14.80325,14.905,11.51925
1,1.25,-72.79,-34.95337197,0.8589,-17.93153534,0.05425,0.21355,398.1140307,5.6708,8.88295,89.1633,6.887,46.39695,1.0535,7.574,42.24565859,2.3622554445,-1.806,1.311,266.6,335.75,4.472,2.692,-0.02555,0,9.655125,10.6175,12.33025,12.9725,12.72125,13.3615,14.8075,14.91,11.52325
1,1.75,-72.27,-34.82464749,0.9837,-17.78903119,0.0658,0.22555,398.3399275,5.63514141,8.72885,89.1635,6.638,46.371568255,1.025,7.4475,42.4193,2.33405,-1.817,1.384,266.8,334.8,4.2005,2.413,-0.0241,0,9.4286,10.394,12.1955,12.97325,12.739,13.36675,14.8075,14.91,11.527
1,2.25,-71.58,-34.574,1.01745,-18.00822292,0.07706528394,0.2153,399.188,5.625812473,8.643723,89.160195,6.623,46.99275,1.024,7.4765,43.01215,2.3223,-1.75,1.342,267.3,334.75,4.1435,2.268,-0.02015,0,9.25085,10.2175,12.07525,12.96175,12.76,13.36775,14.802,14.91,11.52125
1,2.75,-71.68,-33.3735,0.7186,-17.4238,0.0657,0.21589075,398.6925,5.5955,8.6014825,89.1562,6.5405,46.949323255,0.9739,7.5065,42.2676,2.3502854405,-1.793,1.235,266.9,334.1,3.9875,2.238,-0.0231,0,9.08905,10.0325,11.9805,12.9655,12.7605,13.3645,14.802,14.9,11.49875
1,3.25,-71.9425,-32.88113545,1.1498,-17.7476,0.033,0.2205062,398.03075,5.59015545,8.49895,89.1539,6.595,46.453998255,0.9795,7.346,42.0905,2.3575,-1.748,1.312,267.2,333.5,3.8835,2.137,-0.02265,0,8.88085,9.88425,11.887,12.9595,12.7475,13.3845,14.802,14.9,11.473
1,3.75,-71.15,-32.6241,1.0484647435,-16.7957,0.05691547078,0.2104,398.21264635,5.55155,8.5886,89.138,6.4695,47.133876195,0.9605,7.191,43.22063915,2.31015,-1.754,1.3125,266.9,333.25,3.718,2.013,-0.0217,0,8.715,9.72675,11.73675,12.93175,12.7585,13.384,14.8045,14.9,11.452
1,4.25,-70.94,-31.61645225,1.0609194275,-17.101686755,0.048399879365,0.2107,398.12304065,5.55955,8.4363625,89.1335,6.4315,48.18300053,0.9085,7.1505,42.95703541,2.284510769,-1.716,1.3545,267.011,332.2,3.6055,1.737,-0.0251,0,8.55085,9.5815,11.599,12.9265,12.77,13.39075,14.803,14.895,11.42375
1,4.75,-70.335,-31.5605,1.215698737,-16.6667,0.05181281493,0.22023965,398.0217334,5.56535,8.306752,89.12885,6.281,47.8195,0.974,7.0125,42.93755,2.27295,-1.684,1.323,266.3,331.9,3.538,1.698,-0.02125,0,8.3857,9.44725,11.48225,12.9145,12.758,13.39875,14.806,14.895,11.4
1,5.25,-70.45,-31.385,0.8972824744,-17.12133251,0.04131993465,0.2178,397.6849447,5.509205278,8.425811,89.13129,6.2175,47.4135,0.927,7.0165,42.69575,2.31325,-1.719,1.346,265,331.7,3.345,1.746,-0.022215569375,0,8.24775,9.318,11.35,12.8975,12.7645,13.40725,14.812,14.89,11.371
1,5.75,-70.33,-31.614,1.190197975,-17.6949,0.056366215785,0.2124962,397.4453994,5.5096,8.163999,89.1339,6.2045,47.7405,0.9925,6.919,42.929008135,2.301476732,-1.715,1.349,265.1,331.05,3.517,1.782,-0.0193,0,8.0697,9.1685,11.24,12.87325,12.75875,13.4075,14.8055,14.89,11.34525
1,6.25,-70.52,-30.7021,1.1524,-18.9687,0.0748,0.2118,397.3938719,5.484949373,8.035551,89.14818,6.0255,47.50031266,0.961,6.7965,42.3617,2.29,-1.7075,1.339,264.45,331.2,3.366,1.4425,-0.0212,0,7.9131,9.02125,11.0965,12.854,12.7625,13.42975,14.80375,14.89,11.31625
1,6.75,-70.335,-29.6935,0.8651564285,-17.9904,0.06070830205,0.2151,397.2590528,5.4606,8.123693,89.16915,6.1305,47.3798,0.899,6.8535,42.1785,2.2984,-1.7565,1.335,263.9,330.8,3.337,1.3745,-0.0193,0.003627,7.75855,8.8871,10.971,12.826,12.76,13.41275,14.80325,14.885,11.28425
1,7.25,-68.22,-28.3062,1.0196,-17.6581,0.0365,0.2176589,397.5985382,5.4118,8.0275,89.1874,6.0365,47.4888,0.958,6.8405,42.514608655,2.2418,0,1.76,263.75,330.7,3.241,1.3885,0.5362,5.497678,7.605475,8.75725,10.8635,12.7975,12.733,13.4135,14.80775,14.885,11.26325
1,7.75,-49.995,-21.4556,1.2549,-16.22083821,0.02632082511,0.2236054,397.0198,5.374635077,8.1530925,89.2118,6.3485,46.632038915,0.918,6.9305,41.89414609,2.19208415,22.175,6.4635,263.45,333.4,3.8355,1.9935,5.667,56.88175,7.4706,8.6327,10.7725,12.765,12.72,13.42625,14.8045,14.88,11.22425
1,8.25,8.11,-4.948760533,4.1437,-4.591616727,0.03485,0.2167,397.988,5.5039,9.0041,89.22055,8.385,40.95389001,0.747,8.23,38.234273415,1.842942164,112.15,28.42,263.75,341.3,6.162,3.8115,23.8681,250.17865,7.41145,8.5055,10.6645,12.732,12.7075,13.42625,14.799,14.88,11.20925
1,8.75,74.59,14.24565,11.6864,18.2782,-0.0309,0.2192766,398.6447337,5.5016485945,10.2718,89.2358,11.01,33.49702556,0.552,10.08,33.6437,1.356812636,208.5,39.97,266.8,355.85,9.2,6.642,45.6542,450.6012,7.5318,8.4292,10.549,12.6995,12.7,13.42625,14.80225,14.88,11.17625
1,9.25,153.5,41.62664437,18.4933,53.498338485,-0.1350460519,0.22060415,398.978,5.6092,11.52039,89.25431,12.61,29.9027,0.6205,11.45,31.4208,1.2352,306.5,48.65,271.7,368.3,11.32,9.84,62.6356,647.976,7.8581,8.444825,10.4355,12.65275,12.69025,13.43475,14.8025,14.885,11.14375
1,9.75,225.5,62.2523,22.4008,91.65065,-0.0021,0.2352,398.63525,5.60725,12.24845,89.2719,13.68,28.4019,0.8175,12.08,30.0823,1.403,398.3,58.28,274.8,378.8,13.11,12.51,78.796107,824.708,8.502925,8.6024,10.341,12.624,12.67,13.437,14.7995,14.88,11.10825
1,10.25,288.1,72.2141,26.1582,123.82676215,0.04437234358,0.254,398.6938378,5.6612,12.734435,89.2789,14.19,27.1935,1.0265,12.87,28.6088,1.5281,480.5,68.825,277.5,388,14.5,15.19,93.6245077,979.725,9.33825,9.012,10.289,12.58,12.6455,13.4355,14.789,14.89,11.071
1,10.75,337.8,86.1087,28.195,151.6605,0.0992,0.2722928,398.7925696,5.70685,13.2111,89.27828,14.69,26.26492838,1.1475,13.2,27.2951,1.624523815,546.3,78.94,280,397.6,15.48,17.54,107.334,1099.38,10.31525,9.5785,10.2645,12.555,12.625,13.427,14.783,14.89,11.03525
1,11.25,376.8,103.2125981,29.384848755,173.51961775,0.1570979638,0.2776847,398.94805955,5.66915,13.8607,89.26316,15.29,25.06884603,1.257,13.83,26.6296,1.700076896,600.3,87.9,282.8,405.7,16.45,19.28,119.0466648,1197.34,11.327,10.2545,10.312,12.4855,12.5985,13.427,14.7895,14.89,11.0015
1,11.75,400.2,109.723,32.96705705,184.9904,0.2199,0.28762615,398.9755292,5.590067131,14.59456,89.233995,16.19,23.215961375,1.289,14.315,25.29166598,1.7179,637.1,96.2,285.3,414.25,17.56,20.92,130.3183854,1261.23135,12.3788,10.842,10.3985,12.46,12.5885,13.4295,14.7895,14.89,10.976
1,12.25,408.8,112.05185,31.82850739,196.9498508,0.2702,0.2974016,398.8816,5.437143936,15.1569,89.1886,16.68,21.89103161,1.3725,14.84,23.6684,1.7976149995,656.7,102.25,287.65,420.5,18.525,21.95,140.1605819,1295.154,13.2973,11.525,10.5435,12.4385,12.571,13.423,14.7805,14.89,10.9425
1,12.75,403.9,111.0323712,31.4821,202.647176,0.3033,0.31078155,398.6665,5.300963543,15.80065,89.1345,17.17,21.33585,1.383,15.28,22.871301735,1.8181,658.9,104.4,290.6,425.15,19.28,22.56,144.6635,1291.728,14.200225,12.2275,10.72075,12.38375,12.53625,13.4235,14.77775,14.885,10.92075
1,13.25,387.65,101.1790427,30.3042,200.87239865,0.34255,0.32,398.92011585,5.26570327,16.28889,89.0987,17.32,20.9874,1.4525,15.74,22.2075,1.8938250365,645.7,102.3,292.4,427.6,19.83,22.815,141.89802755,1259.973,15.1132,12.8545,10.98,12.3475,12.509,13.4295,14.7815,14.88,10.90775
1,13.75,363.6,85.87623775,30.2502,194.3024428,0.3394,0.3388324,398.8856,5.234091132,16.55746,89.0628,17.99,20.0339,1.585,16.22,21.3565,2.14815,612.4,96.9,293.1,430,20.14,22.88,133.28595,1194.622,15.913,13.4935,11.254,12.36,12.4865,13.4185,14.7895,14.89,10.90175
1,14.25,324.4,69.8532,29.855156135,181.1917,0.3359,0.36456605,398.82596895,5.2185,16.834305,89.04472,18.24,19.2967,1.6485,16.44,20.81307836,2.383770063,561.1,87.4,294.9,427,20.19,22.26,121.32445,1085.28,16.4915,14.043,11.5695,12.3475,12.4795,13.417,14.7845,14.89,10.89725
1,14.75,276.6,52.71495,25.0356,158.53685,0.2758,0.373504,398.582255,5.1534,16.9401,89.03855,18.26,19.01873635,1.723,16.62,20.13275,2.5024,499.6,78.63,294.9,423.6,19.97,20.96,108.192,966.378,16.9023,14.5115,11.8275,12.324,12.474,13.404,14.788,14.89,10.90175
1,15.25,216.3,34.441,23.3226,129.839,0.2667,0.3821083,398.5443165,5.068,17.0348,89.03284,18.06,18.7738,1.762,16.58,20.16337317,2.627919491,419.8,66.89,294,418.1,19.33,19.52,90.991176325,813.162,17.1548,14.9025,12.1765,12.3535,12.463,13.406,14.788,14.89,10.92975
1,15.75,147.9,11.0318,17.476765435,99.3843,0.2345,0.3877703,398.2682,5.0749,16.8676,89.03435,17.91,19.2329,1.812,16.53,20.4516,2.745219368,331.9,55.315,292.85,410.45,18.33,17.58,74.057064335,640.416,17.149,15.177,12.5075,12.3825,12.4595,13.4045,14.791,14.89,10.94775
1,16.25,68.87,-8.0071,14.415,63.6404,0.2064,0.38774,398.2992539,5.1012,16.637365,89.040455,17.405,20.01611812,1.807,16.14,20.96225544,2.761859962,234.5,44.9,291.2,402.7,17.235,15.685,54.84216916,444.63525,16.832875,15.283,12.79275,12.41425,12.46925,13.39425,14.78425,14.89,10.976
1,16.75,-0.804,-28.0385,10.376638765,22.90004592,0.14945,0.37365625,398.4175,5.21,16.163085,89.03935,16.575,21.22195,1.686,15.68,22.02,2.771163568,136.85,32.45,288.95,393.2,15.42,13.82,33.43,262.08,16.276,15.1905,13.047,12.4525,12.467,13.3825,14.7755,14.89,11.0275
1,17.25,-56.04,-44.00195565,4.92685,-2.3773,0.1392,0.2976166,398.51495,5.3082,15.54971,89.05715,15.445,23.387158635,1.236,15.025,23.2769,2.395921648,48.605,15.265,286.4,381.8,13.155,11.51,11.9674,91.332,15.65075,14.9935,13.2445,12.48825,12.46575,13.3675,14.7715,14.9,11.069
1,17.75,-87.25,-55.3288,1.6064546345,-10.0463188915,0.081490237455,0.19565,398.4249926,5.5326,14.540965,89.072,13.54,27.19205,0.649,13.855,25.95695,1.8966,1.467,1.9715,284.10095,369.3,10.53,9.15,1.2254,11.63785,15.0288,14.7345,13.395,12.54,12.4625,13.361,14.7665,14.88,11.114
1,18.25,-86.95,-56.57504842,0.5695143725,-12.48365,0.0781,0.17951325,398.1503,5.6571,13.49125,89.0905,11.875,31.258094175,0.605,12.495,29.34961599,1.9109,-2.989,1.099,280.6,361.6,8.81,7.525,0,0.172368,14.470375,14.42975,13.492,12.58875,12.46775,13.36075,14.7545,14.88,11.16325
1,18.75,-83.45,-52.8341,0.83660848825,-14.228357655,0.1184,0.18564915,398.30722945,5.7278573815,12.4725,89.1095,10.74,35.325305985,0.771,11.345,32.16206635,2.109976718,-2.779,1.1775,278.45,356.35,7.955,6.74,-0.0347,0.040924,13.90865,14.14075,13.5455,12.62775,12.47375,13.35,14.7645,14.88,11.219
