DOY2,HR2,TA,USTAR,WS,FC,H,LE,CO2,H2O,PA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,RH,TS
1,0.25,-14.127333334,0.04325,0.344599996,-3.9259,-60.9804003,-3.5667,409.786647825,3.5165751255,94.24996757875,-83.073334099,-4.47980006,-0.1031666691,178.42999631,248.67333201,49.931166105,0.399708333425
1,0.75,-14.46133333,0.0522,0.23362499375,-1.3654999625,-46.93262515,-4.346125075,410.2480486875,3.481733119125,94.224232482,-82.75666777,-4.52013334,-0.0889999929,178.61999532,248.56999999,50.41099977725,0.406208333
1,1.25,-14.508666668,0.0543,0.24562500675,-4.1572,-46.98324925,-12.8529,410.1583803,3.5207153399,94.208030696,-82.986665932,-4.4118000799,-0.0231333331,179.7099987,249.0200037,51.761750425,0.407416666575
1,1.75,-14.32624999875,0.054975,0.316199999,-3.028800085,-55.17330195,-1.72845,410.7547855325,3.518493311775,94.19182586725,-84.729166,-4.42909168765,-0.13369166725,178.0083275925,249.0999951425,49.29333300725,0.425416667
1,2.25,-14.35625,0.04875,0.3409999935,-1.006750015,-51.789375,-5.2644998,410.8366846,3.468798122,94.19583759075,-82.73833288,-4.27520831265,-0.131716667925,176.6199966425,247.8424966425,52.29574964775,0.436166666425
1,2.75,-14.468000002,0.05,0.2296749965,-1.093925,-43.493550075,-1.6365750275,410.3739254775,3.482514765075,94.220433042,-82.463334499,-4.1582001499,-0.2273666719,176.716662,246.11332869,51.52466677725,0.442375
1,3.25,-15.552000002,0.05045,0.300800006,-0.901899981,-53.071124875,-2.34530009,410.665746395,3.42800299445,94.262036136,-80.607666001,-4.138400067,-0.236500007,176.49667131,245.16000231,53.82324979775,0.411041667
1,3.75,-15.97958375125,0.041,0.1946,-2.01025,-48.3349992,-3.63885,410.421709255,3.60287502885,94.259983824,-81.896667931,-4.2089999001,-0.3324666678,178.30000032,244.71333332,54.31575032275,0.391291666575
1,4.25,-15.298333632,0.03935,0.28140000425,-1.521625,-58.66587325,-1.2945,410.67485258,3.431255018,94.248461912,-83.553331831,-4.0808667331,-0.2782000038,175.9600013,242.58,53.8045836595,0.39725
1,4.75,-15.766999802,0.03065,0.202,-2.5517501,-53.0888008,-4.5413250675,409.15406984,3.3903161261,94.227471924,-84.573334968,-4.1402332569,-0.216033336,175.10999901,241.56333669,54.17924977,0.399208333
1,5.25,-16.4531251075,0.0345,0.34522500675,-1.167675,-69.82615,-3.8744750475,409.6761653725,3.376002571,94.180453488,-83.83666617,-4.2560999401,-0.1448666658,174.9633367,241.2266657,53.8131668905,0.401791666575
1,5.75,-16.635,0.0272,0.219,-2.52705,-62.7802,-0.631725,409.2910815675,3.36847213665,94.186830138,-80.925000632,-4.27049995,-0.0505333331,173.91333331,240.77999999,55.09791744775,0.401958333
1,6.25,-16.608666398,0.03165,0.2002,-2.0427999,-62.19675,-3.68539997,409.224319935,3.330464378925,94.191683962,-82.7600013,-4.2557999869,-0.133833331,173.34000101,241.08000131,55.145417005,0.406041666425
1,6.75,-16.763333468,0.0337,0.28280001,-0.508175,-59.526001,-4.417774965,410.529931625,3.36370750025,94.176873776,-81.653334831,-4.1935333631,-0.2410333279,173.46999899,240.41333669,55.31725032725,0.41525000015
1,7.25,-16.80291667,0.0369,0.21035,-0.989400015,-61.4481491,-1.7536,411.24847534,3.36138020905,94.19701862425,-80.3593317,-3.6738666069,-0.0018666669,173.12666432,240.3433357,53.823583225,0.410416666575
1,7.75,-17.060000402,0.032125,0.243299997,-1.10965,-43.212324975,-1.14715,410.6367234875,3.3817011246,94.21518001475,-71.549665999,-3.246766723,0.0002000001,173.59333432,239.61332999,53.50116622,0.403625
1,8.25,-16.836000402,0.02825,0.216,-1.1708,-35.403725,-4.32660003,410.16865166,3.409485564,94.21792259425,-69.791999999,0.0768666701,0.2321000098,174.61000001,242.17333469,53.93274989775,0.4
1,8.75,-15.71904167,0.034,0.19835,-1.7723750275,-26.6340999,-2.8215250725,411.137001835,3.576376910875,94.216947936,-37.028932888,4.1619666131,0.558299983,177.4433323,248.37333801,51.45199955225,0.4
1,9.25,-14.26395833525,0.0469,0.2108750025,-1.79425,-33.62480085,-3.29385,409.1132983,3.41348687535,94.21812534625,-5.37115835595,11.0080499475,1.444274967725,178.9849988225,255.0933345225,49.2183329855,0.4
1,9.75,-12.6986250005,0.0595,0.230375,-2.6311999425,-20.338,-2.2126250425,409.678167825,3.576453721325,94.2733430875,6.0014499555,20.13258355725,2.20025001095,182.3733321775,260.6574967,49.3711662355,0.4
1,10.25,-11.82200000525,0.0609,0.2115,-4.74759992,-27.405801,-1.5146,409.09083802,3.6125867738,94.31272602,15.06191633,27.00483378,3.012125012,185.638328905,263.703335655,46.0118339845,0.4
1,10.75,-11.17275000525,0.1015,0.32435,-2.4621750425,-16.981250175,-2.1132,409.113902505,3.62299784555,94.333164978,20.71533355,34.98783355725,3.170133366775,186.35917,268.059999,43.4264989345,0.4
1,11.25,-11.2220416705,0.0643,0.2974,-3.6837500525,-7.429175,-5.17935001,410.20282785,3.5402425135,94.355254364,23.54350010725,35.2108336595,3.67969995595,188.7541655225,271.11333105,40.4751667845,0.4
1,11.75,-11.033333332,0.099,0.33899999375,-3.549349885,-17.256599,-10.848,408.72193544,3.5676686184,94.37276363375,26.3960836655,34.50549989275,2.790300045,190.41083225,274.9099932725,37.3918335845,0.4
1,12.25,-10.426875065275,0.06745,0.414900001,-1.0866,-8.7976248275,-14.36319948,408.67772145,3.664755971875,94.404992674,33.69524967725,35.82900055,3.606624977725,193.190837845,272.5383322,33.6285002345,0.4
1,12.75,-10.3733332552,0.096,0.4108,-2.3565499575,-11.972875,5.463749915,409.124504835,3.658501849525,94.441317368,25.138750105,34.70949890225,2.94831661,197.1616633,273.23583105,33.67899977,0.399083333425
1,13.25,-10.141166697475,0.0945,0.42849999,-4.285000075,-10.839,-17.386124625,408.6462874,3.791738099925,94.453415295,22.48691712,32.19549912725,3.164758321775,198.914162155,275.53916555,32.3795,0.399083333425
1,13.75,-10.10879161,0.117125,0.49337499525,-2.423150055,-6.21159987,-9.705950055,407.51085965,3.7916884575,94.4518939985,17.23975022725,35.84566700225,3.296650021775,200.894165595,273.9266667,31.51833278,0.399541666575
1,14.25,-10.00404172525,0.085525,0.42692501,-3.737399995,-5.233575065,-0.329275,408.3001133025,3.620795906075,94.423618315,14.9762501155,28.00700044275,3.428033323,200.4874988225,276.102496655,31.07716657,0.399541666575
1,14.75,-10.346624831775,0.082025,0.47112499475,-2.62,-11.0985750275,-2.525875,408.2281460625,3.91546280825,94.43593597625,12.122916515,23.4046671155,2.281074955225,199.677501095,273.6491622275,30.42316668,0.399083333425
1,15.25,-10.44650005985,0.090225,0.51070001,-2.3227499375,-17.74425,-2.102125,407.87258066,3.5863176504,94.423587034,1.6238667087,17.34408293475,1.941750010725,196.1099933,271.5991678,30.00483332,0.399083333425
1,15.75,-10.82670833525,0.064125,0.503800006,-1.60375,-32.8775,-3.4747500375,408.17414478,3.4959696646,94.39657135,-15.05420809975,9.1616582995,1.767933339775,195.54249555,268.1316678,32.0058326855,0.40075000015
1,16.25,-11.0997500005,0.04255,0.49712499375,-1.43415,-24.10665,-10.5431,408.236585435,3.55257756255,94.373818968,-58.666000168,3.4223000001,0.6953333321,194.39333431,265.42333,33.01700032,0.401041666425
1,16.75,-11.25333333475,0.044425,0.41227499475,-1.4827,-29.6136997,-5.5733248625,408.481887375,3.627576266,94.358749392,-84.579998931,-0.7225666541,0.1641000001,193.41333568,265.11333932,35.52949978,0.398458333575
1,17.25,-11.535333336,0.043375,0.295700001,-1.536,-40.0411,-1.480200005,408.719431145,3.6145870276,94.340600582,-90.02333473,-4.5414000599,-0.1417999989,186.47666331,262.11332799,37.6290006855,0.40025000015
1,17.75,-11.6067499995,0.057,0.34722499575,-1.04465,-49.4310997,-3.4103000075,409.086806,3.6080547096,94.321211244,-90.213332399,-4.6699332568,-0.220933331,186.15000332,261.46000099,39.71216657,0.38975000015
1,18.25,-11.746333332,0.0566,0.39925000625,-1.165225,-47.0654,-2.9962999025,409.332978355,3.57376393155,94.32356071375,-91.07166640725,-4.646799945,-0.009666669025,186.692498845,261.407495405,41.388499251,0.38087499985
1,18.75,-12.017666668,0.043,0.33224999525,-1.27585,-46.458376625,-14.32059995,409.984744455,3.50981178065,94.30346298375,-89.8991666845,-4.581650000725,-0.124650004275,184.11416325,258.2383276775,42.6816665645,0.374791666575
1,19.25,-12.260000002,0.05065,0.320399994,-1.369599995,-46.2560997,-1.536099995,409.81297431,3.421413614225,94.28495502125,-88.84999989275,-4.635183377275,-0.0921833325,182.8774999775,257.27917105,44.854,0.377041666575
1,19.75,-12.65466667,0.047275,0.3151999955,-1.3768000225,-53.06295,-1.774350055,409.755033365,3.4699543982,94.28466129125,-87.96083335725,-4.5404749895,0,179.9966721775,256.0533300725,46.2986664,0.377333333575
1,20.25,-13.055333334,0.0519,0.377400004,-1.26565,-46.740050275,-2.707249905,410.0640147475,3.45771069455,94.27497577875,-86.90583421775,-4.64313334595,-0.17114999655,179.0416667,254.83416655,46.7144997,0.374166667
1,20.75,-13.315333336,0.0382,0.30200000375,-1.066699993,-49.51080015,-2.30889997,408.8825088025,3.462493028175,94.27197742375,-86.48333109275,-4.606625135225,-0.028825,179.9541633,253.5116645225,47.5276672355,0.378541666425
1,21.25,-13.4035,0.045,0.29337499,-1.478,-57.57955,-2.055249975,409.67142333,3.41453630205,94.25318241125,-86.42333378,-4.5943249,-0.203774997525,180.8191666775,252.4874955225,49.0974989345,0.376125
1,21.75,-13.946666666,0.040325,0.25907500425,-0.7345000025,-57.6158006,-2.9835,409.91396708,3.464279385,94.25542640375,-84.455831105,-4.510691531775,-0.130149997525,180.020003345,251.3716644775,48.6778343345,0.376125
1,22.25,-14.069999998,0.05345,0.3178000035,-2.028125,-57.36935,-5.9311249125,407.527562665,3.44084392005,94.2541046125,-84.7216667845,-4.409916578,-0.2642916612,179.4749999775,250.6533378225,50.0758334645,0.37537499985
1,22.75,-14.53249999875,0.03435,0.3076500015,-0.81025,-52.8801,-1.47815,409.753088865,3.49492258335,94.26016159,-85.24916630225,-4.380499900225,-0.086750000225,179.257495595,249.460832155,50.0960007855,0.383833333425
1,23.25,-14.689999998,0.033975,0.35449999375,-0.8030000225,-57.806101,-2.77400005,409.6691524475,3.388168517375,94.25730705,-83.6616661,-4.40505841095,-0.007425,178.96417,248.0999965725,51.3866661,0.385958333575
1,23.75,-14.91383333475,0.0464,0.304400004,-1.65119997,-62.6496026,-1.4464,409.72696377,3.410696604,94.2479598975,-83.67916642275,-4.282033289275,-0.099408329775,179.2383378,247.89499325,49.3516658855,0.38187500015
2,0.25,-10.480333376,0.045375,0.352199998,-0.87092500025,-57.38524905,-3.6575750975,411.12193522,3.42705004365,94.229806902,-83.30083325525,-4.8217249925,-0.3395500028,193.9283340525,264.298331,43.820000332,0.70729166675
2,0.75,-10.585000002,0.05605,0.3298500015,-0.91335,-58.8386,-5.71215001,411.483209755,3.391281150125,94.249251558,-84.14166677525,-4.601541669475,-0.46590833595,194.1650089975,263.22916975,43.9840006,0.712708333125
2,1.25,-10.955,0.036125,0.305199992,-1.3381,-47.1474,-5.97524983,410.861338325,3.464587980375,94.227596283,-85.85666628,-4.655466625525,-0.8011583647,194.6616699975,262.44999025,43.79933293,0.708541667
2,1.75,-11.367000004,0.05,0.28375000875,-0.910225,-54.735150025,-3.9648251075,411.74107348,3.4614459503,94.22546043575,-86.027500975,-4.63664993805,-0.539741654,193.9750005025,260.8349915025,45.33800007,0.710208333
2,2.25,-11.57566667,0.0481,0.37342500025,-0.7737750045,-44.99587335,-3.2552749275,411.5135205875,3.46017121795,94.22647991125,-85.680166125,-4.6963417025,-0.34099999925,193.9999905,259.5350004975,47.960667402,0.713124999875
2,2.75,-12.013000002,0.044125,0.31205,-1.68359999,-51.339224025,-4.87480007,412.09672488,3.4257546587,94.22428569425,-85.62499915525,-4.868758217525,-0.4992249972,193.6966666975,258.75999075,46.205334402,0.717291666875
2,3.25,-12.77,0.0411,0.3550000085,-0.687400004,-55.792350975,-3.50839994,411.44927274,3.4625414806,94.25570564475,-86.51999810025,-4.60326667195,-0.501108311475,195.8249997475,257.1000069475,46.771332868,0.740833333125
2,3.75,-13.414000004,0.04,0.3067500015,-0.9770500165,-48.086,-3.049225,411.98288628,3.443514108,94.27021141225,-85.83750147,-4.5950001875,-0.472116660275,195.39750075,254.07749975,47.280666732,0.742916666875
2,4.25,-13.892,0.0426,0.343599991,-1.140499975,-45.62895005,-3.834999925,411.33900934,3.444647545825,94.30570850525,-85.01999810025,-4.406566614975,-0.40889999645,194.8150005,251.7499995,49.4199988,0.732083333125
2,4.75,-13.999999996,0.03715,0.271299999,-0.78820000775,-56.049825,-4.467075,411.033308845,3.510079640075,94.3102340725,-85.800002,-4.569033365,-0.37573333315,194.488323835,250.616676335,48.13133327,0.737500000125
2,5.25,-14.465000004,0.036075,0.160375,-1.1194,-58.22145,-8.56049999999999,411.816302455,3.452029908575,94.2814331025,-85.691665997,-4.72633338635,-0.30279997515,197.045003165,251.313333365,50.142000398,0.740916666875
