DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_6_2,H2O_1_6_2,CO2_1_7_2,H2O_1_7_2,CO2_1_7_3,H2O_1_7_3,CO2_1_8_2,H2O_1_8_2,CO2_1_8_3,H2O_1_8_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,WS_1_7_1,WS_1_8_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_1_5_1,T_CANOPY_1_6_1,T_CANOPY_2_6_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_IN_1_7_1,PPFD_IN_1_8_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_9_1,TS_2_1_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_5_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,0.742691516371945,-2.54671312912746,0.127848750927353,-41.34975479,-8.43085397775,0.38450524475,420.4075527,5.818243909,415.9400389,5.823450622,421.63659415,6.33134722,415.9887397,6.55072441602042,424.809491579969,6.41192324088943,416.884966205354,5.89457179003349,421.93344585,419.24260492752,5.591110426,419.313841266838,5.609155287,420.7892506,5.610843045,422.8598066,5.57435967625,427.2261112,6.3524804,428.7135102,5.5948332315,431.216006137037,6.56706653077929,0.84081422275,0.111340307121694,0.15565928475,0.52,0.395,0.2675,0.23,0.2,0.23,0.1,0.23985,0.0195,0.11735,0.103275,-0.1093,-0.07165,-0.040675,0.01605,0.0124,96.970745,89.55,0.09275,1.9,1.9475,1.8875,1.945,2.0075,1.97,1.97,0.3,-2.14,1.3,-1.3525,-0.5075,309.55,319.025,318.7,318.15,-0.1125,-0.12,-0.72,-0.2025,0.12,-0.0225,-0.47,-0.49,0.39,-0.19,-0.21,-0.17,2.03475,2.018,3.3655,4.2645,5.924,6.043,5.544,6.74425,1.536,2.79725,4.07875,5.9865,6.362,6.4765,6.37525,1.21725,1.75225,2.3785,3.20275,4.5555,5.779,6.79125,6.80375,0.963,1.333,1.9195,2.348,3.74825,5.05025,5.8995,6.933,1.20125,2.07875,2.46925,3.059,5.97875,6.03725,-3.42425,-3.684,-7.74
1,0.75,0.58474936075,-0.703212322602812,0.12615838,-52.5865762725,-10.6820703825,0.3517604165,421.6000878,5.711226737,416.9874998,5.660672827,421.863173625,6.36189426218265,416.59497917,6.43970958706344,424.558783882243,6.83965134170347,418.181188114151,5.56811718225,422.9456126,419.536068137092,5.5096350135,420.775881480148,5.55220507075,422.126170329299,5.603431898,423.926240401759,5.570276085,424.6866854,6.368115171,427.5619381,5.54898955947091,427.8143655,6.45867182556514,0.920720638432864,0.276301165946182,0.1492338955,0.505,0.39,0.245,0.22,0.21,0.23,0.1,0.2252,-0.027,0.12735,0.0419,-0.08175,-0.06185,-0.05905,-0.0029,0.00995,97.0198325,89.23,0.0745,1.88,1.92,1.78,1.86,2.01,1.97,1.97,0.35,-2.2,1.3,-1.405,-0.49,307.15,318.8,318.05,317.85,-0.12,-0.12,-0.72,-0.2,0.12,-0.035,-0.47,-0.49,0.39,-0.195,-0.21,-0.17,2.026,2.014,3.3555,4.257,5.9215,6.041,5.542,6.739,1.5155,2.7885,4.0605,5.9615,6.362,6.478,6.3925,1.209,1.746,2.3715,3.1905,4.546,5.78975,6.7865,6.796,0.956,1.3225,1.901,2.3405,3.74175,5.0005,5.8965,6.932,1.192,2.056,2.478,3.06,5.984,6.032,-4.015,-3.97525,-10.03
1,1.25,0.77888805275,-0.444566896,0.109940556,-37.9640673448063,-5.732634444,0.395518726506243,421.187558175,5.74931139875,416.980050207472,5.8881544753533,422.3143119,6.30821088908157,416.327193298522,6.48730950817621,424.878981893651,6.33972561814066,418.474828431668,5.8320701385,421.49060855,419.5517593,5.88816908,419.847145425,5.76533984410295,423.689400134711,5.573687397,424.504276604314,5.71492052575,429.912855877341,6.44038194381706,428.0535943,5.672299152,433.7268174,6.49319112325053,0.705047622,0.256198185,0.166793231,0.495,0.37,0.26,0.23,0.21,0.2325,0.1,0.3127,0.0795,0.1802,0.09295,-0.08305,-0.07715,-0.1215,-0.04195,-0.02085,96.99883,89.11,0.091225,1.85,1.915,1.72,1.88,2,1.97,1.97,0.3,-2.15,1.3,-1.3,-0.455,307.85,318.65,318,317.8,-0.12,-0.12,-0.72,-0.2,0.12,-0.04,-0.47,-0.49,0.39,-0.2,-0.21,-0.17,2.0245,2.0135,3.352,4.257,5.9245,6.0395,5.542,6.741,1.515,2.7925,4.054,5.9575,6.363,6.479,6.39,1.2035,1.7405,2.366,3.1885,4.5455,5.78975,6.785,6.7905,0.955,1.32,1.9035,2.337,3.733,5.009,5.8955,6.931,1.183,2.054,2.4685,3.06,5.984,6.0345,-3.693,-3.45525,-7.77
1,1.75,0.537100921425957,-1.71936615025687,0.117279559,-52.47518804,-5.881453478,0.333043067,421.32383005,5.643545817,418.550628913976,5.56452394,421.6985802,6.19778327974338,416.406319641524,6.38750302525289,423.04200984905,6.2668061950491,420.3322682,5.452264929,422.6588353,421.374048025,5.389449501,419.716944975605,5.36808440281843,422.757955154675,5.4502067615,424.712443969364,5.41920684224195,430.336801168571,6.41348507780774,428.812047322963,5.45513705825,431.693223625,6.41978081875,0.865531504087861,0.042536468,0.164995558,0.4875,0.375,0.235,0.21,0.2,0.22,0.1075,0.19775,0.0185,-0.00485,-0.01535,-0.07535,-0.08915,-0.1313,-0.049375,-0.082775,97.00646,89.58,0.0857,1.82,1.89,1.6775,1.8475,2,1.9575,1.9675,0.4,-2.185,1.3,-1.39,-0.5325,307.175,318.825,318.1,318.075,-0.1125,-0.12,-0.72,-0.2025,0.13,0.0025,-0.47,-0.49,0.39,-0.2,-0.21,-0.17,2.0225,2.00725,3.354,4.2625,5.91475,6.0375,5.54275,6.7445,1.5105,2.8305,4.0595,5.9095,6.363,6.478,6.3975,1.1995,1.73625,2.37125,3.196,4.53,5.78875,6.783,6.788,0.95625,1.322,1.92825,2.325,3.72325,4.96325,5.896,6.93,1.1855,2.06475,2.4675,3.03275,5.9845,6.04,-3.972,-3.5935,-9.035
1,2.25,0.3584485935,0.204878886,0.10599767525,-23.9573973114755,-6.894422213,0.35895356658366,420.9212003,5.68103968425,417.515823143732,5.77911762525,419.8796964,6.753140673,416.868915473163,6.43933302664381,421.7401837,6.9562913350201,418.8446089,5.79985546575,420.646220111882,420.879328792902,5.6098486625,420.457387527075,5.620504906,424.045639,5.611740266,423.976663161834,5.632547944,424.99738335,6.37371204709893,428.853499325,5.58027463375,427.872713575,6.559840131,0.881050916000056,0.0181055217620582,0.17144330555014,0.51,0.425,0.2575,0.23,0.2075,0.22,0.1,0.08395,-0.131,-0.0935,-0.077575,-0.1088,-0.096975,-0.08185,-0.0679,-0.077475,97.05292,89.81,0.0727,1.88,1.8775,1.7375,1.8475,2.0075,1.9575,1.96,0.3,-1.88,1.275,-1.25,-0.4875,309.775,318.075,318.05,317.775,-0.12,-0.12,-0.72,-0.2,0.12,-0.1625,-0.47,-0.49,0.39,-0.19,-0.21,-0.17,2.011,1.996,3.351,4.26175,5.914,6.0355,5.5415,6.739,1.52,2.827,4.05275,5.917,6.363,6.4775,6.395,1.199,1.7275,2.37275,3.1935,4.55175,5.777,6.781,6.787,0.952,1.3235,1.93025,2.31625,3.7195,4.96275,5.894,6.929,1.1815,2.0625,2.46775,3.03175,5.985,6.04075,-3.77,-3.633,-8.4
1,2.75,0.729591959385794,-1.92483155776326,0.100496958630586,-42.5684412175,-5.58262575,0.27436318893377,420.97795555,5.7144748985,417.860042816301,5.673613212,422.18355355,6.13780465459274,418.228741098574,6.45544130004752,425.6113725,6.50426549032086,419.760002151819,5.785074336,421.74951355,420.843913456284,5.77167509275,423.161073297949,5.61708801274932,423.668539275,5.63874000911256,424.63513185,5.5580419965,424.257964175,6.30234946589167,429.1038592,5.66637511,433.0782539,6.41714782667095,0.869851468150552,-0.158928148880926,0.122942169153208,0.5,0.37,0.24,0.22,0.2,0.22,0.1,0.0024,-0.133,-0.10405,-0.131725,-0.1387,-0.133125,-0.144,-0.0965,-0.1888,97.086215,90.97,0.068325,1.83,1.8875,1.6375,1.8175,2.01,1.9675,1.97,0.3,-1.975,1.3,-1.2725,-0.45,307.55,318.2,318.25,317.625,-0.12,-0.12,-0.72,-0.21,0.12,-0.1625,-0.47,-0.49,0.39,-0.2,-0.21,-0.17,1.99875,1.986,3.3445,4.2795,5.9345,6.0335,5.541,6.7375,1.5295,2.837,4.0345,5.9195,6.363,6.476,6.3935,1.1975,1.72225,2.371,3.19075,4.5435,5.776,6.77625,6.7835,0.9395,1.325,1.92525,2.31625,3.7085,4.97325,5.891,6.928,1.17725,2.0615,2.46625,3.031,5.98425,6.04175,-3.76,-4.005,-8.045
1,3.25,0.455155399,4.032697245,0.102118040441919,-30.04976639,-8.495864276,0.3398521445,421.1775799,5.637090708,419.320249008212,5.68994539675,421.479222725,6.40081480774138,419.445945940414,6.39422597030115,420.330011760417,6.13941120465261,420.371530626783,5.69645034161892,424.6007284,421.88882793902,5.69983646271004,423.202705843067,5.538281537,424.36455055,5.46910106075,425.635429095255,5.587160125,428.1487553,6.609888678,429.3715765,5.536392094,430.9223153,6.35012022807467,0.870617105316423,-0.251144263519036,0.149457441823217,0.48,0.365,0.255,0.21,0.2,0.23,0.1,0.1023,-0.136,-0.167725,-0.1597,-0.140675,-0.123,-0.1168,-0.09335,-0.112575,97.10194,91.39,0.063825,1.765,1.835,1.66,1.785,2,1.965,1.97,0.3,-1.835,1.3,-1.26,-0.355,305.35,318.15,318.4,317.7,-0.12,-0.12,-0.7125,-0.21,0.12,-0.19,-0.47,-0.49,0.39,-0.19,-0.21,-0.17,1.978,1.988,3.3365,4.295,5.916,6.0255,5.5405,6.7375,1.529,2.8355,4.028,5.928,6.36475,6.4755,6.381,1.1935,1.708,2.3665,3.18,4.5425,5.776,6.7765,6.7825,0.923,1.3265,1.899,2.3105,3.698,4.96,5.8905,6.927,1.1615,2.06075,2.465,3.03,5.9835,6.043,-3.63825,-3.80975,-3.815
1,3.75,1.039942633,-0.106902790289607,0.108445796786074,-33.4231161725,-6.1813632595,0.290739984690489,421.296852525,5.54015442325,418.061641810696,5.5661968774319,421.3164439,6.325931038,418.38716079296,6.37105393307351,425.253103155469,6.8291647332904,419.792066495204,5.47042846975,422.74292105,421.1141595,5.4372223665,422.133696893622,5.37674691475,422.737358395148,5.53510638512083,424.549717625,5.63214037775,429.2336934,6.15513092469102,429.673311025,5.50507690625,435.53226067733,6.32403532571623,0.871421746732422,-0.40562655726602,0.12873368382309,0.475,0.3625,0.245,0.22,0.21,0.2225,0.11,-0.1839,-0.2865,-0.088525,-0.1785,-0.192275,-0.16895,-0.1786,-0.11435,-0.119075,97.11303,91.025,0.051925,1.66,1.745,1.63,1.745,1.995,1.97,1.97,0.3,-2.005,1.3,-1.265,-0.455,306.6,317.4,318.7,317.7,-0.125,-0.12,-0.72,-0.21,0.12,-0.105,-0.47,-0.49,0.39,-0.195,-0.205,-0.17,1.976,1.9925,3.331,4.288,5.9165,6.02525,5.542,6.734,1.529,2.834,4.021,5.9375,6.3645,6.476,6.379,1.191,1.6985,2.3635,3.183,4.541,5.775,6.778,6.782,0.912,1.3275,1.8925,2.309,3.699,4.961,5.889,6.927,1.148,2.05675,2.4655,3.029,5.9825,6.0425,-3.76475,-3.75025,-6.4025
1,4.25,1.307044099,2.93573067519173,0.11233301625,-34.8290394225,-7.123001962,0.303370273875308,421.8812044,5.572393635,419.073463569378,5.80794733022313,423.370074959524,6.040639726757,417.996479264262,6.67084374957608,427.8481352,6.05318426319345,420.613923295127,5.57732978875,423.909749275,421.811568525,5.7327814795,422.26627056017,5.729903822,423.835074954654,5.885804527,425.1365216,5.6424645105,430.6252175,6.082800698,430.1992754,5.637854788,438.947008850467,6.16710351839705,0.84603249975,-0.0672885954876602,0.156732781662752,0.475,0.37,0.235,0.21,0.21,0.23,0.1,0.0425,-0.4365,-0.17255,-0.2245,-0.225375,-0.2108,-0.17395,-0.1017,-0.1925,97.100745,92.21,0.0548,1.605,1.64,1.6,1.695,1.99,1.965,1.96,0.3,-2.3225,1.3,-1.295,-0.4,304.6,317.15,318.4,317.55,-0.12,-0.12,-0.72,-0.21,0.12,0.01,-0.47,-0.49,0.39,-0.195,-0.205,-0.17,1.9785,1.9925,3.3275,4.2805,5.9225,6.025,5.542,6.73,1.509,2.834,4.014,5.9365,6.3645,6.476,6.3775,1.1915,1.6885,2.361,3.2015,4.537,5.775,6.777,6.782,0.91,1.322,1.8855,2.307,3.6995,4.954,5.8895,6.926,1.1415,2.05275,2.465,3.029,5.98175,6.035,-3.687,-3.795,-10.835
1,4.75,0.76312843111644,-1.00869049213803,0.099378967917927,-38.2823461860811,-6.560047803,0.345957864,421.83545815,5.43223058625,418.434477309947,5.69542334648136,421.545803879257,6.31621528,417.635071761385,6.38104886,423.13989595201,6.29191248084328,419.17025000063,5.66205897825,422.934258791367,421.431233,5.7101943,422.3419571118,5.794335406,422.996209900905,5.751553237,425.419889544136,5.62486681575,426.786886311873,6.675761194,429.593479876119,5.755515708,428.45167595,6.516633001,0.795925123,-0.091355959,0.180467359594472,0.5,0.3725,0.24,0.22,0.21,0.23,0.1,-0.03615,-0.289,-0.17175,-0.243225,-0.260475,-0.2751,-0.3579,-0.25165,-0.3102,97.1103375,89.91,0.0895,1.485,1.51,1.455,1.57,1.99,1.965,1.935,0.3,-2.605,1.3,-1.33,-0.375,303.45,317.05,317.3,317.2,-0.12,-0.12,-0.72,-0.21,0.12,-0.03,-0.47,-0.49,0.39,-0.195,-0.21,-0.17,1.9815,1.989,3.326,4.283,5.9185,6.0245,5.542,6.7305,1.509,2.835,4.007,5.933,6.3645,6.4755,6.3765,1.187,1.6785,2.359,3.2,4.547,5.77,6.775,6.7825,0.909,1.3195,1.8805,2.305,3.7005,4.9485,5.889,6.919,1.144,2.04325,2.4625,3.02775,5.9805,6.034,-3.634,-3.656,-10.945
