DOY2,HR2,USTAR,TA,WS,H,LE,RH,PA,CO2,H2O,PPFD_IN,PPFD_DIF,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,FC,SC,NEE,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_1_1,RH_1_1_1,TA_1_2_1,RH_1_2_1,RH_1_3_1,USTAR_1_1_1,WS_1_1_1,H_1_1_1,LE_1_1_1,PA_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1_1_1,H2O_1_2_1,USTAR_1_2_1,WS_1_2_1,LE_1_2_1,FC_1_2_1,CO2_1_10_1,CO2_1_9_1,CO2_1_8_1,CO2_1_7_1,CO2_1_6_1,CO2_1_5_1,CO2_1_4_1,CO2_1_3_1,CO2_1_2_1
1,0.25,0.41745,-6.3493,3.7698,-11.593,-0.058323,80.416,98.7,401.595,3.1704,0.16319,0.54391,-14.538,-0.46823,0.360955,266.05,285.715,0.37412,0.0985565,0.49315,0.68267,0.65,0.95,1.25,2.14185,2.7,4.73315,6.3085,-4.625,82.8,-7.5225293335,79.80458,78.73,0.588211994,4.5209604735,-10.8891009695,-0.0738125235,98.67909167,422.19874615,2.7896986475,0.051855272,0.131867874,2.670779886,0.6090096655,3.339818221,-0.1061851495,0.025826622,342.1520833,342.14108335,342.04066665,342.09825,342.08216665,342.13616665,342.2648333,342.939,421.35754255
1,0.75,0.40953,-6.3979,3.7626,-11.54475,-0.0080889,80.60925,98.69,401.38,3.1664,0.15113,0.53709,-13.777,-0.46914,0.356595,266.635,285.585,0.35215,0.04927,0.44741,0.66133,0.662835,0.958,1.254,2.15,2.7,4.75,6.3185,-4.547,84.06666667,-7.71078,80.157086665,79.151666665,0.5582327735,4.1297823535,-15.812200165,-0.2556577625,98.686425,422.2126121,2.7135856205,-0.0096300845,0.019710013,2.613660265,0.5874366065,3.2418728085,-0.0209376345,0.013996145,342.23804165,342.03291665,342.026375,342.04816665,342.09675,342.17555555,342.29405555,342.838875,421.487085
1,1.25,0.411525,-6.5315,3.7497,-11.564,-0.071651,80.991,98.67,401.2,3.14945,0.1544,0.569205,-13.7615,-0.43596,0.353195,266.78,284.89,0.403755,0.032779,0.44631,0.665,0.667,0.95833,1.267,2.15,2.7,4.75,6.3333,-4.36315,82.9,-7.711211667,81.556146665,79.826666665,0.6104465375,3.8479491625,-9.4003478715,-0.1960874185,98.710375,422.30345265,2.7139969545,-0.014774537,0.0375004515,2.651030839,0.5866502545,2.954229121,-0.141036535,0.0480812125,342.2364167,342.069875,342.0946667,342.1098889,342.1643889,342.19491665,342.31879165,342.83141665,421.60883925
1,1.75,0.42657,-6.5669,3.718,-11.797,-0.134085,81.381,98.6455,401.27,3.1555,0.16765,0.558525,-13.328,-0.44554,0.33944,267.495,285.5,0.36771,0.040748,0.446895,0.668,0.667,0.958,1.258666625,2.13765,2.7,4.7667,6.342,-4.48015,82.9,-7.6435975,81.533968335,79.886666665,0.5411847485,4.010977389,-7.950748136,-0.072424761,98.701363335,422.34180495,2.6967134475,-0.0760622425,0.0514739805,2.6410938585,0.560470108,3.1814936525,-0.0363105855,0.010745118,342.24175,342.102,342.09372225,342.08395835,342.133,342.1887917,342.3657083,342.8355,421.54824375
1,2.25,0.42187,-6.7301,3.7118,-11.79,-0.16228,81.314,98.63,401.56,3.1499,0.1412,0.54673,-13.5265,-0.429565,0.348365,267.47,285.115,0.39348,0.0785845,0.475625,0.66067,0.66667,0.95,1.2583,2.15,2.7,4.75,6.35,-4.5385,83.36666667,-7.6800321665,82.01017,80.61666667,0.5033132535,3.471046437,-7.8200796225,0.0131152675,98.708611665,422.3376902,2.7459909535,0.0028307775,0.0460921015,2.6728528155,0.504228014,2.670045771,-0.124493381,-0.0027282615,342.2316111,342.09054165,342.09545835,342.09529165,342.14025,342.246125,342.36391665,342.85333335,421.5064864
1,2.75,0.419265,-6.78,3.7137,-11.04,-0.035463,81.675,98.69375,401.81,3.1647,0.160475,0.55279,-13.848,-0.433895,0.35176,266.14838335,284.585,0.39604,0.0917,0.476905,0.665835,0.66667,0.958,1.2667,2.15,2.7,4.75,6.33315,-4.706,83.45,-7.622673,82.30080167,80.17,0.541013217,3.6509789925,-10.55770009,-0.0675715305,98.68518333,422.34222325,2.780933841,-0.0022072795,0.029829886,2.6546044365,0.5135247415,2.734452789,-0.0410273595,0.041843232,342.14175,342.07479165,342.1110833,342.102,342.1200833,342.21144445,342.3983333,342.91795835,421.5594722
1,3.25,0.4132,-6.7951,3.6831,-11.339,-0.12516,81.831,98.6785,401.82,3.1367,0.21803,0.581325,-13.73275,-0.435123667,0.34879,266.27,283.77,0.405,0.087001,0.501905,0.66767,0.675,0.958,1.2667,2.15,2.7,4.75,6.3333,-4.8573333335,83.05,-7.5505586665,81.70064333,80.51333333,0.461552393,3.5204670205,-9.057103096,0.160902169,98.70526167,422.38113175,2.80568585,-0.0279675475,0.0344380375,2.6854137345,0.4550658855,2.6603738245,0.2665856375,0.042556691,342.23079165,342.09679165,342.1216667,342.1053889,342.1952222,342.23504165,342.36120835,342.79891665,421.73530235
1,3.75,0.4083,-6.983,3.656,-11.587,-0.11721,82.0035,98.64125,401.91,3.1295,0.14124,0.5285,-13.1875,-0.45623,0.334295,263.42306665,283.785,0.37787,0.068217,0.4469837765,0.662665,0.66667,0.96667,1.258,2.15,2.7,4.75,6.3333,-4.9565,83.316666665,-7.551235667,82.508311665,80.435,0.419014259,3.4608660495,-12.238564475,0.022617769,98.69681,422.14236855,2.8533824635,-0.032565062,0.0364750975,2.7593408115,0.4366391065,2.574590746,0.171437503,0.0381300515,342.23329165,342.07977775,342.1157778,342.118375,342.197125,342.21225,342.4011667,342.836375,421.78575785
1,4.25,0.40505,-7.0079,3.6321,-11.04365,-0.10168,81.9215,98.633,401.9,3.0995,0.173635,0.53331,-12.968,-0.4618600665,0.322455,264.09051665,283.015,0.38194,0.0487,0.47562,0.663165,0.65833,0.95,1.2583,2.133,2.7,4.733,6.317,-4.9345,84.466666665,-7.6230653335,81.504253335,80.271666665,0.437170053,3.784403963,-9.556203957,0.0273086675,98.674895,422.2888793,2.8774280355,-0.009238221,0.027397413,2.7201272,0.4667365185,2.897994325,0.1758649645,0.108620291,342.4185,342.10829165,342.117375,342.13954165,342.149,342.22675,342.403,342.85066665,421.74209775
1,4.75,0.40179,-7.0052,3.5946,-11.713,-0.13226,82.234,98.6535,401.76,3.0866,0.227195,0.531715,-11.928,-0.44994,0.32423815,264.9362667,283.91,0.4114,0.0522,0.489155,0.66267,0.659,0.95,1.2583,2.142,2.7,4.733,6.333,-4.9299833335,84.86666667,-7.5560745,82.594523335,81.98333333,0.5140837125,3.892952121,-12.353465285,0.0116463095,98.67671833,422.3270119,2.8691871655,-0.013404056,0.0153198615,2.696586803,0.5009633705,2.912926998,0.3954281625,0.096178829,342.20870835,342.11616665,342.11708335,342.13166665,342.16508335,342.333,342.51538885,342.84633335,421.66828655
1,5.25,0.4141,-7.0854,3.5354,-11.712,-0.12032,82.75075,98.6175,401.88,3.1292,0.197665,0.63276,-11.70525,-0.408,0.30549,266.19,284.0880333,0.3918,0.04683,0.45407,0.65867,0.671,0.95,1.25815,2.15,2.7,4.74166675,6.333,-5.0545,84.533,-7.4338665,83.18987333,82.76666667,0.461334846,3.760923182,-15.67669313,-0.0429190635,98.672185,422.37703785,2.88720414,-0.0266377895,-0.0035701305,2.7305189775,0.4852378935,2.7715602705,0.0815423205,0.048909373,342.14233335,342.11408335,342.11329165,342.1287778,342.1361111,342.22670835,342.4052083,342.819875,421.87543915
1,5.75,0.394555,-7.0622,3.6168,-11.1155,-0.1174,82.902,98.6,401.83,3.1026,0.146525,0.476155,-11.892,-0.44544,0.311,265.28661665,283.745,0.372435,0.0654775,0.437335,0.658,0.65833,0.95,1.2583,2.142,2.7,4.733,6.333,-5.2578333335,85.36666667,-7.4008681665,83.570186665,83.95,0.4535380595,3.536175031,-12.80874265,-0.1465692965,98.664298335,422.38605825,2.8084688645,-0.0234698985,0.014809213,2.687480382,0.4691605135,2.631492685,0.1849411005,0.0732913645,342.12604165,342.1047778,342.1107222,342.131375,342.14545835,342.23891665,342.41529165,342.7434167,421.8028469
1,6.25,0.4005,-7.09375,3.5448,-11.116,-0.080184,82.941,98.60025,401.57,3.0887,0.194315,0.519405,-12.237,-0.4443,0.324675,266.33,284.0196,0.391625,0.039287,0.44506,0.65833,0.65,0.95,1.25,2.1417,2.7,4.717,6.333,-5.3351833335,85.467,-7.260441667,84.471645,83.65,0.4288825865,3.47891156,-12.191440595,0.112522936,98.670453335,422.32242045,2.8231499225,-0.018196856,-0.024815283,2.7216286475,0.4348298965,2.652589488,-0.0208378475,0.0831150415,342.15961115,342.1050833,342.11679165,342.12441665,342.1680833,342.2374167,342.45254165,342.81294445,421.79033355
1,6.75,0.380315,-7.1398,3.5517,-11.042,-0.14408,83.178,98.6,401.82,3.1013,0.13175,0.50691,-11.469,-0.4175,0.319395,268.435,283.7544,0.40655,0.056441,0.437935,0.66033,0.658665,0.95,1.25,2.142,2.7,4.733,6.33365,-5.3026666665,86.467,-7.187447167,84.995353335,82.866666665,0.4813241095,3.5953212055,-13.076556045,-0.006151686,98.69200167,422.2309913,2.988256755,0.005374291,0.0366137955,2.719281244,0.481111303,2.556648026,0.132968104,0.083110987,342.2744167,342.10516665,342.09991665,342.11829165,342.12670835,342.28894445,342.5328889,342.8349583,421.8006732
1,7.25,0.38336,-7.1462,3.5604,-10.74625,-0.15276,83.116,98.63475,401.9,3.08815,0.1641,0.4952,-11.676,-0.440481567,0.325335,266.815,283.615,0.38281,0.0715235,0.45734,0.661,0.65833,0.95,1.258,2.142,2.7,4.7333,6.3,-5.1311833335,85.2,-7.1324166665,84.08287167,83.01666667,0.4346727165,3.839262431,-12.78224605,0.0799237995,98.653081665,422.20348955,2.760666025,-0.0704402925,0.0491191035,2.5005443305,0.5105504155,2.7081409045,-0.123584223,0.0539962465,342.41441665,342.11916665,342.11475,342.1347778,342.15266665,342.20491665,342.54975,342.834875,421.77990705
1,7.75,0.38695,-7.1856,3.55275,-10.95425,-0.085295,83.5835,98.64475,401.695,3.1263,0.52419,0.553217808,-11.4785,-0.28444,0.346525,266.85,284.01,0.373825,0.0695215,0.4372,0.65967,0.65,0.95,1.258,2.125,2.7,4.7333,6.3,-5.1246666665,85.33333333,-7.1862335,83.91354167,81.85,0.477597012,3.575069743,-11.81572643,0.1923962655,98.71436,422.177172,2.6871625945,-0.011538145,0.0730061665,2.496959658,0.4702355305,2.7422867065,0.082579671,0.0119049665,342.29816665,342.10955555,342.1201111,342.11908335,342.1360833,342.216625,342.43425,342.73820835,421.73297975
1,8.25,0.36477,-7.1897,3.4911,-9.7795,-0.12811,83.578,98.69525,401.865,3.08695,7.89125,6.55485,-8.7508,3.0822541165,1.0845,266.41,283.755,0.38857,0.0388,0.46292,0.65633,0.65,0.95,1.246,2.1333,2.7,4.733,6.3,-5.4165,86.13333333,-7.286086667,83.511678335,81.316666665,0.4605924195,3.6332946665,-12.431557975,-0.222430656,98.713316665,422.1516817,2.6079680165,0.005413045,-0.005009842,2.493086647,0.4546305625,2.721856855,0.2946751895,0.0607419885,342.27294445,342.0984583,342.114125,342.1297083,342.17625,342.33125,342.461125,342.7996667,421.5819975
1,8.75,0.377875,-7.2204,3.4601,-9.3713,0.04639,83.355,98.69975,401.695,3.0982,39.493,36.364,1.001,18.241,4.3312,267.59,284.58,0.42512,0.057,0.49947,0.65567,0.654,0.954,1.246,2.13315,2.7,4.725,6.3085,-5.481666667,84.667,-7.440372333,83.276241665,82.2,0.463684288,3.8875519645,-10.289112885,0.0939335875,98.712126665,422.09583565,2.840928264,0.0372365845,-0.039083871,2.704482156,0.468941273,2.5577483875,-0.129388001,0.040100626,342.3787083,342.11375,342.1319583,342.1530417,342.21625,342.3025,342.4468889,342.80154165,421.58435605
1,9.25,0.42675,-7.03905,3.46135,-4.6839,0.11331,82.67875,98.69975,401.66,3.08835,89.8065,83.25275,18.5395,45.571,8.8994,267.4,285.45,0.52354,-0.072681,0.487,0.656,0.658165,0.958,1.258,2.15,2.7,4.73315,6.333,-5.2026666665,85.1,-7.2915188335,82.90015,80.68333333,0.5143685335,3.916257788,-5.337828629,0.0922081965,98.720593335,422.0413831,2.6495088595,0.0508855185,-0.107419405,2.4492422475,0.54344446,2.957407798,-0.024286384,0.155240316,342.296,342.0562083,342.06904165,342.12677775,342.1786111,342.30141665,342.4955,342.7497083,421.59007735
1,9.75,0.47595,-6.87195,3.4148,-0.0354495,0.683275,82.142,98.7,401.42,3.09515,158.347,137.47,43.403,77.516,15.7,267.05,286.585,0.67452,-0.1123,0.607295,0.666,0.65,0.95,1.254,2.146,2.7,4.733,6.3085,-5.0111666665,84.833,-7.0963958335,82.41042333,79.68666667,0.5482258305,4.0987942105,0.3134546055,0.188025686,98.70937,422.48725705,2.6938154235,0.062464156,-0.168392904,2.452770593,0.5745513965,3.156889899,0.119260436,0.0891640475,342.3575,342.0622778,342.06266665,342.080375,342.17345835,342.2524167,342.461375,342.684375,422.2323193
1,10.25,0.51713,-6.6222,3.4864,14.04,2.1126,81.0985,98.7,401.765,3.11665,219.84,184.915,65.718395,106.96,20.6935,267.92,288.03,0.74701,-0.200865,0.58259,0.676835,0.65,0.95,1.25,2.133,2.7,4.717,6.333,-4.00365,83.13333333,-6.949887667,83.02378333,79.228333335,0.5847196825,4.10135137,22.592222285,0.491335023,98.69028333,422.7238722,2.7264446195,0.0598955585,-0.1326534945,2.533036693,0.601345301,3.07923982,0.416276148,0.213035922,342.30977775,342.13504165,342.13579165,342.136,342.15516665,342.18104165,342.2808333,342.68933335,422.5839272
1,10.75,0.5409,-6.1878,3.5397,26.061,3.2192,80.2785,98.7,401.35,3.2088,281.53,230.014998,89.41224,138.505,26.715,269.03,289.0275,0.769655,-0.21578,0.5614,0.691835,0.642,0.95,1.242,2.1333,2.7,4.717,6.3,-3.8733166665,81.16,-6.633788,81.892755,77.43,0.6590045815,4.2376178855,37.37576715,0.930884035,98.615675,422.458427,2.765651478,-0.000539813,-0.366022341,2.607875966,0.655444487,3.3234352695,0.336901434,0.1135005505,342.2443333,342.15020835,342.1634583,342.15229165,342.167875,342.1953889,342.2327778,342.59691665,422.29282615
1,11.25,0.5807,-5.9291,3.5889,40.3775,4.88885,79.093,98.7,401.14,3.2755,332.6475,268.02,107.59,164.14,31.506586665,268.5,290.995,0.7422,-0.26911,0.53021,0.703335,0.625,0.95,1.246,2.133,2.7,4.71668325,6.3,-3.7441833335,80.25333333,-6.684382,78.182856665,76.92,0.6015303345,4.302381116,47.9233337,1.2100898755,98.71452,422.71214955,2.7983325645,0.048928545,-0.1462556545,2.692066815,0.652790963,3.388802691,0.69768673,0.087985629,342.231,342.1524167,342.14766665,342.15138885,342.1612778,342.18066665,342.2484583,342.481375,422.22115795
