DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,TS_7,G,TAU,H,SH,LE,SLE,FC,SC,H2O,CO2,CO2_SIGMA,U_SIGMA,H2O_SIGMA,V_SIGMA,W_SIGMA,USTAR,T_SONIC,T_SONIC_SIGMA
1,0.25,3.0135,67.965,3.2,97.5005,0.0226835386502736,0,-43.014,-1.1465,0.9085,284.116849162639,321.788306297027,2.07654103482127,2.22915499643306,4.535,5.86,6.94,6.98,7.92,9.62,11.4,-20,-0.0449074,-5.477505,-4.2628,2,0.166113600643837,0.17963,0.0165542611573057,5.37671930565463,361.208,0.742305776892843,0.621844031892242,0.0284340752028097,0.5407661231993,0.315673882353292,0.21175,3.18350000000004,0.110206624120331
1,0.75,2.898,68.565,3.09,97.5,0.0138468161191515,0,-42.6085,-1.0465,0.8095,284.843127035229,321.869413630839,2.01214662720282,2.07324127649142,4.51,5.81,6.92,6.97,7.94,9.63,11.4,-20,-0.0483212,-6,-3.661495,1.915645,-0.0808321,0.113613124588152,0.0470118023154713,5.35997765706591,361.1745,0.773188212041276,0.647308663892715,0.0299139966067117,0.527965907990279,0.313638281427485,0.214855745108682,3.11900000000002,0.112480854342409
1,1.25,2.709,68.07,3.17,97.4795,0.0199294930614719,0,-37.792,-1.0395,0.8395,288.032399987969,320.962119294667,1.91490275025843,1.93970276132806,4.445,5.76,6.885,6.94,7.915,9.62,11.39,-20,-0.0453528,-5,-3.69149195747661,1.772725,0.157781559105842,0.219435,0.0350834755998943,5.34591,361.148,0.803616824114578,0.567559688490999,0.0305031785719493,0.53497663500381,0.290131004892617,0.215552777759879,3.01200000000003,0.107924138054679
1,1.75,2.61,68.86,3.04,97.47,0.0276743395154805,0,-35.885,-0.9445,0.761,287.088448865676,320.284783235313,1.81569523575403,1.71802485044846,4.38,5.705,6.85,6.91,7.915,9.615,11.39,-20,-0.036248,-5.7279,-3.35144907389474,1.5431,0.450115567831083,0.186033,0.0237669402159174,5.33761643580089,361.665572576086,0.721078332629484,0.565174309394898,0.0295900313999062,0.519807656734681,0.290954120094561,0.197572330138787,2.85400000000004,0.104927594082777
1,2.25,2.418,69.575,2.99,97.4775,0.0185602431096137,0,-35.1289999999999,-0.897,0.8245,285.729295175547,319.34100035292,1.80115059572486,1.56960746557727,4.345,5.69,6.845,6.905,7.92,9.615,11.39,-21,-0.0361522,-4.7976,-3.24155,2,0.189926849737042,0.183212,0.0688590490669618,5.43096848758646,361.608,0.806277027621687,0.573537269931083,0.0302629621349821,0.51667204298278,0.26962153977777,0.1910515,2.76450000000002,0.100048488244451
1,2.75,2.312,69.6,3.06,97.4755,0.02359971743399,0,-33.167,-0.845,0.7185,283.390213886031,318.774448446103,1.78731369566857,1.37565505652501,4.3,5.65,6.84,6.92,7.93,9.63,11.395,-21,-0.04024175,-5,-3.15408,1.582005,0.0154243258206263,0.181780999341044,0.0861343495659356,5.35149499662001,362.028307079588,0.929262686449529,0.570132270776763,0.0310923930126138,0.498407463828543,0.284112653713276,0.204056,2.7,0.10764292823962
1,3.25,2.2265,70.1,3.13,97.4819,0.0495044274626086,0,-39.341,-1.016,0.808,281.817027600829,317.792754293627,1.76374705914786,1.40471419999625,4.26,5.565,6.81,6.875,7.935,9.615,11.39,-21,-0.0282,-5,-3.89577031194865,2,0.0763053808374594,0.159058374423413,0.154895516831965,5.42552,361.980221503522,1.43234063268774,0.556048405184024,0.0388021428207996,0.493754999974684,0.293341098382071,0.199344749154685,2.53,0.103609845092057
1,3.75,2.067,70.4,3.1,97.4775,0.0541340424030458,0,-38.313,-1.0255,0.911,278.506859892036,317.619747623367,1.69592404172233,1.15302855526539,4.23,5.55,6.775,6.87,7.945,9.615,11.39,-21,-0.0325968,-5,-3.40622152525984,2,0.135147009764307,0.193142311799859,0.00310015183975752,5.40308093936538,362.168,1.24257796536073,0.549139621903811,0.0318979252769872,0.48135226186235,0.275942022896115,0.182706017687327,2.335,0.102217850397023
1,4.25,1.83,72.2,2.94,97.495,0.0751914680577938,0,-34.8795000000001,-1.0445,0.9005,281.208868419078,317.170723614991,1.57170455592789,1.15636448719219,4.215,5.53,6.8,6.885,7.95,9.61,11.39,-21,-0.0319,-4,-3.51018128023439,2,-0.000525092928283022,0.136335749505783,0.0390837897018591,5.53399535671788,362.181859555613,1.06677082824757,0.540277706369604,0.0285544279628241,0.497294884835134,0.279646938672446,0.189768,2.162,0.110059075046086
1,4.75,1.678,73,3.025,97.468,0.11058660355949,0,-34.0305,-0.98,0.9135,279.792471166919,316.661886343328,1.56626929080262,0.837508504981669,4.19,5.5,6.81,6.87,7.95,9.63,11.395,-21,-0.0309446,-5,-3.47882992928218,1,3.95613365128217e-06,0.159058374423413,0.0711281711788926,5.47922773227065,362.153,1.04487810332824,0.538328480358468,0.0295612922586277,0.485668611297868,0.28273839498731,0.185910981758802,1.98,0.113209438317868
1,5.25,1.549,73.3,2.955,97.4805,0.0945814714481885,0,-31.84,-0.9735,0.8755,279.016754303907,316.356011466239,1.51476588814673,0.789063178549393,4.18,5.46,6.75,6.86,7.95,9.62,11.395,-21,-0.035,-4.33526,-3.4658,1.74047,0.108612551353208,0.199282,0.0927031899415473,5.54148520963998,362.468423374369,0.87128939592662,0.553062383461396,0.0311993636502115,0.471724160960478,0.272078404427684,0.191553,1.765,0.103641690453215
1,5.75,1.467,74.15,3.08,97.5,0.122507108009341,0,-34.42,-0.874,0.788,278.454062099217,315.606256247139,1.46151420102674,0.634107465763637,4.13,5.44,6.71,6.84,7.94,9.62,11.39,-21,-0.03116875,-5,-2.87444,1.65521,0.0705103980671645,0.227226249176305,0.0853070251184685,5.52022,361.919920797546,0.877530626246173,0.549169372780384,0.0324113727681114,0.481596303972528,0.274170567403802,0.195559,1.64000000000004,0.106504820319407
1,6.25,1.323,75.45,3.03,97.501,0.12798111529514,0,-33.886,-0.8535,0.8705,278.208283792968,315.171420644547,1.40725214119602,0.498251207078863,4.185,5.415,6.68,6.83,7.955,9.62,11.39,-22,-0.0331441,-5,-2.83518777579362,1.54458,-0.00375997592943384,0.185139499670522,0.0859426,5.53076,362.359754298723,0.839760882185516,0.565344142978416,0.0339852909359329,0.479154463612727,0.27560841786854,0.191874,1.44650000000001,0.10551824486789
1,6.75,1.182,76.3,2.98,97.5215,0.157380491201997,0,-33.601,-0.9215,0.91,277.19072252373,314.666896968386,1.34535380686389,0.388868579752431,4.115,5.395,6.625,6.83,7.95,9.61,11.39,-22,-0.0304033,-4.3481,-2.30612019345346,1.76829,-0.00161695796590503,0.318116748846827,0.164425,5.53181007663117,362.724361478557,0.871922924634781,0.525436724733598,0.0341818665376834,0.478016736108685,0.263550564408426,0.189901726628054,1.386,0.104758710049793
1,7.25,1.109,76.8,3.07,97.53,0.431758418581638,0,-37.87,-0.954,0.929,277.300642049461,314.511705768847,1.34441710235356,0.264593401570786,4.105,5.35,6.62,6.83,7.945,9.61,11.39,-22,-0.0298,-5,-2.49478699956229,1.71735,0.2069995,0.249948874093935,0.166622,5.54505963441878,363.734712097237,0.940584924395453,0.553632549621136,0.036843876344214,0.491350229383129,0.270637918967328,0.1818785,1.229,0.106189453336949
1,7.75,1.039,76.75,3.05,97.556,8.26100953939716,0.632250000000001,-37.626,2.4305,1.522,275.913909821981,313.825414865848,1.28079344004971,0.221673898016443,4.07,5.33,6.595,6.815,7.94,9.6,11.39,-22,-0.033,-4.47377,-2.358395,1.92511,-0.16305971881895,0.283342,0.183341679334915,5.565205,364.004,0.945641923258692,0.558984002273307,0.0348923744174046,0.492939144317024,0.276399348769132,0.197639,1.31650000000001,0.115514239854474
1,8.25,0.98,75.95,3.09,97.5855,50.3304125972733,4.7625,-13.8395,25.575,5.527,278.883810781312,313.729868597161,1.24477115130705,0.516226665592912,4.05,5.29,6.59,6.78,7.93,9.595,11.39,-22,-0.0434928,-3.70253,-1.14276,2.88124,0.354299290505046,0.250458937046968,0.187705560143091,5.47498948644016,363.914,1.02006824428283,0.584779343412483,0.0373289656720548,0.491121166312347,0.276364795153073,0.201424512407024,1.33200000000005,0.101538170162752
1,8.75,1.147,77.3,2.915,97.6015,142.705378787556,11.353,16.313,65.135,10.945,282.016120344938,315.044614713878,1.21861512787948,0.518446498944616,4.055,5.275,6.58,6.75,7.92,9.59,11.39,-21,-0.0525,-1.50772,0.391437299406394,5,0.48930719464739,0.409692,0.288371,5.47063449226119,364.295988024379,1.20747670784989,0.628543024027484,0.0446955869513373,0.528216811329041,0.317671213678545,0.221994996386977,1.24650000000003,0.121396046064112
