DOY2,HR2,LE,H,CH4,FCH4,CO2,FC,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,T_SONIC,TS_1_1_1,TS_1_2_1
1,0.25,0.33,-8.88,2126.37,-5.53,398.965,0.89,0.85,0.07,99.56,95.685,22.7,-29.77,-0.974175,0.807825,416.976175,440.3983,26.5045925,26.09822,26.2
1,0.75,-0.865,-9.4675,2105.3725,-1.355,401.18,1.275,0.9675,0.08,99.5475,95.6,22.6675,-29.065,-1.28592,0.8021025,415.888075,440.24415,26.3662525,26.0689025,26.2
1,1.25,-0.905,-9.7425,2140.855,-4.135,400.885,1.305,0.835,0.08,99.53,95.675,22.5975,-30.68,-1.2078675,0.786825,414.2273,440.11345,26.3239175,26,26.2
1,1.75,-1.15,-8.135,2135.57,-0.36,402.65,1.3,0.955,0.07,99.51,95.7,22.4875,-32.43,-1.0535775,0.73332,412.286775,439.50775,26.25986,26,26.2
1,2.25,-1.0625,-6.8825,2127.86,0.68,403.785,1.2975,0.96,0.07,99.495,95.795,22.275,-29.41,-0.9541775,0.5901425,414.6619,438.818425,26.155655,25.95206,26.2
1,2.75,-0.88,-6.275,2143.79,-2.25,405.18,0.975,0.8275,0.07,99.48,95.8,22.2525,-29.69,-0.9914575,0.77321,413.156125,438.009075,26.18831,25.9,26.2
1,3.25,-0.9075,-6.1775,2172.325,-2.56,407.9375,0.3,0.8075,0.06,99.4575,95.8375,22.19,-29.79,-1.0472225,0.7368325,413.9837,436.87085,26.1370225,25.890455,26.2
1,3.75,-1.0175,-6.42,2137.3825,-4.44,410.71,1.2675,0.795,0.06,99.455,95.86,22,-32.6625,-1.157495,0.68347,412.413175,436.013875,26.0889075,25.874505,26.20024
1,4.25,-0.8775,-6.82,2145.7,-4.8125,412.45,0.3025,0.795,0.07,99.4625,95.8,21.975,-30.645,-1.03091,0.71599,414.3942,436.5363,26.1059125,25.8,26.20024
1,4.75,-1.73,-7.4825,2151.815,-5.2075,413.4825,0.6875,0.795,0.0625,99.4675,95.8,21.885,-28.95,-0.97086,0.51807,417.7737,436.8107,26.03716,25.7332775,26.2
1,5.25,-1.6275,-6.785,2167.065,-2.0475,415.525,1.315,0.9225,0.07,99.4875,95.9,21.7075,-25.255,-0.98653,0.67502,419.6804,436.2761,26.03897,25.7,26.2
1,5.75,-2.1675,-7.95,2171.925,0.46,418.58,1.08,0.84,0.07,99.52,95.9,21.75,-23.7275,-0.06449,0.805375,419.51,436.608525,26.025415,25.6912275,26.2
1,6.25,-2.15,-5.84,2146.53,-0.91,417.645,0.4025,0.76,0.07,99.55,96.0825,21.915,-8.48,13.9963075,3.17065,417.2034,437.9827,26.009065,25.6,26.2
1,6.75,1.1,-6.475,2124.56,-6.4825,420.5925,1.88,0.735,0.08,99.59,96.3,22.4,23.25,59.36417,10.80255,411.8907,441.05,26.2520425,25.6,26.1996925
1,7.25,28.15,-3.7525,2102.795,-3.1075,407.3,0.9475,0.7625,0.13,99.6275,96.075,23.16,53.8775,91.8756375,16.3062075,412.381325,444.862075,26.7865875,25.6,26.2
1,7.75,60.0475,-0.12,2075.7975,1.915,398.5625,-4.245,0.84,0.1725,99.66,92.18,23.9,112.73,160.50385,27.3233675,415.301,447.6041,27.33029,25.6,26.2
1,8.25,103.41,5.68,2070.53,-2.945,391.2825,-8.84,1.0825,0.2,99.68,84.59,24.68,171.545,247.70575,42.73934,419.748425,451.830025,27.7614425,25.6,26.198685
1,8.75,138.35,12.33,2046.5025,-7.07,385.7025,-11.96,0.9225,0.2175,99.7075,77.8625,25.8675,221.295,348.4621,57.4333675,423.753875,457.552425,28.347505,25.6,26.19508
1,9.25,159.0125,18.4875,2010.7,-7.46,380.7,-15.8475,0.97,0.24,99.73,72.255,26.6675,279.7425,347.456525,56.264195,427.393775,463.165775,28.8492425,25.61757,26.1918425
1,9.75,202.85,24.0525,2026.04,-9.325,377.645,-16.39,1.19,0.24,99.73,68.2875,27.43,338.7975,356.8921,55.5690875,430.697375,464.287725,29.2827875,25.7,26.1893525
1,10.25,227.5925,33.08,1998.81,-14.39,375.43,-17.9025,1.24,0.245,99.7275,65.105,27.9075,349.8875,313.521325,52.514095,436.349725,465.907075,29.573295,25.8187875,26.188535
1,10.75,235.08,37.25,1998.41,-18.555,372.0325,-19.645,1.33,0.26,99.7175,62.555,28.59,373.75,424.0421,70.8759925,440.976725,466.593275,30.013675,25.872525,26.1483875
