DOY2,HR2,CO2,H2O,G_1_2_1,G_2_2_1,G_3_2_1,G_1_1_1,G_4_2_1,SG,USTAR,LE,H,FC,SLE,SH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,TA_1_1_1,TA_1_1_2,TA_1_2_1,RH_1_1_1,RH_1_2_1,WS,PA,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_1_1,TS_1_3_1,TS_2_4_1,TS_2_2_1,TS_3_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_2_1,TS_4_4_1,TS_3_5_1,TS_4_2_1,TS_5_4_1,TS_4_5_1,TS_2_1_1,TS_2_3_1,TS_6_4_1
1,0.25,390.2,0.87145,-6.419,-4.20675,-6.23275,-5.06,-5.9915,-6.759,0.04605,-0.09665,-12.36,-0.01123,-0.09351,-0.1483,-29.84,-0.3041965,-0.199073,185.17775,206.254,-0.0409697,-0.00758248,-23.8675,-24.7685,-24.57575,76.1137,75.1527,1.145725,94.415,-8.839275,-8.508425,-8.0928,-7.56465,-5.6593,-2.8293,-7.2412,-6.965875,-6.23265,-6.96765,-6.57025,-6.934975,-6.15075,-4.49055,-1.9354,-7.4753,-7.3418,-7.027675,-9.1056,-7.6702,-7.5104,-8.1291,-7.37705,-7.6702
1,0.75,388.1,0.5573,-6.432,-4.217,-6.24925,-5.0995,-5.9615,-6.78725,0.0739925,-0.265175,-13.86,0.00326625,-0.1146,-0.272225,-29.965,-0.39395175,-0.2144205,187.20275,205.989,-0.036256375,-0.00748698,-24.3495,-24.762,-24.63575,75.64775,75.21465,1.093675,94.40975,-8.8686,-8.4865,-8.09385,-7.5558,-5.655425,-2.848375,-7.1289,-7.02065,-6.28485,-6.9388,-6.65415,-6.956625,-6.1076,-4.4452,-1.9253,-7.477275,-7.339575,-7.026025,-9.074,-7.6428,-7.4738,-8.16885,-7.3637,-7.6428
1,1.25,388,0.491,-6.3455,-4.256,-6.2265,-5.123,-5.9325,-6.819,0.06596,-0.2784,-12.83,-0.00616,-0.11315,-0.2059,-29.35,-0.24701,-0.2270515,188.46025,202.7985,-0.04191875,-0.0062250375,-24.12675,-24.496,-24.3375,75.89625,75.005625,1.05675,94.392875,-8.880275,-8.46225,-8.091525,-7.545925,-5.645175,-2.8363,-7.1148,-7.0507,-6.2998,-6.9309,-6.6612,-6.983275,-6.1207,-4.46585,-1.9232,-7.4779,-7.344625,-7.0342,-9.0696,-7.6571,-7.4618,-8.2037,-7.39415,-7.6571
1,1.75,387.95,0.48145,-6.3675,-4.26925,-6.24175,-5.1625,-5.88975,-6.929,0.06321,-0.2815,-12.82,0.004749,-0.09413,-0.22655,-28.73,-0.28229775,-0.252089,184.5175,203.269,-0.04771515,-0.0045297125,-24.4985,-24.569,-24.4585,75.532725,75.3134,1.08285,94.394375,-8.878575,-8.443975,-8.08505,-7.550675,-5.63845,-2.83005,-7.08675,-6.9891,-6.271525,-6.95075,-6.69015,-6.98245,-6.152125,-4.4522,-1.913125,-7.46655,-7.34355,-7.041475,-9.0845,-7.6445,-7.4683,-8.183125,-7.358075,-7.6445
1,2.25,388,0.51965,-6.3565,-4.29375,-6.26575,-5.20525,-5.9575,-7.17375,0.07548,-0.2184,-10.56,-0.00256,-0.1039,-0.23255,-24.64,-0.19242925,-0.20458625,188.66675,205.0665,-0.03146525,-0.005137995,-24.76875,-24.95725,-24.73775,75.6925,75.2567,1.0609,94.404625,-8.890925,-8.433425,-8.0814,-7.550025,-5.6305,-2.8322,-7.097275,-7.00995,-6.2747,-6.9542,-6.661225,-6.979475,-6.07855,-4.4686,-1.9325,-7.4539,-7.3406,-7.0432,-9.0854,-7.6245,-7.4518,-8.232825,-7.369075,-7.6245
1,2.75,387.75,0.624225,-6.41225,-4.3055,-6.28225,-5.21625,-6.025,-7.27475,0.06936,-0.227075,-10.83,-0.001449125,-0.086515,-0.25815,-24.4575,-0.17997475,-0.11282425,187.62875,205.4535,-0.051221775,-0.00469755,-24.8265,-25.05,-24.7405,75.498875,75.32045,1.06865,94.3995,-8.89505,-8.42565,-8.10815,-7.570875,-5.62445,-2.836975,-7.14255,-7.029175,-6.23505,-6.9537,-6.6311,-6.958025,-6.1039,-4.49535,-1.927625,-7.454675,-7.330825,-7.0528,-9.0676,-7.6048,-7.4098,-8.201125,-7.361925,-7.6048
1,3.25,387.95,0.60945,-6.472,-4.352,-6.5105,-5.20925,-6.0205,-7.42925,0.08436,-0.2453,-12.4825,0.006613,-0.100095,-0.28375,-27.5925,-0.2099845,-0.20000875,192.29025,205.11,-0.025875175,-0.0058669525,-24.81825,-25.133,-24.86,74.9664,75.173425,1.05685,94.385,-8.914325,-8.4155,-8.1355,-7.58035,-5.6148,-2.83605,-7.115575,-7.03505,-6.2735,-6.952,-6.698375,-6.953975,-6.09285,-4.484625,-1.93925,-7.4485,-7.323975,-7.058125,-9.0497,-7.5942,-7.407,-8.21735,-7.335125,-7.5942
1,3.75,387.975,0.5929,-6.523,-4.36,-6.563,-5.22775,-6.00975,-7.42225,0.06132,-0.2688,-11.44,0.00067425,-0.09164,-0.30935,-25.9875,-0.26759325,-0.27135525,186.764,206.13325,-0.0302381,-0.005287775,-24.9555,-25.171,-25.07125,75.3597,75.8365,1.0005875,94.394375,-8.942125,-8.41,-8.121075,-7.603,-5.615675,-2.846425,-7.13405,-7.020325,-6.257775,-6.94325,-6.664525,-6.950075,-6.13065,-4.490125,-1.933975,-7.441725,-7.3148,-7.0606,-9.12045,-7.73195,-7.4201,-8.1941,-7.33275,-7.73195
1,4.25,388.125,0.611125,-6.56525,-4.39025,-6.555,-5.2345,-6.0305,-7.398,0.07857,-0.3206,-12.4425,-0.001152,-0.0880075,-0.2304,-25.055,-0.3452685,-0.28166675,184.69275,204.80975,-0.0586473,-0.00751498,-25.189,-25.388,-25.2725,75.482025,75.799625,0.9436525,94.4255,-8.9176,-8.40485,-8.1084,-7.59805,-5.609425,-2.862975,-7.145775,-6.99595,-6.262975,-6.93375,-6.68235,-6.936325,-6.0625,-4.490725,-1.945075,-7.44335,-7.31795,-7.0614,-9.104875,-7.7355,-7.414375,-8.211075,-7.4433,-7.7355
1,4.75,388.1,0.63275,-6.5885,-4.40325,-6.5265,-5.261,-5.96125,-7.536,0.0712175,-0.25055,-13.22,-0.001134,-0.0883875,-0.176325,-25.64,-0.42372125,-0.3046905,188.9465,205.26975,-0.048392625,-0.0060529925,-25.38025,-25.552,-25.458,75.630325,75.452125,1.02635,94.461125,-8.916125,-8.42045,-8.093475,-7.596025,-5.60905,-2.897575,-7.107775,-6.989425,-6.266125,-6.950025,-6.69845,-6.922625,-6.0476,-4.49355,-1.967,-7.427425,-7.33135,-7.06335,-9.101875,-7.729925,-7.400475,-8.2102,-7.445225,-7.729925
