DOY2,HR2,FC_1_1_1,USTAR_1_1_1,LE_1_1_1,H_1_1_1,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,SW_IN_1_1_1,SW_OUT_1_1_1,NETRAD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,WS_1_2_1,WS_1_3_1,WS_2_1_1,NEE_1_1_1
1,0.5,-0.04,0.103,-1,-18.725,751.35,753.325,755.3,760.7,-10.78,-11.4,-11.76,-12,73.3,76.2,76.8,82,0,0,-55.05,213.7,256.4,2.02,1.6325,1.53,-0.1
1,1.5,-0.02,0.099,-1.1,-20.05,751,752.65,755.3,758,-11.08,-11.74,-11.89,-12.0125,73.7,76.6,77.1,81.6,0,0,-54,215.3,256.2,1.965,1.61,1.58,0
1,2.5,-0.01,0.1,-0.7,-19.1,751.6,753.05,755.3,761.1,-11.28,-11.67,-12.11,-12.1475,74.2,76.1,77.1,82.1,0,0,-54,214.7,255.9,2.0125,1.575,1.5525,0
1,3.5,-0.03,0.10075,-0.7,-21.1,752.225,754.6,756.75,762.85,-11.48,-11.9525,-12.26,-12.4,74.3,77,77.2,82.6,0,0,-55.1,215.5,255.2,2.0675,1.63,1.58,-0.1
1,4.5,-0.08,0.103,-0.875,-18.55,752.9,755,757,763.35,-11.59,-12.045,-12.23,-12.72,75.6,77.3,77.9,82.7,0,0,-54.5,213.6,254,2.0925,1.68,1.67,-0.1
1,5.5,-0.01,0.1,-0.8,-19.8,753.65,755.6,758,762.3,-11.61,-12.21,-12.45,-12.84,75.3,77.2,77.9,83,0,0,-53.7,215.2,253.7,2.04,1.64,1.63,-0.1
1,6.5,-0.0025,0.10725,-0.6,-20.35,755.275,757.45,759,761.6,-11.74,-12.155,-12.57,-13.03,75.4,77,77.9,82.4,0,0,-54.05,214.4,252.3,2.01,1.605,1.6,0
1,7.5,-0.04,0.103,-0.7,-20.5,754.4,757.4,758.55,761.2,-11.84,-12.4425,-12.6,-12.95,75.5,77.1,78.1,83,1,0.9,-51.9,215.3,253.1,2.0075,1.6125,1.59,0
1,8.5,0.02,0.1235,0.6,-12,753.2,755.125,754.625,756.85,-11.47,-11.9025,-12.0425,-11.65,74.1,75.9,76,81.5,32.8,13.975,-16.35,212.9,258.9,2,1.7075,1.7025,0
1,9.5,0.0025,0.159,3.7,-2.975,750.3,751.1,750.3,749.4,-10.34,-10.3575,-10.2075,-9.315,69.375,71.1,71.375,76.6,109.6,36.45,24.925,212.3,269.2,2.51,2.24,2.26,-0.1
1,10.5,0.05,0.191,7.3,4.425,744.825,745.7,744.425,743.825,-9.12,-9.1875,-8.68,-7.7675,65,66.4,66.475,70.2,182.025,62.4,50.55,213.8,278.4,2.915,2.7,2.74,-0.1
1,11.5,0.14,0.19875,9.8,7.025,738.9,739.75,737.95,737.2,-8.32,-8.3875,-7.94,-6.7275,60.35,61.2,61.1,63.725,240.7,75,73.875,218.45,285.8,3.16,2.86,2.9225,0
1,12.5,0.18,0.1955,11.8,7.925,735.375,736,733.875,731.4,-7.47,-7.62,-7.02,-5.78,56.35,57.425,57,57.975,280.55,78.975,85.85,219.85,290.425,3.38,3.1,3.1025,0.1
1,13.5,0.19,0.199,10.9,7.2,731.4,731.45,729.55,727.9,-6.95,-7.03,-6.46,-5.325,53.475,54.4,54.1,55.8,259.45,72.95,75.45,221.225,292.05,3.4275,3.1025,3.0625,0.1
1,14.5,0.1725,0.20675,8.2,2.2,728.5,729.25,728.625,727.9,-6.53,-6.605,-6,-5.0525,50.8,52.2,51.3,55.525,206.75,57.475,56.1,223.325,290.825,3.5075,3.1425,3.1425,0.14
1,15.5,0.08,0.191,4.5,-5.65,728.675,729.675,728.8,728.75,-6.55,-6.85,-6.24,-5.515,50.9,52.325,52.1,56.25,122.5,37.225,24.15,221.725,284.875,3.295,2.93,2.945,0.1
1,16.5,0.0075,0.152,0.775,-16.7,731.9,732.925,732.95,734.5,-6.935,-7.115,-6.8375,-6.72,54,55.925,56.5,61.5,44.55,14.9,-27,216.125,278.025,2.86,2.45,2.47,0.1
1,17.5,-0.045,0.097,-0.7,-20.4,738,739.9,742.3,746.2,-7.945,-7.945,-8.2125,-8.405,59.875,62.1,64.475,71.225,1,0.9,-63.775,215.8,268.375,2.31,1.8875,1.84,0.1
1,18.5,-0.1,0.08475,-1.2,-19.9,740.925,744.325,747.5,751.65,-8.2675,-8.64,-9.1825,-9.79,63.925,66.85,70.225,76.7,0,0,-61.95,214.025,264.225,2.19,1.76,1.75,0
1,19.5,-0.05,0.091,-1.15,-22.225,745.075,747.9,750.7,756.425,-8.885,-9.45,-10.0575,-10.61,67.7,70.4,72.8,79.475,0,0,-59.8,214.5,262,2.1,1.6875,1.68,0
1,20.5,-0.0025,0.087,-1,-21.6,747.15,749.75,752.1,757.55,-9.45,-10.025,-10.06,-10.92,69.1,72.4,74.7,80.375,0,0,-59.5,214.1,260.4,2.165,1.72,1.6925,0
1,21.5,0,0.089,-1.1,-21,748.425,751.75,754.1,756.9,-9.795,-10.185,-10.67,-11.12,70.4,73.6,75.5,80.6,0,0,-59.5,211,259.6,2.02,1.7025,1.6325,0
1,22.5,-0.01,0.085,-1.2,-19.4,749.175,751.85,755.45,758.8,-10.19,-10.625,-11.0925,-11.645,71.5,74.375,76.1,81.15,0,0,-56.1,213.425,258.475,1.96,1.57,1.55,0
1,23.5,-0.04,0.091,-1.3,-20.1,750.675,752.3,755.85,758.8,-10.42,-10.875,-11.455,-11.785,72.5,75.2,76.175,81.275,0,0,-55,213.875,258.3,1.9775,1.62,1.5825,0
2,0.5,-0.01,0.098,-1.2,-18.725,750.05,752.5,756.525,761.425,-9.57,-9.95,-10.12,-10.28,74.1,76,77.8,83.4,0,0,-60.05,215.7,261.8,2.14,1.75,1.7025,0
2,1.5,-0.01,0.1,-1.2,-22.65,752.55,756.4,757.95,762.65,-9.98,-10.3925,-10.38,-10.54,74.8,76.8,78.4,83.4,0,0,-60.825,212.2,260,2.07,1.75,1.65,0
2,2.5,-0.01,0.09975,-1.225,-20.225,753.225,756.3,758.7,763.1,-10.28,-10.515,-10.75,-10.8,75.4,77.5,78.8,84,0,0,-60.4,212.9,259.3,2.06,1.7175,1.6925,0
2,3.5,-0.01,0.099,-0.8,-19.25,753.95,755.5,757.6,762.4,-10.33,-10.91,-11.12,-11.28,76.2,77.7,79.1,84.5,0,0,-59.875,211.8,258.2,2.04,1.69,1.6625,0
2,4.5,-0.0275,0.098,-1.3,-18.8,753.55,756.5,758.1,763.225,-10.49,-11.0825,-11.44,-11.5375,76.5,78.2,79.1,84.8,0,0,-58.6,214.5,258.4,1.99,1.555,1.525,0
2,5.5,-0.01,0.097,-1,-17.3,755.4,757.075,760.45,763.6,-10.74,-11.4125,-11.56,-11.79,77.4,79.2,80.2,85.6,0,0,-56.3,215.8,258.7,2,1.58,1.57,0
2,6.5,-0.01,0.1,-1,-16.275,756.925,758.675,762,765.3,-11.16,-11.5025,-11.66,-11.7725,77.7,80,80.6,85.5,0,0,-54.35,217.5,258.5,1.9575,1.6375,1.6125,0
2,7.5,-0.01,0.098,-0.6,-15.025,756.7,758.925,760.675,764.8,-11.17,-11.5525,-11.42,-11.3125,77.4,79.5,80.2,85.175,7.6,3.6,-39.55,218.6,260.7,1.9,1.6,1.5,0
2,8.5,0.03,0.128,2.225,-6.8,752.2,753.525,753.975,756.1,-10.48,-10.515,-10.35,-9.86,74.7,76.2,76,82.4,67.05,25.5,7.95,218.5,267.2,2.2225,1.99,2.0125,-0.1
2,9.5,0.06,0.17525,7.95,0.075,747.35,748.3,747.25,747.775,-9.16,-9.4725,-8.87,-8.26,68.6,70.5,70,76.6,155,47.5,40.45,215.7,276.6,2.7275,2.52,2.5525,0
2,10.5,0.1075,0.198,12.975,7.5,741.75,742.025,740.4,739,-7.73,-7.88,-7.37,-6.355,62.9,64.8,64.1,70.1,260.45,70.8,77.575,219.6,284.6,3.12,2.86,2.8525,0
2,11.5,0.16,0.208,16.8,14.5,736,736.1,734.275,733.5,-6.625,-6.6275,-6.225,-5.04,58.4,59.325,58.725,63.6,340.75,88.675,111.1,223.1,292.675,3.265,3.015,3.01,0.085
2,12.5,0.22,0.216,18,16,730,730.25,728.6,728.225,-5.8525,-5.8975,-5.3925,-4.38,54.3,55.425,54.625,59.5,368.1,94.25,129.8,225.75,296.925,3.3375,3.0325,3.09,0.1
2,13.5,0.27,0.21,18.225,13.3,727.7,727.5,726.4,725.8,-5.0175,-5.2275,-4.545,-3.96,50.45,52.225,51.625,57.2,370.35,87.325,123.325,225.6,298.3,3.455,3.13,3.19,0.2
2,14.5,0.24,0.212,16,6.5,725,725.3,724.2,724.1,-4.7075,-4.8275,-4.035,-3.7025,48.725,50.1,50.3,55.825,303.9,71.75,90.85,227.275,298.05,3.5325,3.16,3.2025,0.2
2,15.5,0.21,0.205,12.65,-0.95,723.9,724.4,722.95,723.55,-4.415,-4.55,-4.0025,-3.76,47.625,49.9,49.925,55.125,219.325,55.5,51.4,228.425,294.3,3.385,3.045,3.0925,0.2
2,16.5,0.13,0.1765,5.725,-10.2,724.625,725,724.4,726,-4.4625,-4.7575,-4.415,-4.26,48.95,50.7,50.875,57.225,99.5,33.1,11,223.9,288.725,3.04,2.63,2.7125,0.2
2,17.5,0,0.121,0.65,-20.15,728.025,729.7,731.2,735.9,-5.165,-5.76,-5.665,-5.67,53.625,56.05,57.2,65.9,20.7,7.3,-45,221.85,279.7,2.51,2.08,2.13,0.1
2,18.5,-0.02,0.088,-0.5,-23.9,734.05,737.35,740.6,748.725,-6.4225,-6.77,-7.2325,-7.52,60.3,63.7,67.3,76.3,0,0,-65.9,221.55,271.5,2.29,1.9,1.94,0.1
2,19.5,-0.01,0.07775,-0.5,-22.175,738.775,741.875,746.9,752.425,-6.9825,-7.68,-8.1875,-8.58,64.3,67.1,70.9,79.6,0,0,-63.975,222.025,267.75,2.25,1.81,1.8225,0.1
2,20.5,-0.01,0.093,-0.8,-22.8,743.2,746,749.9,756.975,-7.7975,-8.17,-8.795,-8.835,66.9,69.2,72.8,81.1,0,0,-62.8,218.05,266.95,2.165,1.75,1.7225,0
2,21.5,-0.02,0.089,-1.075,-21.9,745.4,748.55,751.625,757.775,-8.125,-8.78,-9.4225,-9.2575,69.025,72.225,74.3,81.7,0,0,-62.75,218.85,265.875,2.17,1.75,1.7225,0
2,22.5,0,0.095,-0.8,-21.3,748.3,750.75,753.775,760.1,-8.43,-9.3225,-9.6725,-9.7425,70.825,73.75,75.825,82.3,0,0,-61.1,217.85,263.825,2.1,1.69,1.6525,0
2,23.5,0,0.0865,-1.1,-21.1,748.15,750.6,753.95,760.4,-8.895,-9.6625,-9.7775,-10.195,72.875,75.1,76.875,82.6,0,0,-60.95,215.3,262.3,2.07,1.68,1.6925,0
3,0.5,0.08,0.107,-1.2,-25.5,731.4,732.7,735.35,738.1,-1.565,-2.07,-2.545,-3.3675,67.6,71.625,72.9,80.6,0,0,-59.9,238.3,292.125,2.3025,1.7575,1.775,0.1
3,1.5,0.05,0.10575,-1.2,-24.25,733.2,734.9,736.2,738.5,-1.94,-2.61,-3.1275,-3.65,69.2,72.7,74.4,81.775,0,0,-60.075,235.325,290.125,2.2425,1.7675,1.7625,0.1
3,2.5,0.04,0.10425,-1.2,-23.975,733.75,735.75,737.05,740.975,-2.3575,-2.98,-3.2975,-4.21,71.7,75.3,76.825,83.275,0,0,-58.75,236.45,289.025,2.2125,1.76,1.78,0
3,3.5,0.02,0.11,-1.4,-22.45,735.7,737.2,738.1,741.575,-2.7125,-3.42,-3.645,-4.41,73.7,77.3,78.025,84.8,0,0,-59.6,236.3,287.75,2.25,1.79,1.775,0.07
3,4.5,0.02,0.101,-1.3,-21.1,736.2,738.975,739.85,742.35,-3.18,-3.86,-3.96,-4.695,75.15,77.9,79.3,85.775,0,0,-58.3,234.8,286.8,2.2,1.77,1.7525,0
3,5.5,0.07,0.10925,-1.1,-21.6,738.5,740.325,741.3,743.625,-3.395,-3.92,-4.345,-4.7625,75.925,79.3,80.6,86.1,0,0,-57.625,234.825,287.2,2.18,1.7225,1.7225,0.1
3,6.5,0,0.1135,-0.5,-20.375,739.4,742.1,741.8,744.9,-3.4475,-3.96,-4.225,-4.715,77.05,79.9,81,86.7,1.2,0.7,-49,233.325,287.7,2.095,1.65,1.6525,0
3,7.5,0.09,0.137,4.5,-8.575,737.55,739.2,738.35,739.8,-2.69,-2.98,-2.68,-2.8075,75.1,77.6,77.6,82.9,38,8.2,3.9,235.25,296.725,2.28,1.96,1.975,0
3,8.5,0.3,0.199,15.8,6.775,732.65,733.9,732.625,732,-1.29,-1.7175,-1.04,-0.4825,68.8,70.675,69.3,73.55,106.925,20.425,54.525,239.6,309.75,3.07,2.63,2.785,0.1
3,9.5,0.34,0.239,22.625,19.8,725.8,726.6,724.325,723.325,-0.05,-0.1175,0.52,0.8,60.5,62.4,60.4,61.5,194.9,38.4,108.95,245.425,318.225,3.355,3.055,3.1225,0.3
3,10.5,0.4575,0.25,25.9,32.7,718.475,718.9,715.95,713.05,0.93,0.7375,1.45,2.095,52.1,53.525,51.1,50.3,256.05,52.725,156.4,253.725,325.825,3.475,3.15,3.235,0.4
3,11.5,0.5,0.25725,29.45,44.475,712.5,712.725,709.525,706.05,1.65,1.5275,2.47,3.13,45.4,46.275,44,41.7,329.2,60.95,197.325,258.1,334.375,3.605,3.285,3.3625,0.4
3,12.5,0.53,0.269,28.2,51.85,708.3,707.7,705.1,700.9,2.62,2.39,3.34,3.935,40.2,40.7,39.1,37.15,334.3,61.45,211.6,260.7,337.825,3.73,3.43,3.485,0.46
