DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1
1,0.25,432.086,9.660594618,3.657165,0.245028,18.4478,0.279223722,-3.794795,-0.19114,4.7553425,1.54674,101.933,96.9329575,17.67675,20.509675,0.3568202475,1.77891,0.0696029125,-16.43432,0,1.45579,369.33425,394.3326,-0.004735,0.17558425,0.483445675,0.39381088025,0.2152322205,1.469351871,1.4306625,-6.757405,-4.9067025,-4.170181,19.38275,18.911
1,0.75,430.628,10.45765468,3.7010525,0.15575725,18.6706,0.264425768,-2.24042,-0.0512,5.533255,0.31569525,101.935,97.03835,17.28425,20.031725,0.354820723,1.6897,0.064985345,-16.2809,0,1.41051775,372.4825,394.69855,-0.005035,0.1874155,0.4831471055,0.445498596,0.20383820225,1.5103425,1.5575875,-7.0520025,-5.067025,-4.65632,19.2765,18.82725
1,1.25,418.031,7.399343174,3.85433,0.110099,18.900525,0.316228076,-2.449985,0.076525,5.766155,0.3689725,101.89525,97.292,17.28,20.122425,0.3556401775,1.3573575,0.06847157,-14.1799,0,1.366815,371.9695,393.77075,-0.005255,0.1783835,0.484869625,0.42356335525,0.20882125,1.508285626,1.6133275,-7.224385,-5.04752725,-4.9159595,19.14925,18.75775
1,1.75,427.037,12.247675815,3.7440825,0.32079,18.436825,0.36099832975,-2.13589,0.1071955,4.255725,0.31907,101.919,97.55225,16.986,19.998425,0.34556267325,1.34773,0.05381058,-15.5618775,0,1.39939775,372.05975,394.38325,-0.0072275,0.182799,0.506525589,0.43735729275,0.18974738,1.55561233275,0.78673475,-7.10915125,-5.21210825,-4.844305,19.00075,18.71375
1,2.25,428.052,10.095642038,3.78505,0.643597,18.208225,0.423264537,-2.79969,0.0933,5.4667625,0.33336775,101.93275,98,16.761,19.809025,0.3088345,1.30483,0.067376245,-13.95008,0,1.49309675,373.498525,393.5953,-0.0038375,0.19364275,0.5040772085,0.4380968355,0.230605696,1.6369025,0.1400975,-6.7649225,-5.57635775,-4.794482,18.8215,18.685
1,2.75,432.911,12.21985181,3.465725,0.42155325,18.23015,0.52176970175,-1.91213,0.12194925,6.58751,0.38385525,101.904,98.030825,16.633,19.672,0.330363436,1.028265,0.07026246,-12.59675,0,1.445855,373.734575,393.476,-0.00524,0.215268,0.542956,0.442944692,0.247790234,1.560548607,0.51178025,-6.65153375,-5.6033725,-4.992655,18.67825,18.63825
1,3.25,426.73,12.424138995,3.53301,0.453805,18.1866,0.36954542225,-2.58609,0.115494,6.88433,0.405585,101.9075,98.5,16.788,19.41355,0.349367816,1.07344,0.071469,-11.759445,0,1.44923175,374.78105,393.40925,-0.005275,0.1934945,0.4960538955,0.428910433,0.236747658,1.533330029,0.7554235,-7.0316825,-5.68703,-4.8628525,18.6309025,18.5175
1,3.75,431.569,12.41358078,3.373175,0.25128025,17.79585,0.509895282,-2.07861,0.348222,5.873375,0.5005275,101.892,98.373045,16.59175,19.38395,0.318507446,1.212905,0.07266427,-8.8854285,0,1.5654625,374.241,392.148775,-0.006275,0.208542,0.5130602135,0.44161565925,0.23818525,1.5262,0.82975675,-7.8002675,-5.82196125,-5.1954895,18.5933525,18.39675
1,4.25,443.018,13.5455407025,3.346655,0.51971225,17.96345,0.3415364845,-3.07067,0.2093655,5.690755,0.388557,101.865,98.5355,16.44325,19.083,0.3059368055,1.062025,0.07831071,-7.8845275,0,1.563958,378.888575,391.995,-0.00766,0.1863895,0.4977565,0.405626691,0.2229048025,1.539136837,1.17377175,-7.6808375,-5.654628,-5.49805,18.6104775,18.3045925
1,4.75,436.891,11.43971172,3.017685,0.160343,17.8681,0.339154475,-3.5574475,0.222693,7.881945,0.24186,101.8415,99,16.35775,18.9785,0.3371026345,0.96179425,0.07555146,-7.4813735,0,1.46852,380.1145,393.10625,-0.00662,0.202012,0.524783986,0.442699022,0.2366317765,1.565407147,1.281015,-6.5956575,-5.77909525,-5.4210085,18.53298,18.3354825
1,5.25,435.633,12.41284285,3.510135,0.18163725,18.0955,0.3190667525,-3.03569,0.2288765,8.555485,0.22707925,101.85725,99,16.442,19.28525,0.34353661325,1.10196,0.081668615,-9.39568075,0,1.63506,382.383975,393.23075,-0.0075975,0.224654,0.57041479525,0.44804695975,0.269475404,1.77666,1.0472405,-7.1317,-5.41885,-5.067415,18.4976675,18.3459475
1,5.75,439.9645,14.579220895,3.32382,0.241581,17.3975,0.4073794955,-2.55011,0.13225175,4.0322,0.195424,101.891,99,16.437,19.1782,0.367160728,1.21406,0.07868049,-11.119975,0,1.50727,380.3595,394.28475,-0.00834,0.215925,0.515835245,0.436728749,0.241867732,1.73192,1.5528075,-7.4941225,-5.6833675,-4.926495,18.476895,18.29725
1,6.25,432.1905,24.28305737,5.110555,0.1958675,16.862625,0.701137181,-3.5458,0.137663,5.73965,0.303486,101.878,99.0747,16.221,18.5175,0.33204298425,1.086875,0.08191,-9.7872075,0,1.542285,379.484325,392.66475,-0.0090225,0.20042475,0.49174632925,0.469995807,0.243155527,1.5890370165,1.8764475,-7.44209,-6.056305,-4.938465,18.4601575,18.22275
