DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.04,0.32375,-2.4325,-2.105,9.2275,-8.6925,-2.22375,-91.00825,-39.8275,-87.88125,-13.797,-0.594,3.14
1,0.75,0.04,0.38,-2.595,-1.914,9.255,-8.2205,-1.7915,-87.40975,-66.64,-87.2955,-14.1925,-0.572,3.11
1,1.25,0.04,0.261,-2.3525,-1.957,9.1125,-8.372,-2.00975,-87.79,-48.26,-96.47275,-12.865,-0.742,3.10125
1,1.75,0.04,0.23,-2.1975,-1.94,9.5575,-8.08275,-1.87525,-89.65,-60.67,-88.3705,-19.1035,-0.58325,3.081
1,2.25,0.04,0.254,-2.338,-1.868,9.1895,-8.32525,-1.832,-88.02475,-63.1825,-81.1985,-20.62825,-0.71,3.009
1,2.75,0.04175,0.422,-2.277,-1.976,8.91325,-8.2205,-2.0635,-87.80075,-52.0675,-86.401,-12.16175,-0.535,2.942
1,3.25,0.04,0.2815,-2.443,-2.1285,9.0685,-8.30775,-2.319,-86.83225,-41.44,-81.0325,-10.385,-0.5,2.9375
1,3.75,0.03,0.24875,-2.397,-2.19,9.2725,-8.06575,-2.429,-86.6815,-52.7575,-83.1325,-11.49,-0.565,2.9315
1,4.25,0.04,0.353,-2.689,-2.445,9.516,-8.152,-2.303,-88.48725,-53.4375,-89.697,-8.447,-0.3725,2.893
1,4.75,0.04,0.24125,-2.765,-2.29625,9.559,-8.04525,-2.1215,-88.02925,-43.2125,-83.50175,-10.1465,-0.3365,2.853
1,5.25,0.04,0.33175,-3.027,-2.4465,9.522,-7.983,-2.4215,-89.49575,-37.0975,-91.544,-12.80825,-0.37675,2.7945
1,5.75,0.05,0.34175,-3.248,-2.06175,9.475,-8.191,-2.393,-89.76275,-78.9,-84.087,-10.1,-0.31,2.7345
1,6.25,0.04,0.336,-3.078,-2.212,9.627,-8.22575,-2.343,-88.6175,-49.7175,-83.0795,-13.3115,-0.40375,2.6845
1,6.75,0.05,0.2335,-3.164,-1.8015,10.048,-4.311,-1.4615,-85.202,-45.3625,-84.905,-12.9515,-0.48225,2.6345
1,7.25,0.0315,0.23,-2.948,-0.99,10.482,10.019,1.69025,-59.41,-46.9175,-73.7185,-19.48875,-0.55,2.593
1,7.75,0.05,0.263,-2.39,-0.6885,10.3785,30.55175,4.9645,-19.55925,-147.51,-53.865,-20.2825,-1.145,2.5745
1,8.25,0.06,0.23,-1.357,-0.4615,10.093,53.5635,7.31975,4.71125,-178.1525,-32.905,-16.361,-1.99,2.5745
1,8.75,0.07175,0.30175,-0.907999999999999,0.338,10.078,85.36525,12.71625,29.58025,9.375,-9.988,-7.00425,-3.708,2.5915
1,9.25,0.1,0.242,-0.253999999999999,0.798,8.9725,112.53425,13.696,41.6385,-49.465,-0.964499999999999,-10.224,-4.09,2.62
1,9.75,0.13,0.31675,0.255,0.338250000000001,8.5285,147.455,20.5595,60.66575,31.675,7.64175,-8.48025,-4.882,2.609
1,10.25,0.14,0.31225,0.432,0.814500000000001,8.278,153.53875,20.9195,67.468,-29.9225,12.77525,-1.352,-4.8335,2.6165
1,10.75,0.152,0.464,0.555,1.342,8.008,220.71775,29.0675,100.93375,-23.395,28.4,-9.557,-5.90375,2.7345
1,11.25,0.204,0.49,0.688,1.252,7.998,216.84175,29.456,106.6955,82.1725,40.23175,-26.23,-5.49,2.817
1,11.75,0.21,0.676,1.081,1.772,8.02125,231.7405,33.62275,127.81275,-52.015,45.62,-7.5685,-5.74,2.9865
1,12.25,0.232,0.61,1.325,2.408,7.9885,190.85975,27.0885,90.904,-3.6325,47.8045,-5.0405,-5.67125,3.145
1,12.75,0.21225,0.77225,1.463,2.2665,7.89425,157.42725,24.403,85.763,-20.895,47.81925,-7.7155,-5.36875,3.33
1,13.25,0.24,0.5925,1.527,2.22225,8.04525,140.72825,18.8155,51.7375,25.285,31.31625,-9.389,-5.10125,3.567
1,13.75,0.21,0.6345,1.478,2.27025,8.105,102.37175,15.9505,32.496,25.158,11.006,-11.312,-4.8625,3.797
1,14.25,0.21225,0.69575,1.469,2.0305,7.79675,64.90375,6.8085,17.289,79.20425,0.441500000000005,-7.03275,-4.47875,3.993
1,14.75,0.18,0.66,1.58,2.005,8.108,45.44375,7.6535,8.53625000000001,-2.24125,-4.527,-8.0795,-4.01,4.02125
1,15.25,0.16175,0.547,1.386,1.7775,8.666,45.0905,5.29075,4.64275,-16.95975,1.20125,-10.253,-3.5135,4.0215
1,15.75,0.122,0.438,1.018,1.464,8.9915,23.98425,4.0155,-24.79,-16.5775,-10.012,-18.89175,-3.156,4.023
1,16.25,0.1,0.337,0.724,0.95325,9.402,9.6985,1.67325,-43.995,-18.61175,-31.908,-26.77875,-2.05,4.029
1,16.75,0.06,0.3405,0.345,0.71375,9.782,-1.5,-1.836,-82.655,-4.97325,-53.426,-19.2265,-0.845,4.0205
1,17.25,0.04,0.17175,-0.342,0.00925000000000065,10.436,-11.12875,-4.0745,-95.175,-32.66825,-64.525,-15.6855,-0.8995,4.012
1,17.75,0.03,0.28,-0.829,-0.342249999999999,10.846,-10.261,-2.155,-94.96,-38.40475,-71.76975,-13.657,-0.478,4.002
1,18.25,0.04,0.32,-0.805,-0.105249999999999,10.314,-8.89575,-1.7515,-93.085,-72.18025,-83.28175,-13.06,-0.66125,3.9805
1,18.75,0.03175,0.31,-1.396,-0.108749999999999,10.858,-8.3605,-1.6145,-91.795,-33.52275,-72.963,-14.44375,-0.6025,3.973
1,19.25,0.04,0.323,-1.594,-0.3855,11.198,-8.29675,-1.68525,-92.99,-27.69775,-72.0855,-17.09,-0.747,3.926
1,19.75,0.04,0.23175,-1.444,-0.196,11.244,-8.3235,-1.85675,-90.755,-55.5265,-84.132,-10.197,-0.4395,3.8605
1,20.25,0.04,0.37175,-1.226,-0.12225,11.044,-8.101,-1.55225,-91.09,-48.21475,-88.597,-14.80225,-0.427,3.791
1,20.75,0.04,0.25175,-1.259,-0.0389999999999999,10.672,-8.8405,-2.05525,-91.23,-26.59275,-81.4595,-10.932,-0.3345,3.7255
1,21.25,0.04,0.28175,-1.233,-0.02125,10.12225,-8.141,-1.82225,-91.595,-36.5695,-84.9825,-20.685,-0.45,3.663
1,21.75,0.0315,0.3215,-1.347,-0.4585,9.85925,-8.02075,-2.0375,-90.83,-26.04025,-77.90125,-17.6255,-0.5155,3.6115
1,22.25,0.03,0.232,-1.614,-0.774,10.016,-8.6415,-1.8275,-90.41,-39.864,-83.6075,-14.76,-0.4665,3.5585
1,22.75,0.03,0.202,-1.703,-1.042,9.868,-8.31625,-2.2575,-88.86,-95.449,-87.09225,-12.74675,-0.9625,3.504
1,23.25,0.04,0.2615,-1.813,-1.3045,9.69,-8.19775,-1.7775,-89.31,-49.798,-80.06025,-11.218,-0.955,3.4465
1,23.75,0.04,0.2645,-1.906,-1.39,9.3,-8.7815,-2.213,-89.445,-63.926,-81.9125,-19.9675,-0.6145,3.3865
2,0.25,0.04,0.346,-0.2845,0.272,12.66,-8.203,-1.944,-89.75425,-59.008125,-91.944,-15.8465,-0.703,4.16125
2,0.75,0.04,0.326,-0.5025,0.118,11.72275,-8.14625,-2.041,-89.45925,-67.681875,-90.548,-35.50225,-0.583,4.0825
