DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1
1,0.25,-0.522164011125,-130.50468998,-9.16808251575,0.017785780175,360.77175,0.093947105,-19.29145,-19.4404,39.716535722075,0.012059380645,0.2,-11.6506,-2.9751,-5.426815,-2.761525,1.082465,0.061679,-79.07334,0.303913,-1.3667375,-0.60016975
1,0.75,-1.1335140589,-98.849159046,-18.554350867,0.00150157132,361.53175,0.086432612425,-19.348125,-19.6662,40.738474725,0.008253429275,0.2,-11.7024,-2.76816,-5.1395825,-2.928275,1.0741075,0.06436,-79.10669,0.260045125,-1.4068525,-0.5965475
1,1.25,-0.7500538122,-115.100267165,-5.098053305875,0.01429442042395,361.81,0.105914,-19.52045,-19.7956,40.0736974134,0.00412971816,0.2,-11.7332,-2.88028,-5.27304,-2.77315,1.071745,0.057917,-79.68244,0.303480875,-1.439545,-0.5949485
1,1.75,-1.0203193982,-98.2047197005,-11.365794706125,0.00160134918607,361.727,0.1498507,-19.536875,-19.7692,42.1063464911,0.003002322165,0.2,-11.7382,-2.6989,-5.69685,-2.8173,1.08089,0.06252675,-79.5381025,0.3504265,-1.45066,-0.59230625
1,2.25,-0.5191802865,-104.044726625,-7.751252398,0.0097193716,361.9875,0.13172202,-19.5988,-20.0014,42.0514304297,0.00318795999,0.2,-11.7396,-2.61408,-5.7217375,-2.804425,1.07809,0.07204875,-79.39241,0.29902175,-1.4554125,-0.59352825
1,2.75,-0.572477403,-115.8257933025,-12.863102049,0.00871147195,362.07,0.1245885175,-19.997925,-20.2338,42.843794414425,0.000209999735,0.2,-11.7318,-2.75528,-5.76507,-2.856375,1.07899,0.0711145,-79.0358,0.331284,-1.4675025,-0.59815725
1,3.25,-1.150182420225,-93.977566104,-20.11782685775,0.0148328375,362.0075,0.13411515,-20.08485,-20.378,42.3045241682,0,0.2,-11.7694,-2.76664,-4.94543,-2.90605,1.0928575,0.06622625,-79.25682,0.297787625,-1.4856575,-0.603098
1,3.75,-1.06035534425,-98.99616165875,-10.600312336,0.02209002325,361.4625,0.1506013975,-20.290875,-20.4656,42.0290735065,0,0.2,-11.763,-2.62918,-5.43401,-2.91495,1.1060625,0.067751,-79.28696,0.31009425,-1.4955475,-0.614704
1,4.25,-0.978546854,-90.315886025,-10.83436278995,0.026030284,361.2255,0.14274654115,-20.591975,-20.8892,42.65918142325,0,0.2,-11.7336,-2.7063,-5.51069,-2.915125,1.09522,0.06682425,-79.199445,0.346976625,-1.5035575,-0.623959
1,4.75,-0.589547235,-80.193252172,-10.4662283168,0.015844016,362.0245,0.1104210692,-20.9359,-21.269,40.978526685,0,0.2,-11.7562,-2.71084,-4.90855,-2.835675,1.0914975,0.0622275,-80.7425075,0.331383125,-1.4991275,-0.63817125
1,5.25,-0.7862333184,-107.041247195,-60.422425834,0.005495258625,361.702,0.1425945875,-20.6265,-21.4,41.6746397474,0,0.2,-11.858,-2.3315,-5.5304025,-2.821975,1.0955,0.059471,-79.431445,0.38553375,-1.4803925,-0.64804175
1,5.75,-0.6815055774,-99.60345258,-17.016680906,0.012337869,361.59,0.111493796375,-21.0159,-21.6128,41.6993374688,0,0.2,-11.7786,-2.42304,-5.3768775,-2.89355,1.0913175,0.06100125,-79.096555,0.417188,-1.5023125,-0.6573195
1,6.25,-0.428819368,-85.815095666,-11.7841965775,0.010978976,361.722,0.1274969032,-20.734625,-21.4976,40.6251571906,0,0.2,-11.8264,-2.35028,-5.90066,-2.883375,1.0870075,0.067143,-79.9201425,0.407651,-1.5298075,-0.669438
1,6.75,-1.244390319875,-107.76452431,-38.56975022475,0.01438974175,361.8965,0.0734553175,-20.53545,-21.2112,39.996106685,0,0.2,-11.7334,-2.26712,-5.6862675,-2.717125,1.0830475,0.058252,-80.3640225,0.54829425,-1.5551175,-0.68240025
1,7.25,-0.36124663825,-103.64712364,-8.23134156785,0.014548162,361.597,0.114899257175,-21.1175,-21.7924,39.943537938,0,0.2,-6.8539,-1.69678,-1.9993325,-1.55055,1.2006275,0.253994,-76.17781,1.55954,-1.579705,-0.69100825
1,7.75,-1.41563568535,-97.75143661,-19.35699218275,0.0272183535,361.86125,0.134786816225,-21.2601,-21.5988,38.7560411504,0,0.2,0.875922,0.074222,2.2296725,0,1.3566375,0.33177,-65.44907,2.42849,-1.593525,-0.70059275
