DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,G,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA_1_1_1,CO2,VPD_1_1_1,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O
1,0.25,0.28425,2.646,4.17175,0.2105,-9.97425,2.76825,-21.079,3.135,4.11,94.2,94.798,383.441,2.26,-37.847,0,-1.617,0,2.706,266.815,326.195,8.6635
1,0.75,0.282,2.688,4.224,0.216,-10.342,3.186,-20.09,3.072,4.026,94.301,94.791,383.849,2.16,-37.067,0,-1.044,0,2.74,268.125,325.068,8.592
1,1.25,0.29575,2.996,4.61,0.123,-8.80975,3.41,-18.562,2.807,3.95,93.801,94.766,383.854,2.19,-38.068,0,-1.174,0,2.69,269.962,325.042,8.523
1,1.75,0.332,2.957,4.678,0.182,-9.329,3.835,-19.169,2.687,3.911,94.301,94.777,384.007,2.05,-37.221,0,-1.056,0,2.646,272.399,325.207,8.2295
1,2.25,0.328,2.8,4.627,0.286,-8.093,4.687,-20.742,2.628,3.879,96.3,94.782,384.047,1.97,-34.669,0,-1.264,0,2.58,272.278,323.51,8.7165
1,2.75,0.315,2.059,4.49775,0.2615,-4.119,4.5185,-20.792,2.592,3.856,97.301,94.797,382.87225,1.85,-35.164,0,-1.21,0,2.51,268.542,322.809,8.46125
1,3.25,0.31,1.958,4.735,0.1495,-5.203,4.363,-21.437,2.512,3.696,98.1,94.785,384.197,1.67,-36.754,0,-1.127,0,2.505,268.353,322.669,8.302
1,3.75,0.32375,1.645,4.714,0.19475,-4.959,3.246,-21.619,2.45,3.631,99.801,94.755,383.7205,1.54,-34.351,0,-1.17,0,2.648,272.191,319.139,8.375
1,4.25,0.294,1.594,4.387,0.25225,-6.064,3.29375,-21.83,2.427,3.55,100,94.785,385.04775,1.5,-35.855,0,-1.303,0,2.65,269.524,319.414,8.435
1,4.75,0.317,0.98,4.455,0.243,-3.97,3.539,-20.594,2.306,3.473,100,94.764,384.8005,1.36,-33.846,0.005,-0.851,0.003,2.686,271.714,317.922,8.322
1,5.25,0.319,1.05,4.599,0.275,-3.448,5.434,-21.132,2.207,3.395,98.8,94.761,385.159,1.33,-33.18,0,-0.541,0,2.589,270.887,316.948,8.224
1,5.75,0.30625,0.564,4.68075,0.243,-5.2335,3.77125,-21.589,2.165,3.296,97.5,94.75,384.746,1.34,-33.562,0,-0.427,0,2.714,273.89,317.595,8.072
1,6.25,0.31025,0.419,4.516,0.31625,-5.24125,3.954,-22.7,2.162,3.224,97.801,94.741,384.722,1.27,-32.544,0,-0.749,0,2.517,276.691,316.907,7.826
1,6.75,0.31325,0.396,4.4335,0.3325,-5.423,3.118,-23.707,2.086,3.152,97,94.785,385.10275,1.15,-35.842,0,-1.036,0,2.572,278.247,315.191,7.921
1,7.25,0.324,0.044,4.3385,0.206,-4.498,2.872,-21.947,1.986,3.09,97.6,94.794,385.7855,1.05,-29.929,0.196,-0.769,0,2.419,274.458,315.492,7.90825
1,7.75,0.34,0.227,4.611,0.2005,-1.67075,3.54,-20.815,1.875,3.041,99.1,94.809,384.221,1.01,-29.079,10.298,5.008,1.895,4.024,273.912,315.419,8.202
1,8.25,0.3505,0.309,4.844,0.199,-1.8605,6.008,-18.057,1.803,3.004,99.7,94.82,385.462,1.39,-6.851,85.78,45.482,10.936,21.984,276.477,316.68,8.33975
1,8.75,0.3575,1.668,5.07725,0.143,14.2585,11.86225,-12.552,1.82,2.959,96,94.866,386.1255,1.63,23.015,237.79,120.161,30.503,39.357,266.968,322.9,8.2265
1,9.25,0.3515,3.064,5.15075,0.2235,45.309,19.44525,-3.827,1.79,2.968,90.3,94.852,384.805,2.29,71.203,401.75,206.78,52.29,54.165,266.594,330.586,8.52
1,9.75,0.37325,4.364,5.52225,0.0415,74.54975,26.595,9.871,1.929,2.956,84.6,94.852,384.108,2.97,117.981,570.201,291.421,74.89,67.942,270.672,340.867,8.4735
1,10.25,0.392,6.144,5.654,0.055,106.364,26.373,22.558,2.129,2.964,78.6,94.879,382.93225,3.57,168.05,720.58,377.87,92.971,83.073,273.694,350.628,8.511
1,10.75,0.3935,7.36,5.561,-0.1425,134.5015,30.50625,36.291,2.417,2.987,75.2,94.876,382.2805,4.51,206.94,848.261,446,113.84,95.9175,277.349,361.428,8.5635
1,11.25,0.406,8.73,5.583,0.038,141.683,33.002,49.093,2.883,3.068,70.1,94.871,381.7985,5.52,232.33,941.81,493.74,129.09,108.51,278.43,373.087,8.48275
1,11.75,0.423,10.221,6.016,-0.053,162.862,36.161,60.033,3.403,3.241,67.74,94.862,381.30025,6.3,254.101,1031.5,539.651,140.46,118.41,283.446,383.387,8.517
1,12.25,0.437,10.711,5.949,0.219,171.1585,36.03825,69.95,3.912,3.427,64.24,94.817,380.913,7.22,263.541,1066.2,566.11,148.74,124.1,285.669,387.967,8.743
