DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,PPFD_OUT,APAR,FAPAR,WS,USTAR,PA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1
1,0.25,0.3,-11.5,1.65,-0.10967,-5.6,83.6,-16.2,0,0,0,0,0,0,2.795,0.3,99.05,-6.2,1.7,1.9,2.7,3.7
1,0.75,0.3,-10.7,1.6,-0.10512,-5.7,83.5,-14.8,0,0,0,0,0,0,2.8,0.3,99.07,-6.1,1.7,1.9,2.7,3.7
1,1.25,0.3,-10.1,1.6,-0.111565,-5.7,83.6,-15.1,0,0,0,0,0,0,2.79,0.305,99.07,-6.5,1.7,1.9,2.7,3.7
1,1.75,0.3,-9.4,1.9,-0.10663,-5.7,84,-13.7,0,0,0,0,0,0,2.72,0.3,99.07,-6.4,1.7,1.9,2.7,3.7
1,2.25,0.2,-9.8,1.9,-0.09969,-5.8,84.6,-13.3,0,0,0,0,0,0,2.71,0.29,99.09,-6.4,1.7,1.9,2.7,3.7
1,2.75,0.2,-10.3,1.4,-0.10008,-5.8,84.9,-13.4,0,0,0,0,0,0,2.71,0.29,99.09,-6.3,1.7,1.9,2.7,3.7
1,3.25,0.3,-9.6,1.7,-0.091655,-5.8,84.8,-14,0,0,0,0,0,0,2.69,0.28,99.1,-6.6,1.7,1.9,2.7,3.7
1,3.75,0.2,-9.75,1.8,-0.09293,-5.9,85.2,-13.7,0,0,0,0,0,0,2.62,0.28,99.08,-6.6,1.7,1.9,2.7,3.7
1,4.25,0.2,-9.9,1.7,-0.09756,-6,85.3,-13.9,0,0,0,0,0,0,2.605,0.29,99.08,-6.5,1.7,1.9,2.7,3.7
1,4.75,0.3,-10.35,2,-0.09288,-6,85.4,-12.4,0,0,0,0,0,0,2.585,0.28,99.08,-6.4,1.7,1.9,2.7,3.7
1,5.25,0.3,-10,1.75,-0.0928,-6.1,85.4,-12.8,0,0,0,0,0,0,2.6,0.28,99.09,-6.5,1.7,1.9,2.7,3.7
1,5.75,0.3,-9.6,1.75,-0.0912,-6.2,85.4,-13.6,0,0,0,0,0,0,2.57,0.275,99.09,-6.6,1.7,1.9,2.7,3.7
1,6.25,0.3,-9.2,1.85,-0.08972,-6.4,85.4,-12.3,0,0,0,0,0,0,2.525,0.27,99.1,-6.6,1.7,1.9,2.7,3.7
1,6.75,0.2,-9.3,1.9,-0.08804,-6.4,85.7,-12.1,0,0,0,0,0,0,2.52,0.27,99.1,-6.2,1.7,1.9,2.7,3.7
1,7.25,0.3,-8.4,1.85,-0.09239,-6.3,85.7,-8.6,3.1,0.9,8.4,2.7,3.75,43.06,2.615,0.28,99.11,-6.6,1.7,1.9,2.7,3.7
1,7.75,0.3,-4.3,3.4,-0.10649,-6.3,85.2,-0.5,21.9,8.8,50.9,16.3,28.8,63.09,2.7,0.3,99.13,-6.3,1.7,1.9,2.7,3.7
1,8.25,0.2,5.8,6.2,-0.12554,-5.9,83.8,12.9,55.7,22.2,127.5,42,72.5,69.005,2.89,0.32,99.16,-6.1,1.7,1.9,2.7,3.7
1,8.75,0.2,21.1,9.3,-0.14588,-5.4,81.7,35.6,98.5,38.8,233.9,70.8,120.5,69.755,3.085,0.35,99.2,-5.7,1.7,1.9,2.7,3.7
1,9.25,0.2,36.1,11.95,-0.170525,-5,79.3,58.3,147.3,51.6,323.5,98.2,171.25,69.705,3.315,0.38,99.22,-4.7,1.7,1.9,2.7,3.7
1,9.75,0.2,52.7,14.6,-0.18396,-4.5,77.1,84.4,193.2,65.4,422.05,127.6,229.5,69.67,3.495,0.39,99.22,-4.3,1.7,1.9,2.7,3.7
1,10.25,0.1,65.7,15.5,-0.188405,-4.1,74.5,104.8,225.8,75.2,527.35,148.5,276.25,70.24,3.54,0.4,99.21,-4,1.7,1.9,2.7,3.7
1,10.75,0.2,77.4,17.5,-0.20302,-3.8,72.5,120.2,269.2,85,611.3,166.4,332.85,69.805,3.58,0.41,99.18,-3.4,1.7,1.9,2.7,3.7
1,11.25,0.2,85.95,18.2,-0.21699,-3.4,71.6,128,288.8,91.1,682.55,178.4,355.15,70.04,3.74,0.43,99.17,-3.4,1.7,1.9,2.7,3.7
1,11.75,0.3,88,18.9,-0.22378,-3.1,70.1,137.1,281.5,90.6,668.9,181.7,371.55,70.7,3.795,0.43,99.135,-2.8,1.7,1.9,2.7,3.7
1,12.25,0.2,86.2,19.2,-0.23231,-3.1,69.6,126.5,275.5,84.3,659.45,168.3,336.4,71.52,3.85,0.44,99.14,-2.8,1.7,1.9,2.7,3.7
1,12.75,0.3,82.35,18.4,-0.23484,-2.8,68.5,126.1,270.6,83.1,657.1,167,345,71.6,3.83,0.44,99.11,-2.7,1.7,1.9,2.7,3.7
1,13.25,0.2,74.7,17.6,-0.21796,-2.4,68.1,105.1,247.9,74.4,586.45,150.3,282.7,72.165,3.88,0.43,99.09,-2.6,1.7,1.9,2.7,3.7
1,13.75,0.2,64,16.15,-0.22121,-2.4,68.4,88,212.6,68,498,125.1,250.6,72.7,3.78,0.43,99.1,-2.7,1.7,1.9,2.7,3.7
1,14.25,0.2,52.6,14.7,-0.21313,-2.5,68.8,75.6,178.2,52.9,404.5,105.2,220.6,72.865,3.79,0.42,99.09,-2.8,1.7,1.9,2.7,3.7
1,14.75,0.2,36.2,12.7,-0.20872,-2.6,69.2,56.1,141.3,42.5,325,86.4,176.05,73.19,3.78,0.42,99.12,-2.8,1.7,1.9,2.7,3.7
1,15.25,0.2,22.4,10.35,-0.19223,-2.7,69.5,33.2,102,30.4,228.85,62.2,124.7,73.545,3.635,0.4,99.115,-3.3,1.7,1.9,2.7,3.7
1,15.75,0.2,6.9,7.6,-0.17722,-2.9,71.5,11.3,58.8,18.5,130.9,36.1,76.6,73.64,3.55,0.385,99.13,-3.8,1.7,1.9,2.7,3.7
1,16.25,0.3,-5.5,5.3,-0.15491,-3.4,73.5,-3.3,27.2,7.6,53.4,14.8,31.2,71.15,3.34,0.36,99.12,-3.8,1.7,1.9,2.7,3.7
1,16.75,0.3,-12.35,3.1,-0.1301,-3.6,75.1,-18.1,3.2,0.9,7.6,2.5,4.2,43.45,3.105,0.33,99.13,-4.4,1.7,1.9,2.7,3.7
1,17.25,0.3,-14.75,2.15,-0.10521,-3.9,76.5,-20.6,0,0,0,0,0,0,2.905,0.3,99.13,-4.8,1.7,1.9,2.7,3.7
1,17.75,0.3,-13,2.35,-0.11078,-4,77.4,-22.2,0,0,0,0,0,0,2.91,0.305,99.14,-5.2,1.7,1.9,2.7,3.7
1,18.25,0.3,-12.8,2.1,-0.11494,-4.1,78.4,-18.6,0,0,0,0,0,0,2.865,0.31,99.13,-5.1,1.7,1.9,2.7,3.7
1,18.75,0.3,-12.2,1.6,-0.11136,-4.2,79.5,-19.4,0,0,0,0,0,0,3,0.3,99.13,-5.4,1.7,1.9,2.7,3.7
1,19.25,0.3,-12.9,1.5,-0.11464,-4.2,80.4,-21,0,0,0,0,0,0,2.89,0.31,99.13,-5.3,1.7,1.9,2.7,3.7
1,19.75,0.3,-12.7,1.3,-0.118585,-4.4,80.7,-18.3,0,0,0,0,0,0,2.9,0.315,99.12,-5.7,1.7,1.9,2.7,3.7
1,20.25,0.3,-12,1.7,-0.1186,-4.6,81.2,-19.2,0,0,0,0,0,0,2.83,0.31,99.11,-5.3,1.7,1.9,2.7,3.7
1,20.75,0.3,-11.5,1.3,-0.10661,-4.8,81.7,-18.5,0,0,0,0,0,0,2.785,0.3,99.1,-5.7,1.7,1.9,2.7,3.7
1,21.25,0.3,-11.5,1.3,-0.104305,-5,81.8,-19.1,0,0,0,0,0,0,2.76,0.295,99.1,-6,1.7,1.9,2.7,3.7
1,21.75,0.3,-11.55,1,-0.113265,-5,82,-17.6,0,0,0,0,0,0,2.84,0.31,99.09,-5.8,1.7,1.9,2.7,3.7
1,22.25,0.3,-11.7,1.3,-0.113,-5.2,82.1,-18.9,0,0,0,0,0,0,2.89,0.31,99.08,-5.8,1.7,1.9,2.7,3.7
1,22.75,0.3,-12.4,1.5,-0.111865,-5.3,82.5,-16.2,0,0,0,0,0,0,2.83,0.31,99.06,-5.9,1.7,1.9,2.7,3.7
1,23.25,0.3,-12.65,1.5,-0.10526,-5.4,83,-18,0,0,0,0,0,0,2.78,0.3,99.07,-5.9,1.7,1.9,2.7,3.7
1,23.75,0.3,-12.05,1,-0.10397,-5.5,83.2,-18.4,0,0,0,0,0,0,2.73,0.3,99.05,-6,1.7,1.9,2.7,3.7
2,0.25,0.2,-10.7,1.5,-0.07501,-4.35,81.9,-18.15,0,0,0,0,0,0,2.43,0.25,99.1,-2.8,1.7,1.8,2.4,3.1
2,0.75,0.2,-10.9,1.6,-0.07405,-4.6,82,-18.7,0,0,0,0,0,0,2.505,0.25,99.09,-3.3,1.7,1.8,2.4,3.1
2,1.25,0.2,-10.55,1.7,-0.081565,-4.6,82.55,-18.2,0,0,0,0,0,0,2.43,0.26,99.09,-3,1.7,1.8,2.4,3.1
2,1.75,0.2,-12,1.65,-0.08126,-4.8,82.85,-16.9,0,0,0,0,0,0,2.51,0.26,99.09,-3.7,1.7,1.8,2.4,3.1
2,2.25,0.2,-10.3,1.75,-0.07615,-4.95,83.25,-16.35,0,0,0,0,0,0,2.48,0.25,99.095,-3.6,1.7,1.8,2.4,3.1
2,2.75,0.3,-11.3,1.85,-0.07615,-5.2,83.85,-16.3,0,0,0,0,0,0,2.425,0.25,99.09,-3.3,1.65,1.8,2.4,3.1
2,3.25,0.3,-11.6,1.7,-0.07586,-5.25,83.95,-17.05,0,0,0,0,0,0,2.4,0.25,99.075,-3.8,1.7,1.8,2.4,3.1
2,3.75,0.2,-9.1,1.8,-0.07068,-5.4,84.3,-15.55,0,0,0,0,0,0,2.32,0.24,99.07,-3.8,1.65,1.8,2.4,3.1
2,4.25,0.3,-8.9,1.5,-0.069785,-5.6,84.25,-15.65,0,0,0,0,0,0,2.365,0.24,99.085,-3.6,1.7,1.8,2.4,3.1
2,4.75,0.3,-10,1.5,-0.0755,-5.75,85,-16.9,0,0,0,0,0,0,2.365,0.25,99.11,-3.5,1.6,1.8,2.4,3.1
2,5.25,0.3,-9.9,1.65,-0.077575,-5.7,84.95,-15.6,0,0,0,0,0,0,2.425,0.25,99.115,-3.7,1.6,1.8,2.4,3.1
2,5.75,0.3,-9.1,1.9,-0.07561,-5.8,85.2,-15.15,0,0,0,0,0,0,2.42,0.25,99.115,-3.6,1.6,1.8,2.4,3.1
2,6.25,0.3,-9.7,1.95,-0.076975,-5.85,85,-14.15,0,0,0,0,0,0,2.38,0.25,99.1,-3.9,1.6,1.8,2.4,3.1
2,6.75,0.3,-8.15,2.4,-0.073945,-5.9,84.95,-10.45,2.25,0.7,4.7,2,0.6,14.92,2.37,0.25,99.11,-4,1.6,1.8,2.4,3.1
2,7.25,0.3,-5.6,3.4,-0.09119,-5.8,84.65,-1.9,26.7,8.6,47.4,15.35,23.9,65.34,2.54,0.28,99.12,-3.6,1.6,1.8,2.4,3.1
2,7.75,0.2,4.3,7,-0.10655,-5.4,83.4,13.5,73.1,25.9,140,42.9,71.15,70.07,2.66,0.3,99.15,-3.5,1.6,1.8,2.4,3.1
2,8.25,0.2,19.3,9.8,-0.12937,-4.8,81.25,42,131.4,43.2,265.6,75,133.1,71.64,2.94,0.33,99.16,-2.9,1.6,1.8,2.4,3.1
2,8.75,0.2,37.7,12.45,-0.15227,-4.15,77.75,68.45,189.25,60.7,394.8,106.35,198.2,71.77,3.21,0.36,99.175,-2.8,1.7,1.8,2.4,3.1
2,9.25,0.2,53.9,14.9,-0.16865,-3.75,75.4,93.85,247.65,77.9,528.15,136.65,274.2,72.4,3.365,0.37,99.18,-2,1.7,1.8,2.4,3.1
2,9.75,0.1,71.8,18.05,-0.17989,-3.25,71.8,118.95,312,91,650.7,162.95,328.4,72.53,3.485,0.39,99.185,-2,1.7,1.8,2.4,3.1
2,10.25,0.1,89.9,20.55,-0.1911,-2.7,69,152.55,383.3,101.5,769.05,191.2,419.6,73.26,3.56,0.4,99.2,-1.85,1.7,1.8,2.4,3.1
2,10.75,0.1,99.2,21.6,-0.18529,-2.3,66.9,164,390.25,110.45,811.3,199,435,73.66,3.595,0.39,99.225,-1.5,1.7,1.8,2.4,3.1
