DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
1,0.25,0.093,-4.96225,1.90475,0.16675,0.162,-0.07575,-49.507,-4.68875,-0.65925,-0.95,-7.5765,-0.78875,-0.13125,41.6025,77.53,385.06225,1.0025,-107.95,0.336,-3.6305,1.229,187.2,278.15,2.621,0.335
1,0.75,0.08125,-5.042,1.948,0.249,0.144,-0.04825,-52.6875,-4.6275,-0.3225,-1.46,-7.667,-0.88825,-0.12675,43.21,77.536,385.149,0.9175,-106.6,0.336,-3.5995,1.128,188.05,277.45,2.51375,0.335
1,1.25,0.108,-5.30475,1.98825,0.152,0.06725,-0.092,-53.6095,-4.196,-0.28525,-1.231,-7.91,-0.95325,-0.12575,42.53,77.54275,385.11675,0.895,-105.1,0.336,-3.5965,1.2865,187,277.45,2.526,0.3355
1,1.75,0.075,-5.72075,1.79175,0.144,0.0875,-0.088,-47.9685,-5.292,-0.197,-1.4305,-8.3675,-0.96775,-0.1275,42.61,77.5375,385.1185,0.7775,-105,0.336,-3.661,1.287,184.75,276.75,2.5325,0.335
1,2.25,0.08575,-5.5265,1.84575,0.1585,0.10975,-0.0655,-49.84,-3.509,-0.2105,-1.5695,-8.845,-0.9795,-0.13175,42.705,77.52025,385.23675,0.7825,-104.9,0.336,-3.5335,1.3505,185.4,277.3,2.4065,0.336
1,2.75,0.078,-5.49475,1.85225,0.1575,0.09425,-0.09925,-49.265,-4.699,-0.40475,-1.2035,-9.0825,-0.98975,-0.1345,43.48,77.515,385.2545,0.695,-105.65,0.336,-3.574,1.112,183.6,275.7,2.255,0.336
1,3.25,0.08075,-5.38825,1.751,0.14575,0.08725,-0.12725,-52.8745,-3.8145,-0.20225,-1.36475,-9.465,-1.002,-0.137,42.395,77.5075,385.32675,0.8225,-105.65,0.336,-3.4535,1.1925,183.45,275.15,2.1355,0.3355
1,3.75,0.076,-5.7855,1.8605,0.09275,0.07025,-0.09275,-47.912,-5.2725,-0.235,-1.1395,-9.2525,-1.01225,-0.137,41.695,77.49075,385.58775,0.8675,-104.8,0.336,-3.4365,1.1495,182.9,273.35,2.24775,0.335
1,4.25,0.09,-5.471,1.868,0.13875,0.10025,-0.084,-49.0345,-3.5495,0.08275,-1.07825,-9.195,-1.018,-0.144,40.345,77.47775,385.55475,0.7525,-104.15,0.336,-3.3365,1.3035,183.1,273,2.238,0.335
1,4.75,0.073,-5.8435,1.91075,0.1485,0.10325,-0.10875,-49.4635,-4.9015,-0.03625,-1.322,-9.735,-1.0275,-0.15125,41.665,77.4625,385.56525,0.78,-103.95,0.336,-3.3115,1.2385,184.35,273,2.2055,0.335
1,5.25,0.082,-5.5845,1.85725,0.137,0.0925,-0.0675,-47.99,-4.0135,-0.111,-1.066,-9.945,-1.03325,-0.15375,41.445,77.465,385.496,0.7025,-101.95,0.336,-3.251,1.2025,184.6,273.4,2.24225,0.336
1,5.75,0.096,-5.78175,1.87825,0.2135,0.124,-0.07125,-48.0275,-3.572,-0.2995,-1.11175,-10.3325,-1.0535,-0.17075,42.245,77.485,385.5265,0.69,-101.5,0.336,-3.255,1.087,186.1,273.2,2.34125,0.336
1,6.25,0.084,-5.79675,1.996,0.17025,0.1045,-0.10575,-50.48,-3.049,-0.3385,-1.34525,-10.5,-1.0645,-0.175,42.12,77.5025,385.43025,0.7175,-101.75,0.336,-3.205,1.218,186.3,273.8,2.2205,0.336
1,6.75,0.096,-5.78175,2.02875,0.1205,0.1405,-0.0915,-49.853,-3.334,-0.116,-1.1445,-10.53,-1.081,-0.177,41.765,77.51325,385.4955,0.77,-102.8,0.336,-3.164,1.199,184.05,273.45,2.2235,0.336
1,7.25,0.0895,-5.74275,2.047,0.135,0.111,-0.068,-51.3925,-3.115,-0.205,-0.6645,-10.77,-1.09575,-0.17925,41.705,77.51575,385.4175,0.605,-101.45,0.4945,-2.3965,1.4015,185.1,273.4,2.31875,0.385
1,7.75,0.129,-5.66925,1.8595,0.148,0.151,-0.076,-44.883,-2.34225,-0.5095,-0.8815,-10.98,-1.131,-0.1865,42.355,77.52775,385.28275,0.5225,-86.5,18.275,9.57,4.129,185.25,274.3,2.279,0.76
1,8.25,0.1295,-5.08525,1.769,0.21175,0.135,-0.091,-25.8485,1.59975,0.1135,-0.9445,-11.055,-1.1485,-0.19225,40.645,77.53,385.319,0.62,-21.48,98.4,60.71,12.9,185.25,274.8,2.3345,1.21
1,8.75,0.17,-4.6065,2.09325,0.28,0.2755,-0.164,-8.60275,6.83775,0.954,-0.643,-11.1625,-1.16,-0.1985,37.98,77.55075,385.0305,0.9475,37.08,205.1,112.8,21.38,186.05,280.2,2.32525,31.78
1,9.25,0.269,-3.8505,2.28775,0.3315,0.3475,-0.19875,2.06275,8.19275,3.8245,-0.2835,-11.185,-1.17075,-0.20225,35.915,77.5775,384.956,1.0775,90.4,320.05,191.6,27.48,188.1,287.35,2.3605,85.65
1,9.75,0.404,-3.24575,2.46075,0.07725,0.306,-0.3385,27.099,8.8715,8.8905,-0.8435,-9.71,-1.12475,-0.20325,34.175,77.6,384.76325,1.265,140.2,464.6,255.5,35.28,190.8,293.15,2.442,120.55
1,10.25,0.4495,-2.8,2.658,-0.105,0.07175,-0.331,65.817,9.61275,11.2005,-2.1095,-7.93375,-1.043,-0.2085,30.57,77.61,384.6365,1.5125,221.3,707.85,367.2,43.395,195.2,301.1,2.45775,139.3
1,10.75,0.513,-2.305,2.698,-0.32275,-0.045,-0.29425,108.061,8.524,15.51575,-1.54975,-5.9685,-0.947,-0.2145,27.5675,77.6275,384.18,1.8275,272.15,806,417,49.365,198,305.6,2.41425,155.4
1,11.25,0.517,-1.958,2.716,-0.3855,-0.179,-0.2155,111.007,4.347,15.187,-1.914,-5.4735,-0.94875,-0.21475,25.91,77.6175,383.677,2.0925,295.675,861.25,447.575,53.97,199.825,306.8,2.353,159.15
1,11.75,0.5385,-1.323,2.807,-0.4205,-0.3325,-0.21525,141.7455,2.6735,17.529,-1.8295,-5.365,-0.764,-0.222,25.15,77.5975,383.781,1.865,287.35,854,444.25,60.63,202.3,309.65,2.473,175.45
1,12.25,0.5685,-1.097,2.77,-0.4775,-0.30675,-0.1385,155.008,1.4355,20.517,-1.56425,-5.313,-0.631,-0.213,23.6975,77.5775,383.49,2.0225,319.4,945,496.2,61.215,206,311.45,2.578,174.075
1,12.75,0.557,-0.9405,2.815,-0.5315,-0.4105,-0.16075,160.87275,1.7825,19.446,-2.437,-5.251,-0.617,-0.214,23.0375,77.54,383.433,2.1025,345.75,1011.5,536.6,61.06,202.7,313.65,2.6225,171.9
1,13.25,0.6145,-0.603,2.73725,-0.442,-0.333,-0.12,169.21325,0.4965,19.73825,-2.062,-5.231,-0.617,-0.213,22.59,77.49775,383.43575,2.26,355.3,1025.5,543.8,58.29,203.4,314.1,2.434,172.85
1,13.75,0.576,-0.21725,2.7415,-0.593,-0.501,-0.116,157.7525,-3.34025,14.011,-1.6855,-4.801,-0.595,-0.21,22.42,77.4685,383.2165,2.295,275.95,857,450.35,51.14,204.6,314.55,2.357,179.65
1,14.25,0.587,-0.252,2.662,-0.56,-0.51325,-0.1435,138.3,-6.26375,13.88375,-1.225,-4.709,-0.563,-0.201,22.78,77.445,383.091,2.495,251.4,769,407.8,47.74,204.8,315,2.391,182.8
1,14.75,0.6075,-0.04,2.84,-0.55175,-0.58075,-0.064,116.902,-4.761,11.42825,-1.59675,-4.628,-0.54,-0.201,22.57,77.4375,383.074,2.4,227.85,673.3,369.3,43.52,202.2,314.65,2.47975,169.85
1,15.25,0.6045,-0.30475,2.81075,-0.30725,-0.3155,-0.04475,97.154,-5.924,11.60025,-1.32875,-4.582,-0.508,-0.201,24.235,77.4375,383.308,2.19,140.15,461.95,256.85,36.045,202.6,313.05,2.67325,151.9
1,15.75,0.542,-0.462,2.69,-0.285,-0.2615,-0.061,64.475,-6.496,10.32375,-0.83825,-4.553,-0.477,-0.195,24.7175,77.44,383.2375,2.15,76.03,362.05,201.5,28.985,200.55,310.55,2.652,137.45
1,16.25,0.507,-0.798,2.702,0.004,-0.025,-0.0125,30.496,-9.927,6.89625,-0.836,-4.544,-0.474,-0.189,24.925,77.44,383.18425,2.16,26.2,201.65,106,19.985,199.45,308.65,2.68,111.25
1,16.75,0.446,-1,2.685,0.1845,0.0895,-0.001,0.594,-13.358,3.65025,-1.17675,-4.533,-0.465,-0.182,26.2275,77.43525,383.251,2.0675,-22.225,106.2,57.56,12.39,195.65,306.15,2.601,77.54
