DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1
1,0.25,0.69847,-1.7815,3.725625,0.9026375,0.7671975,-4.04265,0.928915,1.139,1.0667,89.7965,98.848,419.7975,-8.41955,0.017,-0.319875,0.88153,290.8935,308.89,4.729225,0.28361,1.5083,1.827075,2.6833,3.5665,5.449975,6.933075,-1.0893575,-0.55183,96.725,93.1415
1,0.75,0.677,-1.94475,3.5845,0.909145,0.7764225,-4.22385,0.915,1.162,1.092,89.96,98.812,419.835,-8.371,0.017,-0.293,0.9356125,292.14,308.1775,4.680275,0.27715,1.52515,1.858,2.75,3.633,5.5085,6.9585,-1.167275,-0.654665,97.45825,92.91675
1,1.25,0.696,-1.9937,3.685,0.846275,0.79618,-2.84755,1.0535,1.17,1.1,90.50525,98.802,419.6475,-7.95035,0.017,-0.298475,0.863875,291.98,308.33,4.62655,0.2632425,1.5167,1.85,2.7375,3.633,5.5085,6.9667,-0.9718075,-0.5414175,97.8835,93.025
1,1.75,0.692,-2.109525,3.6897,0.9238625,0.837,-3.424925,1.18475,1.1645,1.1,90.25425,98.819,419.7225,-7.548,0.017,-0.27037,1.06175,291.115,307.78325,4.69275,0.31984,1.525,1.8545,2.75,3.633,5.5165,6.97515,-0.7900825,-0.362415,98.10825,93.825
1,2.25,0.70239,-2.094525,3.7383,0.92,0.81928,-3.9661,1.1335,1.1625,1.1,90.22725,98.82,419.6625,-7.340925,0.017,-0.237,1.0053,289.26,308.53425,4.695325,0.30706,1.521,1.858,2.7375,3.6,5.5,6.9667,-0.7472475,-0.32533,97.02525,94.483
1,2.75,0.665525,-2.07625,3.716775,0.90163,0.79072,-3.30475,1.2143,1.1575,1.092,90.19125,98.851,419.8425,-7.919725,0.01712925,-0.286,0.995495,289.6865,307.245,4.6287,0.32652,1.5167,1.854,2.7335,3.6,5.5165,6.967,-0.7363325,-0.3175825,96.52475,93.6085
1,3.25,0.6905625,-2.011,3.708525,0.921,0.7460975,-3.40245,0.852945,1.149,1.1,90.3805,98.849,419.8975,-7.292,0.017,-0.27,0.96127,290.924,307.92,4.5984,0.2843525,1.5167,1.8625,2.75,3.6,5.4835,6.95,-0.677665,-0.24067,97.50825,94.03325
1,3.75,0.68531,-2.044725,3.7397,0.945825,0.79749,-2.770425,1.0969,1.146,1.1,90.2485,98.841,420.0775,-6.739125,0.017,-0.268,0.9467575,291.555,307.135,4.591275,0.27049,1.5167,1.854,2.7415,3.633,5.47485,6.95835,-0.65883,-0.195915,98.75825,94.6835
1,4.25,0.687775,-2.061,3.733275,0.9045,0.7781875,-2.958,0.7700575,1.144,1.1,90.312,98.823,420.0825,-7.3556,0.017,-0.281,0.95981,291.17,307.33,4.5953,0.29201,1.525,1.8585,2.75,3.617,5.5165,6.9415,-0.9879175,-0.5139175,97.217,94.117
1,4.75,0.65795,-2.1141,3.593825,0.894,0.77286,-2.61965,0.8598225,1.1425,1.092,90.1895,98.839,419.945,-7.5523,0.017,-0.26278,0.828,291,306.195,4.57585,0.307965,1.51685,1.846,2.7375,3.617,5.4835,6.95,-1.2873075,-0.8519175,96.7335,94.24175
