DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,PA,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,TS_2_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,0.0839150000000002,33.0122725,37.2048,3.58469625,3.08749350000001,1.61691325,0.706694,6.78007025,0.524676625,9.39969325,99.1414125,431.69645,10.3439,1.8232825,1.62585725,0.6867404,1.25379375,8.42991874999999,100.562675,6.20546125,0.551137924999998,2.63310725,348.482975,347.14155,1.83387425,5.39130374999999,5.47172249999999,7.41347374999995,7.26581024999995,6.213425
1,0.75,0.0579425000000001,25.33937,34.0964949999999,3.8795985,2.67075175,1.07305,1.17317,6.35752975,0.581897175,8.39960075,99.1358275,437.9918,9.90163699999998,1.954134,1.9827425,0.781626575,0.865412525,8.02129574999999,100.563675,6.2944445,0.411886924999997,2.88776624999999,348.3361,345.6836,1.81694875,5.40133199999999,5.47811424999999,7.28608599999995,7.15034699999995,6.0533
1,1.25,0.0327,17.51994,33.273435,2.6046755,2.4724115,3.29029399999998,0.7463533,6.708484,0.5122158,8.367094,99.1299,451.859775,9.95636899999999,1.867916,1.6872,0.699251,0.7410442,7.590494,100.66655,8.90331374999997,0.745150074999999,2.82156475,348.973425,345.9143,1.73900825,5.40823474999999,5.48618674999999,7.25515774999995,6.99687599999996,6.1699
1,1.75,0.0248,18.57776,36.11381,5.75371449999999,3.557058,1.80430975,1.20642125,6.978894,0.5448258,9.040986,99.14928,484.75155,10.2360425,2.127398,1.732848,0.7695688,0.8369224,8.21448674999999,100.6815,6.39404224999997,0.710718524999999,2.57017475,349.81475,347.035875,1.65315125,5.42964849999999,5.51081299999999,7.17999674999995,6.89796674999996,6.387375
1,2.25,0.03626,20.40908,35.886515,6.17819150000001,3.17863199999999,2.30698,0.920884149999998,6.910472,0.5860132,10.950066,99.20136,459.9448,10.8950325,2.007472,1.8167,0.7648286,0.998327599999999,8.83815199999998,100.68725,7.0585955,0.626585274999999,2.158032,350.28805,351.110925,1.63552375,5.46102424999999,5.53996224999999,7.20813649999996,7.04104774999996,6.7521
1,2.75,0.0524,17.16114,30.3392,3.37090975,3.237594,1.64504025,1.39540425,6.885292,0.5112198,11.051846,99.26094,476.0289,10.721085,2.009126,1.685128,0.7240684,0.88175,8.78947174999998,100.68695,9.10049024999998,0.523154049999999,2.50960925,351.044625,351.26695,1.7557065,5.48735024999999,5.56682224999999,7.72760799999999,7.58625949999999,6.781125
1,3.25,0.0327,15.09076,28.73592,4.133475,3.150994,2.43249325,0.880265249999999,6.419762,0.5464988,10.957184,99.29374,468.4191,10.25747,1.90322,1.670346,0.7226468,1.001444,8.66567399999998,100.67095,6.97839874999999,0.4000847,2.409191,351.5219,351.97295,1.80132125,5.51416574999999,5.59381824999999,8.49121999999999,8.15507999999999,6.9989
1,3.75,0.02618,15.11408,50.2628299999999,7.17453899999998,2.803388,2.26265024999999,0.549032,6.718238,0.5534116,10.830356,99.28156,442.88245,10.72504,1.855516,1.640948,0.7004106,0.9752982,8.69142374999999,100.729825,6.87424224999999,0.780544125,2.37874325,352.076575,352.141925,2.00407825,5.53664949999999,5.64417699999999,8.13939975,7.95470274999999,7.025025
1,4.25,0.02358,18.094,42.82,4.192016,3.175006,1.94821525,1.14650725,6.184554,0.5332014,10.042196,99.25252,451.2082,10.8573375,2.145696,1.859734,0.7157536,0.7095122,8.75135424999999,100.641375,5.43257999999999,1.29504275,2.57964075,350.31565,350.502075,1.9772995,5.57211624999999,5.68726324999999,7.74985775,7.69468574999999,6.754775
1,4.75,0.02024,18.302,50.4963375,4.246647,2.806622,1.363196,0.8364252,6.560132,0.5468342,9.657048,99.2025,469.2649,11.08855,1.96564,1.76885,0.7498482,0.6956216,7.928506,100.6302,7.96273799999999,0.661561199999999,2.523888,343.3228,350.0838,2.009428,5.622152,5.723272,7.463104,7.550694,6.845
1,5.25,0.031,28.85092,36.97185,3.2774965,1.688784,0.663302125,1.474277,6.740158,0.5223806,9.40098799999999,99.1706,450.044,8.1155925,2.011118,1.937092,0.7302738,0.8513012,7.69285,100.6468,5.652836,0.1670752,2.55944,345.0988,349.6522,2.018114,5.63538,5.715636,7.285426,7.41433399999999,6.6012
1,5.75,0.0483799999999999,20.97438,46.39451,5.07816,2.037922,1.5538365,1.7599105,7.192006,0.5301688,9.200852,99.19168,476.9792,10.22845,2.108362,1.89484,0.7897068,1.0562076,7.393292,100.9632,5.03335,0.323809,2.759176,342.7844,348.7112,2.038122,5.636306,5.719542,5.87791999999999,5.479908,6.5492
1,6.25,0.03816,31.0098,29.61929,3.20768125,2.231352,1.88490299999997,0.585119324999999,6.990708,0.545617,9.47338999999999,99.2578,459.5434,10.167005,2.092956,1.730808,0.7709754,0.7632388,7.570684,100.645,2.97222,0.267546,2.594098,344.2904,349.6478,1.990768,5.638754,5.72504,5.51989599999999,5.248454,6.706
1,6.75,0.0919330250000002,54.5512025000001,38.6727399999998,7.297979,3.1054025,0.68743475,3.11805,7.01073725,0.586964,9.6243945,99.3042325,479.765,10.0226625,2.143463,1.7819135,0.758720625,0.885657225,7.610146,100.646,6.90485199999999,1.3377174,2.56334,348.1482,349.7348,2.035018,5.649,5.737784,5.25933,5.097708,6.6562
1,7.25,0.0796725000000001,50.129905,32.6176375,5.12792899999995,4.26071375,1.81012025000001,2.233034,7.70299925,0.559771925,10.1951165,99.3402325,471.320775,9.7051525,2.34498325,1.7323635,0.76215865,1.08677825,8.03159399999999,100.6402,3.51263,1.174338,3.471744,347.0928,351.3454,4.382,5.661888,5.754616,5.058952,4.986278,6.99699999999999
1,7.75,0.0626800000000001,57.0990950000001,53.878625,3.0652065,3.02245075,1.49122625,1.096075,7.161065,0.56380995,10.63230475,99.3784875,468.681475,10.0632,2.0999615,1.9127855,0.760318575,1.091316225,7.449484,100.638,9.773766,41.49454,35.92108,342.7614,350.4054,40.05878,5.688562,5.798184,4.927242,5.060692,7.06039999999999
1,8.25,0.01936,30.8311175,34.0641449999999,26.9904302499999,4.04144675,1.276314,1.06405849999999,7.3836735,0.5388043,10.82634,99.3919825,462.3442,9.43830849999998,2.05225675,1.79147725,0.72732605,0.68586615,8.65278199999999,101.0248,21.54922,165.4922,106.8068,346.1938,350.289,150.1538,5.71908,5.827178,5.050376,5.48982,6.83479999999999
1,8.75,0.0615350000000001,47.61418,31.540825,5.39866349999999,6.0054685,3.29503999999999,0.625481849999999,6.8999635,0.607125375,10.7416925,99.3812275,439.54135,9.5451,1.96635025,1.76432825,0.753519125,0.900858025,8.59004999999999,101.0748,76.8279,265.328,159.5228,348.3712,350.861,301.673,5.744778,5.85238,5.71429,5.491794,6.9748
1,9.25,0.035305,58.519015,43.8579449999999,7.46478050000001,8.5242195,2.1938685,0.942617399999997,6.5505285,0.5276442,10.7319015,99.38037,434.09125,9.64290999999999,2.0669875,1.8363655,0.8026024,0.99461905,8.53707999999999,100.6566,113.425,354.9808,233.8032,348.8442,351.919,445.6008,5.779706,5.899164,6.065748,6.543372,6.8804
1,9.75,0.01838,61.28272,54.9211,8.4534885,9.292154,2.48145,0.7112611,6.560168,0.5596891,11.220465,99.416885,430.96125,11.7613,2.0271155,1.831035,0.71741655,0.8010423,8.554204,100.7098,168.4896,432.964,299.3484,349.4588,353.8192,577.6628,5.850924,6.006368,7.219156,7.70888,7.7246
1,10.25,0.0148,86.4954125,79.14123,2.9775435,7.462345,2.77754775,0.364160974999999,6.7188125,0.65099675,11.872375,99.437075,427.301425,12.1703125,2.133405,2.0664825,0.78975775,0.657785375,9.435968,100.15702,208.2792,520.0314,366.165,351.693,357.1294,672.2066,5.976304,6.174614,9.008838,9.119538,8.38
1,10.75,0.0402125,91.68135,69.3592,2.01948,6.462239,2.73594,0.994579,6.245565,0.58592075,10.8119,99.437125,427.552,11.1898,1.98862375,1.9423825,0.768106125,0.90066725,9.65224324999999,100.11209,256.83755,580.733575,391.11065,351.1778,357.29735,828.68665,6.08443674999999,6.32302974999999,11.337105,11.84855,8.32825
1,11.25,0.023,103.4485,79.9597649999996,4.400495,6.80502,1.84471,3.10475,6.33908,0.657781625,10.3589,99.4006875,450.39695,11.0314025,2.11023375,2.29744625,0.817520375,0.5329635,9.61612274999999,100.14175,302.097125,616.40035,391.729825,348.813825,357.09475,882.03925,6.23251274999999,6.49084724999999,13.5319,13.8702525,8.4155
1,11.75,0.09335,115.43525,72.65511,12.0077779999999,4.50058875,4.12954799999999,0.23681665,6.4039525,0.67796125,10.252815,99.37,434.1079,11.1556805,2.0534475,2.33092125,0.804442625,0.465532375,9.13884174999999,99.759315,335.882175,642.26595,428.73425,350.48315,360.119875,926.336375,6.37690774999999,6.62305199999999,15.767125,16.175015,9.42325
1,12.25,0.037475,98.6115875,117.153475,4.98876699999999,3.5641325,1.892599,1.807573,6.35476125,0.6727275,9.7784,99.314825,458.2525,11.3357595,2.26262125,2.27471625,0.82479175,0.450995,8.6926495,99.718405,359.437475,672.57435,479.197174999999,351.008975,362.637125,1004.8334,6.43454999999999,6.567194,19.12854,18.97306,9.76999999999999
1,12.75,0.044625,127.24025,114.705,4.4065915,3.61954375,2.19096,2.953739,6.828825,0.722268125,9.526035,99.25155,520.00575,11.7485,2.32644875,1.9914825,0.823526625,0.512585125,8.790913,100.123935,373.0765,631.30365,436.711049999999,351.2238,366.076975,951.46445,6.39388674999999,6.51100099999999,19.009135,19.8169975,10.2495
1,13.25,0.023035,99.6982925,120.424,2.16736375,2.93692875,2.24299,1.38455035,7.1755445,0.66946195,11.8542385,99.2005275,478.721475,12.1757,2.20752725,2.131058,0.8548951,0.5502266,9.23523899999999,100.508725,337.5449,653.9632,458.578749999999,351.5948,367.692075,956.37955,6.35541649999999,6.46459774999999,20.8209525,22.5878675,10.512
1,13.75,0.0459475,109.5280925,101.597,3.4924995,3.226429,1.7179155,1.562696375,7.425325,0.692596425,12.2099575,99.164565,430.755975,12.4403,2.15476675,2.095837,0.828988725,0.518879875,9.5583335,100.526775,330.40505,592.43675,337.16755,347.7064,369.86875,871.1533,6.30603499999999,6.38822674999999,22.817165,24.769675,10.98525
1,14.25,0.05551,81.9971275,92.1663899999999,4.68493199999998,2.4565565,1.73306,5.48002789999998,6.9989115,0.622415325,12.284055,99.1276125,594.651499999999,12.5638575,2.0634325,2.08683075,0.81409825,0.451265025,9.79519525,100.9028,282.795825,531.095625,277.032175,345.445075,368.0405,787.536,6.25949274999999,6.38650025,23.965,25.8283575,10.75225
1,14.75,0.0461225,69.71224,78.77489,6.04294499999999,2.25296025,1.48831,0.3319036,6.966257,0.7056815,12.306245,99.10029,455.750925,12.52408,2.18989025,2.02667675,0.8184445,0.493399225,9.89497,100.48945,235.278925,465.85585,271.7113,347.937,365.28575,686.7093,6.19909974999999,6.38520775,23.240395,24.92026,9.88349999999999
1,15.25,0.146088825,64.2243875,67.651215,3.86605575,2.22471125,1.34049775,0.534998550000001,6.9289295,0.74644805,12.4484525,99.09279,483.393375,12.6388575,2.1390675,2.032434,0.852826725,0.50620255,10.32944825,100.5304,174.24145,398.71945,219.4045,350.7521,363.14785,562.88235,6.155293,6.481657,21.91931,23.5387075,9.28749999999999
1,15.75,0.022095,38.66638,66.07171,8.037209,1.55089825,1.84029,1.1261763,6.36714875,0.598697175,13.101415,99.096985,433.26175,12.63429,2.1563185,2.05955225,0.805101225,0.40404015,10.347586,100.838,111.216,297.119825,164.349575,351.8406,357.895575,424.28795,6.11138575,6.59779524999999,20.7898125,22.1186625,8.19
1,16.25,0.0440299999999998,21.112145,58.919315,6.65506649999999,0.654524399999999,1.28509399999999,0.818052,5.738738,0.56771785,12.11163,99.09604,423.69595,12.413655,2.1748025,2.0840965,0.8019637,0.36961525,9.682359,100.852925,52.6244124999999,204.3771,96.765665,349.662925,352.414025,285.2178,6.064066,6.63067224999999,19.530065,20.5064,7.32627499999999
1,16.75,0.01085,12.35119,37.0063024999999,1.91736475,0.78363905,0.637311,0.936564925,5.305587,0.5113911,11.866665,99.10793,631.429899999999,12.4494775,1.905372,1.678606,0.72156875,0.525747,9.47017899999999,100.847275,11.062711,96.39219,49.3031425,350.72895,349.07955,125.75895,6.12654925,6.47249499999999,16.6239175,18.742145,6.73494999999997
1,17.25,0.028545,10.3600765,58.4515449999996,20.832905,0.815000099999998,1.35815,0.6744542,5.5508215,0.57054825,11.769705,99.1165,437.11105,12.1156375,1.9212315,1.811775,0.794836249999999,0.5662024,8.92154549999999,100.9344,10.27168,17.631795,11.1558265,347.8631,346.740225,28.7749649999999,6.1325975,6.27906124999999,14.0354069999999,15.3210525,6.27264999999997
1,17.75,0.0239375,6.8279175,35.8022149999999,22.6203650000001,0.842888375,1.457178,0.346554074999999,5.38041375,0.506895625,9.9133725,99.14185,439.344,12.168355,1.98522375,1.6544025,0.749382125,0.790244625,8.89261399999998,100.929825,5.56635149999998,0.339286174999998,2.585612,348.187175,345.703125,2.6217055,6.14771524999999,6.09291424999999,11.7323837499999,12.5253829999999,5.97404999999998
1,18.25,0.0223,15.5172375,42.3893,2.8269285,1.48643625,1.16394925,0.4840069,5.05084375,0.603265625,9.51744375,99.1634625,434.4921,11.7797,1.92001,1.81089625,0.79545025,0.6181215,8.60155249999999,100.9257,6.41127249999998,0.127938225,2.499635,347.04685,345.154225,2.74289625,6.05737399999999,5.92052599999999,10.4876397499999,10.9045377499999,5.82959999999998
1,18.75,0.03895,16.79645,34.8471424999999,16.3200205,0.652690625,3.102726,1.2309381,5.14333125,0.503526,9.52111125,99.190075,432.59345,11.79237,1.65819625,1.67986125,0.685531875,0.668367125,8.48176924999999,100.923575,9.30105324999998,0.275707999999997,3.27652425,346.725875,345.43385,2.733559,5.91339349999999,5.77736549999999,9.31002649999993,9.66119099999993,5.87882499999998
1,19.25,0.02049,19.2068899999999,31.0517,2.2860825,1.3703392,2.52250575,1.92948735,5.456462,0.494862799999999,9.36758099999999,99.19616,435.9803,11.5498,1.817382,1.712146,0.7276371,0.5725685,8.38984949999999,100.981,3.79373324999999,0.0871220999999992,3.1080975,347.318825,345.49255,2.666705,5.7743485,5.63277225,8.42827974999994,8.67213599999994,5.83362499999999
1,19.75,0.01543,25.90103,31.44604,2.8177225,1.009771,2.538795,1.5014975,5.706035,0.5839873,9.09084799999998,99.20667,436.805925,11.26445825,1.88042,1.858128,0.812946199999999,0.938648399999998,7.97326949999999,100.86885,10.270605,0.416404325,2.9395265,346.9055,344.559075,2.464096,5.6322485,5.4845485,7.79540999999995,8.00661099999994,5.78289999999999
1,20.25,0.01366,32.35702,29.488,3.4265575,2.175573,1.52226,0.989134900000001,5.993391,0.542650599999999,9.33980099999998,99.19635,429.14,9.48617,1.936663,1.872826,0.772840799999999,1.3137552,8.14392699999999,100.9927,5.77027225,0.29754085,2.83814,349.90465,345.7701,2.18856075,5.5036365,5.35940075,7.36982749999996,7.60319649999995,6.02579999999999
1,20.75,0.01139,9.44144499999999,28.0885,2.806691,2.983854,1.26292,1.860506,5.823059,0.5395482,9.09843299999999,99.20783,431.8201,10.7575,1.595725,1.793332,0.683401,0.701398899999999,7.9776195,100.991425,6.52455199999999,0.249879899999999,2.58991775,350.1764,345.644925,2.158466,5.37023875,5.210355,7.33115099999996,7.44442074999996,6.07974999999999
