DOY2,HR2,CO2,FC,G,H,LE,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,FCH4
1,11.75,423.475,-0.7640625,-4.49128833325,-0.09344245,7.92719,0.5417935,0.07448045,100.89252575,76.15273125,4.1875,42.73,55.041136,4.663085,284.8895,331.1754295,3.8638275,3.12,3.12,6.06,2.51
1,12.25,423.72875,-0.57397425,-4.12188,-0.1668352,5.38193,0.475389,0.081003,100.88600175,74.813276,4.3025,53.37,63.66262275,4.8875,280.14475025,332.048905,4.478565,3.1175,3.12618,6.07097,-6.81
1,12.75,423.3575,-0.709916,-3.74875,0.677035,5.4932975,0.583812,0.08276845,100.85433775,73.9175,4.40296275,47.41,63.675225,4.7217625,287.985,332.96701775,4.747565,3.13,3.12212,6.068775,-3.3725
1,13.25,420.623,-1.10308,-3.43625,0.1245085,8.05718,0.5986235,0.078663975,100.815597,73.59288525,4.3225,44.78425,58.543825,4.454235,281.37174225,333.475104,4.64956209075,3.142569,3.13,6.051715,0.06744735
1,13.75,417.9165,-0.46359725,-3.19115275,-0.7124855,6.93342,0.611042,0.074527425,100.77155675,73.49,4.21256325,39.8858305,55.65895,4.42961,284.16940975,333.595894,4.634435,3.17,3.15,6.057875,2.43
1,14.25,417.039,-0.692462,-2.65903000025,-4.06076,7.83583,0.631893,0.073324,100.796377,73.9225,4.425,28.294375,50.4884095,3.97924225,283.95131725,333.24939175,4.90274,3.1961585,3.1725,6.101245,0.3201535
1,14.75,411.958,-0.46691775,-2.635,-2.2387925,4.11871,0.68508225,0.0760892,100.811493,75.32800275,4.5712685,19.6172835,42.4975,3.5693725,280.77455175,332.457916,5.088,3.22459725,3.1693675,6.0859575,0.91622875
1,15.25,410.97325,-0.65776,-2.48815566675,-5.52218,2.929005,0.625172,0.0762,100.81228425,76.82107725,4.3698975,7.29228375,26.86894625,2.4225,278.6557825,330.75275,4.899803011,3.26710725,3.20288,6.1102275,0.6967045
1,15.75,412.5245,-0.17913,-2.36747300025,-7.72934,0.91935425,0.696779,0.078267,100.82,78.026349,4.05175475,-7.24692,18.72318525,1.577534,281.92,329.0116005,5.03791097275,3.2574725,3.20773425,6.1088675,3.887025
1,16.25,414.3725,-0.104452,-3.0842116665,-11.0374,0.2054865,0.45194775,0.052325,100.83025425,78.64866075,3.7061595,-31.26022675,6.43340775,0.53,273.50559875,327.67842625,4.912,3.26925175,3.17817,6.121085,2.79
1,16.75,414.0925,-0.088,-3.44389100025,-12.691775,-0.1563135,0.478299,0.047711225,100.845,80.30130725,3.1455875,-53.857249,0.4503955,0.10355225,271.19212325,323.834256,4.416345,3.25011925,3.20039625,6.1104675,-1.39954
1,17.25,413.044,-0.2338205,-4.246655667,-9.081015,-0.5816455,0.396251,0.044441825,100.84516225,82.52263625,2.9825,-52.82520275,0,0.0180593,273.632779,321.5675,3.70628,3.2544475,3.18551975,6.0873125,-5.775
1,17.75,414.731,-0.12315025,-4.33010524975,-9.2206925,-0.290974,0.30385975,0.0444419,100.8318275,85.712399,2.6515325,-46.3142065,0,0.008024655,276.659252,319.9607175,3.16544,3.2475,3.1911205,6.1103625,-7.84
1,18.25,413.2295,-0.068715475,-4.75906666675,-7.72832,-0.6077835,0.30654175,0.05065,100.83867275,86.676834,1.87556825,-37.498571,0,0.0192905,281.95643325,319.23625,1.948,3.235,3.14418375,6.12,0.316671
1,18.75,411.071,-0.119532,-4.9666675,-11.472125,-0.291352,0.228155,0.0477,100.81713325,86.487255,1.397726,-36.062831,0,0.0218365,283.755,318.37634275,2.46689,3.23,3.14927025,6.1125,-1.44
1,19.25,417.83575,-0.0736197,-5.31500025,-10.779,-0.423369,0.252315,0.0374383,100.826592,88.682153,1.014022,-34.85904925,0,0.02,285.4138675,317.9720835,1.430975,3.24,3.15492,6.0879775,2.0207885
1,19.75,423.023,-0.012165,-5.50124466675,-7.8151575,-0.4527635,0.241619,0.0454287,100.8279995,89.36231575,1.20934125,-30.99102725,0,0.0195135,283.25905175,316.87237625,1.83597,3.22,3.148738,6.08,-1.53
1,20.25,425.8495,-0.05905,-5.60153808325,-7.5201075,-0.3843615,0.24237,0.04245985,100.84939825,89.5775,0.867445,-29.66,0,0.025351,288.521876,316.308,1.924,3.2383995,3.17530825,6.085,-1.882925
1,20.75,422.21325,-0.122048,-5.56593691675,-7.69344,-0.583893,0.2013645,0.03906585,100.86011475,89.8475,0.2311065,-27.931223,0,0.012588,289.67749,315.30615625,1.71275,3.25,3.161769,6.1,0.8132475
1,21.25,422.975,-0.1181675,-5.51188074975,-5.185,-0.794299,0.289939,0.0447,100.882128,90.418739,0.924256,-25.63,0,0.030032925,291.4308365,314.85113325,1.59625,3.247856,3.18674,6.0977725,3.9551525
1,21.75,422.21575,-0.26485125,-5.98904408325,-6.06642,-0.3744425,0.225326,0.0388239,100.89302275,90.89313675,0.660675,-24.41295,0,0.0259151,292.688484,315.0935,0.80506325,3.25,3.14618,6.0555525,-6.26
1,22.25,422.1515,-0.370639,-6.13433724975,-9.76589,-0.225244,0.25848975,0.0433819,100.88000875,90.22355625,0.65,-24.630106,0,0.01215385,293.46375,315.12575,0.98684995,3.23486825,3.1635075,6.0475,-4.5275
1,22.75,425.23375,-0.3470185,-6.2417516665,-9.8342625,-0.2210035,0.3160425,0.0464331,100.87617275,89.9675,0.74624275,-20.88130525,0,0.0572738,294.89275,314.991784,0.653,3.246549,3.173624,6.03,-8.173855
1,23.25,426.57825,-0.0207052,-6.35454208325,-9.62166,-0.988769,0.2483635,0.051835125,100.88011925,89.785,1.03040925,-23.04154675,0,0.018485975,296.59263425,315.68675,0.5131975,3.2573765,3.18005,6.0475,-0.337425
1,23.75,426.075,-0.08085975,-6.35933175,-8.636945,-1.2985675,0.241885,0.04582755,100.85263425,89.345,0.63779825,-23.33,0,0.002681565,298.25526225,314.8635,0.22560425,3.22,3.168809,6.045,-4.79
2,0.25,417.82875,-0.0509,-8.64761241675,-10.2829,-0.479098,0.30357925,0.053025,100.94125,88.7,-0.48952325,-33.8767535,0,0.3963465,284.3355635,311.95511875,0.167,4.563839,4.5475,6.3625,-1.955
2,0.75,417.61925,-0.136277,-8.71286525,-10.5831,-0.218132,0.32275225,0.0536692,100.915,89.4,-0.50612625,-32.52,0,0.39,286.49615525,311.2925,0.178,4.54954875,4.5375,6.36858325,0.41525
2,1.25,416.69675,-0.0838,-8.7516015,-10.942,-0.396684,0.3449845,0.0472677,100.9025,88.77,-0.79,-31.6637475,0,0.385128,288.5972635,310.93606,-0.03,4.539636,4.53,6.3831515,-0.201
2,1.75,417.98825,-0.1377,-8.81115174975,-11.82985,-0.6165445,0.3651585,0.05065,100.884101,88.36924,-0.445,-32.4125,0,0.38068775,284.54501475,311.6075,0.006,4.5312975,4.54,6.37372825,0.845
2,2.25,416.6625,-0.2664415,-8.80069175,-10.35715,-0.8221495,0.3172965,0.0535,100.91143525,89.371391,-0.62482775,-30.442975,0,0.43,286.34105275,310.783958,-0.132,4.555847,4.53,6.385,-3.9275
2,2.75,416.94,-0.0778,-8.98749975,-11.3754,-0.41229025,0.311341,0.050975,100.874646,89.428932,-0.7576565,-25.357703,0,0.40563525,291.081,310.38275,-0.353691,4.56906825,4.54,6.39574925,-2.185
2,3.25,415.45475,-0.2795615,-9.09806125,-12.964925,-0.30842675,0.3372525,0.0549,100.8129005,87.6687,-0.92287125,-25.612661,0,0.412046,290.015,308.956367,-0.955385,4.566785,4.5675,6.4059485,-3.195
2,3.75,417.5375,-0.1132,-9.24333325,-10.49175,-0.507166,0.33622,0.05565225,100.867352,88.6271,-1.05034675,-26.6574,0,0.392924,289.8075,308.59299725,-0.91,4.55225525,4.56,6.387685,-8.96
2,4.25,417.4735,-0.150816,-9.34375,-15.6305,-0.1619095,0.330194,0.04440385,100.85976625,88.32,-0.935446,-26.6623,0,0.39071125,291.5409965,309.34449125,-0.9421433,4.5212665,4.595,6.3688795,-6.0475
2,4.75,415.845,-0.14428375,-9.45088549975,-11.970375,-0.37352825,0.305129,0.0529392,100.873295,88.1,-0.87956075,-28.88935825,0,0.3850765,291.8048235,308.9433325,-0.8679642,4.521231,4.62758075,6.355775,-3.29
2,5.25,415.669,-0.03445,-9.483215,-12.28695,-0.416705,0.4056445,0.0542687,100.895567,88.63,-0.861894,-27.68125,0,0.3947075,290.32227125,308.9527935,-1.0264,4.5260545,4.6685165,6.35662775,-0.651
2,5.75,417.1685,-0.10764705,-9.72228124975,-13.874975,-0.60453775,0.34674525,0.057381125,100.88199125,87.3712,-0.903846,-26.44405,0,0.38680175,291.0175,308.49107475,-1.26790818425,4.508449,4.66649575,6.37738525,-0.139
2,6.25,416.8795,-0.161827,-9.81542333275,-11.01725,-0.18304925,0.43647,0.062775,100.82968625,86.98,-0.9625,-24.506925,0,0.38611675,290.73924575,308.94566325,-1.17200778,4.51274675,4.675604,6.3647675,-6.6325
2,6.75,418.02525,-0.2578305,-9.784031333,-12.4093,-0.6298925,0.29454,0.0580264,100.8298505,87.6,-1.075,-22.56794675,0,0.3890375,292.3835,307.59611025,-1.51665126725,4.49978875,4.67979575,6.3387515,-0.58675
2,7.25,418.823,-0.1361795,-9.8740235,-14.5289,-0.3836945,0.2693885,0.0597,100.844041,88.86,-1.290696,-21.27,0.08,0.4056895,292.145874,308.3525,-1.5650583125,4.4231725,4.6878635,6.3255775,-2.7
2,7.75,418.5295,-0.0875577,-10.036325,-12.03545,-0.285999,0.359263,0.0585,100.93427475,88.175072,-0.975,-11.56036975,2.345,0.79127725,296.10005225,309.297763,-1.100313627,4.47484025,4.710671,6.354234,-2.71
2,8.25,416.88225,-0.136872,-10.2353966675,-7.91239,0.020425,0.3960475,0.052525,100.9724655,85.94,-0.24051075,-3.45333,10.33539875,1.4730375,296.355,312.8244165,-0.85555,4.43730575,4.7171095,6.3325,-1.0775
2,8.75,417.558,-0.3880295,-9.82647308225,-2.115875,0.09208,0.58631,0.0674,100.97599725,84.89,0.62,7.88358475,23.2873,2.5438385,296.78235625,316.24879475,0.055000793,4.4088335,4.713237,6.328384,1.82
2,9.25,419.1175,-0.483127,-9.53987633325,0.23631225,1.155015,0.624636,0.08332595,101.0049325,82.46,1.1425,21.6379645,41.490163,3.992283,289.3596785,320.1563425,1.306721301,4.38966625,4.70376,6.34539375,-1.75
2,9.75,417.2165,-0.40408525,-8.73006833325,4.383625,1.9692475,0.68592975,0.09575,101.01610125,79.833603,2.05386175,32.41193325,57.4990035,5.413309,280.74548325,324.155,2.2921167175,4.36581475,4.6907815,6.35877275,-1.85
2,10.25,415.585,-0.5837885,-7.79191275,6.25128,5.5166075,0.7594755,0.098935,101.03963625,74.684708,2.7105245,52.23325,80.575,8.1125,274.259094,326.95940625,2.87925,4.344492,4.6804855,6.34334625,0.133
2,10.75,412.5815,-0.946332,-5.79853625,8.01149,9.21759,0.764095,0.117864,101.048773,69.518517,3.054571,54.1775,84.917922,8.3696555,272.9141885,330.005,3.468865,4.3082315,4.663658,6.331973,-0.005575
2,11.25,412.221,-0.82689975,-5.0805175,8.806125,11.42355,0.76055525,0.12022525,101.04398525,66.278481,3.30434525,63.7324175,94.82795,9.669735,278.135,333.2825,3.753,4.31083175,4.642897,6.34345475,-0.781
2,11.75,411.596,-0.5792145,-4.3460015,14.64745,11.905675,0.799452,0.1231785,101.02496325,64.89,3.7368375,78.157225,125.68525,11.05580675,273.7225,335.2925,4.0494295,4.289767,4.6022985,6.33226875,0.149
2,12.25,410.38125,-0.732014,-4.0483335,10.89695,13.8321,0.8467145,0.129242,100.99908675,63.923786,4.204443,75.723013,111.1094165,9.6467875,272.7,335.8755155,4.4730917255,4.247107,4.575,6.3347925,-1.8125
2,12.75,408.954,-0.7732165,-3.7716281665,11.8751,13.6591,1.08514,0.13665425,100.96892,62.910275,4.5332385,69.029081,103.25,10.5925,272.794983,337.748245,4.661128377,4.2672975,4.565,6.3271325,0.674
2,13.25,407.173,-0.54583225,-3.4416665,10.990025,15.2588,1.08781,0.1360845,100.95403075,60.998348,4.59288075,65.6358,106.3052945,10.949748,267.19,337.8743745,4.942,4.257045,4.525,6.344882,0.7875
2,13.75,407.384,-0.752859,-2.713254,8.370645,13.4068,1.150335,0.1426735,100.9121,60.07,4.79808725,66.455968,120.1783515,11.825,266.548889,338.02066,5.01547261725,4.252375,4.52,6.345,1.79
2,14.25,407.036,-0.634683,-2.0743976665,8.27876,10.3318,1.3336,0.145902,100.91261825,60.897015,4.84809925,65.815072,107.611797,11.0549765,263.97287,336.6329565,5.1175,4.255976,4.540274,6.3469345,0.652
2,14.75,406.59425,-0.603116,-1.44369999975,6.94946,9.552595,1.1445875,0.14533475,100.86804925,61.435123,4.91207125,56.3749,97.623275,9.09703,262.7976985,336.73980325,5.12861235,4.29915675,4.641434,6.36693825,-0.10713
2,15.25,407.1285,-0.4779335,-1.2480674165,3.46696,9.37144,1.223595,0.14326325,100.84492975,61.521702,4.8347675,35.02727775,69.12064625,7.6871775,262.94899025,336.20287725,4.97311735,4.31539925,4.6334515,6.38036,-0.596
2,15.75,407.14025,-0.45283675,-1.39039391675,-0.114938,5.6015875,1.40229,0.153332,100.86001575,62.04682825,4.794954,20.465,52.02583675,5.960214,265.4950565,334.1677915,5.0694626185,4.3228405,4.638795,6.388721,1.84
2,16.25,407.1515,-0.287121,-1.643021167,-4.099825,6.396465,1.3495425,0.13907225,100.8117735,63.72,4.616288,5.234805,30.53,4.534087,260.894,333.675,4.798458,4.3472395,4.5341475,6.400062,3.255
2,16.75,407.2335,-0.121622,-1.539156833,-7.52073,2.437685,1.24836,0.12050075,100.90563,66.13,4.41628,-21.113602,15.43529375,2.8548325,258.164,329.015,4.5520112455,4.39481675,4.62,6.39175075,2.3825
2,17.25,406.6715,-0.0493,-1.68168774975,-12.9712,0.698485,0.90520225,0.082725,100.86827875,69.0989935,4.0626965,-59.5300785,2.99695425,1.436005,255.30358975,326.26000775,3.99125,4.4447155,4.59325525,6.38476475,1.7475
2,17.75,406.744,-0.111563,-2.2761224165,-14.5955,-0.14075925,0.524585,0.0579,100.909845,74.88016125,3.216226,-72.32160825,0.006197,0.5313115,254.2291155,321.923912,3.45317,4.52753975,4.61586275,6.3974025,-1.114
2,18.25,407.5595,-0.138865,-3.19937449975,-11.45025,-0.191528,0.4862855,0.04825,100.90524075,78.69265925,2.4225275,-69.2703,0,0.4252215,253.40135625,319.88072425,2.480902,4.57960375,4.59085875,6.36565375,-2.13
2,18.75,409.066,-0.0659,-3.6627778335,-10.97335,-0.5277225,0.37400925,0.051375,100.916063,81.218575,1.74189375,-70.90837875,0,0.4607605,250.6925,317.2189005,2.0309414865,4.551324,4.61081875,6.36954925,-4.215
2,19.25,410.968,-0.238387,-4.30096425,-10.4426,-0.509783,0.3392015,0.0485,100.87893675,83.311559,1.26,-64.355,0,0.522202,257.46212125,316.01540375,1.5955174095,4.55239975,4.60695725,6.369582,0.536
2,19.75,413.23325,-0.248868,-5.215,-9.771555,-0.639946,0.257808,0.04743875,100.87073575,85.701,0.87135,-61.63507275,0,0.5127315,260.5682235,314.92343025,1.6362831,4.56708175,4.56728975,6.35530825,-7.23
2,20.25,412.79325,-0.108228,-6.089142333,-11.0202,-0.500624,0.34279925,0.044575,100.89579,86.59598525,0.6696255,-56.062342,0,0.54024075,267.0125,314.747752,1.58325,4.55070675,4.5860855,6.3497425,-1.62
2,20.75,414.27525,-0.233743,-6.462476333,-12.0793,-0.56323975,0.3440285,0.0516383,100.93279475,86.4814,0.248471,-49.661961,0,0.4693925,269.768469,314.634513,1.2725,4.57246,4.579043,6.3525,0.2375
2,21.25,415.6625,-0.061675,-6.96762500025,-10.73995,-0.2158855,0.305678,0.048106575,100.902421,87.29532825,0.08,-44.71610075,0,0.4480045,272.596504,314.2775,1.2406492445,4.58183375,4.5699015,6.35382125,2.27
2,21.75,416.339,-0.1173425,-7.46192575,-11.46955,-0.1457495,0.3293215,0.055691775,100.90150325,87.94837275,-0.11,-40.3975,0,0.4248955,276.618454,313.775,0.879,4.58313925,4.5487835,6.30307575,-0.1345
2,22.25,418.9355,-0.12920425,-8.02923833325,-11.103125,-0.38369125,0.273566,0.05284295,100.88563875,88.1675,0.005,-45.082975,0,0.41081,277.0975,313.442123,0.65821055,4.6165725,4.553293,6.316979,-5.485
2,22.75,417.84575,-0.131047,-8.31375,-9.387225,-0.331915,0.3134505,0.052177,100.84989925,88.84,-0.3783055,-37.39825,0,0.412842,282.33480875,312.79032325,0.587341,4.62903525,4.55688,6.30590075,-3.0375
2,23.25,417.414,-0.2012615,-8.59484599975,-10.3802,-0.288185,0.296737,0.054688775,100.83816025,89.82,-0.6798875,-33.97774325,0,0.42953025,283.588959,312.2745,0.33375,4.58618125,4.55174425,6.3525,-1.8
2,23.75,417.65975,-0.115235,-8.6014046665,-12.9493,-0.30643225,0.2737795,0.050184175,100.82989975,89.6825,-0.705,-31.03608425,0,0.39653675,287.3471985,312.8475,0.242709,4.62023525,4.549231,6.3375,-2.19
3,0.25,417.57,-0.283211,-10.4379644175,-11.61895,-0.233643,0.31791725,0.045675,101.185,85.3425,2.7425,-43.81428625,0,0.72,286.69108575,323.44163475,2.236,7.127375,6.77733125,6.89,-2.29
3,0.75,417.5045,-0.198213,-10.8231124975,-9.752095,-0.43865575,0.315579,0.051,101.175,85.2725,2.70240475,-38.851375,0,0.67177275,290.80164975,323.595,2.05089221075,7.09245,6.7946905,6.86975775,-8.53
3,1.25,418.83175,-0.1149315,-11.2569025,-11.680125,-0.2655615,0.3267345,0.04655,101.18,84.6475,2.5972395,-36.4959825,0,0.69479475,291.84,321.74275,1.730058009,6.995755,6.85020425,6.89,0.133375
3,1.75,418.30825,-0.24485025,-11.7460166675,-13.035675,-0.411796,0.30377,0.051175,101.165,85.36,2.075,-34.535,0,0.65949775,291.8006205,320.8223235,1.481,6.9653395,6.8642715,6.9175,-2.52
3,2.25,418.09125,-0.1018045,-11.71423617,-10.836425,-0.3033615,0.297743,0.0496,101.1320045,85.137482,2.08300975,-34.3560315,0,0.59353875,292.21875025,320.5813965,1.413617907,6.9405675,6.87794025,6.93,-2.66
3,2.75,416.2065,-0.39529475,-12.056413585,-10.69925,-0.5985775,0.2785,0.050122225,101.1372135,85.76122275,2.06,-32.70248,0,0.5936305,290.1475,320.26025,1.302,6.914615,6.84994075,6.882457,-0.9875
3,3.25,417.414,-0.16830325,-12.3808028325,-11.01995,-0.437287,0.32074175,0.050425,101.114588,86.375465,2.04589025,-32.2099,0,0.56846575,290.23685475,319.04275,1.220122748,6.83736225,6.83622375,6.878242,-5.4025
3,3.75,416.974,-0.17231225,-12.76794125,-9.14053,-0.338174,0.274592,0.049075,101.1275,86.6275,1.7392725,-30.3729,0,0.5445775,292.418308,317.97541075,0.9481260905,6.82129525,6.78529,6.896577,-3.48
3,4.25,416.8125,-0.13292475,-12.51431667,-11.04795,-0.4757485,0.2656555,0.0496,101.12124625,86.186475,1.54298125,-29.289425,0,0.59671425,293.7996975,317.6575,1.057685,6.77452925,6.7702295,6.899751,-0.502
3,4.75,416.74375,-0.1549805,-12.9390652525,-11.305475,-0.61534575,0.2828095,0.05075,101.14822475,86.160955,1.53964325,-27.9801,0,0.51577475,292.09208325,317.29325,0.7322857835,6.76635375,6.7359915,6.8919145,-0.050175
3,5.25,415.75325,-0.277,-12.88863125,-11.2313,-0.39884425,0.313879,0.044013875,101.12375,86.07390425,1.651177,-25.918,0,0.4929025,294.5548685,317.310539,0.420715357,6.745104,6.742326,6.8925,-4.64
3,5.75,417.011,-0.0423,-13.0899859175,-10.4965,-0.48047775,0.260487,0.04725,101.16461025,85.611817,1.64508125,-26.91,0,0.53873975,294.682199,316.51525,0.481313786,6.695215,6.727635,6.9,-1.87
3,6.25,417.6945,-0.092375,-13.2552405025,-10.0716,-0.63624,0.303827,0.0514,101.14044875,85.47,1.2754025,-26.33703325,0.01064175,0.73149825,297.26425,316.02715025,0.85925,6.67362775,6.722293,6.905,-1.58
3,6.75,419.508,-0.0837,-13.19333,-9.801005,-0.32785675,0.29181775,0.0534,101.18437475,85.481413,1.2726325,-16.042125,2.08647075,1.13084725,298.355,316.9721025,1.142,6.6140135,6.6732405,6.895,-2.118
3,7.25,420.6275,-0.175783,-13.4054465025,-8.375755,-0.413144,0.337385,0.0615,101.2166855,84.18638175,2.03192775,-3.49908,12.398909,1.7475,301.6925,322.28096675,1.75061828425,6.59123625,6.6603445,6.885,0.0309
3,7.75,418.523,-0.2981055,-12.904165,-4.62566,0.122808,0.4337905,0.0599,101.214472,82.68003,2.96503425,11.64059475,28.538405,3.1537875,300.9475,326.79025,2.46296977775,6.53372675,6.6739435,6.86048,1.93
3,8.25,416.5175,-0.692139,-12.022195585,-2.9757225,0.50338825,0.500585,0.07,101.241988,81.17428975,3.9605725,26.595,46.04455,4.26343125,292.586666,331.306,3.60513575,6.5511815,6.64195325,6.8625,-1.041
3,8.75,415.569,-0.845031,-10.519673335,1.7673025,2.2742025,0.57312425,0.09205,101.22446275,77.9075,4.931042,46.63581875,66.1425,5.51060025,278.82846825,336.9598185,4.33534656625,6.54411,6.65060175,6.89872625,-6.045
3,9.25,413.41,-0.773926,-8.1322246665,4.83898,5.1477975,0.710038,0.09820865,101.2076665,74.30125,5.3675,67.578725,91.7318145,7.8181025,280.34529175,340.4758495,4.9860739,6.50209525,6.601602,6.9396865,-1.7325
3,9.75,410.836,-1.017475,-5.785833,12.079,10.6686,0.764785,0.11611775,101.2236015,70.722376,5.937544,86.46068175,115.60975,10.0187325,281.55325,344.6035,5.69825,6.4950125,6.5922135,6.9475,-0.01195
3,10.25,409.0525,-0.959741,-3.88817075,16.273625,15.1696,1.0454175,0.13437975,101.225,67.46031425,6.375,110.12475,135.5125,12.35112875,283.65258775,347.771235,6.105773668,6.47151125,6.58503525,6.97,-1.1675
3,10.75,406.834,-1.17928,-1.2699075835,24.080725,21.19995,1.1065225,0.13666175,101.235,65.3835235,6.58,121.1945,159.9104425,13.856275,286.1815715,350.395,6.418923709,6.48578075,6.57392625,7.0175,-2.275
