DOY2,HR2,FC,H,LE,USTAR,TA,PA,RH,VPD,WS,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,2.0548335,-51.95408,-0.438835875,0.150990625,-11.16475,97.1106625,47.23973,0,1.99704,0.363036213346816,0.299932475948014,0.216379225738888
1,0.75,1.46631625,-63.650975,-2.1254425,0.18862025,-11.294125,97.07735,47.72119,0,2.20667925,0.327916672839914,0.293987918405809,0.268440123238643
1,1.25,1.511083,-37.659225,-1.8836675,0.125861125,-11.36275,97.0725125,49.22105,0,1.79961625,0.331864430151832,0.22312400374003,0.178388968940914
1,1.75,1.377057,-57.170805,-2.8789245,0.120581,-11.378125,97.0764875,49.968385,0,1.61763,0.298529470776311,0.285463581342437,0.187900929487381
1,2.25,1.96891375,-55.5803,-2.7873745,0.140815125,-11.4646,97.06502,50.1325125,0,1.81680125,0.271306934603838,0.25298221281347,0.226184446329551
1,2.75,1.32007625,-43.87939,-2.72601,0.12141865,-11.423875,97.084,48.4492175,0,1.94250625,0.297711505310225,0.269031590263436,0.144594895949024
1,3.25,2.05913,-49.04411,-2.88348825,0.14444025,-11.38425,97.1003875,48.854915,0,1.60448,0.293768616431368,0.254323305532544,0.185297274065453
1,3.75,1.82639,-53.097275,-3.53815125,0.1359049,-11.375,97.0992,48.184395,0,1.9413405,0.25501438916328,0.219787530596566,0.188665463281548
1,4.25,2.32218875,-49.1216375,-2.517998,0.122758575,-11.483125,97.086875,47.164115,0,1.81058175,0.279463772249642,0.256395482041239,0.176891502831232
1,4.75,2.880316,-44.7763,-2.704369,0.1537673,-11.684375,97.1018875,47.1179475,0,1.8382305,0.275317997958724,0.271683663232849,0.223739005722841
1,5.25,2.614142,-50.51984,-2.1432325,0.1366715,-12.249625,97.089475,47.99633,0,1.995309,0.349834071789044,0.323521256494399,0.21171489569985
1,5.75,2.83209225,-46.40388,-2.3796635,0.11976115,-12.34375,97.08915,49.922745,0,1.69214675,0.310785367596068,0.267525468705774,0.18067053359226
1,6.25,2.9525155,-41.81496,-2.97441875,0.120298925,-12.41025,97.089175,46.42089,0,1.58934025,0.319993749938964,0.250199920063936,0.195680560328393
1,6.75,3.02264,-47.929115,-3.00128425,0.12573275,-12.179125,97.1054875,46.53046,0,1.34468625,0.348360445515848,0.32316693894083,0.201344439497901
1,7.25,2.941062,-64.0840775,-2.914868,0.1281282,-11.985625,97.131975,46.3921,0,1.505414,0.315392901028913,0.306046719186174,0.198109608614922
1,7.75,3.3823245,-52.71452,-2.903021,0.0931275,-11.879875,97.1500875,45.4209775,0,1.63051725,0.278854607015541,0.234344716081545,0.18358416737597
1,8.25,3.15269125,-46.3808425,-2.52687725,0.1193622,-11.60855,97.175305,49.3850675,0,1.820192,0.285499309588309,0.239054640235042,0.173602083146133
1,8.75,2.86424425,-41.81598,-2.57972525,0.13945745,-10.9174,97.21864,49.1724525,0,1.716289,0.368227381455513,0.309127517472353,0.214368784888721
1,9.25,1.99421975,-23.056645,2.86980725,0.17178305,-10.478,97.2535125,47.4529,0,1.663687,0.440982929480611,0.326197966159153,0.260954274895174
1,9.75,1.55404445,-30.5758725,3.080289,0.17352275,-10.2744,97.2854,47.9729,0,1.4790855,0.420321577124695,0.336265011313908,0.261824800199064
1,10.25,0.4437007,0.23812685,7.33947,0.207640125,-10.0426,97.30254,47.595325,0.3244815,1.269325075,0.436651843633139,0.366007821993252,0.309391428707095
1,10.75,-1.47845,5.22055,4.4881725,0.2096793,-9.85687499999997,97.3188625,47.9469375,0.311908625,0.87318655,0.507443726029223,0.44255512823114,0.318647931738379
1,11.25,-3.435676,-36.83135,5.132294,0.1829558,-9.63937499999998,97.3186375,46.4130375,0.178630375,1.5802212,0.422064616598143,0.417724675888389,0.332987700688863
1,11.75,-5.6358125,-28.984605,7.154024,0.199250275,-9.46512499999996,97.3061375,40.96088,0,1.36151855,0.507160564276907,0.5140161775878,0.357483409700279
1,12.25,-7.92818275,-34.87542,6.997111,0.08649,-9.18887499999996,97.1877875,38.821605,0,1.0428213,0.434869344614359,0.484196270713588,0.385747953974794
1,12.75,-6.1110445,-8.37792,6.867133,0.2067942,-9.06249999999999,97.1939375,36.650155,0,1.224072,0.550937222240866,0.418356929630708,0.397373660707604
1,13.25,-3.02706,-5.31278,8.2089275,0.196710475,-8.85824999999997,97.14555,32.572805,0,1.19628475,0.495757552814624,0.444521935714285,0.360329873510983
