DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,0,-0.309473495,-37.7426431025,0,-27.4,-6.972,56.065,0.1175601755,88.7,0.01975,-48.83,0,0.22743475,-6.617,0.74125,-6.6395,-12.1125,-10.11,-7.01325,-9.492375,-8.646375,385.1
1,0.75,0,-0.49799488475,-34.23006634,0,-27.475,-6.897,56.29,0.112273502,88.7,0.024,-49.175,0,0,-6.509,0.695,-6.4925,-11.945,-9.955,-6.9265,-9.331,-8.565,384.75
1,1.25,0,-0.423934202,-39.41168843,0,-26.95,-6.919,56.895,0.099,88.7,0.0095,-48.29,0,0,-6.597,0.7085,-6.7795,-12.01,-10.145,-7.0655,-9.49125,-8.64625,384.5
1,1.75,0,-0.49609,-43.51207739,0,-26.875,-6.922,54.86,0.123849281,88.7,0.0335,-49.92,0,0,-6.642,0.722,-6.8645,-12.035,-10.225,-7.13,-9.52325,-8.701,384.325
1,2.25,0,-0.185319,-35.79717889,0,-26.355,-6.853,56.625,0.108825,88.7,0,-49.5325,0,0,-6.5,0.674,-6.9465,-12.09,-10.27,-7.151,-9.53875,-8.70125,384.65
1,2.75,0,-0.4180268335,-35.81106257,0,-26.28,-6.868,56.57,0.10219,88.7,0.0025,-48.89,0,0,-6.479,0.678,-6.967,-12.08,-10.29,-7.154,-9.552,-8.707,384.675
1,3.25,0,-0.65217,-36.400392875,0,-26.425,-6.932,56.03,0.107556432,88.7,0.013,-48.3525,0,0,-6.538,0.706,-7.0085,-12.145,-10.275,-7.1655,-9.57675,-8.71,384.7
1,3.75,0,-0.26705,-35.90607178,0,-26.645,-6.903,55.61,0.126938871,88.7,0.0045,-48.0575,0,0,-6.475,0.724,-6.9915,-12.13,-10.22,-7.185,-9.5795,-8.70375,384.825
1,4.25,0,-0.46463762775,-32.5413421375,0,-26.38,-6.939,55.005,0.1295945,88.7,0.0625,-47.0275,0,0,-6.515,0.6825,-6.991,-12.145,-10.2,-7.213,-9.61625,-8.68825,385.025
1,4.75,0,-0.2811695,-31.221231805,0,-26.42,-6.923,54.93,0.11494425,88.7,0.011,-47.685,0,0,-6.549,0.6065,-6.985,-12.18,-10.2,-7.207,-9.6185,-8.70825,385
1,5.25,0,-0.6809688275,-27.0845704975,0,-26.745,-6.924,54.255,0.104070215,88.7,0.017,-47.205,0,0,-6.493,0.742,-6.9955,-12.25,-10.19,-7.2065,-9.65575,-8.74175,385.45
1,5.75,0,-0.798885349,-30.93950293,0,-26.55,-6.917,54.63,0.121625383,88.6,0,-48.08,0,0,-6.523,0.634,-6.973,-12.26,-10.195,-7.1985,-9.63775,-8.793,385
1,6.25,0,-0.302706,-28.280376545,0,-26.35,-6.885,54.25,0.11881,88.6,0.025,-47.97,0,0,-6.516,0.6875,-7.008,-12.265,-10.3,-7.1985,-9.67425,-8.81925,385
1,6.75,0,-0.59092625,-29.3825890675,0,-26.315,-6.891,54.51,0.0896,88.6,0.017,-48.23,0,0,-6.515,0.55,-6.976,-12.275,-10.255,-7.2055,-9.684,-8.83525,384.8
1,7.25,0,-0.26244569825,-24.3432699,0,-26.315,-6.916,56.425,0.103821159,88.6,0,-47.89,0,0,-6.479,0.54,-7.022,-12.345,-10.28,-7.2145,-9.731,-8.85475,385.125
1,7.75,0,-0.59248358175,-27.1023653475,0,-26.495,-6.906,54.295,0.098028038,88.6,0.0375,-47.62,0,0,-6.517,0.5515,-6.9975,-12.4,-10.295,-7.2265,-9.731,-8.86575,384.85
1,8.25,0,-0.61007742075,-35.11117687,0,-26.66,-6.881,55.47,0.11050925,88.6,0.0145,-47.77,0,0.2618185,-6.448,0.6835,-7.037,-12.46,-10.38,-7.213,-9.82125,-8.8585,384.8
1,8.75,0,-0.365987704,-28.67425,0,-26.27,-6.795,56.28,0.1052825,88.575,0.0555,-47.3725,0,0.2456665,-6.245,0.508,-7.0255,-12.475,-10.42,-7.211,-9.83025,-8.879,384.5
1,9.25,0,-0.301156,-30.872326285,0,-26.615,-6.804,55.99,0.105360727,88.6,0,-48.5975,0,0.285623,-6.148,0.532,-7.0245,-12.5,-10.475,-7.203,-9.8655,-8.91825,384.525
1,9.75,0,-0.255250855,-29.054618255,0,-26.455,-6.74,54.465,0.0978,88.6,0.079,-49.43,0,0.351713,-6.134,0.6075,-7.01,-12.525,-10.5,-7.24,-9.86675,-8.92,384.5
1,10.25,0,-0.140784,-34.6985706,0,-26.345,-6.662,53.45,0.1201337505,88.6,0.2085,-48.5075,0,0.6402825,-6.1,0.567,-7.0075,-12.56,-10.495,-7.258,-9.896,-8.8785,385
