DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2
1,0.25,0.474694,-0.0876,-3.737625502,-0.23185,-22.322,-0.457,75.054,0.0749078,99.2,0.6243,-1.5752,0,-0.797,0.24704,-10.4167,-9.36667,-8.6625,-10.17,-9.93,-9.723185,446.0355
1,0.75,0.140433,-0.118157,-1.035965841,-0.227467,-22.489,-0.47,74.79,0.0712,99.2,0.781933333,-1.467633333,0,-0.794,0.156661,-9.92552,-8.95586,-8.64276,-9.87,-9.438275862,-9.323275,446.1455
1,1.25,0.281096,-0.08215,-1.970484219,-0.1466833335,-22.493,-0.424,75.6897,0.0695,99.2,0.604167,-1.54617,-0.00504,-0.823,0.201355,-10.094,-9.15433,-8.810666667,-9.87333,-9.527166667,-9.443665,446.815
1,1.75,0.235618148,0.0806550125,-0.2016192015,-0.160033,-22.178,-0.455,75.4173,0.07415,99.2,0.503267,-1.35977,-0.0021801,-0.81,0.195860314,-10.0987,-9.200333333,-8.934,-9.91067,-9.750015,-9.5124,443.725
1,2.25,0.32971,-0.0358,-2.0618615675,-0.2045835,-22.26,-0.4395,75.149833335,0.0764,99.185,0.41625,-1.14795,-0.0200733,-0.7915,0.197826664,-10.114,-9.1455,-9.029835,-9.901,-9.7645825,-9.5795658335,444.6025
1,2.75,0.1294495,0.0583,-2.077825,-0.19245,-22.472166665,-0.4395,75.340983335,0.07715,99.15335,0.7441,-1.565785,-0.00467749,-0.8205,0.1659025,-10.2323,-9.1114983335,-9.016165,-9.875835,-9.6836575,-9.5834166665,445.208
1,3.25,0.358536,-0.1207925,-2.604051631,-0.2297,-22.5945,-0.4695833335,74.74833333,0.0816,99.16335,0.738983,-1.47182,0,-0.8185,0.1664545,-10.27915,-9.0651683335,-9.025835,-9.862,-9.7997425,-9.5477675,443.23
1,3.75,0.231412,-0.1716975,-2.405654947,-0.2178165,-22.7535,-0.451,74.651,0.06585,99.14835,0.5451,-1.561965,0,-0.8158833335,0.1587103785,-10.16065,-9.063165,-9.082835,-9.913165,-9.7108325,-9.575325,443.59
1,4.25,0.1440205,-0.0921,-0.4734911815,-0.143367,-22.734,-0.4485,74.86,0.0771,99.13835,0.4903998335,-1.51215,0,-0.7895,0.1609995,-10.2425,-8.9843316665,-9.1875,-9.95733,-9.6639983335,-9.517925,443.9
1,4.75,0.275636,-0.172872614,-1.1568824625,-0.1071165,-22.559,-0.4373833335,75.301,0.0713,99.2,0.5508665,-1.492735,0,-0.767,0.185405,-10.2542,-8.988165,-9.168165,-9.97715,-9.846325,-9.53209,446.329
1,5.25,0.12547,-0.0296239,-0.5756784415,-0.262133,-22.41,-0.4595833335,75.1602,0.0709,99.188333335,0.6539166665,-1.3098,0,-0.8095,0.160945,-10.34335,-9.002835,-9.125835,-10.0075166665,-9.7068325,-9.4945,446.19
1,5.75,0.0954,0.044,-0.664293,-0.234967,-21.994,-0.475,75.0245,0.07265,99.15,0.6327665,-1.2007,0,-0.8155,0.189853815,-10.358,-8.99667,-9.1125,-10.020165,-9.6180925,-9.492775,443.433
1,6.25,0.459253,-0.249693,-2.68283,-0.222267,-22.142,-0.452,74.98085,0.0696816,99.15,0.488533,-1.17385,0,-0.818,0.220263923,-10.37785,-8.995165,-9.12167,-10.1195,-9.5119925,-9.5004175,443.396
1,6.75,0.36114301,0.00998532,-1.72745,-0.2334335,-22.52,-0.43585,74.833,0.0838,99.18666667,0.5333831665,-0.923233,0,-0.811,0.236289,-10.3415,-9.08333,-9.11717,-10.20265,-9.4353425,-9.49629,444.368
1,7.25,0.260322,0.467678,-2.20089,-0.1926166665,-22.327,-0.502,74.382016665,0.0769,99.11665,0.4366335,-1.004183333,0,-0.8055,0.259135,-10.33785,-8.9796683335,-9.12083,-10.2115,-9.395916667,-9.3179425,441.57
1,7.75,0.322955872,0.407012,-4.99234,-0.214033,-23.563,-0.475,74.57665,0.0886,99.136683335,0.491933,-1.2836816665,0,-0.8118833335,0.2010827725,-10.322,-9.0246683335,-9.1271666665,-10.29735,-9.4395,-9.2846925,442.37
1,8.25,0.1857420555,0.203532076,-0.916572,-0.205167,-23.77,-0.4745,74.63666667,0.07525,99.13,0.4298501665,-1.476665,0,-0.7601333335,0.2079399055,-10.29035,-8.9458333335,-9.202,-10.3568,-9.5432508335,-9.22255,445.2935
1,8.75,0.199399005,0.1111205,-0.572781615,-0.1354,-23.578,-0.4515,74.46465,0.0813,99.19835,0.4127165,-1.3545,0,-0.7727,0.2189505,-10.293816665,-8.9895,-9.229335,-10.43115,-9.5385,-9.25889,446.5425
1,9.25,0.277060717,0.110598,-1.716189454,-0.182583,-23.6515,-0.4736166665,74.203,0.0838144,99.175,0.6586833335,-1.414585,0.0470196,-0.75,0.220309678,-10.199483335,-8.949165,-9.059165,-10.405,-9.6959916665,-9.27524,447.26
