DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,RH,VPD,WS,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PA,T_CANOPY
1,0.25,0.225545,0.40391425,0.411446,0.0254345,-0.8609555,0.088099,1.4782305,0.03277725,422.326208,3.670278,-2.60001075,-2.26765825,-0.2461264,-0.19842885,-0.2162433,-0.217343775,-6.062885,91.28222,0.723462331,3.513152,0,1.35295,284.8143,296.9924,0.01346206,99.3177,-3.19722525
1,0.75,0.219974,0.3812975,0.3786355,0.018947541,-0.880322,0.17431875,1.309374,0.0596745,422.9849535,3.8373645,-2.6630745,-2.29595175,-0.252460325,-0.2156556,-0.205587375,-0.22558475,-6.157405,91.43211,0.701655373,3.467214,0,1.346381,286.447225,297.1199,0.0110331725,99.3067425,-3.44598825
1,1.25,0.22262145,0.47016825,0.436101,0.0296276525,-0.7717105,0.120516,1.77761775,0.046459,423.001859,3.874482,-2.81759775,-2.3635528375,-0.24101645,-0.194527125,-0.202260525,-0.2252972,-6.002376,92.04872,0.67420352725,3.3984205,0,1.348821,285.070575,297.33635,0.0103181525,99.3190315,-3.42329334125
1,1.75,0.21317945,0.370107,0.311208,0.02940286775,-0.797161,0.171775684,1.857701,0.0336618375,422.218117,3.6245595,-2.85352175,-2.38615075,-0.233504825,-0.179385,-0.20574315,-0.232607575,-5.819314,91.8459925,0.67530822975,3.2469345,0,1.3812255,285.528425,296.50555,0.00825190475,99.316963,-3.44264485425
1,2.25,0.2122823,0.366975,0.360562,0.03144475,-0.097889375,0.136532,1.939914,0.0348635,421.953764925,3.598968,-2.916136,-2.4147165,-0.22189165,-0.185027175,-0.195530775,-0.2350037,-5.672063,92.1909075,0.67540408375,3.1756225,0,1.3879445,286.961225,296.07125,0.00870893275,99.3341885,-3.28729302525
1,2.75,0.211169,0.3773685,0.398401,0.02524375,0.027733,0.1870285,1.92095775,0.0432514385,422.79068975,3.504298,-3.06433,-2.462229875,-0.2003808,-0.1706826,-0.2053471,-0.2451897,-5.43981325,92.578065,0.64476221725,3.1321655,0,1.402144,287.4713,295.49545,0.01189731,99.3371675,-3.26353525
1,3.25,0.2108619,0.398117,0.38873875,0.032795,-1.022293,0.21583175,1.805728,0.054151,422.7661305,3.5829915,-2.9650435,-2.481068,-0.2318909,-0.2179026,-0.2127412,-0.2311059,-5.13656975,92.6866325,0.64678559375,3.2453815,0,1.4539735,287.824675,296.7592,0.00644109075,99.3230725,-3.403053
1,3.75,0.206498,0.43870925,0.476994,0.041493,-0.254484,0.13062925,1.63141075,0.049819,423.5751338,3.484192,-3.214015,-2.46866275,-0.2999783,-0.23107,-0.243207,-0.2386624,-4.98723175,92.9439475,0.61990943475,2.937232,0,1.484237,288.188375,296.6389,0.0090088105,99.3384065,-3.64947523425
1,4.25,0.22637125,0.4340099895,0.4143175,0.036378,-0.083288,0.149971,1.21792,0.058461,423.274343,3.557469,-3.40077225,-2.48232925,-0.3024429,-0.2124294,-0.2213518,-0.2437496,-5.0390235,93.04963,0.63062047325,3.063254,0,1.436311,288.79605,296.40475,0.00744044825,99.357186,-3.791053718
1,4.75,0.221497,0.399798,0.404554,0.026559,-0.47366125,0.21756275,1.2894025,0.055389,422.4029145,3.397421,-3.458097,-2.4732805,-0.3130811,-0.2372375,-0.2498028,-0.2579492,-5.55639625,93.0647325,0.60653074725,3.220031,0,1.550342,286.737825,296.0833,0.005778163,99.3873615,-4.1157935
