DOY2,HR2,FC,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.261602640815281,-10.3113468010871,0.0626892652215336,-62.366551559676,0.184709437831018,412.945227753754,0.874386727807922,403.509484036865,1.37545719974073,414.529859981843,403.218894065915,1.33401156677314,413.214079167268,403.284294856198,1.34504608447518,404.503307670403,1.44391084530036,404.895664835518,1.4916703816084,415.997151313095,409.678934127673,1.72122578645787,416.060761867318,0.65738000973609,-10.1968273941692,0.038287535200219,0.45975,0.2895,0.1495,0.1895,0.12975,-10.514245,-10.38965,-10.5376025,-10.5127725,-10.422235,-11.3139575,-3.6649625,100.3597375,33.891,0.132985,-5.1435,-9.0335,-8.9625,-8.89425,-10.4675,0,-4.434,0.3,-0.22025,169.3975,265.89,230.665,260.0975,-0.56025,-0.0655,-0.22,-0.35025,0.24,-0.45,-0.4305,-0.21025,-0.11,-0.28,-2.27315,-0.99445,1.236225,2.558875,3.875375,5.0325,7.001025,8.8819,9.793325,-1.3282,-0.10495,1.8982,3.076575,4.470025,5.16685,7.067675,9.121475,10.164925,-1.343875,-0.2175,1.17175,2.308,4.04225,5.237125,7.674,9.737,10.819,-2.922125,-1.279225,0.530325,2.303375,3.89165,4.900275,7.314825,9.464225,10.4187,-3.78635,-2.593225,-0.098525,1.910525,3.5496,4.7742,6.936725,8.992525,10.21185,-24.54615,-15.6246,-27.8266,-106.9005
1,0.75,-0.808461570502563,-4.41534259869863,0.0407454199207274,-67.5647875629523,0.152251101087564,413.145192107718,0.879472385261679,403.684483408019,1.37531837694644,414.486472229688,402.654713326566,1.32554241033011,416.022243584614,402.366584218321,1.32263681183137,403.917621364008,1.46329808725345,404.03747756453,1.55058181826172,414.422138953547,409.525530566067,1.64460066684415,415.54228064922,0.791733510289559,-10.2553034028148,0.0349010725714116,0.46975,0.23975,0.14475,0.17975,0.159,-10.5389025,-10.41105,-10.6512175,-10.6214425,-10.57823,-11.4660825,-3.9801025,100.3009535,34.2185,0.135505,-5.11725,-9.06425,-9.07175,-9.0135,-10.53875,0,-4.53,0.3,-0.2505,168.8725,265.2,229.675,260.185,-0.57,-0.0655,-0.22,-0.35,0.24,-0.45,-0.43025,-0.22,-0.11,-0.27025,-2.349075,-0.99785,1.209825,2.5419,3.869525,5.038275,7.000075,8.8819,9.79235,-1.3367,-0.157825,1.871075,3.05665,4.4739,5.16385,7.06575,9.12,10.163925,-1.397125,-0.243625,1.15875,2.291875,4.043375,5.238875,7.6735,9.7365,10.818,-2.93375,-1.296125,0.5126,2.2834,3.892525,4.897325,7.315775,9.463225,10.4177,-3.8328,-2.5959,-0.1269,1.892375,3.551325,4.772375,6.9336,8.991525,10.21085,-23.40715,-14.9887,-26.30985,-108.92925
1,1.25,-1.07268558611868,-5.26250346428134,0.0350114090681022,-61.1367204924885,0.167228052643098,413.525530508612,0.870912425901529,403.569459094932,1.4186056088938,413.893464659422,403.146640759664,1.36063935592141,413.252384899139,403.238135867879,1.36964984707133,403.776289669141,1.54673044280274,404.440439746705,1.58076978737798,415.85125323152,410.206165012113,1.67383513083632,417.295336157691,0.912142107432777,-10.3982396375402,0.038639553673419,0.52475,0.3875,0.14475,0.1795,0.12975,-10.683255,-10.565125,-10.7358425,-10.710515,-10.65992,-11.471525,-4.305145,100.214041,34.65,0.10483,-5.14075,-9.21425,-9.2605,-9.20225,-10.85375,0,-4.547,0.2975,-0.24,168.4625,264.7975,228.585,259.4825,-0.57,-0.07325,-0.22,-0.35,0.23975,-0.45025,-0.44,-0.23025,-0.11,-0.28,-2.36505,-1.003925,1.18055,2.526875,3.86365,5.044075,6.998175,8.8819,9.79135,-1.375125,-0.190375,1.8401,3.036775,4.474875,5.16165,7.063825,9.11995,10.162925,-1.460625,-0.280125,1.148875,2.278875,4.043875,5.24,7.6735,9.736,10.817,-2.96025,-1.271325,0.51935,2.263775,3.892425,4.8938,7.316725,9.4632,10.4167,-3.88315,-2.5811,-0.194075,1.866625,3.55395,4.77055,6.93175,8.991525,10.20985,-23.7881,-15.229175,-28.331075,-108.4135
1,1.75,-2.4723367369041,-13.5399156619007,0.0384166969236715,-54.2326497197707,0.164153213427767,413.49985708751,0.888284037222499,403.83938923545,1.42873913003872,415.995979459497,403.182142358088,1.39847551898773,415.232697606408,402.503163097359,1.37464770562877,404.455036047233,1.42736897296951,404.664173156804,1.48163056460287,414.95299146733,408.641214723243,1.73702518510997,418.269134332027,0.983694353190132,-10.4501307681653,0.0442549428423232,0.44625,0.29,0.18475,0.189,0.12,-10.663165,-10.551575,-10.8023525,-10.781195,-10.7533375,-11.822985,-4.4855825,100.14018375,33.452,0.0875,-5.1535,-9.4115,-9.37325,-9.29575,-11.12025,0,-4.5875,0.3,-0.253,168.4575,264.2975,227.8775,258.2975,-0.57,-0.0755,-0.23,-0.35,0.23,-0.45025,-0.44,-0.22025,-0.11,-0.27025,-2.41955,-1.03985,1.151425,2.511825,3.8568,5.049875,6.99625,8.8819,9.79135,-1.4135,-0.1797,1.802425,3.020625,4.467025,5.1596,7.0629,9.11995,10.161925,-1.502375,-0.304375,1.139,2.266625,4.044375,5.24075,7.6735,9.7355,10.8155,-3.012425,-1.309775,0.50755,2.241275,3.8933,4.89185,7.317675,9.462225,10.414725,-3.948175,-2.56445,-0.2387,1.8387,3.555625,4.76775,6.92985,8.991525,10.20885,-26.4618,-15.9058,-28.51755,-108.3375
1,2.25,-0.287434747871572,-2.38392393900632,0.0382428068381293,-62.8476690021128,0.164429526464108,412.587435801261,0.900205828894337,405.134097748195,1.47418285389761,414.920052676961,404.661528957266,1.44696735389131,417.376517831013,404.710245459167,1.44186740586377,403.677811607375,1.46398327748507,404.521238192307,1.51781220743126,414.9376745779,405.743303167128,1.63116420041046,416.623378994599,0.852549912171463,-10.5574463447793,0.0441231694912232,0.50275,0.3095,0.18475,0.1595,0.13,-10.7879325,-10.65095,-10.77476,-10.75616,-10.958505,-12.2501875,-4.556465,100.0874815,35.986,0.12197,-5.19175,-9.545,-9.47725,-9.3895,-11.3455,0,-4.45025,0.2975,-0.22475,168.635,263.5925,227.0825,257.5775,-0.57,-0.06775,-0.22,-0.35,0.23975,-0.45025,-0.43025,-0.22,-0.11,-0.27025,-2.4722,-1.0777,1.124225,2.49485,3.850925,5.053725,6.995325,8.881875,9.79035,-1.4467,-0.168975,1.769675,3.004525,4.459225,5.157825,7.060975,9.119475,10.160925,-1.546125,-0.32825,1.130875,2.2525,4.04525,5.2425,7.673,9.7345,10.8145,-3.113625,-1.4329,0.454725,2.21935,3.893225,4.88905,7.318625,9.462225,10.4147,-3.987825,-2.5571,-0.25705,1.8193,3.553425,4.7659,6.92905,8.9915,10.207875,-25.6662,-16.24845,-31.5282,-105.45925
1,2.75,-0.598716807040396,-10.5885920750323,0.041116870064952,-61.8418177838048,0.199688304795707,412.94321263636,0.900183461757814,407.530251122309,1.42905816685173,415.845729217935,405.566199324698,1.41857690181555,415.399918156616,404.566632883772,1.41446208078603,407.663811424543,1.42329386385621,408.752879954456,1.44989201643101,419.416898873308,411.396375075161,1.56424153511009,417.921239986836,0.857268803507195,-10.6395620235947,0.0398960726237998,0.44875,0.28925,0.1595,0.16975,0.14,-10.8956075,-10.7592,-10.8146475,-10.8325325,-11.45519,-12.5007475,-4.3549275,100.01690975,36.8125,0.128325,-5.32625,-9.63825,-9.61125,-9.52425,-11.404,0,-4.555,0.3,-0.33,168.2425,262.695,226.9925,257.15,-0.57,-0.1475,-0.22525,-0.35,0.24,-0.45,-0.44,-0.22,-0.10025,-0.28,-2.52265,-1.1154,1.097975,2.47885,3.845025,5.050725,6.9934,8.881875,9.78935,-1.4893,-0.1579,1.738775,2.987475,4.451375,5.1556,7.059075,9.119475,10.159925,-1.59575,-0.359875,1.123125,2.23675,4.04425,5.243625,7.673,9.734,10.814,-3.27535,-1.542525,0.44445,2.199975,3.89215,4.887575,7.319575,9.461225,10.412725,-4.01305,-2.5392,-0.2875,1.800375,3.551275,4.7669,6.9282,8.9915,10.206875,-26.915125,-16.333375,-30.6053,-105.4325
1,3.25,-0.462878683857664,-13.4664915215781,0.0483572088745418,-61.3532837350565,0.166577077229345,412.887045195227,0.882118886964621,405.838010884435,1.38584109466922,415.527536883302,405.051129580314,1.38857047931381,417.611564847062,405.133633000706,1.37593237899298,406.280612033504,1.3913353690795,408.873685665476,1.45009766589387,415.842724341049,411.441953239773,1.53336676423829,416.332921821751,0.736448616822732,-10.7181438539623,0.0385741713886174,0.39975,0.29975,0.18,0.17975,0.13,-10.9439775,-10.8076,-10.982665,-11.012865,-11.758335,-12.795935,-4.145415,100.02521725,36.3315,0.12943,-5.362,-9.7605,-9.7715,-9.6735,-11.57125,0,-4.6175,0.3,-0.17025,167.7375,261.8975,227.17,256.45,-0.57,-0.1475,-0.23,-0.35,0.24,-0.45025,-0.44025,-0.22,-0.1,-0.28,-2.553025,-1.16155,1.0748,2.4629,3.838125,5.04775,6.9915,8.881875,9.78935,-1.54,-0.15825,1.71065,2.97145,4.444475,5.15365,7.058125,9.11945,10.15895,-1.648375,-0.401875,1.115625,2.220125,4.040125,5.245,7.673,9.7335,10.813,-3.3051,-1.549925,0.4565,2.1815,3.890125,4.885625,7.3215,9.460225,10.411725,-4.005875,-2.49695,-0.26815,1.7752,3.546175,4.771725,6.927175,8.990525,10.205875,-27.458025,-16.345675,-31.526425,-105.6475
1,3.75,-0.521751805298705,-6.71985476325468,0.0573996088378399,-53.2877096031506,0.162894949278115,412.885760764101,0.86395256662485,406.29227932121,1.36494853623764,416.562264151069,404.57413124834,1.35010837208028,415.939486214589,405.062197231231,1.35323660284787,406.661446184437,1.36714686782518,408.715006676789,1.43989980371506,418.009988152487,411.47065106561,1.57324090254469,419.971943069123,0.799961265031155,-10.723519273592,0.0344159632374345,0.399,0.26875,0.16475,0.17,0.1395,-10.9327275,-10.7876,-10.969875,-10.9447025,-11.3209675,-12.971865,-4.20446,99.99151025,38.1235,0.1849525,-5.411,-9.92375,-9.8755,-9.777,-11.6615,0,-4.542,0.2975,-0.18125,167.235,262.0925,227.19,256.0475,-0.56025,-0.14525,-0.23,-0.35,0.24,-0.45,-0.44,-0.2205,-0.10025,-0.27,-2.56895,-1.2076,1.0566,2.447,3.8312,5.0425,6.99055,8.8809,9.78835,-1.58505,-0.193525,1.687525,2.95355,4.4356,5.1516,7.056225,9.118475,10.15795,-1.707,-0.44725,1.114875,2.204625,4.036,5.247,7.673,9.7325,10.8125,-3.298525,-1.543575,0.482225,2.163375,3.8871,4.883675,7.321475,9.45925,10.410725,-4.053525,-2.447425,-0.245,1.75005,3.54105,4.77555,6.926225,8.9905,10.204875,-27.23735,-16.7266,-29.1956,-105.602
1,4.25,0.199718147499605,-3.28971803369208,0.0462272899461011,-61.7326772768701,0.206539449764686,414.024204673277,0.862458767488872,406.681588244704,1.36805070992926,416.115933075266,405.442965376768,1.36880698073546,417.514176817101,405.633175626033,1.38445566109843,406.591834126859,1.38257922672252,408.477932142997,1.50562296706651,416.29628219747,413.917634909305,1.61563902553185,416.748671107811,0.997758799526924,-10.8587866176787,0.0406596828972796,0.449,0.2895,0.19425,0.19,0.14,-11.0956425,-10.9645,-11.091175,-11.0718325,-11.2141725,-13.2420375,-4.1937325,99.9382545,38.691,0.16808,-5.47325,-10.04025,-9.95325,-9.8455,-11.76,0,-4.524,0.2975,-0.26125,166.83,261.7925,227.59,255.5925,-0.57,-0.14525,-0.22,-0.36,0.24,-0.45,-0.43,-0.22,-0.10025,-0.27025,-2.595075,-1.24595,1.05855,2.432125,3.82355,5.04045,6.98865,8.881875,9.787375,-1.647025,-0.22605,1.667425,2.936625,4.42865,5.14955,7.0543,9.11845,10.15695,-1.7715,-0.499,1.12,2.191625,4.030875,5.249375,7.6725,9.7325,10.811,-3.294475,-1.538775,0.512275,2.141675,3.883125,4.881725,7.32145,9.459225,10.409725,-4.140125,-2.428,-0.213725,1.73085,3.53405,4.773525,6.924325,8.989525,10.203875,-24.98095,-16.3515,-29.625625,-104.926
1,4.75,-0.341394233277979,-9.87995300078365,0.0383489959186845,-73.0013063063029,0.153513496559368,414.221962009007,0.901263268798737,407.411240320091,1.38421579405843,416.276193468623,405.871252813618,1.38498461936709,416.142797783207,405.436557809211,1.38694337814862,408.423134511882,1.40132356594657,410.417679119903,1.57052987639272,418.039096471402,413.43290587395,1.61036511044773,419.391523412622,0.827086396481196,-11.1249092489583,0.0317136368808792,0.44775,0.29925,0.18475,0.19,0.13975,-11.395865,-11.27155,-11.3752025,-11.3689325,-11.62403,-13.221085,-4.390855,99.913949,38.84875,0.184635,-5.54,-10.1095,-10.06,-9.94225,-11.7965,0,-4.33875,0.2,-0.24275,167.1425,260.8875,227.885,255.3475,-0.57,-0.15525,-0.23,-0.35,0.24,-0.46,-0.44,-0.22025,-0.10025,-0.27025,-2.594975,-1.29305,1.0737,2.41625,3.8167,5.0375,6.987725,8.880875,9.78735,-1.70175,-0.2547,1.649325,2.9217,4.420725,5.1476,7.053375,9.117475,10.156925,-1.837125,-0.54825,1.119375,2.180625,4.026375,5.252,7.6725,9.7315,10.81,-3.39035,-1.541225,0.540625,2.12205,3.87915,4.879775,7.319475,9.458225,10.408725,-4.194525,-2.498275,-0.18305,1.724375,3.5291,4.771475,6.9224,8.989525,10.202875,-25.196475,-16.562625,-29.634125,-104.687
