DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,H2O,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_5_1,G_1_1_1,U_SIGMA,W_SIGMA,V_SIGMA
1,0.25,1.048125,5.59284999999996,10.73225,14.049425,0.579375,1.0379,463.371525,10.254425,2.11075,0,0.10555,0.686725,330.30275,333.7706,3.532725,100.2,6.3634,100.417375,4.271525,5.634225,4.46,4.893525,0.573824999999998,1.62578,0.83,1.5436175
1,0.75,0.955625,3.77774999999997,36.139175,12.7899,0.57875,0.1451,443.203775,9.6206,1.161425,0,0.12535,0.477225,331.37025,334.9445,3.4308,100.2,6.486575,100.409875,4.21035,5.630925,4.432725,4.892425,0.652574999999999,1.754,0.83558,1.71998
1,1.25,1.1099,2.1093,44.6152,15.0197499999999,0.5733,1.59339999999999,449.3012,10.46065,2.1112,0,0.244425,0.4192,333.511325,334.9422,3.35135,100.2,6.2221,100.4068,4.127275,5.629075,4.418975,4.891325,0.628149999999999,1.63526,0.80345,1.4401075
1,1.75,0.94655,1.100575,36.459425,12.39135,0.521875,0.1934,448.70075,10.579075,4.16775,0,0.189675,0.62155,334.481675,334.803975,3.330625,100.2,6.487025,100.422125,4.03905,5.62535,4.40715,4.89055,0.604174999999999,1.579805,0.8240875,1.615175
1,2.25,1.1524,1.97475,38.700925,20.7315,0.57175,2.77959999999998,508.637,10.184,3.719875,0,0.14645,0.5313,336.15765,333.108825,3.2364,100.2,6.3058,100.41625,3.97955,5.612125,4.390025,4.89165,0.580625,1.79758,0.84036,1.69872
1,2.75,0.939549999999999,2.05625,38.50285,29.1232999999999,0.5645,0.21075,464.5452,9.87364999999999,3.469525,0,0.1086,0.57605,337.882775,334.29355,3.21605,100.1775,6.173275,100.4919,3.965375,5.601125,4.368225,4.892525,0.55695,1.75054,0.82877,1.635845
1,3.25,1.229,1.943,31.37625,14.2889499999999,0.6232,0.243325,462.918875,9.3908,3.237325,0,0.0642999999999999,0.525375,336.209425,334.2978,3.368725,100.1775,6.058525,100.504125,3.954625,5.563625,4.343275,4.893625,0.535149999999999,1.95172,0.988674999999999,1.738835
1,3.75,1.234375,2.63652499999998,31.843275,11.30005,0.51525,0.3295,443.58085,9.527875,3.020725,0,0.04425,0.61565,333.78905,333.181575,3.36814999999999,100.1775,5.70377499999999,100.51425,3.950525,5.531375,4.31675,4.894725,0.511574999999999,1.5916475,0.7718875,1.62156
1,4.25,1.16745,1.2555,31.159225,10.694875,0.5325,0.36575,444.5495,9.68475,2.0505,0,0.020775,0.639375,332.59785,332.76905,3.20437499999999,100.1,6.20655,100.521125,3.9383,5.49525,4.291275,4.8956,0.487974999999999,1.5405625,0.792034999999999,1.6256225
1,4.75,1.078725,1.425,29.954,16.8246,0.5375,0.8845,447.820675,9.721525,3.207575,0,0.0862249999999999,0.6646,336.5854,333.074425,3.189675,100.0775,5.94,100.5471,3.9179,5.466575,4.26575,4.897475,0.393275,1.60304,0.75974,1.45536
1,5.25,1.06975,5.27747499999998,30.3226,10.026525,0.5985,0.831299999999995,451.412,9.48825,3.213,0,0.0833749999999999,0.575475,335.9207,332.886125,3.24655,100.1,6.152,100.600125,3.90035,5.4501,4.242325,4.89835,0.379725,1.5848375,0.8166275,1.615575
1,5.75,0.843075,4.68584999999998,34.16775,8.15565,0.627,1.24514999999999,455.536025,9.19225,4.0107,0,0.3337,0.656225,334.184925,332.4542,3.373225,100.1,6.183,100.6117,3.8874,5.4053,4.218575,4.899225,0.365849999999999,1.64132,0.82096,1.61052
1,6.25,1.097025,1.84054999999999,32.623,7.88875,0.6057,0.94375,462.25775,9.18975,4.160625,0,0.128875,0.610775,334.113,332.882375,3.2226,100.1,6.1472,100.6303,3.86775,5.3535,4.19695,4.900325,0.356074999999999,1.63094,0.80698,1.64028
1,6.75,0.937725,0.890099999999999,28.6607,8.8462,0.5202,1.2816,457.3636,9.1455,3.6913,0,0.0945499999999999,0.74505,334.869875,333.705975,3.178725,100.0775,5.9972,100.6971,3.8393,5.324375,4.17675,4.9012,0.342599999999998,1.473435,0.70465,1.444905
1,7.25,1.149125,4.31029999999999,30.2879,9.18520000000001,0.5816,0.522674999999999,460.3677,9.0746,3.063325,0,0.576399999999999,0.967225,336.215425,334.84945,3.186725,100.1,5.765475,100.6314,3.81115,5.2788,4.156025,4.902075,0.402675,1.79942,0.78966,1.48554
1,7.75,0.9535,2.26685,24.78325,12.840075,0.5412,0.59675,474.548875,9.0196,5.6843,23.05775,30.071825,17.1633,336.427725,335.26535,3.2385,100.1,5.988475,100.6257,3.78445,5.255575,4.13625,4.90295,0.384725,1.91382,0.76776,1.5132
1,8.25,0.80155,4.76409999999999,26.957625,11.37755,0.604375,1.57905,495.2238,9.429425,110.50035,114.7425,163.579675,58.119025,336.74205,335.98405,3.438575,100.1775,5.954725,100.623875,3.75635,5.233025,4.118425,4.90495,0.353849999999999,1.59854,0.79054,1.55194
1,8.75,0.7538,2.06637499999999,24.32195,24.5754,0.577875,1.16929999999999,499.10725,9.541,95.905025,235.055,238.734675,100.394875,340.316425,337.1715,3.6264,100.1,6.18675,100.6205,3.729825,5.2568,4.106725,4.906175,0.38505,1.57936,0.83336,1.4768
1,9.25,0.769475,5.93012499999996,36.47795,58.7292,0.6082,0.616374999999989,560.2355,16.89825,134.891875,402.675,333.702025,160.35505,342.52555,339.210925,3.697225,100.1,6.479675,100.6204,3.74245,5.308425,4.097075,4.908175,0.518724999999999,1.58532,0.77354,1.59514
1,9.75,0.900124999999999,1.7125,44.8056,64.8411999999999,0.56905,2.94339999999999,515.946299999998,10.9114,172.5376,585.475,399.97625,210.3988,344.02695,343.3092,3.911125,100.0775,6.4554,100.60705,3.791175,5.3743,4.08885,4.910175,0.966524999999993,1.7620775,0.832094999999999,1.615895
1,10.25,1.019,2.04715,56.861125,90.68775,0.590825,2.331325,490.492949999999,9.621975,184.76575,725.715,422.681525,219.813225,341.439525,345.943575,4.257525,100.0775,6.2968,100.60655,3.8513,5.424175,4.08605,4.91195,2.05377499999999,1.53592,0.765475,1.753605
