DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,LW_IN,LW_OUT,VPD
1,0.25,0.6997768745,0.91185,0.035106091,0,-12.726675,0.1257325,83.009875,0.13848,100.187,0.6679865,1.32649,0.0079864775,0.06217235,0.7290445,-3.70805,-3.94749,-3.81964,-2.68119,-3.7316575,-3.49435,454.474,266.72,270.78,0.56422
1,0.75,0.67586380525,0.9249003325,0.243944,0,-12.7412,0.08842005,82.60875,0.1434769895,100.16175,0.68586,1.3024625,0.009211295,0.0244932,0.766208,-3.6541825,-3.97871,-4.0044,-2.68212,-3.81433,-3.4752,457.139,264.775,270.66,0.489325
1,1.25,0.649264539,0.8231125,0.965782,0,-12.54925,0.08071765,82.87435,0.138735,100.1235,0.754285,1.7083675,0.00908043,0.0331535,0.699635,-3.9974825,-4.154935,-4.20811,-2.91807,-3.8191275,-3.765315,459.2441,262.38,270.475,0.5645975
1,1.75,0.5692425275,0.942321694,0.610205485,0,-12.566,0.0827313,82.21705,0.1446691395,100.118,0.70139,1.5910225,0.00805406,0.02873755,0.68240425,-4.04618,-4.19664,-4.26157,-3.01771,-3.81907125,-3.812195,459.69,262.92,268.8625,0.4438675
1,2.25,0.76582987425,0.87203,0.16071407775,0,-12.25815,0.08335445,82.07545,0.13019525,100.13225,0.7120575,1.8727025,0.007609105,0.041187,0.693525,-4.075495,-4.224015,-4.26387,-3.0698,-3.80931375,-3.82194,460.75875,265.835,268.445,0.4729425
1,2.75,0.527377821,1.332265,0.6710065,0,-12.43505,0.0748392,81.95485,0.14858925,100.12925,0.6941925,1.7708075,0.00817131,0.0312225,0.69146075,-4.0771575,-4.277825,-4.24037,-3.09753,-3.80159625,-3.853455,461.54915,269.07,267.6925,0.468195
1,3.25,0.6023936895,1.0508816695,0.7830538185,0,-12.37975,0.080513525,81.652525,0.14244697025,100.15,0.74116375,1.650785,0.0091722325,0.03994175,0.6787975,-4.06114,-4.31432,-4.3520925,-3.2722525,-3.79124125,-3.9180275,461.9693,263.8075,267.6325,0.4080125
1,3.75,0.569531397,0.8268777925,0.67233699,0,-12.6552,0.07849,82.0546,0.139765,100.17275,0.676277,1.20234,0.00675147,0.027551,0.67513425,-4.0710675,-4.2723725,-4.3425,-3.266835,-3.782105,-3.82477375,461.37485,262.1675,269.53,0.4253175
1,4.25,0.664647144,0.9518165,1.1646375,0,-13.26315,0.072249175,83.301375,0.1470465095,100.16,0.69745925,1.35312,0.0071377725,0.0053841225,0.7385625,-4.11244,-4.337,-4.3402725,-3.2584175,-3.771665,-3.89963826375,461.987125,262.325,269.945,0.428995
1,4.75,0.691282,1.695905,0.77667043625,0,-13.446575,0.07089915,82.273925,0.1447005,100.14875,0.70004925,1.93537,0.00626077,0.02340975,0.758171,-4.118675,-4.376975,-4.34708,-3.2515025,-3.76383375,-3.9191625,462.492875,263.34,270.9925,0.4547625
1,5.25,0.717177,1.28079,0.545807,0,-13.436475,0.090350025,81.6336,0.13582799875,100.1465,0.71473625,2.105845,0.00700015,0.024078025,0.66206925,-4.1233075,-4.364945,-4.352905,-3.2410325,-3.7700925,-3.91615625,465.99015,265.8125,271.825,0.4685
1,5.75,0.62076940875,1.3761,1.475675705,0,-13.263275,0.072096,81.72835,0.13226,100.147,0.6970575,2.347775,0.00627454,0,0.652957,-4.13913,-4.311575,-4.3569625,-3.23198,-3.7822075,-3.91156125,466.5318,263.01,272.075,0.388705
1,6.25,0.674431149,1.099845,0.350628366,0,-13.237425,0.079984675,82.927675,0.12196,100.156,0.68032425,2.2495125,0.0081811575,0,0.7117515,-4.1297575,-4.2972,-4.355315,-3.24031,-3.7891725,-3.821385,464.291,261.9,271.525,0.4264875
1,6.75,0.662875288,1.39725,0.9921981225,0,-12.816325,0.084583675,81.736475,0.131798272,100.1755,0.7471465,1.68604,0.00818117,0.0006487125,0.724386,-4.1490575,-4.3374925,-4.35448,-3.239265,-3.80428875,-3.82469125,461.755825,260.43,270.3375,0.4244
1,7.25,0.60002244875,1.4935425,0.6216,0,-12.812325,0.09661175,82.0479,0.130034446,100.168,0.7044475,1.9488325,0.008682425,0.003221425,0.68694,-4.1701125,-4.49395,-4.40204,-3.232605,-3.81183,-3.8851125,462.2195,257.215,269.6525,0.3612075
1,7.75,0.580189086,1.547592177,0.8495309735,0,-13.37075,0.082397675,81.504825,0.127969197,100.157,0.672573,1.8747,0.00725718,0.0042513,0.70233375,-4.1535825,-4.503175,-4.40341,-3.2272325,-3.82280375,-3.90285375,462.3838,256.0675,267.1975,0.35728
1,8.25,0.60896,1.14007,0.39558375,0,-13.5089,0.094027,81.1233,0.136820354,100.1375,0.65085425,1.942655,0.009372405,0.02019815,0.6656485,-4.1975475,-4.4924,-4.4342375,-3.2287325,-3.82631875,-3.90158125,457.84215,259.595,266.36,0.3804
1,8.75,0.723697773,1.28707931475,-0.257897,0,-13.46425,0.0948025,81.878,0.163489,100.1145,0.74683775,2.106475,0.032223125,0.03326125,0.746832,-4.2054925,-4.4628225,-4.451605,-3.2260775,-3.838505,-3.9038575,460.305,257.8275,263.85,0.4046875
1,9.25,0.71059525,1.303625,-0.3047225,0.06911665,-13.428,0.090283625,82.44445,0.15719625,100.14525,0.91614575,1.4865975,0.481082,0.0274192,0.73229175,-4.206605,-4.4677025,-4.4707075,-3.2220875,-3.84668875,-3.898415,458.475,258.4,269.0775,0.41246
1,9.75,0.756304887,0.67322,-0.20658251175,1.3454,-13.834675,0.094717825,81.475675,0.1405557525,100.188,1.746605,1.8515925,4.16812,0.018912,0.75036525,-4.1876725,-4.466815,-4.5032525,-3.2046975,-3.859765,-3.91933125,457.867,258.59,269.2475,0.4268075
1,10.25,0.68221402675,1.28534,0.45239575,4.6796225,-13.09325,0.088034325,81.6535,0.160977,100.22,4.4627175,3.13346,14.423125,0.03689635,0.7747705,-4.134755,-4.450745,-4.534025,-3.192985,-3.8672725,-3.9441125,456.784,259.105,267.7475,0.43736
1,10.75,0.65972014,1.59778254975,1.079455874,11.4067,-12.9225,0.08602925,81.69475,0.16123,100.245,8.9934925,5.4297025,30.249225,0.035362,0.75039175,-4.1338275,-4.411785,-4.572905,-3.1879175,-3.88298375,-3.966545,456.196,259.63,267.825,0.4945025
1,11.25,0.642052639,2.20725,0.195225,22.6062,-12.89625,0.09393,81.300525,0.1713465,100.257,15.125975,9.72485,45.4527,0.018066,0.7768405,-4.124925,-4.397845,-4.6045075,-3.1949675,-3.8900775,-3.90674875,456.3415,265.0475,271.0175,0.48206
1,11.75,0.677048276,1.82706,0.48760409525,36.4842,-12.669225,0.08669575,80.9355,0.12809,100.2955,20.292825,16.9431,64.50425,0.01501865,0.828816,-4.12993,-4.3875475,-4.6363425,-3.1962925,-3.906,-4.024095,452.053,269.31,272.87,0.5027025
1,12.25,0.62208,1.611,0.3691375,42.333,-12.06455,0.08959275,80.1456,0.134031588,100.329,24.925525,19.6314,75.955775,0.0170658,0.96089,-4.06338,-4.392715,-4.67083,-3.2045625,-3.91108,-4.0730766695,448.673075,268.66,275.84,0.6058875
1,12.75,0.437466102,2.13515,1.1059150235,54.009175,-11.366775,0.090911,79.305325,0.14121175,100.324,29.0872,26.46465,83.479025,0.011827405,0.911533,-4.0770175,-4.40204,-4.702095,-3.220955,-3.9209725,-4.2051956525,448.8472,270.2475,278.315,0.7987475
1,13.25,0.591541469,1.349255,0.6524074855,62.0016,-11.342975,0.1017075,79.08285,0.1595,100.33025,31.95925,30.0577,90.195825,0.004224105,0.9102785,-4.21385,-4.409735,-4.7401275,-3.233715,-3.9267575,-4.18539568175,446.707175,266.94,280.9325,0.858185
1,13.75,0.54694314925,1.89113310325,-0.051925,54.1133,-10.856125,0.09643375,79.0552,0.1552615,100.328,28.937225,24.677975,78.124825,0.014556345,0.9950225,-4.1808875,-4.46968,-4.7409575,-3.2500375,-3.92857,-4.0422221695,444.789,266.1,280.765,0.980955
1,14.25,0.58898854975,1.20068,0.15688,44.7562,-11.12995,0.078437,79.684625,0.1576,100.32425,24.7342,21.92375,67.8217,0.03062325,0.9602975,-4.17801,-4.4754625,-4.7557075,-3.2502675,-3.920895,-3.93104,442.8139,268.8725,279.6875,0.8924325
1,14.75,0.602196486,1.30834,0.4501272035,28.00845,-10.9388,0.0699407,80.05475,0.159235,100.33,17.6818,12.91035,50.30805,0.0203005,0.892097,-4.1275175,-4.4858075,-4.6410275,-3.258505,-3.90957,-3.79465625,445.244,267.33,279.435,0.798355
1,15.25,0.68875655475,1.1584525,0.44493738625,13.810075,-10.792875,0.096581,81.48975,0.161934,100.3405,9.7410225,8.044495,29.969975,0.01159675,0.9226725,-4.1252675,-4.477385,-4.6189,-3.26831,-3.891095,-3.79312,439.677975,264.8275,276.725,0.7823925
