DOY2,HR2,TA_1_3_1,RH,TA_1_6_1,TA_1_5_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_1_1_1,T_BOLE_1_1_2,T_BOLE_1_1_3,CO2_1_1_1,H2O,CO2_1_2_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_2,TA_1_4_1,TA_1_3_3,TA_1_2_1,TA_1_1_1,WS_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,T_SONIC,WS_1_1_2,LW_IN,LW_OUT,CO2,SG,WS,U_SIGMA,V_SIGMA,W_SIGMA,VPD,T_SONIC_SIGMA,NETRAD,PPFD_IN,SW_IN,SW_OUT,G_1_2_1,G_1_2_2,TA
1,5.25,4.46125,99.74040087,3.7945,4.058,4.0675,4.1923,4.55125,4.172375,-0.3895,-1.288,-2.6766,-1.352575,-2.16825,-1.434075,3.841,3.9435,4.00025,395.2,8.29625,423.325,0.243189,1.94358,-1.827,1.71463,0.178358,-1.35275,0.6085455,0.7972645,1.727,4.1235,4.245,5.34,5.988,5.39775,2.002,-3.8425,0.002585,0,2.34,0.0717025,0.14455,1.4815,0,0.613675,21.2875,0,4.6738,4.73825,5.05785,5.753525,6.415775,100.7,6.911,2.209,329.933,332.8,411.1975,-2.0236,1.7510025,0.6635135,0.71495475,0.352713,0.343974,0.39351975,-0.4594735,0,0.0360125,1.432175,-3.068925,-0.90258075,2.0313375
1,5.75,4.4996,99.781775,3.888,4.0855,4.0465,4.182375,4.54925,4.1685,-0.3794,-1.34675,-2.662,-1.337175,-2.20395,-1.34915,3.8775,3.91825,3.96,394.85,8.30967,422.025,0.255144,2.15859,-1.97425,1.5482025,0.186368,-1.30075,0.6028,0.802347,1.64073,4.2205,4.432,5.081,5.8895,5.33975,1.973,-3.7675,-0.08043,0,2.34,0.082015,0.1043,1.4935,0,0.618525,21.2875,0,4.67255,4.742575,5.050975,5.757075,6.419525,100.7,6.8155,2.208,330.0655,333,411.701,-2.21595,1.81581,0.700115,0.700754,0.342853,0.386941327,0.40903,-0.32994,0,0.042555,1.63333,-2.953075,-0.85491175,2.0666675
1,6.25,4.436,99.803475,3.88,4.09,4.03945,4.1426,4.53525,4.1696,-0.37705,-1.3525,-2.8,-1.36115,-2.1618,-1.367,3.8895,3.92775,3.963,395.4,8.327,423.675,0.23,1.821055,-1.64635,1.53694,0.1881795,-1.32675,0.54102325,0.699375,1.65094,4.2625,4.3395,5.038,5.909,5.3285,1.969,-3.0015,-0.12935,0,2.34,0.0832725,0.08489,1.567,0,0.6182,21.2875,0,4.671625,4.739675,5.043225,5.748975,6.41375,100.7,6.769,2.215,329.8515,332.45,412.899,-2.34269,1.6842975,0.64699,0.685721,0.323466,0.318686134,0.436069,-0.393885,0,0.04492,1.591175,-2.9532075,-0.90234675,2.0630375
1,6.75,4.45275,99.83935,3.8625,4.203,4.0208,4.137475,4.50725,4.151,-0.384525,-1.3853,-2.7559,-1.42575,-2.146,-1.32915,3.98975,3.92325,3.95425,395.575,8.385,422.925,0.24651525,1.943,-1.2675025,1.653,0.1376315,-1.54725,0.469205,0.6472,1.7238225,4.413,4.53025,4.9745,5.9355,5.453,1.8575,-1.71575,-0.1511,0,2.34,0.064895,0.06892,1.559,0,0.62015,21.2875,0,4.668475,4.743825,5.0444,5.7503,6.409,100.7,6.7405,2.1505,330.4,333.0955,412.44325,-2.3216,1.682315,0.65703475,0.6633575,0.32867725,0.323986393,0.3889485,-0.37371075,0.0184161,0.1439475,1.51645,-2.8610375,-0.87865225,2.02584
1,7.25,4.4648,99.837,3.93,4.284,3.988425,4.120625,4.4815,4.142225,-0.417805,-1.414,-2.691875,-1.4376,-2.22005,-1.407025,4.0025,3.94325,3.97075,395.35,8.34925,423.525,0.22855,1.6481375,-1.3838025,1.56775,0.194693,-1.54275,0.63516125,0.699,1.62979,4.402,4.51575,5.048,6,5.4145,1.786,-1.24575,-0.00202,0,2.34,0.10045,0.1058,1.46575,0,0.6263,21.2875,0,4.65345,4.7451,5.03875,5.75045,6.403825,100.7,6.8901625,2.047,330.28275,333.119,412.635,-2.04666,1.65663,0.6768085,0.67960775,0.32309975,0.33553475,0.42333875,-0.3454425,0,0.098165,1.396315,-2.768635,-0.78366325,1.945705
1,7.75,4.4803,99.8457,3.792,4.287,3.9792,4.109,4.46975,4.134225,-0.3786,-1.4491,-2.64065,-1.45775,-2.13175,-1.469,4.038,3.98975,3.99625,395.1,8.27375,422.975,0.229,2.035315,-1.5847975,1.63882,0.1421665,-1.472,0.65725,0.8282,1.628955,4.365,4.49525,5.1115,5.9355,5.344,1.92675,-2.71375,0.0520725,0.0117675,2.6475,0.1159,0.3721,1.56325,0.551225,1.39675,44.8975,0.072935,4.641375,4.750325,5.03785,5.740175,6.40725,100.7,6.8375,2.2115,330.4425,333.3,412.90075,-2.028405,1.6531,0.631813,0.680522,0.310905,0.267963,0.432539,-0.5146815,0.53419975,0.322055,1.50775,-2.8606925,-0.78367225,1.7782475
1,8.25,4.434575,99.83665,3.6515,4.0675,3.972275,4.097025,4.4625,4.132,-0.38524,-1.448,-2.62865,-1.429725,-2.188,-1.40405,3.98075,3.98775,4.015,394.95,8.35166,421.825,0.2367205,1.95669,-1.41371,1.578,0.060838775,-1.4155,0.8916,1.715,1.4390375,4.262,4.413,5.091,6.025,5.304,1.897,-1.6775,2.04025,4.165,7.6335,1.24,6.426,3.0395,11.83,12.855,24.0375,1.06365,4.651225,4.753275,5.03425,5.74395,6.414875,100.7,6.73,2.0445,330.075,333.212,411.8745,-2.180045,1.57631,0.672952,0.7030905,0.312907,0.26287498,0.397123,1.6135,14.42625,7.2021,2.4251825,-2.7911225,-0.783665,1.91586
1,8.75,4.4485,99.8354994975,3.7855,4.3645,3.98985,4.068,4.45175,4.135225,-0.3740475,-1.39945,-2.71775,-1.422,-2.175,-1.335775,4.054,4.00275,4.02375,394.35,8.37086,421.125,0.22583525,2.56477,-0.720448,1.368,-0.0172937,-1.24325,1.510805,3.979,1.093005,4.179,4.484,5.1015,5.994,5.4505,1.8,3.05475,8.34325,22.545,21.6725,6.95575,33.2875,7.83725,45.8425,56.1,53.33,4.379,4.6465,4.758325,5.0356,5.7444,6.409875,100.7,6.7518775,1.95875,330.84125,334,410.6395,-2.224035,1.5401625,0.718209,0.668806,0.35749,0.297634,0.385163,10.84725,61.995075,31.256225,5.3974,-2.860545,-0.759879,1.90742
1,9.25,4.598,99.8372,4.1835,4.673,4.032575,4.106575,4.45275,4.14275,-0.323875,-1.42825,-2.72475,-1.392,-2.164,-1.1615,4.099,4.03025,4.03325,393.75,8.45087,420.15,0.261517,4.188,-0.85607325,1.0985,-0.0316568,-0.171675,1.8757125,6.19569,0.84258425,4.241,4.61775,5.302,6.0975,5.346,1.603,17.5575,20.76,58.2525,47.56,15.1275,63.32,15.8925,95.4875,114.325,86.9125,9.7435625,4.633375,4.76015,5.03685,5.76735,6.419525,100.7,6.8969625,1.799,330.5545,335,409.23275,-1.740815,1.4900625,0.69030425,0.71074375,0.381865,0.265552904,0.36324275,24.361325,124.6935,65.356625,9.8972,-2.7918975,-0.66487875,2.208545
1,9.75,4.82095,99.82535,4.57,5.1715,4.163,4.147425,4.448,4.175425,-0.212375,-1.3209,-2.61575,-1.2809,-2.0057,-0.692825,4.4355,4.1985,4.18875,393,8.5794125,418,0.26477675,9.446735,2.7585,0.78089075,-0.0435333,0.91365,2.1488625,7.183,0.672527,4.5235,5.12425,5.5595,6,5.46825,1.535,37.2975,41.365,83.3075,86.3,22.9925,96.5625,20.8475,160.2,177.275,120.6,15.39,4.627775,4.7643,5.044725,5.792075,6.43575,100.7,7.0016775,1.66,331.9455,336.217,408.96625,-1.24044,1.367195,0.713737,0.681411,0.357737,0.33104,0.326306,48.61,203.05325,104.4885,13.45455,-2.76899,-0.759855,2.35471
1,10.25,5.06725,99.3936,4.8585,5.3795,4.2812,4.253,4.48175,4.2075,0.112,-1.185,-2.4035,-0.944225,-1.76605,-0.21305,4.66375,4.25275,4.297,392.65,8.621015,415.05,0.28164475,17.7413,10.18595,0.5824635,-0.0023198525,2.13,2.01295,6.3960975,0.4312,4.8705,5.494,5.801,6.2725,5.6325,1.62,75.9125,72.1675,137.3,134.175,30.32,153.3,26.59,241.5,284.15,152.3,20.975,4.617925,4.780925,5.0435,5.797625,6.44875,100.7,7.13625,1.73,332.251,337.65,408.35225,-0.45579425,1.3004475,0.69867,0.707126,0.370007,0.42645355325,0.302748,86.195,277.32525,150.16675,16.9509,-2.791625,-0.7597255,2.942655
1,10.75,5.284825,98.8030014,5.128,5.617,4.42555,4.3073,4.505,4.26445,0.5384925,-0.9338,-2.1875,-0.59875,-1.4925,0.32236,4.888,4.461,4.44125,392.25,8.705865,413.2,0.308175,22.735975,23.14,0.1798615,0.00965566,2.82925,1.964895,5.8001875,0.0829872,5.07,5.734,6.0765,6.2985,5.606,1.47875,87.645,100.8,151.825,173.475,36.38,186.975,32.2175,313.075,345.825,193.7,25.2353,4.603425,4.79645,5.045175,5.791975,6.46,100.72,7.2915,1.6365,332.3,338.641,407.76175,-0.13646375,1.3526425,0.768948,0.74381275,0.420793,0.640509599,0.31149575,112.033,314.323,161.494,19.31285,-2.7678875,-0.71221725,3.3508475
1,11.25,5.57675,98.559,5.5715,5.9065,4.57105,4.410025,4.54,4.329725,1.1188675,-0.6692,-1.9723,-0.02774,-1.181,1.0706,5.42,4.7,4.69225,392.2,8.807585,414.15,0.3253645,27.08,31.69,-0.18259325,0.03415305,4.00725,1.7254275,4.7544975,-0.2327,5.225,6.03475,6.3515,6.3995,5.8925,1.49,98.69,113.5,176.75,186.075,41.7325,192.65,33.465,353.275,377.325,207.6,25.1666,4.606725,4.7891,5.0511,5.7857,6.47535,100.7,7.421625,1.771,333.05,340.397,407.3375,0.3034465,1.51784,0.750469,0.745558,0.435122,0.737929436,0.308823,135.87125,371.71575,187.08675,22.20465,-2.698665,-0.7598575,3.457605
1,11.75,5.727,98.34799957,5.6585,6.083,4.6817,4.50205,4.63625,4.380175,1.61255,-0.343835,-1.7795,0.35501,-0.75295,1.631875,5.655,4.934,4.918,391.9,8.823355,414.95,0.345869,31.0259,37.0894,-0.4078435,0.0704939,4.5545,1.48436,4.0143725,-0.3686,5.4025,6.208,6.349,6.456,6.041,1.57575,128.625,125.575,205.825,199.625,40.145,202.975,33.9825,390.4,401.7,222.55,26.32,4.612775,4.77475,5.05215,5.794725,6.467525,100.7,7.92215,1.75975,333.47425,340.988,407.093,0.636665,1.3970825,0.73438925,0.772667,0.442388,0.787398,0.3285905,148.25,401.944,199.1125,22.68,-2.698675,-0.68856675,3.938165
1,12.25,5.8365,98.1229988075,6.0415,6.179,4.80305,4.584275,4.7315,4.453575,2.258,0.05281,-1.6349,0.7124,-0.3554,2.13425,5.7805,5.27,5.222,391.45,8.921135,411.775,0.34941975,30.9575,42.38835,-0.2888315,0.1309,4.828,1.238255,3.8345,-0.320601,5.5405,6.262,6.6115,6.5225,6.22125,1.661,122.725,123.475,200.225,187.725,35.84,193.575,31.7475,376.575,389.225,230.475,25.26535,4.621275,4.7653,5.0464,5.78115,6.468975,100.685,8.1266,1.82725,333.55,342.12475,406.50125,0.925598,1.5715125,0.808792,0.7759675,0.46569825,0.900704235,0.34072275,157.1865,443.598,227.545,25.38585,-2.6993825,-0.66474075,4.12685
1,12.75,6.03275,97.9835,6.026,6.3915,4.8512,4.651175,4.82175,4.50235,2.625,0.3434,-1.4215,1.15,-0.00187,2.598,5.973,5.46725,5.449,391.3,8.889755,412.05,0.334125,29.935,42.1075,-0.49143825,0.1129,4.4145,1.084105,3.3958075,-0.46381425,5.5585,6.53525,6.6955,6.656,6.289,1.50575,149.675,121.775,211.375,187.3,34.3525,189.95,29.9275,382.375,369.55,224.75,26.506075,4.63425,4.753225,5.036225,5.738425,6.4505,100.68,8.2068925,1.739,333.98,342.5935,406.81525,1.0157755,1.5038475,0.81785675,0.7860925,0.4557005,0.98587835175,0.34781675,141.3225,406.855,206.376,23.543475,-2.42252,-0.61719725,4.185275
1,13.25,6.15425,97.7012,6.1545,6.409,4.91045,4.695025,4.9765,4.551875,2.9461,0.6622,-1.1829,1.558,0.33,3.00025,6.0745,5.66175,5.63425,391,9.0438775,411.75,0.341875,29.69,43.3107,-0.5559,0.127283,5.139,1.095,2.543,-0.37785,5.7075,6.704,6.875,6.8375,6.44925,1.59375,140.9,120.15,196.825,188.3,31.31,198.25,27.105,363.475,391.45,220.8,24.9778,4.6655,4.736725,5.0275,5.735275,6.4245,100.6625,8.41875,1.87725,333.849,342.9115,407.10775,1.355115,1.5029875,0.8386275,0.7718525,0.44727275,1.0320372865,0.3349495,140.32,417.73275,216.17525,22.7334,-1.91497,-0.59360375,4.31732
1,13.75,6.18825,97.61,6.312,6.382,4.92775,4.70575,5.0365,4.58515,3.035925,0.9842,-1.0185,1.815025,0.5283275,3.178,5.977,5.70675,5.742,391.4,8.91142,412.1,0.333452,25.6913,40.811,-0.3664,0.1464075,3.9535,1.11325,2.151,-0.324748,5.6455,6.616,6.8305,6.853,6.455,1.629,87.685,104.425,184.45,178.475,30.91,190.5,25.4,346.825,369.55,185.6,22.1725,4.692,4.738925,5.0188,5.728375,6.411525,100.6565,8.447425,1.8835,333.441,342.91275,406.8655,1.1326475,1.4173975,0.8230275,0.7500905,0.44232025,1.2283993705,0.347573,127.8175,396.4385,195.438,20.58475,-1.9150475,-0.664673,4.4798575
1,14.25,6.06775,97.8644981375,6.2535,6.381,4.9208,4.737675,5.069,4.604725,3.18865,1.11275,-0.828385,2.01185,0.72435,3.22675,6.04175,5.72675,5.73875,391.45,8.99125,412.6,0.32040775,20.795,31.175,-0.0797507,0.182726,3.33425,0.987153,1.48158,-0.021536,5.6815,6.51925,6.7835,6.996,6.358,1.54175,73.37,77.485,147.675,144.925,28.245,149.875,23.3225,276.625,295.375,166.45,18.2104,4.723725,4.747325,5.0055,5.712475,6.3961,100.6325,8.379,1.68375,333.41475,342.5755,406.8265,0.9628585,1.43608,0.761732,0.76116,0.432386,1.247245,0.29849,102.1775,313.64,161.26,18.92675,-1.9379175,-0.52224275,4.558695
1,14.75,6.079075,97.920502015,6.163,6.2205,4.92945,4.75675,5.087,4.639825,3.289225,1.2668,-0.7136,2.0973,0.8598,2.926,5.94475,5.748,5.7645,390.85,9.0245,417.125,0.31274025,16.535,19.7524,-0.15245,0.152352,2.94225,0.96875875,0.9194155,-0.0074,5.666,6.393,6.7495,6.82,6.30725,1.583,46.88,53.6775,101.95,109.4,20.4975,114.375,16.435,209.275,215.65,144.4,13.05,4.741075,4.756975,4.99815,5.70925,6.3846,100.6295,8.336685,1.766,333.9,342.1945,407.2415,0.9131765,1.46713,0.789703,0.779574,0.441305,1.1683832075,0.28773,73.59605,270.032,135.294,13.657275,-1.845645,-0.52224275,4.45458
1,15.25,6.023325,98.1,5.992,6.0515,4.926325,4.76395,5.0965,4.64685,3.1425,1.30805,-0.6052225,2.08625,0.8998875,2.70295,6.0465,5.8375,5.862,391,9.1427275,417.025,0.302,12.2876,9.85934,0.2031,0.2182785,2.3465,0.801922,0.2503,0.3127,5.5875,6.34875,6.603,6.5695,6.22375,1.5705,32.295,34.1275,81.7525,79.065,15.8075,83.97,12.63,151.675,163.75,117.85,10.446,4.757875,4.770175,4.9977,5.6973,6.382625,100.62225,8.20725,1.756,333.754,341.6635,407.13,0.7057935,1.3369975,0.749603,0.712208,0.3758335,0.96485925,0.254996,38.7686,180.5455,86.9841,9.58579,-1.8458125,-0.59348425,4.2361
1,15.75,5.7893,97.93,5.6115,5.7465,4.8919,4.7397,5.12275,4.65215,2.9497,1.33395,-0.529,1.94095,0.88085,2.412,5.94075,5.86725,5.882,391.775,9.103,417.85,0.2833335,7.138,3.299985,0.455775,0.29558375,1.59475,0.6917005,-0.1009525,0.701997,5.45725,6.142,6.4435,6.601,6.20575,1.5665,11.6975,17.7575,42.465,44.8025,8.171,44.7775,7.19325,89.7475,89.3625,81.3025,5.798975,4.7666,4.788125,4.997425,5.697775,6.38295,100.63175,8.159,1.70775,334.075,340.52175,406.7645,0.49132,1.3599425,0.726113,0.736195,0.3768745,0.85440231925,0.291699,16.17975,95.832075,47.245,5.39162,-2.0534725,-0.56972325,4.091535
1,16.25,5.580375,98.20899963,5.2865,5.465,4.86375,4.728575,5.12175,4.643525,2.56965,1.2959,-0.5348,1.60555,0.758995,1.9583,5.7565,5.73975,5.79975,392.15,9.059685,418.1,0.28941875,5.1570675,0.29288675,0.828579,0.40623825,0.78645,0.463268,-0.41705,0.97495,5.1885,5.89325,6.1985,6.466,6.0305,1.7525,3.25475,6.3505,18.0625,19.55,3.5165,17.3025,3.6765,44.8075,44.0025,49.28,2.64125,4.776825,4.7953,4.9934,5.6927,6.365,100.653,8.088435,1.94475,333.6255,339.553,407.2135,0.050158525,1.64663,0.68278825,0.770823,0.360435,0.70056,0.3103705,6.0233975,42.687175,19.50095,2.9731825,-2.1226675,-0.522265,3.5798875
1,16.75,5.400525,98.7,4.9335,5.239,4.7674,4.67165,5.0965,4.638825,2.109,1.18355,-0.59841,1.187275,0.57736,1.55015,5.51675,5.70425,5.7295,392.3,8.95941,418.05,0.25445,2.812,-0.6777655,1.11334,0.5798045,-0.0737975,0.176475,-0.5644,1.5305475,5.041,5.585,6.20025,6.508,6.071,1.818,-2.67975,1.0023,5.2185,8.08825,1.202,5.849,2.29825,12.8025,12.9875,28.205,0.795925,4.78715,4.8021,4.983425,5.6851,6.3525,100.67,7.7612475,2.021,332.703,337.836,407.561,-0.29088375,1.604875,0.66764725,0.7015235,0.3301685,0.574952436,0.30318075,0.49179925,9.45407,4.366275,1.89215,-1.91518,-0.664855,3.1038075
1,17.25,5.223,99.2908,4.8445,5.12,4.667075,4.6244,5.088,4.60625,1.80625,0.985175,-0.6568175,0.81029,0.383325,1.09125,5.361,5.654,5.71725,393.1,8.8465,419.3,0.23853075,2.372,-0.9105,1.3845225,0.61287975,-0.44815,0.1884335,-0.2775,1.69403,4.9445,5.4415,6.09175,6.4885,5.968,1.8025,-4.03875,-0.432925,0.3157,2.86125,0.224975,0.33425,1.67525,0.84405,1.837,28.205,0.073715,4.7913,4.803775,4.967,5.68885,6.348775,100.6725,7.62208,2.01,332.8,337.2,408.613,-0.729335,1.7170675,0.593944,0.646999,0.335931,0.537000609,0.34303,-0.62381575,0.46983725,0.2747375,1.5555625,-1.9151525,-0.664879,3.03228
1,17.75,5.0405,99.3118,4.49925,4.67325,4.6102,4.5851,5.0775,4.5586,1.143,0.7461475,-0.7970925,0.621115,-0.0149775,0.5306,5.104,5.58525,5.644,393.65,8.73468,419.2,0.249252,2.45225,-1.395,1.49725,0.4690825,-0.89265,0.2739,-0.01338,1.72104,4.77275,5.179,5.9735,6.4915,5.89,1.8315,-3.98325,-0.4336,0,2.34,0.135325,0.0572225,1.658,0,0.646025,28.205,0,4.7966,4.819,4.961,5.686,6.3429,100.6885,7.55719,2.07225,332.517,336.6495,409.66175,-0.7872675,1.73992,0.62932225,0.63100525,0.33392575,0.4887109055,0.35742325,-0.538105,0,0.04174,1.5183425,-2.3075,-0.5935475,2.91276
