DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,456.376406,11.188589,2938.456303,1.781256,37.8173175,-0.9646935,-0.3570595,3.445322,1.9789045,0.2056505,-2e-04,0.620178,0.2785885,102.4875,93.225,8.47,1.93454675,15.093414,0.415535,8.946667,7.2065835,9.138333,9.411667,9.893333,-6.6634685,0.433839,0.221729,-0.882353,1.3419115,343.4087755,355.79084225
1,0.75,453.952536,11.46917525,2978.8867955,1.857302,41.6595415,-0.956563,-1.22183825,3.3617895,2.055124,0.224736,-0.00192,0.56429,0.2930085,102.4705,94.025,8.495,1.814914,14.9515215,0.391964,8.946667,7.159167,9.1433335,9.388333,9.89,-7.119003,0.4555875,0.221729,-0.718954,1.397059,344.579649,356.22078275
1,1.25,456.3046535,11.334216,3094.25266075,1.421196,34.8089605,-0.97143025,-0.96334775,1.8627925,2.19251325,0.2092915,9.2e-05,0.59114725,0.289605,102.471,94.35,8.545,1.8657075,14.828666,0.381844,8.91,7.02833325,9.12250025,9.37583325,9.89750025,-7.4766545,0.433839,0.221729,-0.784314,1.397059,342.5182195,355.022153
1,1.75,455.2705325,11.10885275,2981.142705,1.75114425,35.57931275,-0.97415075,-0.99841775,3.05761225,2.032041,0.205648,-0.000677,0.55856475,0.285665,102.48775,94.75,8.47,1.746404,14.677444,0.4053045,8.915,7.05749975,9.10999975,9.3675,9.90333325,-6.2742665,0.3253795,0.221729,-0.66993475,1.25,339.503494,354.4797565
1,2.25,454.529525,11.245111,3042.51448125,1.46690425,40.821967,-0.94780975,-0.382144,2.3118315,2.164633,0.2181475,-0.000934,0.5924685,0.311219,102.50075,94.85,8.3725,1.5707305,14.58364275,0.413422,8.8841665,7.0618335,9.10999975,9.364167,9.905,-5.862041,0.21692,0.221729,-0.718954,1.323529,342.812796,354.3907335
1,2.75,458.836927,11.0240225,3008.632716,1.699206,35.44055475,-0.94780975,-1.087184,1.111381,2.11006075,0.21415575,-0.00102025,0.552385,0.2961815,102.5085,95.15,8.2375,1.556909,14.63023275,0.41667075,8.878333,7.19275025,9.13333325,9.36249975,9.90499975,-5.8626845,0.433839,0.221729,-0.653595,1.323529,343.626707,354.121678
1,3.25,453.971134,11.016103,2987.163347,1.7438555,36.0699945,-0.943089,-0.437833,4.24515725,2.03478325,0.223033,-0.00010775,0.534821,0.29103425,102.5,95.3,8.1025,1.601892,14.5855705,0.35623925,8.88333325,7.09683325,9.14749975,9.364167,9.90083325,-5.10060275,0.477336,0.221729,-0.588235,1.2867645,343.155408,354.037469
1,3.75,456.4472645,11.2052145,3043.8209985,1.869626,32.89652075,-0.9435015,-0.32471325,3.59266075,2.05503625,0.20204925,-0.000166,0.548322,0.27696,102.5045,95.4,7.967,1.543596,14.4980725,0.4071585,8.8866665,6.9,9.15166675,9.3633335,9.8983335,-4.7402915,0.520833,0,-0.522876,1.25,344.9070925,353.436218
1,4.25,455.86261,11.091609,3121.2309925,1.653656,30.306528,-0.926829,-0.657064,4.273425,2.045441,0.1979855,-0.000557,0.5694825,0.2992005,102.5,95.45,7.79725,1.430243,14.32784375,0.40993675,8.88750025,6.74900025,9.1124165,9.3591665,9.896667,-4.27217175,0.520833,0,-0.473856,1.2867645,344.7961825,352.4972115
1,4.75,459.51898475,10.87226375,3185.654765,1.8635645,47.116097,-0.902439,-0.47733175,2.43323575,1.93883275,0.189596,-0.0009385,0.525583,0.293281,102.5,95.45,7.6715,1.400439,14.094217,0.40040575,8.886667,6.55766675,9.09249975,9.344167,9.8941665,-5.166032,0.520833,0,-0.53921575,1.2132355,342.6650395,352.1124405
1,5.25,462.98368,10.962555,3167.5640165,1.705718,50.6234255,-0.8988555,-0.392861,4.763156,1.93383225,0.220004,-0.00035,0.56782575,0.31346875,102.50375,95.75,7.55125,1.354337,14.1845745,0.3839205,8.895833,6.44899975,9.0916665,9.34249975,9.8908335,-5.542258,0.520833,0.221729,-0.53921575,1.323529,342.9566255,351.7499175
1,5.75,461.6608225,10.8641515,3163.2552375,1.76081725,37.5737015,-0.90358625,-0.557166,5.12016475,2.110339,0.200531,-0.00043125,0.56781775,0.3222815,102.5025,95.9,7.59325,1.416831,14.05328575,0.3844625,8.88,6.394083,9.0816665,9.344167,9.89250025,-4.26239375,0.520833,0.16629675,-0.457516,1.25,343.70033,351.512744
1,6.25,462.9849785,10.89284175,3128.73063075,1.82743075,44.03478725,-0.85034725,-0.453992,4.970714,2.14860825,0.21480225,-7.325e-05,0.5531195,0.30218,102.5305,96.25,7.5175,1.419757,14.09849325,0.3816535,8.87416675,6.413583,9.0833335,9.34250025,9.89250025,-4.05831975,0.4555875,0.221729,-0.40849675,1.176471,345.3258715,351.5203165
1,6.75,460.065461,10.88538025,3112.788986,1.78078,41.438671,-0.85849375,-0.70919025,6.6418985,2.12851,0.21714475,-0.00013,0.599207,0.309668,102.5425,96.35,7.59275,1.365046,14.17922325,0.3580225,8.87,6.2134165,9.07666675,9.3391665,9.8908335,-3.7604735,0.520833,0.221729,-0.392157,1.102941,346.6238485,352.5219915
