DOY2,HR2,CO2,H2O,FC,SC,G_1_1_1,G_1_1_2,G_1_1_4,H,LE,WS,USTAR,TA,PA,RH,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_3_1,TS_1_4_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,NEE
1,0.25,404.324,2.98648,-0.5072295,-0.0548689,-1.785,-1.7755,-4.732,-19.9572,-1.01415,0.94646675,0.0933462,-12.435,92.3976,77.21,0.189474,-12.4344,0.098271325,-0.44625,-0.22,0.3635,-51.73575,0,0,0,0.1488,230.678,253.476,0.432035
1,0.75,404.6485,3.0729375,-0.4815605,-0.0784038,-1.78475,-1.776,-4.735,-17.8478,0.55376675,0.9396615,0.10731675,-12.52,92.3022,77.255,0.19208,-12.26405,0.1042885,-0.45325,-0.22725,0.35875,-49.378975,0,0,0,0.11775,229.118,254.409,0.43331425
1,1.25,404.23,2.98916,-0.40634625,-0.102677575,-1.781,-1.7785,-4.585,-21.6753,0.414587,1.0502425,0.111264,-12.65695,92.28795,77.27,0.190493,-12.5446,0.10230025,-0.451,-0.224,0.355,-51.487275,0,0,0,0.12725,227.83,252.133,0.43043175
1,1.75,404.042,2.88594,-0.28200325,-0.0837769,-1.787,-1.783,-4.575,-22.1459,0.715935,1.03003,0.112256,-12.63345,92.24025,77.915,0.1919125,-12.49525,0.1066145,-0.4415,-0.22425,0.35475,-49.90135,0,0,0,0.118,225.73,251.229,0.43429125
1,2.25,404.667,3.01348,-0.493494,-0.0785388,-1.78125,-1.774,-4.726,-22.2925,0.30911025,1.0411725,0.105598,-12.9768,92.25535,77.82,0.19751425,-12.729925,0.104277,-0.44175,-0.21825,0.356,-49.69425,0,0,0,0.099,225.902,251.36,0.43232375
1,2.75,404.49025,2.9822025,-0.46512875,-0.120683,-1.78,-1.77,-4.73,-23.6153,0.0724316,0.99141,0.104913,-12.83905,92.256075,77.85,0.203425,-12.66615,0.10423,-0.453,-0.22625,0.35475,-47.919325,0,0,0,0.08325,227.382,250.987,0.4297495
1,3.25,404.9665,3.10343,-0.357372,-0.1142845,-1.779,-1.77275,-4.787,-22.0749,1.65908,0.9806795,0.106628,-13.0147,92.25535,77.655,0.19603,-12.8344,0.1154585,-0.45,-0.221,0.35675,-45.169625,0,0,0,0.08375,225.608,250.213,0.43122475
1,3.75,404.5925,3.0767125,-0.6872485,-0.10333875,-1.77925,-1.77325,-4.75,-19.6224,0.73209325,1.01935,0.107285,-13.21,92.274725,77.43,0.1882195,-13.006025,0.104994,-0.45,-0.2195,0.35775,-42.064,0,0,0,0.0875,224.295,250.301,0.43029425
1,4.25,405.23125,3.0028525,-0.477683,-0.13005675,-1.78,-1.77175,-4.635,-24.1643,-0.28194425,1.033465,0.110781,-12.905,92.2321,77.76,0.18642775,-13.0792,0.100511,-0.45625,-0.21925,0.3565,-46.02925,0,0,0,0.126,227.865,250.293,0.437347
1,4.75,404.66,3.03794,-0.433777,-0.1837505,-1.77575,-1.771,-4.675,-25.2647,0.74454675,1.0318,0.110267,-13.338,92.24285,78.01,0.189436,-13.2829,0.0988772,-0.44875,-0.22725,0.35475,-42.5353,0,0,0,0.11,226.205,250.621,0.43271375
1,5.25,403.918,2.989615,-0.604994,-0.106475,-1.7785,-1.75875,-4.65,-23.113,1.638855,1.0420025,0.118686,-13.22015,92.27075,77.695,0.183254,-12.8187,0.0989439,-0.45225,-0.22525,0.357,-42.25075,0,0,0,0.136,224.673,250.823,0.43205275
1,5.75,403.70275,3.02932,-0.44,-0.155372,-1.778,-1.772,-4.713,-26.466325,0.29212775,1.0270125,0.124153,-13.205,92.2629,77.815,0.184616,-13.1559,0.098000325,-0.4555,-0.23025,0.354,-43.50725,0,0,0,0.098,225.898,250.338,0.43522925
1,6.25,403.65575,2.8665225,-0.461031,-0.09942605,-1.778,-1.7855,-4.808,-19.599175,-0.00322816,0.967734,0.110748,-13.4,92.236,77.04,0.191278,-13.2454,0.0944969,-0.4615,-0.2275,0.35475,-38.7339,0,0,0,0.09825,226.438,250.117,0.43357725
1,6.75,403.316,2.8790025,-0.521637,-0.063405825,-1.77575,-1.79225,-4.719,-19.63535,-0.02589285,0.94197075,0.108106,-13.51,92.2508,77.545,0.194544,-12.816575,0.100677,-0.459,-0.22825,0.35325,-38.79185,0,0,0,0.109,227.054,250.677,0.435955
1,7.25,403.68575,2.8576425,-0.556859,-0.05295915,-1.77375,-1.772,-4.77125,-17.344375,0.7023935,1.0700125,0.110622,-13.7749,92.24605,77.9025,0.192469,-13.5181,0.094961,-0.45625,-0.2335,0.34975,-39.19025,0,0,0,0.11475,225.996,249.945,0.43451025
1,7.75,403.955,2.9979,-0.8680375,-0.051632,-1.7765,-1.763,-4.6175,-20.8045,0.340926075,0.97904675,0.110253,-13.7308,92.25005,77.3425,0.189368,-13.404375,0.0928904,-0.45925,-0.2325,0.34975,-38.38275,0,0,0,0.121,225.113,249.675,0.43494925
1,8.25,403.5905,2.82349,-0.52847825,-0.050598275,-1.77025,-1.762,-4.70125,-20.7673,0.35382925,1.0561125,0.117568,-13.61,92.2686,76.745,0.189449,-13.36295,0.092070625,-0.4615,-0.22925,0.35,-35.01825,0.5371385,0,0.23725,0.3285,224.758,248.925,0.4368455
1,8.75,403.5445,2.913585,-0.32,-0.0699477,-1.77575,-1.7615,-4.72625,-21.240925,-0.301854,1.0739275,0.122269,-13.5,92.288925,76.7125,0.19595375,-13.107475,0.0943468,-0.46625,-0.22625,0.348,-20.25075,5.6325,1.88775,3.405,1.19925,223.041,250.034,0.43137525
1,9.25,403.583,2.83726,-0.641669,-0.0990535,-1.7745,-1.77225,-4.73125,-13.0101,-0.754662,1.002985,0.143654,-13.485,92.282725,76.46,0.21429125,-13.430025,0.09591615,-0.46875,-0.22425,0.34875,-5.08375,18.38565,5.667,11.21,3.0535,225.65,251.473,0.426241
1,9.75,403.7375,2.783225,-0.69475875,-0.111808925,-1.7795,-1.78925,-4.66625,-9.6833175,1.5406,0.950541,0.159293,-13.26,92.3091,75.4625,0.218531,-13.2934,0.0937622,-0.468,-0.22625,0.348,3.8405,31.75,10.28,20.52,5.376,224.559,253.2,0.42631925
1,10.25,404.21525,2.8237825,-0.768328,-0.088155075,-1.7725,-1.789,-4.72,-6.70495,3.9389825,0.887711,0.162624,-12.895,92.35415,74.9825,0.224549,-12.87395,0.09327075,-0.46825,-0.23225,0.352,11.756,50.59,16.62,29.105,8.71,225.643,255.944,0.4266325
1,10.75,404.005,2.983735,-0.9,-0.235622,-1.76925,-1.7805,-4.69,-3.9787825,4.06388,0.8539885,0.175826,-12.575,92.3731,74.38,0.232662,-12.672525,0.09451065,-0.46425,-0.2205,0.347,19.05625,67.28595,21.52,39.91,11.21,227.126,257.602,0.42878675
1,11.25,403.20325,2.8682525,-1.17709,-0.272278,-1.77325,-1.7685,-4.6325,0.4047237,4.17179,0.8436525,0.181984,-12.23515,92.380475,73.74,0.24962,-12.30185,0.09482975,-0.46525,-0.21825,0.3515,23.27225,87.619,25.505,48.1525,13.05,228.788,260.574,0.4276465
1,11.75,403.534,2.82185,-1.1466,-0.2599365,-1.77025,-1.78575,-4.595,3.875115,6.881595,1.0341625,0.210982,-11.655,92.372275,72.245,0.269806,-11.707675,0.098405575,-0.4605,-0.207,0.362,25.865,98.07465,27.865,50.4025,14.13,227.6405,263.6125,0.428281
1,12.25,403.792,2.9314175,-1.32997,-0.14438575,-1.778,-1.7745,-4.608,3.58645,6.0938325,1.11647,0.216337,-11.39,92.34895,71.725,0.268009,-11.4198,0.098725,-0.44025,-0.1995,0.367,26.994,100.4156,29.8,52.325,14.845,228.495,264.818,0.42648675
1,12.75,403.384,2.95822,-1.46465,-0.26568925,-1.7665,-1.77475,-4.6325,4.273565,5.11244,1.227145,0.230018,-10.98055,92.27945,71.5025,0.279167,-11.175125,0.0994977,-0.444,-0.18875,0.37175,27.42625,99.425,31.1225,52.5275,15.5475,227.205,265.17525,0.427618
1,13.25,403.17675,2.975075,-1.23515,-0.16326625,-1.77325,-1.779,-4.64375,2.8091275,7.8599275,1.188615,0.233449,-10.7,92.2916,69.915,0.289352,-10.6829,0.090673975,-0.42525,-0.17975,0.38275,23.4025,92.925,28.0925,48.1,14.0775,227.00825,266.38075,0.425467
1,13.75,402.291,3.074275,-1.38,-0.189505,-1.76475,-1.7735,-4.6815,4.39494,8.74872,1.24188,0.241613,-10.48605,92.285375,69.375,0.30050575,-10.6009,0.0858017,-0.42375,-0.167,0.39475,18.64725,80.891,23.8575,41.5785,12.1175,227.25175,267.246,0.4269255
1,14.25,402.963,3.13204,-1.341305,-0.10912,-1.768,-1.765,-4.6815,2.31521,3.592425,1.24504,0.232603,-10.4172,92.278575,69,0.29543575,-10.4876,0.07993555,-0.4195,-0.16575,0.39775,11.413,63.40515,18.3375,33.9125,9.52,224.05225,268.025,0.42576625
1,14.75,402.918,3.1429075,-1.38491,-0.1176835,-1.762,-1.76975,-4.5975,0.91052575,4.43039,1.2295,0.198821,-10.34825,92.2654,68.5775,0.3019745,-10.2622,0.0759245,-0.41325,-0.16075,0.4,2.16375,46.51875,12.24,24.305,6.42525,221.732,267.3425,0.42705725
1,15.25,403.107,3.05795,-1.24289,-0.09135745,-1.77325,-1.77725,-4.68275,-6.569945,1.07786975,1.2589625,0.185103,-10.49,92.2733,69.18,0.29485575,-10.410425,0.07302585,-0.4065,-0.159,0.405,-13.62225,25.58855,7.10575,13.935,3.6005,222.5305,266.2015,0.42814
1,15.75,402.996,3.2818525,-0.749527,-0.0916973,-1.76075,-1.776,-4.644,-12.4508,0.53188875,1.28223,0.153722,-10.69,92.3072,69.6475,0.282847,-10.5364,0.0742802,-0.40525,-0.152,0.41,-35.84475,9.62758,0,5.01975,1.6275,220.5055,265.02775,0.42975625
1,16.25,402.984,3.34524,-0.57,-0.1093725,-1.7605,-1.75775,-4.5855,-21.4548,1.28454,1.12989,0.13926025,-10.82,92.3487,71.3,0.264258,-10.66735,0.08224515,-0.409,-0.15525,0.40375,-56.480075,1.2026275,0,0.55675,0.507,222.09525,264.03875,0.437078
1,16.75,402.945,3.3233,-0.35124275,-0.0980574,-1.763,-1.76025,-4.675,-24.1254,-1.15742,1.18606,0.1160215,-10.985,92.3333,72.205,0.247877,-10.7342,0.0841301,-0.4095,-0.158,0.403,-61.28965,0,0,0,0.239,224.0875,262.62725,0.436641
1,17.25,403.158,3.32634,-0.537231,-0.0587349,-1.76725,-1.7695,-4.66625,-18.639325,0.0296654,1.07324,0.11728275,-11.0425,92.343725,72.97,0.237063,-10.84815,0.0860764,-0.40325,-0.1675,0.39975,-58.481,0,0,0,0.132,224.731,261.36475,0.43710875
1,17.75,404.51175,3.3201875,-0.326317,-0.0360393,-1.7755,-1.763,-4.601,-22.2516,0.230947,1.0503425,0.12529875,-11.2575,92.373175,73.615,0.227953,-11.139075,0.091967675,-0.40575,-0.1715,0.39475,-55.818,0,0,0,0.11875,225.89275,261.221,0.43825475
1,18.25,404.4755,3.029685,-0.3257185,-0.0542264,-1.774,-1.75425,-4.586,-23.1274,-0.31294025,1.040185,0.11360625,-11.552325,92.381275,74.76,0.226682,-11.23195,0.0954879,-0.41275,-0.17425,0.39275,-55.475,0,0,0,0.093,226.1455,260.45275,0.436775
1,18.75,403.627,3.330145,-0.51731525,-0.058535225,-1.77325,-1.76325,-4.65725,-19.13345,0.31491775,1.07587,0.11960925,-11.564475,92.3873,75.63,0.21561175,-11.2371,0.0917981,-0.418,-0.1875,0.38875,-57.017,0,0,0,0.1085,224.6985,259.90125,0.43740075
1,19.25,403.786,3.24047,-0.38,-0.0402715,-1.7645,-1.76125,-4.5255,-21.853,0.0790064,0.9866635,0.1109075,-11.674675,92.4007,76.335,0.21083075,-11.337925,0.091568725,-0.42625,-0.18875,0.38775,-52.816,0,0,0,0.1275,225.7985,259.90825,0.43540125
1,19.75,403.891,3.27558,-0.3109525,-0.07920265,-1.76075,-1.75575,-4.68,-17.997625,0.8903085,1.01973,0.1032185,-11.6675,92.411075,76.655,0.20325,-11.3493,0.0962828,-0.42675,-0.19425,0.387,-52.062225,0,0,0,0.1256665,226.2335,259.31425,0.4367505
1,20.25,404.325,2.9964,-0.4706395,-0.090581175,-1.7755,-1.74775,-4.6225,-19.7112,-0.38232,0.999778,0.10080925,-11.795,92.4111,76.7475,0.19731625,-11.409625,0.0968857,-0.4245,-0.191,0.384,-50.7875,0,0,0,0.1225,227.6965,258.61125,0.43600125
