DOY2,HR2,FC_1_1_1,LE_1_1_1,H_1_1_1,SW_IN_1_1_1,VPD_1_1_1,RH_1_1_1,TA_1_1_1,USTAR_1_1_1,CO2_1_1_1,H2O_1_1_1,WS_1_1_1,PA,LW_IN_1_1_1
1,0.25,-8.1520904,-35.62739625,-100.53705625,-2.212416,0.0399538855,55.946915,-21.32830375,0.1118737625,381.54222,0.323675335,0.40389594,96.03224875,149.76375
1,0.75,-16.321522975,-6.11037155,-81.983982,-2.11424985,0.030474792,56.114825,-21.5295915,0.1013342,377.23622,0.37475537,0.4564123475,96.054623,150.89675
1,1.25,-6.87682425,-4.0526083,-86.4193795,-2.199166075,0.031387969,55.1647895,-21.4361935,0.09090231,369.83827,0.353551985,0.44580067,96.0758965,150.6586925
1,1.75,-6.1280541,-2.840649825,-77.331429,-2.241166075,0.039514986,55.64235425,-21.35757775,0.1082963275,369.3745,0.29828441,0.403989305,96.08377175,149.9872575
1,2.25,-7.28177075,-13.293817,-84.19900125,-2.112166225,0.03983500925,54.591709,-21.20832875,0.09830343,369.17174,0.2201690475,0.35517114,96.07764675,149.6418
1,2.75,-2.607937675,-8.66600725,-83.09483275,-1.916999925,0.0472606035,55.10735,-20.8497285,0.088980355,368.5850625,0.18960289,0.349310275,96.056565,149.7417
1,3.25,-7.923605325,-29.044676,-97.793756,-1.86458285,0.03712930125,54.7871475,-20.719599,0.1109594725,368.2121025,0.2338339325,0.335559475,96.0314,150.00395
1,3.75,-6.0231545,-32.0648,-73.997309,-1.925666075,0.03237958925,54.620015,-21.061895,0.048100575,373.434525,0.232568995,0.3348737525,95.9899925,150.7796925
1,4.25,-14.0456153,-15.9463045,-58.719112,-2.106416,0.03090871275,56.63011,-21.185205,0.0978207675,369.6054625,0.36850492,0.373055175,95.93016825,151.154935
1,4.75,-6.0678393,-6.3898617,-62.9110405,-2.3,0.03109771725,56.979605,-21.150878,0.082803925,370.6085,0.3431559775,0.32531969,95.86823725,149.29425
1,5.25,-5.0945055,-62.61977525,-56.710658,-2.194750075,0.030859992,58.23666725,-21.038117,0.0873049,378.731285,0.3120640725,0.32783148,95.8550225,149.7258075
1,5.75,-9.2799969,-33.5121599,-47.16344875,-2.28349985,0.0326553475,58.672465,-20.9490565,0.10308775,378.130555,0.272206855,0.38548523,95.872265,147.1045
1,6.25,-5.204453025,-29.242736,-77.6619585,-1.972,0.031978228,56.94346,-21.0493895,0.0941911225,370.044295,0.33517488,0.35056702,95.889063,148.27925
1,6.75,-6.0059404,-16.756716,-58.0550195,-1.927416225,0.0313709115,56.24917,-21.1523565,0.089806615,374.974225,0.23935277,0.31331852,95.875389,146.63225
1,7.25,-4.7733503,-31.510415,-48.155253,-0.5279999075,0.031644615,55.920385,-21.143849,0.11990725,378.315275,0.26494847,0.382109715,95.8609605,147.100735
1,7.75,-3.9501585,-7.969392125,-39.079404,3.3150391,0.0286728655,56.049465,-21.0807795,0.08502946,379.9161425,0.30946591,0.3456259325,95.8333635,147.22025
1,8.25,-8.4135595,-27.01798875,-33.7514635,9.6960154,0.0253320975,55.95303,-20.926531,0.09217463,376.1371125,0.311809715,0.4030349575,95.82942,146.492185
1,8.75,-7.9397284,-21.7627,-46.140185,20.30049925,0.0330268585,54.611125,-20.685976,0.0838084625,372.2968,0.277613935,0.42151777,95.8341725,147.4701275
1,9.25,-8.9980371,-32.37748875,-53.873797,30.08443825,0.03400583,53.84066,-20.575384,0.086521735,370.3547675,0.283810315,0.55723365,95.834899,149.4535575
1,9.75,-7.76014765,-23.5732165,-46.712968,35.38231625,0.036954235,53.445595,-20.3188265,0.0861836475,373.070325,0.43865869,0.53268842,95.831975,149.54355
1,10.25,-9.034298875,-45.740353,-71.4100505,41.40175475,0.041850137,50.8521125,-19.9726585,0.1023154225,378.212875,0.447886135,0.6630765,95.819013,150.8063075
1,10.75,-9.774835675,-14.703082,-53.17759,50.7566215,0.0422350445,48.24928,-19.7451035,0.12294743,380.328975,0.41626844,0.6505794025,95.798748,151.8457
1,11.25,-7.745529125,-12.96558625,-59.81168,49.995546,0.041867709,46.749195,-19.044792,0.096164565,377.14486,0.441083215,0.658802075,95.771475,153.325885
1,11.75,-7.8759623,-14.885269,-54.6461915,50.625091,0.042236613,45.88654,-18.7090685,0.11421335,372.64358,0.446067775,0.6888969,95.7604715,154.0222425
1,12.25,-10.3014838,-53.40468125,-68.950046,47.68747625,0.046423375,43.8326625,-18.31754125,0.0976668,368.27178,0.50298935,0.60697825,95.7341975,154.9455
1,12.75,-11.040097025,-56.458033,-56.48011,43.79679275,0.04682403875,43.07705,-17.9542025,0.119858585,368.41178,0.45787325,0.591541925,95.73826875,154.424
1,13.25,-7.358982925,-24.85409125,-52.81156525,42.9981895,0.0468907375,42.2572625,-17.80103375,0.07180051,371.117635,0.5286718625,0.562303375,95.7419025,154.20934
1,13.75,-16.52137775,-8.525072875,-66.6778015,39.1221085,0.04476898875,41.533025,-17.56528125,0.098904525,374.73338,0.4672947125,0.64812043,95.7582875,154.1259925
1,14.25,-7.644659,-23.16298525,-66.1892875,33.591069,0.04668426375,41.5402875,-17.377255,0.12734353,373.84142,0.4636942625,0.6803565,95.77796,154.2574925
1,14.75,-7.88545715,-20.29822975,-82.64550875,25.95566425,0.04640162,41.1639125,-17.14969625,0.11660915,369.83118,0.469537125,0.6117987225,95.81500875,155.1047575
1,15.25,-17.8946915,-41.77945375,-86.30753675,18.27898725,0.04526048875,40.9298375,-17.102455,0.119938745,372.0319,0.46791835,0.5570015025,95.83493375,155.0332575
1,15.75,-5.008918,-13.289115,-102.5609665,10.8499685,0.0448333025,41.789925,-16.95441375,0.138919825,372.14899,0.35271555,0.5508363025,95.85893375,154.4675075
1,16.25,-14.38169425,-8.6153734,-100.901686,5.136252375,0.04422813375,41.53125,-17.10748875,0.1191086275,374.06691,0.448737575,0.458323005,95.9127625,154.3904925
1,16.75,-9.111048125,-63.30076225,-78.2645855,0.4952265225,0.04199099375,42.717,-17.2217425,0.1152286225,372.72712,0.3939459875,0.38696219,95.9562275,154.401
1,17.25,-5.435609125,-24.138713,-69.963118,-2.279582925,0.0397843125,43.267,-17.3323625,0.115835415,376.892645,0.4039354875,0.35460648,95.999375,155.06625
1,17.75,-6.3651132,-10.910961125,-78.86198625,-2.601250075,0.04914331,44.3858,-17.39824125,0.09704278,378.5241325,0.4345013375,0.408869,96.01389,154.21825
1,18.25,-5.86623655,-21.278389,-100.328546,-2.357749775,0.04596349125,46.606725,-17.56245475,0.1013863525,379.6519,0.41503166,0.44859255,96.048433,154.20075
1,18.75,-9.6172675,-38.735454275,-94.783894,-2.352749925,0.05061815925,47.34824575,-17.691711,0.166586195,373.7446,0.4016544575,0.428745355,96.00973,154.1585
1,19.25,-6.59664175,-25.965167,-83.624253,-2.305166925,0.04950544725,47.509755,-17.89668525,0.10529275,377.47325,0.3937782225,0.4213086725,96.037865,153.97975
1,19.75,-8.129593925,-7.676463625,-99.302095,-2.3,0.0467842915,48.360245,-18.14099975,0.1266056175,371.749505,0.4008672425,0.4427376025,96.0190425,154.67909
1,20.25,-4.144131325,-36.24415025,-79.881244,-2.275999925,0.04776456325,49.10845,-18.4524225,0.073467655,376.191825,0.425227305,0.4511455425,96.02923875,155.48055
1,20.75,-10.53290485,-55.109405,-115.333795,-2.291,0.04897514525,50.4438325,-18.68946825,0.0830858675,365.95864,0.400832,0.4294249475,96.01382625,155.238865
1,21.25,-7.2562041,-45.2784335,-100.495536,-2.29400015,0.04515040325,51.2994275,-18.96822,0.11588486,369.097035,0.2370951325,0.4854325,96.019066,154.0704925
1,21.75,-9.70224245,-37.642327,-75.85433,-2.287249925,0.047604752,52.59663,-19.216186,0.0999197225,363.92751,0.4246822375,0.4335723625,96.04118725,153.1169925
1,22.25,-6.7387652,-4.085694875,-100.86809325,-2.232583225,0.0451758015,52.6879875,-19.45741475,0.081587875,364.1926875,0.344792875,0.3954506375,95.98813925,150.8345
1,22.75,-7.5910477,-6.549476975,-71.706286,-2.070333075,0.0464893115,53.82621,-19.53577675,0.1062964,376.609585,0.35368227,0.4670501,95.94910825,151.1427425
1,23.25,-14.029605,-23.39806125,-75.370162,-2.21433315,0.0353950425,52.49371,-19.7319595,0.104472425,363.4453625,0.34297704,0.4575656825,95.9995545,151.9227425
1,23.75,-7.4271918,-17.35032335,-117.58249,-2.192999925,0.03472973125,52.961045,-20.02420075,0.10246276,375.6916175,0.3549332375,0.40841442,95.95172325,150.947
2,0.25,-7.95789525,-41.965014,-102.78176875,-2.6775,0.02150107,45.65812375,-17.667581,0.0848738,386.545065,0.2412197575,0.2928522625,96.06983325,157.2438925
2,0.75,-13.0334014,-68.66889875,-105.893648,-2.66175,0.02253177925,45.903192,-18.15322475,0.0697611725,381.77007,0.2473818475,0.292743025,96.07925125,156.67625
2,1.25,-6.842204,-39.76370875,-117.45042,-2.641666225,0.023792885,46.0410895,-18.7638895,0.07898497,385.59204,0.1869834775,0.29161308,96.054565,155.809315
2,1.75,-14.622536,-7.3479269,-71.875482,-3.20949985,0.03084421,46.6806,-18.946243,0.092216225,386.04778,0.2627524975,0.32027648,96.04832,155.8635575
2,2.25,-8.81992175,-12.143379375,-62.465489,-4.002,0.02173924,46.93889,-19.10373525,0.0875117,383.39721,0.19177596,0.38031545,96.03153,155.5915
2,2.75,-5.725712,-23.394453,-64.1007065,-3.2735,0.02408552,46.6222,-19.24057425,0.06327814,376.69095,0.18245276,0.3334029,96.05827,155.7355575
2,3.25,-6.2305553,-20.0783415,-76.6290375,-2.87524985,0.02209735,46.77778,-19.409386,0.0681230675,384.119655,0.28730688,0.275395855,96.0312,155.6268075
2,3.75,-5.235732225,-34.97999725,-116.26301,-2.84291615,0.02213979,49.1639,-19.374184,0.07144695,377.2699475,0.23622746,0.31121018,95.98657,155.4150575
2,4.25,-10.548700475,-18.63038,-64.732998,-3.225749225,0.02954507,49.975,-19.34443275,0.0859565175,382.64596,0.15431158,0.26258605,95.99984,155.7381925
2,4.75,-7.498028,-41.26100675,-81.97925775,-3.11924985,0.02313209,49,-19.513922,0.08626888,384.326,0.1768808,0.2729512,95.9959,153.9162425
2,5.25,-7.970277,-21.779599,-78.212045,-3.00149985,0.02837062,51.0639,-19.511164,0.051689355,383.49232,0.16736372,0.27900225,95.9818,154.300135
2,5.75,-23.916152225,-24.153326,-110.636514,-3.506250075,0.02829552,50.6194,-19.7461365,0.10158858,385.5106,0.13618694,0.30256312,95.9561,155.4377425
2,6.25,-6.435224125,-58.9241605,-50.3739225,-3.661500075,0.02614904525,48.86407,-20.12508825,0.0756797,383.1463,0.18822228,0.31063745,95.9081375,156.1997425
